"年度","縣市","雨水下水道系統規劃幹線已建設長度","雨水下水道系統規劃幹線長度","雨水下水道系統規劃幹線建設完工比率","小型汽車路外停車位","小型汽車路邊停車位","每萬輛小型車擁有路外及路邊停車位數","道路里程長度","道路路面面積","道路里程密度","平均每人享有道路面積","市內電話用戶數","每千人電話用戶數","公墓總面積","自來水供水普及率","電燈用戶數","電燈售電量","電燈用戶平均每戶售電量","電力用戶數","電力售電量","電力用戶平均每戶售電量","收寄函件","郵政儲金結存戶數","郵政儲金結存金額","國民通信率"
2006, 金門縣,-,-,-,-,-,-,-,-,-,-,28478.000000,372.305239,231614.000000,94.413722,20327.000000,135.466745,6719.247309,1403.000000,90.252553,6.504689,1436.000000,83691.000000,10557.000000,19.570000
2006, 連江縣,-,-,-,-,-,-,-,-,-,-,5855.000000,598.303699,45120.000000,96.750460,4180.000000,39.506429,9487.615034,254.000000,26.111860,9.928464,325.000000,32492.000000,1902.000000,32.260000
2007, 總計,4247.000000,6849.000000,62.000000,-,-,-,-,-,-,-,13293890.000000,579.043538,95911459.000000,92.043217,11681055.000000,58848.337029,5091.022619,304183.000000,128226.334996,42.312080,2669858.000000,31668487.000000,4137041.000000,116.500000
2007, 臺灣地區,4247.000000,6849.000000,62.000000,381929.000000,269195.000000,1001.002965,38526.000000,417310.000000,1.069983,18.249549,13259833.000000,579.870999,95632643.000000,92.031930,11655840.000000,58677.757159,5087.206899,302538.000000,128110.142653,42.505306,2667847.000000,31551242.000000,4124383.000000,116.860000
2007, 新北市,529.000000,714.000000,74.050000,81104.000000,39943.000000,1395.343208,2677.000000,31368.000000,1.304221,8.259051,2419265.000000,636.981423,8571956.000000,97.208621,1729501.000000,10742.804002,6284.530082,32385.000000,9505.403941,29.409375,274575.000000,4573006.000000,583280.000000,72.590000
2007, 臺北市,520.000000,540.000000,96.260000,120892.000000,49200.000000,2402.476885,1274.000000,19963.000000,4.687275,7.592605,2304189.000000,876.361072,3159540.000000,99.599166,1073306.000000,7809.699376,7324.983258,21477.000000,8970.074640,41.995715,1539630.000000,5884022.000000,744027.000000,585.240000
2007, 桃園市,202.000000,443.000000,45.670000,11654.000000,13499.000000,423.725816,2247.000000,25087.000000,1.840364,12.965072,1081544.000000,558.946711,2303603.000000,95.149532,948599.000000,5335.503398,5715.773831,14592.000000,21417.491172,147.027467,106777.000000,2439815.000000,316965.000000,55.520000
2007, 臺中市,489.000000,941.000000,51.960000,24657.000000,51772.000000,892.035766,4175.000000,56479.000000,1.884964,21.666077,1577453.000000,605.131437,7710583.000000,91.938028,1383239.000000,7402.579680,5420.595758,26165.000000,13332.804929,50.749105,202766.000000,3315340.000000,379243.000000,78.070000
2007, 臺南市,489.000000,930.000000,52.560000,22228.000000,20030.000000,762.481122,4430.000000,52727.000000,2.021305,28.195337,1015743.000000,543.160357,12143240.000000,98.762571,1078969.000000,4577.396714,4289.809997,29290.000000,15372.282429,52.398958,77053.000000,2495371.000000,338230.000000,41.240000
2007, 高雄市,594.000000,870.000000,68.320000,42485.000000,50837.000000,1223.872611,3654.000000,42682.000000,1.240213,15.437265,1535020.000000,555.187445,8039078.000000,96.506262,1514368.000000,6842.964410,4562.119220,33885.000000,20779.077634,61.301543,169559.000000,3690647.000000,487345.000000,61.380000
2007, 宜蘭縣,130.000000,371.000000,34.940000,4442.000000,1277.000000,448.102674,1345.000000,13120.000000,0.627442,28.497083,209681.000000,455.434211,3155568.000000,91.324463,241699.000000,1022.866343,4274.088631,4740.000000,1884.586274,39.796986,13025.000000,615555.000000,93062.000000,28.290000
2007, 新竹縣,76.000000,102.000000,74.810000,6108.000000,2477.000000,514.830229,1128.000000,10231.000000,0.790172,20.634463,235727.000000,475.427624,1574280.000000,77.822238,233510.000000,1215.878211,5320.559548,3170.000000,5818.349003,185.120872,16377.000000,551771.000000,97712.000000,33.300000
2007, 苗栗縣,78.000000,136.000000,57.000000,3972.000000,2942.000000,379.477272,1454.000000,15744.000000,0.798763,28.106105,245528.000000,438.315276,5195438.000000,75.223640,280747.000000,1236.683720,4452.514660,3772.000000,4912.777200,130.920112,20599.000000,729889.000000,104062.000000,36.780000
2007, 彰化縣,203.000000,335.000000,60.630000,9872.000000,7163.000000,416.846113,2201.000000,20790.000000,2.048593,15.817656,577020.000000,439.014147,8329277.000000,92.300704,739387.000000,2787.016420,3797.928008,42620.000000,6348.625346,14.889944,74837.000000,1620176.000000,221625.000000,56.920000
2007, 南投縣,63.000000,106.000000,59.230000,5568.000000,5174.000000,602.606320,1943.000000,15435.000000,0.473160,28.919821,242894.000000,455.098863,7661229.000000,79.183163,267510.000000,1024.992655,3863.581262,4915.000000,1398.033546,29.241446,18499.000000,675497.000000,89303.000000,34.610000
2007, 雲林縣,140.000000,184.000000,76.100000,4703.000000,175.000000,223.182014,2412.000000,21271.000000,1.868561,29.312141,296600.000000,408.724603,3685137.000000,93.404872,482576.000000,1487.051248,3102.929941,18871.000000,2943.235030,15.751438,20874.000000,851538.000000,139945.000000,28.710000
2007, 嘉義縣,127.000000,201.000000,62.940000,6615.000000,5444.000000,725.602161,2111.000000,18901.000000,1.110074,34.281620,169081.000000,306.670052,5257747.000000,89.021756,325080.000000,1037.925783,3222.166186,19514.000000,1521.904493,7.885516,13152.000000,596537.000000,105126.000000,23.800000
2007, 屏東縣,169.000000,292.000000,57.930000,3334.000000,7121.000000,434.616328,2777.000000,26823.000000,1.000504,30.153008,351290.000000,394.901766,10787599.000000,43.668858,506614.000000,1867.093591,3705.822814,31466.000000,2109.511908,6.813339,20951.000000,1110097.000000,131581.000000,23.500000
2007, 臺東縣,74.000000,116.000000,63.720000,2815.000000,795.000000,575.280469,1314.000000,10112.000000,0.373800,43.276556,97779.000000,418.467003,1912212.000000,77.903792,112491.000000,470.965668,4215.815994,2077.000000,367.572692,17.676013,5971.000000,307612.000000,25949.000000,25.430000
2007, 花蓮縣,170.000000,256.000000,66.320000,6805.000000,1376.000000,807.688890,1480.000000,13585.000000,0.319753,39.571573,160946.000000,468.817543,1791270.000000,82.688711,165195.000000,806.749440,4929.634287,2731.000000,1669.980668,61.160252,11749.000000,469621.000000,48429.000000,34.130000
2007, 澎湖縣,15.000000,17.000000,91.060000,1728.000000,370.000000,1045.810279,260.000000,2139.000000,2.049437,23.151856,43881.000000,474.953999,1458956.000000,93.051196,41899.000000,212.371031,5081.862431,1517.000000,159.197161,10.584918,1882.000000,136176.000000,18761.000000,20.440000
2007, 基隆市,61.000000,100.000000,60.640000,5341.000000,979.000000,748.052932,644.000000,6333.000000,4.850899,16.221948,210419.000000,538.987236,1331818.000000,99.340671,184048.000000,901.920211,4914.360035,2405.000000,673.816755,28.099114,30887.000000,578129.000000,91827.000000,79.090000
2007, 新竹市,38.000000,72.000000,53.410000,13001.000000,6339.000000,1539.257432,475.000000,5003.000000,4.560616,12.537747,274202.000000,687.162780,990550.000000,98.212939,196878.000000,1190.911677,6155.600293,4423.000000,8415.543695,190.181778,26613.000000,500035.000000,60046.000000,67.050000
2007, 嘉義市,80.000000,122.000000,65.630000,4605.000000,2282.000000,871.408146,525.000000,9517.000000,8.746268,34.851231,211571.000000,774.772498,573562.000000,99.579603,150224.000000,704.383581,4738.792409,2523.000000,509.874136,20.297537,22072.000000,410408.000000,47864.000000,80.930000
2007, 金門縣,-,-,-,-,-,-,-,-,-,-,28250.000000,346.425987,231614.000000,94.496425,20980.000000,131.665580,6374.976638,1416.000000,90.590694,6.427151,1515.000000,84830.000000,10723.000000,19.180000
2007, 連江縣,-,-,-,-,-,-,-,-,-,-,5807.000000,583.852805,47202.000000,97.878544,4235.000000,38.914290,9248.791444,229.000000,25.601649,10.601097,496.000000,32415.000000,1935.000000,50.250000
2008, 總計,4338.000000,6858.000000,63.240000,-,-,-,-,-,-,-,13082115.000000,567.873308,95288252.000000,92.200992,11920303.000000,58287.554647,4939.339054,305558.000000,128643.922164,42.196251,2645930.000000,32293711.000000,4457459.000000,115.050000
2008, 臺灣地區,4338.000000,6858.000000,63.240000,490302.000000,262570.000000,1164.331319,39315.000000,425633.000000,1.091896,18.551996,13048059.000000,568.723628,95009436.000000,92.189770,11894485.000000,58114.125835,4935.314127,303884.000000,128529.775140,42.389549,2643448.000000,32175618.000000,4444019.000000,115.410000
2008, 新北市,558.000000,714.000000,78.070000,170651.000000,38045.000000,2417.732385,2690.000000,31253.000000,1.310554,8.152113,2386456.000000,622.489325,8886063.000000,97.248528,1774098.000000,10779.216556,6153.225044,32525.000000,10024.847889,30.888454,282339.000000,4675211.000000,618318.000000,73.990000
2008, 臺北市,522.000000,540.000000,96.590000,127833.000000,48603.000000,2528.721794,1274.000000,20052.000000,4.687275,7.644906,2251152.000000,858.260803,3144406.000000,99.620957,1092995.000000,7734.690401,7140.919384,21631.000000,9499.066617,44.071015,1541146.000000,5914497.000000,853711.000000,586.860000
2008, 桃園市,208.000000,443.000000,46.840000,11422.000000,14391.000000,435.651418,2703.000000,25969.000000,2.213843,13.258378,1067105.000000,544.806569,2418755.000000,95.107179,977340.000000,5153.048968,5351.206833,14687.000000,19831.300553,135.464330,94962.000000,2505788.000000,339048.000000,48.780000
2008, 臺中市,494.000000,941.000000,52.470000,37621.000000,53479.000000,1067.572287,4280.000000,58695.000000,1.932370,22.367908,1549176.000000,590.370996,7854362.000000,92.084745,1412563.000000,7376.807586,5277.060097,26034.000000,13703.193024,52.503661,205037.000000,3392750.000000,401298.000000,78.400000
2008, 臺南市,500.000000,930.000000,53.710000,22874.000000,19583.000000,772.434195,4464.000000,53464.000000,2.036819,28.544505,998872.000000,533.299164,10206488.000000,98.784975,1097299.000000,4525.049641,4158.540806,29118.000000,15806.178414,54.123334,72116.000000,2555414.000000,359502.000000,38.530000
2008, 高雄市,600.000000,872.000000,68.820000,42548.000000,44716.000000,1154.446054,3681.000000,43824.000000,1.249378,15.826344,1515199.000000,547.190123,7861770.000000,96.583636,1541701.000000,6707.597351,4389.689730,33691.000000,21005.480207,62.168463,156589.000000,3770823.000000,518508.000000,56.590000
2008, 宜蘭縣,134.000000,371.000000,36.030000,2812.000000,1220.000000,315.078770,1351.000000,13387.000000,0.630241,29.045220,207734.000000,450.711865,3128837.000000,91.602987,247312.000000,1010.388134,4132.373848,4707.000000,1723.753836,36.493148,14541.000000,626567.000000,97250.000000,31.570000
2008, 新竹縣,77.000000,102.000000,75.260000,4953.000000,2742.000000,458.521529,1128.000000,9860.000000,0.790172,19.591752,233238.000000,463.442307,1737459.000000,78.756858,243898.000000,1240.223403,5195.654045,3332.000000,5770.754472,177.507059,16569.000000,566774.000000,103109.000000,33.170000
2008, 苗栗縣,79.000000,138.000000,57.640000,3865.000000,3668.000000,414.365553,1470.000000,15777.000000,0.807553,28.153256,243689.000000,434.850651,5259214.000000,75.332666,286836.000000,1234.958393,4351.639823,3741.000000,4935.191313,131.377381,16948.000000,743748.000000,110593.000000,30.250000
2008, 彰化縣,204.000000,335.000000,60.980000,9969.000000,7089.000000,417.877248,2223.000000,21382.000000,2.069070,16.285650,570615.000000,434.610243,8319457.000000,92.315309,749969.000000,2764.087416,3711.788741,42443.000000,6341.508499,14.910145,73596.000000,1663434.000000,234043.000000,56.020000
2008, 南投縣,65.000000,110.000000,59.020000,5566.000000,5174.000000,605.067014,2088.000000,17332.000000,0.508470,32.594080,239634.000000,450.649080,7661229.000000,78.842809,271683.000000,1014.548095,3763.209444,5159.000000,1362.244046,27.044750,17357.000000,688719.000000,93012.000000,32.580000
2008, 雲林縣,141.000000,184.000000,76.440000,4511.000000,264.000000,219.360707,2409.000000,21401.000000,1.866237,29.572708,293099.000000,405.015242,3637094.000000,93.567960,489332.000000,1471.902481,3028.892613,19122.000000,2978.261489,15.677949,19323.000000,873821.000000,146179.000000,26.660000
2008, 嘉義縣,129.000000,203.000000,63.390000,7061.000000,5444.000000,753.990027,2112.000000,20015.000000,1.110600,36.475067,166421.000000,303.283394,5256830.000000,88.934833,329182.000000,1024.811904,3132.726352,19921.000000,1619.441572,8.213220,9787.000000,614652.000000,111056.000000,17.790000
2008, 屏東縣,170.000000,292.000000,58.270000,3255.000000,6265.000000,399.833683,2786.000000,26607.000000,1.003747,30.069911,345778.000000,390.781137,10787599.000000,45.130860,512261.000000,1833.185777,3598.450795,32112.000000,2044.010332,6.429930,18680.000000,1133707.000000,137250.000000,21.060000
2008, 臺東縣,74.000000,116.000000,63.970000,2800.000000,795.000000,577.454382,1312.000000,9968.000000,0.373231,42.993500,96072.000000,414.373148,2090721.000000,78.380325,113916.000000,460.307424,4066.194278,2100.000000,361.748759,17.320984,6122.000000,314978.000000,28177.000000,26.300000
2008, 花蓮縣,187.000000,256.000000,73.110000,6805.000000,1196.000000,797.404772,1481.000000,13503.000000,0.319969,39.548023,158356.000000,463.798168,1820404.000000,82.925201,167562.000000,793.489141,4769.180760,2729.000000,1682.338872,61.624135,11198.000000,475175.000000,51897.000000,32.710000
2008, 澎湖縣,15.000000,17.000000,91.060000,1728.000000,368.000000,1028.257457,260.000000,2229.000000,2.049437,23.888627,43471.000000,465.887169,2059880.000000,93.079907,42675.000000,209.571213,4955.925296,1541.000000,156.099364,10.209246,1775.000000,137914.000000,19627.000000,19.120000
2008, 基隆市,61.000000,100.000000,60.820000,6774.000000,1057.000000,936.812135,654.000000,6829.000000,4.926223,17.556218,206401.000000,530.622476,1331818.000000,99.364747,186110.000000,899.606939,4860.664574,2369.000000,687.343248,28.795276,38624.000000,589279.000000,99645.000000,99.120000
2008, 新竹市,39.000000,72.000000,53.860000,12931.000000,6371.000000,1556.901683,418.000000,4529.000000,4.013342,11.172482,266822.000000,658.216794,973488.000000,98.822807,204507.000000,1193.300293,5945.913738,4386.000000,8503.377549,193.061132,25251.000000,513747.000000,71973.000000,62.780000
2008, 嘉義市,83.000000,122.000000,67.590000,4323.000000,2100.000000,819.814415,531.000000,9557.000000,8.846226,34.905933,208769.000000,762.506711,573562.000000,99.662519,153246.000000,687.334719,4529.836352,2536.000000,493.635084,19.515125,21486.000000,418620.000000,49822.000000,78.580000
2008, 金門縣,-,-,-,-,-,-,-,-,-,-,28308.000000,334.728627,231614.000000,94.486224,21539.000000,134.011192,6303.590959,1464.000000,89.601726,6.222342,1126.000000,85637.000000,11042.000000,13.550000
2008, 連江縣,-,-,-,-,-,-,-,-,-,-,5748.000000,589.236289,47202.000000,98.780113,4279.000000,39.417620,9259.483204,210.000000,24.545298,11.182368,1357.000000,32456.000000,2398.000000,137.760000
2009, 總計,4403.000000,6709.000000,65.630000,-,-,-,-,-,-,-,12820993.000000,554.546688,96353336.000000,92.208033,12109721.000000,57890.396060,4818.172138,304958.000000,121348.277090,39.752693,2625800.000000,32432245.000000,4595999.000000,113.780000
2009, 臺灣地區,4403.000000,6709.000000,65.630000,562565.000000,253412.000000,1253.452275,39849.000000,474032.000000,1.106666,20.595715,12786791.000000,555.559751,96074520.000000,92.195970,12083362.000000,57710.607651,4813.660513,303222.000000,121235.018486,39.938666,2623496.000000,32328772.000000,4581458.000000,114.170000
2009, 新北市,560.000000,714.000000,78.360000,203578.000000,34499.000000,2752.943135,2780.000000,33544.000000,1.354402,8.659526,2351170.000000,606.964537,9356929.000000,97.289096,1812746.000000,10529.083275,5870.945753,32599.000000,8525.454472,26.182220,272048.000000,4660443.000000,636807.000000,70.590000
2009, 臺北市,522.000000,540.000000,96.630000,133582.000000,47070.000000,2574.648297,1348.000000,21976.000000,4.959535,8.428229,2183727.000000,837.502320,3144406.000000,99.618705,1109556.000000,7522.597606,6830.804468,21771.000000,8742.370847,40.285567,1523007.000000,6160767.000000,863094.000000,582.370000
2009, 桃園市,209.000000,444.000000,47.050000,32672.000000,13145.000000,767.223898,2721.000000,28803.000000,2.228585,14.555924,1046248.000000,528.733332,2411807.000000,94.671924,996923.000000,5285.121188,5354.019386,14666.000000,19485.206473,132.764668,98118.000000,2513808.000000,358355.000000,49.840000
2009, 臺中市,502.000000,941.000000,53.310000,41104.000000,54175.000000,1104.104163,4167.000000,59226.000000,1.881352,22.470171,1512407.000000,573.802784,7973009.000000,92.136844,1437013.000000,7227.538154,5072.711277,25932.000000,12881.214897,49.575549,194323.000000,3369435.000000,424455.000000,73.890000
2009, 臺南市,541.000000,944.000000,57.330000,25213.000000,19729.000000,814.312712,4480.000000,58137.000000,2.044119,30.999688,978246.000000,521.618252,9819848.000000,98.777758,1111016.000000,4539.890311,4111.632907,28964.000000,15180.297402,52.271951,71758.000000,2630665.000000,376367.000000,38.290000
2009, 高雄市,604.000000,873.000000,69.170000,47620.000000,42935.000000,1196.115053,3857.000000,49213.000000,1.309114,17.760739,1481844.000000,534.790484,7861770.000000,95.121634,1558119.000000,6712.943495,4331.182775,33380.000000,20149.529223,60.084177,149489.000000,3785692.000000,535871.000000,53.970000
2009, 宜蘭縣,111.000000,203.000000,54.820000,3472.000000,872.000000,334.617162,1315.000000,15613.000000,0.613447,33.821825,205314.000000,444.763607,3135637.000000,92.108313,252176.000000,1018.588008,4078.528445,4671.000000,1656.746705,35.332623,15756.000000,625452.000000,98674.000000,34.160000
2009, 新竹縣,78.000000,102.000000,76.370000,4951.000000,2742.000000,451.120324,1115.000000,13125.000000,0.781066,25.690864,229646.000000,449.508889,1714751.000000,79.305397,251803.000000,1242.339740,5012.456058,3382.000000,5333.112089,158.865418,18080.000000,570318.000000,107831.000000,35.660000
2009, 苗栗縣,81.000000,140.000000,58.210000,3928.000000,2614.000000,357.443367,1618.000000,15562.000000,0.888857,27.703011,240524.000000,428.173688,5250741.000000,75.427953,292994.000000,1234.458987,4258.003163,3725.000000,4714.823279,126.301186,19420.000000,740963.000000,115264.000000,34.610000
2009, 彰化縣,210.000000,335.000000,62.780000,9996.000000,7089.000000,414.576797,2257.000000,25385.000000,2.100715,19.341439,561558.000000,427.864472,9084009.000000,92.313864,758428.000000,2775.444793,3679.992460,42184.000000,5939.653665,14.037254,77927.000000,1630890.000000,241690.000000,59.360000
2009, 南投縣,68.000000,109.000000,62.780000,4096.000000,1265.000000,299.405211,2137.000000,19330.000000,0.520403,36.415083,236386.000000,445.318976,7877656.000000,78.529984,275008.000000,1022.515998,3740.745680,5246.000000,1303.710914,25.059316,19908.000000,693184.000000,95370.000000,37.470000
2009, 雲林縣,141.000000,184.000000,76.640000,4545.000000,264.000000,218.672414,2458.000000,28650.000000,1.904197,39.637795,288363.000000,398.955444,3625416.000000,93.602335,495441.000000,1508.467725,3063.584654,19122.000000,2795.267213,14.618069,22777.000000,867485.000000,147609.000000,31.490000
2009, 嘉義縣,136.000000,211.000000,64.560000,7059.000000,5444.000000,746.572561,2138.000000,22679.000000,1.123113,41.406495,163243.000000,298.043146,5275066.000000,88.989549,331685.000000,1034.748552,3131.488036,19909.000000,1430.460813,7.182831,13077.000000,608239.000000,112871.000000,23.850000
2009, 屏東縣,172.000000,292.000000,58.830000,3255.000000,7059.000000,432.088680,2846.000000,31257.000000,1.025364,35.413079,339607.000000,384.762757,10673161.000000,44.978247,516297.000000,1845.572711,3588.660457,32052.000000,1989.751468,6.202081,18408.000000,1115902.000000,140896.000000,20.830000
2009, 臺東縣,75.000000,116.000000,64.730000,2800.000000,795.000000,571.651189,1311.000000,12586.000000,0.372946,54.134032,95323.000000,409.996688,2086144.000000,78.401442,115186.000000,462.853985,4040.593142,2094.000000,360.823849,17.206669,6796.000000,285840.000000,28619.000000,29.270000
2009, 花蓮縣,194.000000,256.000000,75.840000,7252.000000,3507.000000,1065.437405,1527.000000,15742.000000,0.329907,46.169097,155929.000000,457.318075,1853433.000000,82.968583,169847.000000,795.393845,4714.716235,2752.000000,1578.738788,57.607692,11971.000000,450130.000000,54821.000000,35.080000
2009, 澎湖縣,16.000000,17.000000,91.240000,1728.000000,363.000000,992.830350,258.000000,2506.000000,2.033672,26.047188,43100.000000,447.978381,2059880.000000,93.120258,43329.000000,212.393510,4939.154225,1581.000000,154.364499,9.888821,1967.000000,130485.000000,19999.000000,20.750000
2009, 基隆市,62.000000,100.000000,61.340000,7282.000000,1029.000000,988.722073,613.000000,6698.000000,4.617393,17.248616,200905.000000,517.368363,1331818.000000,99.306244,188608.000000,870.339005,4645.301296,2358.000000,623.001043,26.359257,43800.000000,557901.000000,101858.000000,112.700000
2009, 新竹市,40.000000,72.000000,55.220000,14109.000000,6745.000000,1660.627971,421.000000,4729.000000,4.042146,11.489673,268147.000000,651.495310,965477.000000,98.840828,212537.000000,1178.531943,5651.835023,4351.000000,7916.052244,181.207560,25088.000000,513895.000000,69236.000000,61.420000
2009, 嘉義市,82.000000,116.000000,70.480000,4323.000000,2071.000000,808.671017,482.000000,9271.000000,8.029907,33.852940,205104.000000,748.934679,573562.000000,99.689624,154650.000000,691.784819,4493.626544,2483.000000,474.438602,18.905702,19777.000000,417278.000000,51771.000000,72.220000
2009, 金門縣,-,-,-,-,-,-,-,-,-,-,28504.000000,303.870878,231614.000000,94.487383,22081.000000,139.677543,6404.288996,1533.000000,89.300443,5.959322,1444.000000,80613.000000,11881.000000,16.190000
2009, 連江縣,-,-,-,-,-,-,-,-,-,-,5698.000000,574.453070,47202.000000,98.649057,4278.000000,40.110866,9374.983289,203.000000,23.958161,11.602015,861.000000,22860.000000,2660.000000,87.490000
2010, 總計,4469.000000,6819.000000,65.540000,-,-,-,-,-,-,-,12696000.000000,548.136283,95477000.000000,92.333030,12277037.000000,59178.687281,4853.346007,306431.000000,134134.763525,43.878697,2728007.000000,32384294.000000,4625088.000000,117.890000
2010, 臺灣地區,4469.000000,6819.000000,65.540000,569040.000000,251349.000000,1240.747205,40353.000000,478911.000000,1.120663,20.772711,12661900.000000,549.208484,95217704.000000,92.321320,12249961.000000,58993.093766,4848.749492,304609.000000,134019.477934,44.097612,2725720.000000,32276666.000000,4610174.000000,118.330000
2010, 新北市,560.000000,768.000000,72.910000,184659.000000,34849.000000,2500.674987,2876.000000,34317.000000,1.401172,8.805175,2329031.000000,597.590886,9393396.000000,97.339640,1848274.000000,10889.922892,5949.119585,33079.000000,9152.518155,27.870880,315099.000000,4631749.000000,654796.000000,81.100000
2010, 臺北市,522.000000,540.000000,96.660000,144188.000000,45888.000000,2696.189963,1349.000000,21981.000000,4.963214,8.393629,2173761.000000,830.068826,3144406.000000,99.688480,1118886.000000,7625.618732,6843.901463,22109.000000,8917.638248,40.645571,1575017.000000,5734845.000000,814962.000000,602.740000
2010, 桃園市,210.000000,445.000000,47.190000,33601.000000,12913.000000,762.450845,2745.000000,29203.000000,2.248242,14.586476,1039192.000000,519.061367,2409952.000000,94.687622,1015116.000000,5478.012954,5445.235360,14862.000000,21451.769713,145.297817,97272.000000,2556516.000000,369536.000000,48.870000
2010, 臺中市,510.000000,941.000000,54.200000,44494.000000,54213.000000,1119.322421,4192.000000,59622.000000,1.892639,22.512299,1495079.000000,564.517548,7741660.000000,92.236009,1457026.000000,7484.415621,5172.297693,26028.000000,15112.180842,58.168517,209986.000000,3413569.000000,426329.000000,79.480000
2010, 臺南市,554.000000,944.000000,58.690000,25367.000000,19719.000000,803.769441,4512.000000,58760.000000,2.058720,31.358837,964318.000000,514.633946,9999457.000000,98.846511,1124242.000000,4576.950043,4095.231998,29043.000000,17093.103243,58.934623,80261.000000,2596902.000000,382725.000000,42.820000
2010, 高雄市,605.000000,874.000000,69.260000,54012.000000,41448.000000,1248.339209,3881.000000,49465.000000,1.317260,17.834975,1461970.000000,527.124197,7851504.000000,95.224597,1578922.000000,6790.464056,4329.216007,33416.000000,21966.782164,65.772747,163573.000000,3797958.000000,544852.000000,59.010000
2010, 宜蘭縣,117.000000,203.000000,57.500000,4119.000000,907.000000,382.109433,1315.000000,15618.000000,0.613447,33.916341,203711.000000,442.382613,3416448.000000,92.748531,256030.000000,1057.183034,4160.450817,4666.000000,1813.428060,38.843913,13676.000000,631506.000000,99841.000000,29.660000
2010, 新竹縣,79.000000,102.000000,77.350000,4954.000000,2742.000000,439.129046,1256.000000,13417.000000,0.879837,26.153231,229943.000000,448.218863,1714751.000000,79.761410,256559.000000,1272.157731,5004.928500,3554.000000,6285.027774,181.229175,15315.000000,593262.000000,110011.000000,29.910000
2010, 苗栗縣,83.000000,141.000000,58.610000,3920.000000,2614.000000,350.416166,1658.000000,16271.000000,0.910831,29.005220,237909.000000,424.104405,5177870.000000,76.042484,297434.000000,1248.954639,4230.675507,3683.000000,5491.599047,148.261313,18153.000000,765692.000000,117805.000000,32.340000
2010, 彰化縣,216.000000,335.000000,64.550000,10906.000000,6010.000000,403.294830,2272.000000,25678.000000,2.114677,19.642221,556367.000000,425.589351,9002475.000000,92.351406,766043.000000,2830.612323,3713.566638,42086.000000,6604.947424,15.675679,67703.000000,1726068.000000,251021.000000,51.690000
2010, 南投縣,72.000000,110.000000,65.900000,4121.000000,1783.000000,325.635524,2154.000000,19376.000000,0.524542,36.802149,234758.000000,445.891763,7928920.000000,78.422613,278237.000000,1037.629697,3751.067599,5292.000000,1480.515427,28.098604,15573.000000,698740.000000,97215.000000,29.460000
2010, 雲林縣,158.000000,194.000000,81.450000,4776.000000,85.000000,217.141734,2472.000000,28908.000000,1.915043,40.281306,286550.000000,399.287678,3585486.000000,93.683577,500839.000000,1520.737547,3052.831628,19072.000000,3193.285379,16.721398,20717.000000,895411.000000,151387.000000,28.770000
2010, 嘉義縣,138.000000,211.000000,65.180000,7061.000000,5444.000000,735.268177,2137.000000,22474.000000,1.122588,41.369688,160869.000000,296.124422,5238376.000000,89.020852,336271.000000,1042.767330,3122.263532,20007.000000,1523.113862,7.631596,11526.000000,637124.000000,114771.000000,21.130000
2010, 屏東縣,173.000000,292.000000,59.350000,3255.000000,7059.000000,425.642549,2849.000000,31267.000000,1.026445,35.794708,334512.000000,382.951979,10554412.000000,44.913790,520649.000000,1854.463083,3576.778507,32061.000000,2207.630352,6.886686,17566.000000,1154460.000000,144067.000000,20.000000
2010, 臺東縣,75.000000,116.000000,64.760000,3202.000000,830.000000,627.773366,1311.000000,12586.000000,0.372946,54.562086,94471.000000,409.545114,2052096.000000,78.610414,116767.000000,478.772385,4128.184460,2137.000000,368.167087,17.403313,5960.000000,316126.000000,29578.000000,25.740000
2010, 花蓮縣,195.000000,298.000000,65.500000,7342.000000,3495.000000,1057.175468,1589.000000,16646.000000,0.343302,49.131506,154503.000000,456.023376,1853433.000000,83.229586,172634.000000,813.325237,4749.607932,2781.000000,1645.280490,59.471552,12731.000000,471419.000000,56402.000000,37.460000
2010, 澎湖縣,16.000000,18.000000,91.420000,1751.000000,360.000000,965.293338,260.000000,2516.000000,2.049437,25.960090,42565.000000,439.185703,1350022.000000,93.145752,44104.000000,215.758899,4935.411092,1603.000000,158.223643,9.938671,1748.000000,132738.000000,20422.000000,18.100000
2010, 基隆市,62.000000,100.000000,62.190000,7282.000000,1152.000000,997.846714,618.000000,6774.000000,4.655055,17.634471,196903.000000,512.589357,1309051.000000,99.320289,188936.000000,887.901054,4703.563315,2327.000000,635.860043,27.144506,41747.000000,585955.000000,100893.000000,108.090000
2010, 新竹市,41.000000,72.000000,56.810000,15151.000000,7791.000000,1788.250333,423.000000,4753.000000,4.061348,11.443526,263414.000000,634.206826,920427.000000,98.837590,217346.000000,1196.948598,5568.717991,4388.000000,8448.122861,193.343011,23267.000000,519933.000000,70450.000000,56.270000
2010, 嘉義市,83.000000,116.000000,71.750000,4879.000000,2047.000000,864.993131,484.000000,9279.000000,8.063226,34.065127,202074.000000,741.855428,573562.000000,99.698227,155646.000000,690.497911,4450.575652,2415.000000,470.284120,19.203108,18829.000000,416693.000000,53113.000000,68.940000
2010, 金門縣,-,-,-,-,-,-,-,-,-,-,28384.000000,291.524588,212094.000000,94.475371,22734.000000,145.174325,6478.827402,1614.000000,89.948103,5.716435,1337.000000,84162.000000,12241.000000,13.990000
