"年度","縣市","機動車輛登記數","小客車登記數","小貨車登記數","機車登記數","汽車登記數","每千人持有車輛數(年底)-小客車","每千人持有車輛數(年底)-機車","車輛成長率-小客車","車輛成長率-機車","每汽車享有道路面積","領有汽車駕照人數","領有機車駕照人數","觀光旅館家數","觀光旅館房間數","觀光旅館平均房價","觀光旅館住用率"
2011, 雲林縣,739886.000000,187544.000000,42263.000000,500085.000000,239801.000000,262.830107,700.834973,2.723872,1.591052,0.123065,365956.000000,425881.000000,-,-,-,-
2011, 嘉義縣,553606.000000,139980.000000,34054.000000,373840.000000,179766.000000,260.213926,694.944808,2.457127,0.751377,0.127805,272249.000000,341874.000000,2.000000,132.000000,2518.000000,63.010000
2011, 屏東縣,980197.000000,201547.000000,46586.000000,723582.000000,256615.000000,233.129253,836.966718,2.488648,2.041300,0.121980,434897.000000,533776.000000,3.000000,777.000000,3752.000000,72.200000
2011, 臺東縣,252382.000000,51680.000000,14334.000000,183753.000000,68629.000000,226.378729,804.910421,2.786452,2.030017,0.183392,109584.000000,138540.000000,2.000000,459.000000,3265.000000,66.090000
2011, 花蓮縣,357584.000000,87346.000000,17533.000000,248668.000000,108916.000000,259.311598,738.242122,2.438223,1.570937,0.152833,174297.000000,214154.000000,6.000000,1543.000000,2476.000000,60.400000
2011, 澎湖縣,95587.000000,19570.000000,3194.000000,71785.000000,23802.000000,201.426557,738.855667,4.217702,3.834582,0.107344,39184.000000,59245.000000,1.000000,78.000000,1421.000000,36.160000
2011, 基隆市,285668.000000,79782.000000,6143.000000,196069.000000,89599.000000,209.992972,516.070192,1.804308,1.769438,0.074621,190422.000000,205772.000000,1.000000,141.000000,2127.000000,72.740000
2011, 新竹市,409105.000000,120801.000000,11316.000000,272497.000000,136608.000000,287.585823,648.722063,3.125320,2.753446,0.035240,227289.000000,249326.000000,2.000000,465.000000,3102.000000,58.000000
2011, 嘉義市,291730.000000,72319.000000,9489.000000,206040.000000,85690.000000,266.342818,758.822360,2.321797,1.515540,0.110433,149033.000000,181403.000000,1.000000,245.000000,2578.000000,61.770000
2011, 金門縣,68597.000000,20927.000000,2578.000000,43922.000000,24675.000000,201.447783,422.802576,8.390739,6.451769,-,40641.000000,48787.000000,-,-,-,-
2011, 連江縣,7286.000000,1824.000000,272.000000,4926.000000,2360.000000,180.486840,487.433208,1.446051,4.055767,-,4031.000000,4740.000000,-,-,-,-
2012, 總計,22346398.000000,6091324.000000,862230.000000,15139628.000000,7206770.000000,261.252809,649.328512,2.201914,-0.223902,-,12481074.000000,13597474.000000,108.000000,25517.000000,3445.000000,69.980000
2012, 臺灣地區,22265065.000000,6066450.000000,859272.000000,15087691.000000,7177374.000000,261.581868,650.572641,2.174594,-0.245049,0.068558,12432300.000000,13539810.000000,108.000000,25517.000000,3445.000000,69.980000
2012, 新北市,3309078.000000,818705.000000,91595.000000,2368911.000000,940167.000000,207.829808,601.352523,1.638724,0.387156,0.038083,1936681.000000,2113954.000000,5.000000,472.000000,3469.000000,50.940000
2012, 臺北市,1856536.000000,675228.000000,59877.000000,1099934.000000,756602.000000,252.589194,411.463154,1.684226,-0.149240,0.029073,1484349.000000,1213295.000000,39.000000,10353.000000,4097.000000,77.890000
2012, 桃園市,1830394.000000,581095.000000,64820.000000,1159472.000000,670922.000000,286.230994,571.123177,2.726310,1.344918,0.043235,1088337.000000,1136211.000000,8.000000,1915.000000,2103.000000,83.320000
2012, 臺中市,2726395.000000,819550.000000,113215.000000,1759900.000000,966495.000000,305.244939,655.482360,2.833231,0.888442,0.062189,1561276.000000,1667751.000000,7.000000,1473.000000,2376.000000,70.360000
2012, 臺南市,2051349.000000,510491.000000,78807.000000,1443464.000000,607885.000000,271.300378,767.128762,2.346287,-0.392299,0.099460,1036249.000000,1217490.000000,6.000000,1241.000000,2679.000000,59.850000
2012, 高雄市,3113462.000000,699256.000000,95865.000000,2283395.000000,830067.000000,251.652326,821.761504,1.697686,-0.917193,0.067307,1521428.000000,1737299.000000,11.000000,3854.000000,2609.000000,65.430000
2012, 宜蘭縣,441791.000000,118747.000000,19008.000000,298163.000000,143628.000000,258.936534,650.166269,2.372516,-0.281601,0.110612,238352.000000,306048.000000,5.000000,823.000000,4831.000000,61.020000
2012, 新竹縣,484589.000000,167200.000000,19000.000000,292243.000000,192346.000000,319.088232,557.723099,2.910040,1.661054,0.070836,276499.000000,293801.000000,2.000000,775.000000,3622.000000,32.160000
2012, 苗栗縣,564719.000000,170834.000000,24316.000000,362271.000000,202448.000000,302.910053,642.351802,2.203397,-0.439716,0.081601,298290.000000,326812.000000,1.000000,107.000000,1899.000000,64.060000
2012, 彰化縣,1379192.000000,367489.000000,71119.000000,923743.000000,455449.000000,282.712552,710.643696,2.077442,-0.963516,0.057660,705145.000000,829378.000000,-,-,-,-
2012, 南投縣,555395.000000,156222.000000,32959.000000,359793.000000,195602.000000,300.313728,691.648917,2.388958,-0.565720,0.099339,289422.000000,319383.000000,4.000000,453.000000,8650.000000,58.070000
2012, 雲林縣,738223.000000,192066.000000,43557.000000,492150.000000,246073.000000,270.138441,692.202855,2.411168,-1.586730,0.120533,372387.000000,430685.000000,-,-,-,-
2012, 嘉義縣,557533.000000,142576.000000,34618.000000,374422.000000,183111.000000,267.134825,701.528696,1.854551,0.155682,0.126011,276283.000000,343827.000000,3.000000,236.000000,3071.000000,48.370000
2012, 屏東縣,967388.000000,205933.000000,47721.000000,704947.000000,262441.000000,239.891850,821.194468,2.176167,-2.575382,0.119017,440340.000000,538648.000000,3.000000,777.000000,3881.000000,73.400000
2012, 臺東縣,246208.000000,52977.000000,14669.000000,175865.000000,70343.000000,234.150416,777.296996,2.509675,-4.292719,0.180985,111089.000000,140100.000000,2.000000,459.000000,3465.000000,66.820000
2012, 花蓮縣,355530.000000,89383.000000,17722.000000,244238.000000,111292.000000,266.663683,728.655389,2.332105,-1.781492,0.150451,177263.000000,216760.000000,6.000000,1530.000000,2398.000000,62.800000
2012, 澎湖縣,98283.000000,20516.000000,3209.000000,73460.000000,24823.000000,207.561486,743.198810,4.833929,2.333357,0.104178,40704.000000,60679.000000,1.000000,78.000000,1327.000000,29.730000
2012, 基隆市,286325.000000,80939.000000,6250.000000,195329.000000,90996.000000,214.605213,517.903875,1.450202,-0.377418,0.073772,193325.000000,208969.000000,1.000000,141.000000,2263.000000,72.250000
2012, 新竹市,411113.000000,123653.000000,11351.000000,271559.000000,139554.000000,290.899638,638.855626,2.360908,-0.344224,0.035012,233364.000000,255278.000000,2.000000,465.000000,3303.000000,58.100000
2012, 嘉義市,291562.000000,73590.000000,9594.000000,204432.000000,87130.000000,271.329548,753.749723,1.757491,-0.780431,0.108688,151517.000000,183442.000000,2.000000,365.000000,2496.000000,66.000000
2012, 金門縣,73675.000000,22947.000000,2713.000000,46747.000000,26928.000000,202.871516,413.284296,9.652602,6.431856,-,44556.000000,52681.000000,-,-,-,-
2012, 連江縣,7658.000000,1927.000000,245.000000,5190.000000,2468.000000,170.380195,458.885942,5.646930,5.359318,-,4218.000000,4983.000000,-,-,-,-
2013, 總計,21562645.000000,6236879.000000,875544.000000,14195123.000000,7367522.000000,266.835282,607.316520,2.389546,-6.238628,-,12719585.000000,13833129.000000,111.000000,26074.000000,3621.000000,69.280000
2013, 臺灣地區,21477473.000000,6209661.000000,872367.000000,14141944.000000,7335529.000000,267.189770,608.500653,2.360705,-6.268335,0.068375,12667772.000000,13772505.000000,111.000000,26074.000000,3621.000000,69.280000
2013, 新北市,3233275.000000,840541.000000,93261.000000,2269139.000000,964136.000000,212.529985,573.749617,2.667139,-4.211724,0.042265,1980167.000000,2159724.000000,6.000000,567.000000,3622.000000,58.540000
2013, 臺北市,1802910.000000,686234.000000,60287.000000,1034810.000000,768100.000000,255.436409,385.186613,1.629968,-5.920719,0.028647,1501652.000000,1224248.000000,40.000000,10588.000000,4380.000000,76.320000
2013, 桃園市,1814342.000000,597513.000000,66096.000000,1125395.000000,688947.000000,292.322053,550.578443,2.825356,-2.939010,0.043224,1114792.000000,1165300.000000,8.000000,1915.000000,2183.000000,80.990000
2013, 臺中市,2669109.000000,842075.000000,114705.000000,1678392.000000,990717.000000,311.687884,621.244486,2.748460,-4.631400,0.060688,1602921.000000,1711507.000000,8.000000,1673.000000,2444.000000,64.670000
2013, 臺南市,1942744.000000,522718.000000,80363.000000,1320984.000000,621760.000000,277.567852,701.454114,2.395145,-8.485144,0.097586,1055723.000000,1237028.000000,6.000000,1241.000000,2832.000000,65.330000
2013, 高雄市,2934964.000000,713124.000000,97175.000000,2089526.000000,845438.000000,256.530775,751.661315,1.983251,-8.490384,0.067034,1549146.000000,1767391.000000,11.000000,3854.000000,2601.000000,65.700000
2013, 宜蘭縣,427143.000000,121512.000000,19353.000000,280381.000000,146762.000000,265.046155,611.576683,2.328480,-5.963852,0.108250,243172.000000,310881.000000,5.000000,823.000000,5017.000000,64.250000
2013, 新竹縣,479957.000000,172191.000000,19334.000000,282266.000000,197691.000000,324.591035,532.089443,2.985048,-3.413940,0.068981,284455.000000,301547.000000,2.000000,775.000000,3663.000000,37.380000
2013, 苗栗縣,546484.000000,174875.000000,24753.000000,339412.000000,207072.000000,309.210084,600.140747,2.365454,-6.309917,0.091089,304517.000000,332944.000000,1.000000,107.000000,2002.000000,59.630000
2013, 彰化縣,1316107.000000,375008.000000,72004.000000,852061.000000,464046.000000,289.355122,657.447881,2.046048,-7.759951,0.055885,716709.000000,839790.000000,-,-,-,-
2013, 南投縣,530151.000000,159621.000000,33415.000000,330642.000000,199509.000000,308.612163,639.265151,2.175750,-8.102159,0.097565,293915.000000,323760.000000,4.000000,453.000000,8943.000000,58.620000
2013, 雲林縣,701417.000000,196472.000000,44334.000000,450028.000000,251389.000000,277.584375,635.819563,2.294003,-8.558773,0.118263,378713.000000,436090.000000,-,-,-,-
2013, 嘉義縣,527952.000000,145419.000000,35168.000000,341444.000000,186508.000000,274.775192,645.172506,1.994024,-8.807709,0.123271,280447.000000,345907.000000,3.000000,236.000000,4170.000000,40.790000
2013, 屏東縣,917102.000000,210026.000000,48629.000000,649678.000000,267424.000000,246.426669,762.276982,1.987540,-7.840164,0.117188,448258.000000,547090.000000,3.000000,804.000000,4012.000000,78.370000
2013, 臺東縣,233394.000000,54906.000000,14894.000000,160874.000000,72520.000000,244.220958,715.564827,3.641203,-8.524152,0.179330,112638.000000,141769.000000,2.000000,459.000000,3727.000000,63.470000
2013, 花蓮縣,341231.000000,91884.000000,17990.000000,227170.000000,114061.000000,275.186659,680.359512,2.798071,-6.988266,0.146615,180016.000000,218792.000000,6.000000,1530.000000,2711.000000,59.110000
2013, 澎湖縣,99025.000000,21621.000000,3273.000000,73028.000000,25997.000000,215.348606,727.370518,5.386040,-0.588075,0.099511,41844.000000,61744.000000,1.000000,78.000000,1498.000000,27.800000
2013, 基隆市,280121.000000,82381.000000,6298.000000,187689.000000,92432.000000,219.733059,500.618809,1.781589,-3.911350,0.072626,186555.000000,201199.000000,1.000000,141.000000,2291.000000,77.530000
2013, 新竹市,403547.000000,126555.000000,11405.000000,261084.000000,142463.000000,295.355942,609.321723,2.346890,-3.857357,0.035062,238269.000000,259998.000000,2.000000,465.000000,3123.000000,64.890000
2013, 嘉義市,276498.000000,74985.000000,9630.000000,187941.000000,88557.000000,276.828170,693.836941,1.895638,-8.066741,0.107501,153863.000000,185796.000000,2.000000,365.000000,2409.000000,59.150000
2013, 金門縣,77179.000000,25092.000000,2908.000000,47887.000000,29292.000000,207.864936,396.701267,9.347627,2.438659,-,47353.000000,55455.000000,-,-,-,-
2013, 連江縣,7993.000000,2126.000000,269.000000,5292.000000,2701.000000,174.763666,435.018496,10.326933,1.965318,-,4460.000000,5169.000000,-,-,-,-
2014, 總計,21290313.000000,6405778.000000,890703.000000,13735994.000000,7554319.000000,273.356897,586.162788,2.708069,-3.234414,-,12996377.000000,14155640.000000,114.000000,26724.000000,3712.000000,72.020000
2014, 臺灣地區,21198831.000000,6375840.000000,887381.000000,13679422.000000,7519409.000000,273.717279,587.262880,2.676136,-3.270569,0.065643,12941673.000000,14091974.000000,114.000000,26724.000000,3712.000000,72.020000
2014, 新北市,3178499.000000,862265.000000,94576.000000,2191138.000000,987361.000000,217.369438,552.366658,2.584526,-3.437471,0.042178,2030754.000000,2221478.000000,6.000000,567.000000,3685.000000,63.610000
2014, 臺北市,1768253.000000,702239.000000,61882.000000,980577.000000,787676.000000,259.865708,362.865543,2.332295,-5.240865,0.031320,1525128.000000,1243508.000000,41.000000,10733.000000,4525.000000,77.960000
2014, 桃園市,1805156.000000,616102.000000,67142.000000,1096107.000000,709049.000000,299.321585,532.522999,3.111062,-2.602464,0.042030,1143418.000000,1200651.000000,8.000000,1927.000000,2267.000000,83.700000
2014, 臺中市,2662965.000000,866282.000000,116048.000000,1647752.000000,1015213.000000,318.505351,605.827927,2.874685,-1.825557,0.047419,1644753.000000,1764222.000000,8.000000,1673.000000,2416.000000,65.860000
2014, 臺南市,1927315.000000,537564.000000,81820.000000,1289122.000000,638193.000000,285.288205,684.144216,2.840155,-2.411990,0.094448,1076846.000000,1260640.000000,6.000000,1241.000000,2958.000000,66.540000
2014, 高雄市,2872342.000000,728066.000000,98811.000000,2010222.000000,862120.000000,261.989239,723.363723,2.095288,-3.795311,0.065688,1578719.000000,1806848.000000,11.000000,3866.000000,2551.000000,68.290000
2014, 宜蘭縣,425549.000000,125083.000000,19720.000000,274911.000000,150638.000000,272.644444,599.225768,2.938804,-1.950917,0.106414,248585.000000,316373.000000,5.000000,823.000000,5443.000000,67.210000
2014, 新竹縣,482312.000000,178633.000000,19733.000000,277619.000000,204693.000000,332.260105,516.375574,3.741194,-1.646319,0.066622,292879.000000,310275.000000,2.000000,770.000000,3705.000000,40.390000
2014, 苗栗縣,539841.000000,179545.000000,25238.000000,327562.000000,212279.000000,316.584146,577.576296,2.670479,-3.491332,0.092882,310465.000000,339830.000000,1.000000,191.000000,1710.000000,69.870000
2014, 彰化縣,1298515.000000,384018.000000,72960.000000,824255.000000,474260.000000,297.348611,638.228102,2.402615,-3.263381,0.055984,729893.000000,854383.000000,-,-,-,-
2014, 南投縣,521215.000000,163665.000000,34003.000000,317019.000000,204196.000000,318.219379,616.390733,2.533501,-4.120166,0.095012,298719.000000,329341.000000,4.000000,453.000000,8827.000000,62.680000
2014, 雲林縣,693803.000000,201940.000000,45269.000000,435831.000000,257972.000000,286.295147,617.887988,2.783094,-3.154693,0.115388,385841.000000,443844.000000,-,-,-,-
2014, 嘉義縣,522759.000000,148969.000000,35876.000000,331987.000000,190772.000000,283.867808,632.617672,2.441222,-2.769707,0.120526,285571.000000,351048.000000,3.000000,236.000000,3876.000000,56.240000
2014, 屏東縣,893783.000000,216194.000000,49551.000000,619211.000000,274572.000000,254.970711,730.273128,2.936779,-4.689554,0.111530,457674.000000,558702.000000,4.000000,916.000000,4198.000000,74.420000
2014, 臺東縣,230890.000000,56823.000000,15199.000000,156147.000000,74743.000000,253.142959,695.625251,3.491422,-2.938324,0.173689,114558.000000,143831.000000,3.000000,749.000000,3671.000000,70.240000
2014, 花蓮縣,326997.000000,95115.000000,18411.000000,209245.000000,117752.000000,285.294788,627.624538,3.516390,-7.890567,0.142477,183606.000000,222233.000000,6.000000,1530.000000,2767.000000,68.340000
2014, 澎湖縣,99164.000000,22883.000000,3410.000000,71748.000000,27416.000000,224.876668,705.084613,5.836918,-1.752752,0.094543,42969.000000,62863.000000,1.000000,78.000000,1627.000000,34.040000
2014, 基隆市,274770.000000,83969.000000,6404.000000,180582.000000,94188.000000,225.071500,484.034127,1.927629,-3.786583,0.071272,190871.000000,206381.000000,1.000000,141.000000,2308.000000,78.560000
2014, 新竹市,402265.000000,129682.000000,11567.000000,256460.000000,145805.000000,300.198154,593.673898,2.470862,-1.771078,0.034587,243547.000000,265944.000000,2.000000,465.000000,3136.000000,69.350000
2014, 嘉義市,272438.000000,76803.000000,9761.000000,181927.000000,90511.000000,283.528313,671.607299,2.424485,-3.199940,0.106120,156877.000000,189579.000000,2.000000,365.000000,2463.000000,62.780000
2014, 金門縣,82984.000000,27639.000000,3033.000000,50991.000000,31993.000000,216.397986,399.231149,10.150646,6.481926,-,50041.000000,58237.000000,-,-,-,-
2014, 連江縣,8498.000000,2299.000000,289.000000,5581.000000,2917.000000,183.831761,446.265792,8.137347,5.461073,-,4663.000000,5429.000000,-,-,-,-
