"年度","縣市","勞動力人口數","勞動力參與率","失業率","年齡別失業率-15-24歲","年齡別失業率-25-44歲","年齡別失業率-45-64歲","年齡別失業率-65歲及以上","教育程度別失業率-大專及以上","教育程度別失業率-高中(職)","教育程度別失業率-國中及以下","就業人口數","就業者之行業結構-工業","就業者之行業結構-服務業","就業者之行業結構-農林漁牧業","就業者之教育程度結構-大專及以上","就業者之教育程度結構-高中(職)","就業者之教育程度結構-國中及以下","就業者之年齡別結構-15-24歲","就業者之年齡別結構-25-44歲","就業者之年齡別結構-45-64歲","就業者之年齡別結構-65歲及以上","失能傷害次數","總經歷工時","失能傷害頻率"
2014, 苗栗縣,276.000000,57.800000,4.100000,12.000000,4.400000,1.800000,-,5.500000,3.500000,2.900000,264.000000,45.450000,47.750000,6.800000,35.120000,40.910000,23.970000,8.190000,54.210000,35.490000,2.110000,208.000000,104814324.000000,1.980000
2014, 彰化縣,648.000000,59.300000,3.900000,13.900000,3.700000,1.900000,-,5.300000,3.600000,2.600000,622.000000,48.720000,42.610000,8.670000,35.010000,34.810000,30.180000,7.880000,53.890000,35.380000,2.850000,556.000000,221806019.000000,2.510000
2014, 南投縣,263.000000,59.600000,4.000000,19.100000,3.700000,1.400000,-,5.600000,4.200000,2.100000,252.000000,27.710000,52.870000,19.420000,35.260000,32.650000,32.090000,7.330000,48.670000,39.940000,4.060000,156.000000,58911079.000000,2.650000
2014, 雲林縣,353.000000,58.400000,3.900000,16.600000,4.000000,1.700000,-,4.400000,4.900000,2.800000,339.000000,35.380000,43.260000,21.360000,31.030000,30.240000,38.730000,6.660000,50.230000,38.050000,5.060000,226.000000,101721024.000000,2.220000
2014, 嘉義縣,268.000000,58.500000,3.900000,15.600000,4.000000,2.100000,-,4.200000,4.900000,3.000000,257.000000,32.780000,44.250000,22.970000,28.360000,30.250000,41.400000,6.730000,47.030000,39.910000,6.320000,143.000000,58062876.000000,2.460000
2014, 屏東縣,419.000000,57.700000,3.900000,14.000000,4.700000,1.200000,-,6.300000,3.300000,1.700000,403.000000,31.080000,54.260000,14.670000,33.730000,39.570000,26.700000,6.840000,50.130000,40.570000,2.450000,249.000000,67069752.000000,3.710000
2014, 臺東縣,108.000000,57.400000,3.900000,10.100000,5.000000,1.600000,0.200000,5.300000,4.000000,2.900000,104.000000,19.410000,59.500000,21.080000,25.490000,34.220000,40.280000,7.870000,47.970000,39.990000,4.180000,21.000000,11920033.000000,1.760000
2014, 花蓮縣,156.000000,55.400000,3.800000,13.100000,2.900000,3.300000,-,4.000000,3.400000,4.000000,150.000000,24.410000,67.820000,7.760000,39.500000,35.360000,25.140000,7.070000,51.490000,38.520000,2.920000,97.000000,39195213.000000,2.470000
2014, 澎湖縣,45.000000,53.300000,3.900000,22.500000,2.200000,3.000000,-,4.100000,2.900000,5.200000,43.000000,18.580000,75.550000,5.870000,41.710000,36.280000,22.010000,5.770000,54.650000,37.380000,2.190000,6.000000,4044917.000000,1.480000
2014, 基隆市,184.000000,56.500000,4.000000,11.200000,3.500000,3.100000,-,4.400000,3.200000,4.600000,176.000000,27.630000,71.720000,0.650000,45.160000,37.910000,16.930000,8.370000,51.020000,39.000000,1.620000,125.000000,48959870.000000,2.550000
2014, 新竹市,209.000000,60.200000,3.900000,11.100000,3.700000,2.900000,-,3.900000,3.900000,4.200000,201.000000,40.300000,58.910000,0.790000,57.360000,30.530000,12.110000,6.740000,58.120000,33.500000,1.640000,174.000000,122292961.000000,1.420000
2014, 嘉義市,128.000000,56.600000,3.700000,13.700000,4.000000,1.600000,-,3.600000,3.300000,5.600000,123.000000,23.760000,74.310000,1.930000,61.950000,28.650000,9.400000,6.280000,53.900000,38.010000,1.810000,73.000000,38686903.000000,1.890000
2014, 金門縣,21.000000,52.500000,1.000000,3.500000,1.500000,0.200000,-,1.100000,1.300000,0.500000,21.000000,26.260000,69.590000,4.150000,37.530000,37.010000,25.460000,6.800000,46.170000,43.840000,3.190000,11.000000,5990337.000000,1.840000
2014, 連江縣,2.744000,71.200000,0.300000,3.600000,0.400000,0.100000,-,0.500000,0.100000,0.300000,2.736000,19.440000,78.690000,1.860000,39.800000,33.260000,26.940000,1.970000,43.930000,50.510000,3.580000,0.000000,476963.000000,-
