"年度","縣市","勞動力人口數","勞動力參與率","失業率","年齡別失業率-15-24歲","年齡別失業率-25-44歲","年齡別失業率-45-64歲","年齡別失業率-65歲及以上","教育程度別失業率-大專及以上","教育程度別失業率-高中(職)","教育程度別失業率-國中及以下","就業人口數","就業者之行業結構-工業","就業者之行業結構-服務業","就業者之行業結構-農林漁牧業","就業者之教育程度結構-大專及以上","就業者之教育程度結構-高中(職)","就業者之教育程度結構-國中及以下","就業者之年齡別結構-15-24歲","就業者之年齡別結構-25-44歲","就業者之年齡別結構-45-64歲","就業者之年齡別結構-65歲及以上","失能傷害次數","總經歷工時","失能傷害頻率"
2002, 嘉義縣,260.000000,57.900000,5.200000,14.500000,4.500000,3.200000,0.400000,4.200000,7.400000,4.300000,247.000000,30.290000,39.820000,29.890000,15.070000,27.310000,57.620000,10.860000,54.090000,31.100000,3.960000,49.000000,39047727.000000,1.250000
2002, 屏東縣,399.000000,56.200000,4.900000,12.000000,5.100000,2.100000,-,5.400000,6.300000,3.500000,379.000000,24.950000,52.610000,22.440000,19.850000,37.580000,42.570000,11.040000,56.170000,30.990000,1.800000,39.000000,39558892.000000,0.990000
2002, 臺東縣,112.000000,58.600000,4.900000,13.800000,3.700000,3.300000,-,4.500000,5.100000,4.800000,107.000000,21.620000,49.110000,29.280000,10.570000,29.920000,59.500000,12.490000,55.550000,29.690000,2.260000,11.000000,7022218.000000,1.570000
2002, 花蓮縣,154.000000,55.700000,5.500000,14.500000,4.800000,3.400000,-,5.000000,6.500000,4.800000,145.000000,26.290000,62.330000,11.370000,20.950000,36.970000,42.080000,11.480000,56.580000,29.660000,2.270000,4.000000,24323688.000000,0.160000
2002, 澎湖縣,33.000000,46.000000,4.000000,9.800000,4.400000,1.200000,-,3.600000,5.000000,3.100000,32.000000,14.550000,76.110000,9.350000,28.810000,40.710000,30.480000,9.670000,61.340000,27.440000,1.550000,1.000000,2457280.000000,0.410000
2002, 基隆市,168.000000,55.100000,5.500000,13.400000,4.700000,4.000000,-,4.500000,5.800000,5.800000,159.000000,26.660000,72.420000,0.930000,27.970000,43.360000,28.680000,10.300000,62.770000,26.030000,0.890000,82.000000,25052247.000000,3.270000
2002, 新竹市,168.000000,58.900000,5.300000,10.400000,4.700000,4.500000,-,3.500000,5.900000,7.000000,159.000000,43.610000,54.720000,1.670000,39.730000,34.020000,26.260000,11.290000,63.150000,24.180000,1.380000,73.000000,21561457.000000,3.390000
2002, 嘉義市,108.000000,52.800000,5.200000,12.500000,4.900000,3.900000,-,3.800000,6.800000,5.500000,102.000000,24.940000,72.020000,3.040000,43.630000,37.830000,18.550000,8.580000,61.060000,29.000000,1.360000,30.000000,29478616.000000,1.020000
2002, 金門縣,14.000000,48.100000,4.200000,18.200000,4.700000,1.500000,-,2.500000,5.900000,3.400000,14.000000,22.110000,69.420000,8.470000,20.170000,38.240000,41.590000,5.640000,51.130000,39.990000,3.240000,7.000000,1660418.000000,4.220000
2002, 連江縣,2.546000,68.900000,1.600000,5.600000,1.400000,1.200000,2.100000,1.500000,1.700000,1.500000,2.506000,17.120000,79.570000,3.310000,24.140000,36.790000,39.070000,4.750000,58.660000,34.720000,1.880000,-,76528.000000,-
2003, 總計,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,4541.000000,2495368443.000000,1.820000
2003, 臺灣地區,10076.000000,57.300000,5.000000,11.400000,4.500000,3.800000,0.100000,4.100000,5.600000,5.200000,9573.000000,34.830000,57.900000,7.270000,31.540000,36.470000,32.000000,10.580000,59.250000,28.500000,1.660000,4531.000000,2494607847.000000,1.820000
2003, 新北市,1665.000000,58.000000,5.200000,11.600000,4.300000,4.600000,-,4.200000,5.200000,6.200000,1578.000000,37.820000,61.290000,0.890000,31.900000,37.040000,31.060000,11.170000,61.730000,26.410000,0.690000,346.000000,252130536.000000,1.370000
2003, 臺北市,1173.000000,55.500000,4.600000,10.400000,4.700000,3.000000,0.400000,3.500000,6.300000,4.900000,1119.000000,19.480000,80.080000,0.430000,56.670000,30.980000,12.350000,7.100000,58.700000,33.110000,1.090000,614.000000,335498488.000000,1.830000
2003, 桃園市,789.000000,58.100000,4.700000,10.300000,3.900000,4.000000,-,3.700000,5.200000,4.900000,752.000000,48.350000,49.670000,1.980000,29.290000,41.530000,29.180000,11.550000,63.240000,24.400000,0.800000,1014.000000,529677464.000000,1.910000
2003, 臺中市,1119.000000,58.400000,5.300000,12.300000,4.700000,3.600000,0.300000,4.500000,6.100000,5.000000,1060.000000,38.320000,56.950000,4.730000,32.270000,39.000000,28.730000,11.380000,60.690000,26.700000,1.220000,301.000000,197580733.000000,1.520000
2003, 臺南市,873.000000,59.500000,4.900000,12.000000,4.500000,3.400000,0.100000,4.200000,5.900000,4.500000,830.000000,39.690000,50.440000,9.870000,28.820000,33.700000,37.480000,10.620000,57.090000,29.100000,3.190000,241.000000,195601920.000000,1.230000
2003, 高雄市,1246.000000,57.700000,5.200000,11.100000,5.000000,3.800000,0.100000,4.700000,5.700000,5.300000,1181.000000,33.930000,61.000000,5.070000,31.280000,40.000000,28.720000,10.170000,59.230000,29.100000,1.500000,690.000000,415756191.000000,1.660000
2003, 宜蘭縣,202.000000,55.700000,5.200000,10.600000,4.600000,4.500000,0.200000,4.600000,4.500000,5.900000,191.000000,33.120000,56.890000,9.990000,21.190000,32.940000,45.860000,10.940000,58.670000,28.230000,2.160000,63.000000,28773178.000000,2.190000
2003, 新竹縣,203.000000,59.300000,4.200000,12.200000,3.100000,3.300000,-,2.700000,4.900000,4.700000,195.000000,50.140000,44.380000,5.480000,31.030000,41.900000,27.070000,10.940000,62.420000,25.190000,1.450000,274.000000,96934545.000000,2.830000
2003, 苗栗縣,245.000000,56.000000,4.800000,8.900000,4.300000,4.400000,-,3.700000,5.100000,5.000000,233.000000,45.190000,44.920000,9.900000,21.550000,40.700000,37.760000,12.520000,57.140000,26.950000,3.390000,124.000000,51971669.000000,2.390000
2003, 彰化縣,565.000000,55.200000,4.700000,9.900000,4.000000,4.000000,0.100000,4.000000,5.300000,4.600000,538.000000,42.310000,43.870000,13.820000,20.900000,34.480000,44.630000,12.840000,56.760000,27.850000,2.550000,215.000000,105222574.000000,2.040000
2003, 南投縣,240.000000,56.300000,5.300000,13.100000,4.300000,4.200000,-,4.100000,5.900000,5.400000,228.000000,27.040000,51.780000,21.180000,22.180000,32.900000,44.920000,11.190000,56.320000,30.730000,1.760000,112.000000,44733414.000000,2.500000
2003, 雲林縣,341.000000,57.700000,5.000000,14.500000,4.200000,3.100000,-,6.000000,6.000000,4.100000,324.000000,28.030000,46.090000,25.880000,17.820000,29.760000,52.420000,11.320000,53.440000,31.390000,3.840000,144.000000,35183577.000000,4.090000
2003, 嘉義縣,264.000000,58.700000,5.100000,14.300000,4.800000,2.600000,-,4.500000,6.300000,4.600000,251.000000,30.300000,40.890000,28.810000,16.000000,28.890000,55.110000,10.970000,53.110000,31.430000,4.480000,71.000000,35103143.000000,2.020000
2003, 屏東縣,398.000000,56.100000,4.900000,13.200000,4.400000,3.200000,-,4.300000,5.400000,4.800000,378.000000,25.740000,52.260000,22.000000,21.070000,38.500000,40.440000,10.070000,56.380000,32.220000,1.320000,50.000000,51129069.000000,0.980000
2003, 臺東縣,111.000000,58.300000,4.900000,11.100000,4.600000,3.500000,-,5.000000,4.700000,5.000000,105.000000,22.580000,48.590000,28.830000,12.640000,31.110000,56.250000,10.880000,55.830000,30.780000,2.520000,28.000000,10607677.000000,2.640000
2003, 花蓮縣,154.000000,56.000000,5.300000,8.200000,5.300000,4.500000,-,3.800000,4.700000,6.500000,146.000000,24.230000,64.250000,11.510000,22.150000,37.740000,40.110000,10.730000,56.680000,29.940000,2.650000,59.000000,25329981.000000,2.330000
2003, 澎湖縣,35.000000,47.800000,4.500000,10.800000,4.800000,1.600000,-,5.600000,4.300000,3.600000,33.000000,15.970000,75.630000,8.400000,28.440000,41.150000,30.410000,9.750000,60.780000,27.970000,1.500000,-,5048633.000000,-
2003, 基隆市,173.000000,56.200000,5.200000,8.600000,4.900000,4.700000,-,3.800000,5.400000,6.400000,164.000000,26.350000,72.990000,0.660000,29.920000,43.280000,26.800000,10.500000,61.090000,27.460000,0.950000,96.000000,27764836.000000,3.460000
2003, 新竹市,172.000000,59.500000,5.200000,11.000000,4.600000,4.200000,3.600000,3.600000,5.600000,7.200000,163.000000,41.290000,57.240000,1.470000,41.400000,34.600000,24.000000,10.450000,62.820000,25.440000,1.300000,66.000000,31890035.000000,2.070000
2003, 嘉義市,109.000000,52.400000,5.100000,12.600000,4.300000,4.600000,-,3.700000,6.500000,5.900000,103.000000,23.880000,74.030000,2.090000,45.250000,37.530000,17.220000,8.490000,62.460000,28.110000,0.940000,23.000000,18670184.000000,1.230000
2003, 金門縣,15.000000,49.000000,3.300000,14.900000,3.400000,1.400000,-,2.500000,4.500000,2.600000,14.000000,22.370000,71.000000,6.630000,20.170000,38.380000,41.450000,6.000000,52.950000,37.860000,3.200000,10.000000,756852.000000,13.210000
2003, 連江縣,2.688000,71.300000,1.300000,2.800000,1.100000,1.300000,1.500000,1.000000,1.000000,1.600000,2.654000,16.540000,80.630000,2.830000,25.360000,35.800000,38.850000,5.200000,55.800000,36.470000,2.520000,-,3744.000000,-
2004, 總計,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,5064.000000,2746225930.000000,1.840000
2004, 臺灣地區,10240.000000,57.700000,4.400000,10.800000,4.000000,3.200000,0.100000,4.100000,4.900000,4.300000,9786.000000,35.210000,58.230000,6.560000,32.900000,36.700000,30.400000,10.100000,58.940000,29.360000,1.600000,5047.000000,2742290120.000000,1.840000
2004, 新北市,1705.000000,58.300000,4.600000,10.500000,4.000000,3.400000,-,4.100000,5.000000,4.500000,1628.000000,37.740000,61.420000,0.840000,33.050000,37.120000,29.830000,10.650000,60.840000,27.920000,0.590000,409.000000,303890084.000000,1.350000
2004, 臺北市,1183.000000,55.800000,4.200000,11.300000,4.400000,2.400000,-,3.500000,5.200000,4.600000,1134.000000,19.300000,80.450000,0.250000,58.610000,30.180000,11.210000,6.580000,57.920000,34.350000,1.150000,688.000000,408537800.000000,1.680000
2004, 桃園市,813.000000,58.400000,4.000000,7.700000,3.800000,2.900000,-,3.900000,4.300000,3.600000,781.000000,47.350000,50.580000,2.070000,30.940000,41.450000,27.610000,11.140000,62.630000,25.390000,0.840000,1174.000000,620463671.000000,1.890000
2004, 臺中市,1154.000000,59.300000,4.600000,12.600000,3.900000,3.000000,-,4.500000,5.000000,4.300000,1101.000000,39.060000,57.020000,3.920000,34.290000,38.680000,27.030000,10.870000,60.830000,27.150000,1.150000,369.000000,217677452.000000,1.700000
2004, 臺南市,883.000000,59.600000,4.400000,11.100000,3.900000,3.500000,0.100000,4.200000,4.800000,4.300000,844.000000,39.700000,51.530000,8.770000,29.900000,34.680000,35.420000,10.060000,56.910000,29.990000,3.040000,349.000000,226345522.000000,1.540000
2004, 高雄市,1263.000000,57.900000,4.600000,10.700000,4.300000,3.300000,0.100000,4.400000,5.100000,4.000000,1205.000000,34.660000,60.090000,5.260000,32.050000,40.300000,27.650000,9.570000,58.980000,29.850000,1.600000,766.000000,351934940.000000,2.180000
2004, 宜蘭縣,205.000000,56.200000,4.600000,11.600000,4.000000,3.400000,0.600000,4.300000,4.900000,4.600000,195.000000,34.320000,56.650000,9.020000,22.800000,33.380000,43.820000,10.670000,57.890000,29.460000,1.990000,65.000000,32301784.000000,2.010000
2004, 新竹縣,209.000000,59.500000,3.800000,9.900000,2.900000,3.300000,-,2.800000,3.900000,4.800000,201.000000,48.780000,47.350000,3.870000,31.840000,42.620000,25.540000,10.580000,62.950000,25.450000,1.020000,279.000000,115421767.000000,2.420000
2004, 苗栗縣,244.000000,55.500000,4.500000,9.300000,4.000000,3.600000,-,3.600000,5.200000,4.200000,233.000000,45.370000,45.870000,8.760000,23.130000,41.140000,35.730000,12.250000,57.200000,27.950000,2.600000,109.000000,63559082.000000,1.710000
2004, 彰化縣,575.000000,55.800000,4.200000,10.100000,3.400000,3.200000,-,5.100000,4.100000,3.800000,551.000000,44.980000,43.190000,11.840000,22.060000,35.390000,42.550000,12.520000,56.580000,28.820000,2.090000,201.000000,102234019.000000,1.970000
2004, 南投縣,247.000000,57.800000,4.700000,11.400000,4.000000,3.500000,-,3.900000,4.900000,4.900000,235.000000,26.240000,53.690000,20.070000,23.370000,33.810000,42.820000,11.350000,54.970000,31.480000,2.190000,134.000000,31233224.000000,4.290000
2004, 雲林縣,333.000000,56.400000,4.600000,11.900000,4.300000,2.900000,-,5.200000,5.300000,3.900000,318.000000,30.270000,46.010000,23.720000,19.270000,30.640000,50.100000,10.810000,53.660000,31.890000,3.640000,148.000000,50842866.000000,2.910000
2004, 嘉義縣,264.000000,58.600000,4.800000,13.400000,4.300000,3.200000,-,4.400000,5.500000,4.500000,251.000000,30.080000,43.050000,26.880000,17.110000,29.590000,53.290000,9.870000,53.820000,31.140000,5.170000,53.000000,46215800.000000,1.150000
2004, 屏東縣,398.000000,56.000000,4.500000,13.000000,3.600000,3.600000,-,5.100000,4.300000,4.400000,380.000000,26.930000,52.550000,20.520000,21.500000,39.520000,38.990000,9.470000,56.390000,32.500000,1.630000,45.000000,40311642.000000,1.120000
2004, 臺東縣,109.000000,57.800000,4.500000,12.200000,4.000000,2.900000,0.500000,3.600000,5.200000,4.300000,104.000000,22.040000,53.010000,24.960000,14.000000,32.460000,53.540000,10.280000,56.550000,30.730000,2.450000,33.000000,7017818.000000,4.700000
2004, 花蓮縣,153.000000,56.000000,4.800000,9.500000,4.100000,4.700000,-,3.700000,4.900000,5.300000,146.000000,23.820000,64.780000,11.400000,23.850000,38.400000,37.750000,10.460000,57.310000,30.090000,2.130000,42.000000,25539961.000000,1.640000
2004, 澎湖縣,35.000000,48.400000,4.100000,12.300000,3.400000,2.700000,-,3.400000,3.800000,5.300000,34.000000,18.370000,73.500000,8.130000,30.610000,42.640000,26.740000,9.460000,60.350000,28.820000,1.370000,3.000000,2896687.000000,1.040000
2004, 基隆市,178.000000,57.100000,4.600000,12.800000,3.600000,3.700000,-,4.000000,4.800000,5.000000,170.000000,28.840000,70.640000,0.530000,31.320000,42.820000,25.860000,9.830000,61.000000,28.460000,0.710000,77.000000,29769451.000000,2.590000
2004, 新竹市,176.000000,59.800000,4.600000,9.900000,3.900000,3.900000,1.000000,3.600000,4.600000,6.200000,168.000000,40.320000,58.570000,1.110000,42.540000,34.590000,22.870000,10.300000,62.580000,26.080000,1.040000,84.000000,36139009.000000,2.320000
2004, 嘉義市,113.000000,53.900000,4.500000,7.600000,4.300000,4.400000,-,3.400000,5.400000,5.800000,108.000000,23.140000,75.210000,1.650000,46.640000,36.730000,16.630000,8.580000,61.310000,29.090000,1.010000,19.000000,29957541.000000,0.630000
2004, 金門縣,15.000000,49.700000,2.500000,9.700000,2.300000,1.600000,-,1.700000,3.200000,2.100000,15.000000,23.020000,70.780000,6.210000,22.560000,40.640000,36.800000,6.040000,52.080000,39.790000,2.090000,17.000000,3896702.000000,4.360000
2004, 連江縣,2.619000,68.900000,1.100000,2.600000,1.300000,0.700000,-,0.800000,1.500000,0.900000,2.590000,16.990000,80.690000,2.320000,27.680000,35.100000,37.220000,4.320000,55.290000,37.950000,2.430000,-,39108.000000,-
2005, 總計,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,9515.000000,3654862485.000000,2.600000
2005, 臺灣地區,10371.000000,57.800000,4.100000,10.600000,3.800000,2.800000,0.400000,4.000000,4.500000,3.800000,9942.000000,35.790000,58.270000,5.950000,34.780000,36.250000,28.970000,9.490000,58.710000,30.220000,1.580000,9505.000000,3649711030.000000,2.600000
2005, 新北市,1736.000000,58.400000,4.100000,9.100000,4.000000,2.700000,0.300000,4.400000,4.300000,3.600000,1664.000000,37.790000,61.500000,0.710000,35.040000,36.490000,28.470000,9.980000,60.570000,28.870000,0.590000,796.000000,411573482.000000,1.930000
2005, 臺北市,1181.000000,55.500000,3.900000,10.900000,3.900000,2.700000,1.000000,3.500000,4.300000,4.800000,1135.000000,19.320000,80.500000,0.170000,60.370000,29.670000,9.960000,5.880000,57.680000,35.240000,1.200000,1101.000000,699248388.000000,1.570000
2005, 桃園市,845.000000,59.400000,4.100000,9.900000,3.500000,2.800000,-,3.500000,4.800000,3.600000,811.000000,46.210000,51.760000,2.040000,33.370000,40.570000,26.070000,10.500000,62.520000,26.170000,0.810000,1751.000000,711330857.000000,2.460000
2005, 臺中市,1169.000000,59.100000,4.200000,10.800000,3.700000,2.700000,-,4.000000,4.700000,3.700000,1120.000000,39.990000,56.600000,3.410000,36.170000,38.440000,25.390000,10.810000,60.180000,27.920000,1.090000,1730.000000,384812963.000000,4.500000
2005, 臺南市,889.000000,59.500000,4.100000,10.800000,3.800000,3.000000,0.500000,4.300000,4.400000,3.700000,853.000000,40.650000,51.470000,7.880000,31.750000,34.240000,34.010000,9.290000,56.680000,31.140000,2.890000,605.000000,260841845.000000,2.320000
2005, 高雄市,1272.000000,57.900000,4.200000,11.200000,4.000000,2.600000,0.100000,4.000000,4.700000,3.700000,1219.000000,35.710000,60.000000,4.300000,34.610000,39.520000,25.860000,8.720000,59.210000,30.650000,1.420000,1085.000000,366792608.000000,2.960000
2005, 宜蘭縣,208.000000,56.500000,4.300000,10.900000,3.500000,3.600000,0.800000,4.300000,4.300000,4.300000,199.000000,34.120000,58.630000,7.260000,25.230000,33.130000,41.640000,10.520000,57.930000,29.390000,2.170000,118.000000,35162231.000000,3.360000
2005, 新竹縣,212.000000,58.700000,3.900000,14.000000,2.900000,2.200000,-,2.700000,5.000000,3.600000,204.000000,51.860000,44.540000,3.600000,33.750000,42.190000,24.060000,10.020000,63.700000,25.150000,1.120000,337.000000,158986760.000000,2.120000
2005, 苗栗縣,251.000000,56.800000,4.100000,8.200000,3.600000,3.600000,1.300000,4.100000,4.500000,3.800000,240.000000,46.660000,45.800000,7.540000,24.920000,41.060000,34.020000,12.050000,56.600000,29.200000,2.160000,232.000000,71656333.000000,3.240000
2005, 彰化縣,592.000000,57.100000,4.000000,11.800000,3.300000,2.400000,-,4.400000,4.300000,3.500000,568.000000,44.840000,44.400000,10.760000,23.740000,34.700000,41.570000,11.320000,56.390000,29.740000,2.560000,712.000000,160081268.000000,4.450000
2005, 南投縣,245.000000,57.000000,4.400000,11.500000,3.900000,2.800000,-,4.400000,4.600000,4.200000,234.000000,30.120000,51.850000,18.030000,24.470000,34.080000,41.450000,10.960000,54.610000,32.190000,2.250000,203.000000,47057572.000000,4.310000
2005, 雲林縣,339.000000,57.500000,4.200000,11.800000,3.700000,2.900000,-,4.600000,4.900000,3.600000,325.000000,30.180000,46.280000,23.540000,20.830000,30.510000,48.660000,9.930000,53.530000,32.890000,3.640000,236.000000,73072893.000000,3.230000
2005, 嘉義縣,263.000000,58.300000,4.300000,13.000000,3.700000,2.800000,0.200000,4.100000,5.800000,3.400000,251.000000,31.300000,42.980000,25.720000,18.320000,29.940000,51.740000,9.500000,53.530000,33.010000,3.960000,94.000000,51360087.000000,1.830000
2005, 屏東縣,396.000000,55.500000,4.200000,11.200000,4.000000,2.800000,0.200000,4.900000,4.500000,3.400000,379.000000,26.290000,55.300000,18.420000,23.060000,39.290000,37.650000,8.890000,56.250000,32.630000,2.230000,149.000000,50228966.000000,2.970000
2005, 臺東縣,108.000000,57.200000,4.200000,9.100000,4.000000,3.000000,0.900000,5.900000,4.100000,3.800000,104.000000,24.770000,52.870000,22.360000,14.870000,34.190000,50.940000,10.680000,55.210000,31.530000,2.570000,43.000000,7717944.000000,5.570000
2005, 花蓮縣,156.000000,56.700000,4.400000,10.400000,3.900000,3.700000,1.800000,4.700000,4.500000,4.100000,149.000000,24.480000,63.520000,12.000000,24.730000,37.410000,37.860000,8.840000,56.190000,32.630000,2.340000,64.000000,30225831.000000,2.120000
2005, 澎湖縣,36.000000,48.900000,4.200000,12.300000,4.200000,1.500000,6.900000,4.700000,4.600000,3.100000,34.000000,18.940000,73.890000,7.170000,30.650000,41.660000,27.690000,8.460000,59.910000,30.110000,1.520000,2.000000,2777227.000000,0.720000
2005, 基隆市,177.000000,56.100000,4.300000,9.400000,3.900000,3.400000,5.300000,4.700000,3.600000,5.200000,169.000000,28.080000,71.340000,0.580000,33.010000,43.470000,23.520000,9.550000,60.260000,29.450000,0.750000,93.000000,36750559.000000,2.530000
2005, 新竹市,182.000000,60.700000,4.200000,9.600000,3.500000,3.700000,2.200000,3.600000,4.200000,5.400000,174.000000,42.460000,56.300000,1.240000,44.820000,33.460000,21.710000,9.950000,61.600000,27.420000,1.030000,122.000000,63881886.000000,1.910000
2005, 嘉義市,115.000000,54.700000,4.100000,8.600000,4.200000,2.900000,-,3.400000,5.000000,4.200000,111.000000,25.450000,72.470000,2.080000,47.420000,35.820000,16.760000,7.650000,60.360000,30.620000,1.370000,32.000000,26151330.000000,1.220000
2005, 金門縣,15.000000,47.400000,2.400000,9.600000,2.200000,1.600000,-,2.300000,3.100000,1.400000,15.000000,22.990000,71.770000,5.240000,25.890000,43.770000,30.350000,6.430000,50.810000,40.310000,2.450000,9.000000,4842682.000000,1.860000
2005, 連江縣,2.614000,69.200000,1.300000,5.800000,1.100000,1.300000,-,0.400000,1.800000,1.700000,2.579000,16.560000,80.460000,2.990000,30.750000,33.500000,35.750000,3.800000,54.250000,39.320000,2.640000,1.000000,308773.000000,3.240000
2006, 總計,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,10974.000000,4889778904.000000,2.240000
2006, 臺灣地區,10522.000000,57.900000,3.900000,10.300000,3.800000,2.300000,0.300000,4.000000,4.400000,3.200000,10111.000000,36.020000,58.490000,5.490000,36.700000,35.910000,27.400000,8.920000,58.600000,30.810000,1.670000,10957.000000,4884593228.000000,2.240000
2006, 新北市,1776.000000,58.700000,3.800000,9.100000,3.700000,2.400000,1.200000,4.000000,4.100000,3.100000,1708.000000,37.560000,61.800000,0.640000,36.970000,36.090000,26.940000,9.340000,60.120000,29.910000,0.620000,1165.000000,584152578.000000,1.990000
2006, 臺北市,1187.000000,55.200000,3.700000,9.800000,4.100000,2.200000,-,3.400000,4.500000,3.900000,1143.000000,19.450000,80.340000,0.210000,63.470000,27.340000,9.190000,5.510000,57.490000,35.800000,1.190000,1582.000000,1394481026.000000,1.130000
2006, 桃園市,876.000000,60.100000,4.000000,9.400000,3.700000,2.400000,1.300000,3.600000,4.700000,3.300000,841.000000,46.290000,51.950000,1.750000,34.910000,40.680000,24.410000,10.370000,62.000000,26.880000,0.750000,1887.000000,794568213.000000,2.370000
2006, 臺中市,1189.000000,59.100000,4.100000,11.200000,3.800000,2.000000,0.200000,4.000000,4.700000,3.200000,1140.000000,39.690000,56.940000,3.370000,38.020000,38.260000,23.710000,10.030000,60.180000,28.640000,1.160000,1629.000000,424001330.000000,3.840000
2006, 臺南市,900.000000,59.600000,3.800000,8.800000,3.700000,2.700000,0.000000,4.100000,3.900000,3.300000,866.000000,39.990000,51.840000,8.180000,33.650000,34.200000,32.150000,9.020000,56.380000,31.560000,3.040000,898.000000,319173420.000000,2.810000
2006, 高雄市,1287.000000,58.100000,4.100000,11.000000,4.300000,2.100000,0.100000,4.700000,4.200000,3.100000,1234.000000,36.530000,59.670000,3.800000,36.140000,39.570000,24.300000,8.190000,59.310000,31.090000,1.410000,1407.000000,448174909.000000,3.140000
2006, 宜蘭縣,214.000000,57.800000,4.100000,10.400000,3.500000,3.000000,1.300000,3.900000,4.900000,3.600000,205.000000,32.640000,61.170000,6.180000,27.630000,32.660000,39.710000,10.610000,56.930000,30.150000,2.310000,87.000000,38744331.000000,2.250000
2006, 新竹縣,214.000000,57.400000,3.400000,10.500000,3.000000,1.800000,-,2.600000,4.800000,2.200000,207.000000,52.510000,43.750000,3.740000,35.770000,41.360000,22.860000,9.630000,62.710000,26.370000,1.280000,318.000000,183371615.000000,1.730000
2006, 苗栗縣,256.000000,57.500000,3.800000,9.800000,3.300000,2.700000,-,3.500000,3.800000,4.100000,247.000000,45.870000,48.450000,5.680000,26.850000,41.370000,31.790000,10.890000,57.210000,29.670000,2.230000,176.000000,74911994.000000,2.350000
2006, 彰化縣,596.000000,57.000000,3.800000,11.300000,3.300000,2.200000,0.200000,4.300000,4.300000,3.000000,573.000000,45.170000,44.920000,9.910000,25.710000,34.500000,39.790000,10.360000,56.770000,29.910000,2.960000,702.000000,169391633.000000,4.140000
2006, 南投縣,250.000000,58.000000,4.200000,10.400000,4.300000,2.400000,-,4.100000,5.100000,3.500000,239.000000,30.480000,51.240000,18.270000,25.840000,33.700000,40.460000,9.900000,53.980000,32.980000,3.140000,195.000000,52769456.000000,3.700000
2006, 雲林縣,335.000000,56.700000,3.900000,12.700000,3.500000,2.200000,-,5.400000,4.200000,2.800000,323.000000,32.130000,46.140000,21.720000,22.240000,31.320000,46.430000,8.800000,54.990000,32.280000,3.930000,176.000000,75953102.000000,2.320000
2006, 嘉義縣,260.000000,57.400000,3.800000,11.600000,3.600000,2.200000,0.300000,4.900000,4.700000,2.800000,250.000000,32.300000,45.250000,22.450000,20.290000,31.110000,48.600000,9.120000,53.850000,32.900000,4.130000,122.000000,55172734.000000,2.210000
2006, 屏東縣,400.000000,55.900000,3.700000,10.900000,3.600000,2.200000,0.400000,4.300000,4.400000,2.600000,386.000000,28.640000,54.740000,16.610000,24.460000,39.820000,35.720000,8.210000,56.440000,33.060000,2.290000,197.000000,58374083.000000,3.370000
2006, 臺東縣,108.000000,57.100000,3.900000,9.400000,3.900000,2.600000,-,5.500000,3.800000,3.500000,104.000000,25.320000,53.900000,20.780000,16.710000,33.730000,49.560000,9.450000,55.290000,32.630000,2.640000,24.000000,11838090.000000,2.030000
2006, 花蓮縣,161.000000,58.300000,4.200000,10.600000,4.100000,2.700000,-,4.000000,5.000000,3.400000,154.000000,23.800000,65.470000,10.730000,27.520000,37.090000,35.390000,9.020000,54.450000,33.620000,2.900000,91.000000,38378397.000000,2.370000
2006, 澎湖縣,36.000000,49.100000,4.100000,15.200000,3.600000,1.500000,-,4.500000,4.500000,3.000000,35.000000,18.940000,74.440000,6.620000,32.270000,40.290000,27.440000,8.400000,61.060000,29.240000,1.300000,3.000000,3347932.000000,0.900000
2006, 基隆市,177.000000,56.000000,4.200000,9.000000,4.300000,2.600000,2.100000,4.100000,4.500000,3.900000,170.000000,28.620000,70.910000,0.470000,35.100000,41.760000,23.140000,8.820000,59.230000,31.040000,0.910000,105.000000,40377747.000000,2.600000
2006, 新竹市,185.000000,60.800000,4.100000,12.600000,3.300000,2.900000,0.900000,4.200000,4.000000,3.800000,177.000000,43.130000,55.890000,0.990000,45.920000,32.830000,21.250000,8.830000,62.050000,28.100000,1.010000,121.000000,85439002.000000,1.420000
2006, 嘉義市,116.000000,54.400000,3.900000,14.300000,3.400000,2.700000,-,4.100000,3.800000,3.400000,111.000000,26.670000,71.000000,2.340000,48.970000,34.970000,16.060000,6.200000,61.730000,30.760000,1.310000,72.000000,31971636.000000,2.250000
2006, 金門縣,15.000000,46.200000,1.900000,15.900000,0.900000,0.700000,-,1.800000,2.600000,0.700000,15.000000,23.690000,70.380000,5.930000,26.880000,45.790000,27.330000,6.140000,49.920000,41.510000,2.430000,16.000000,4876785.000000,3.280000
2006, 連江縣,2.638000,69.800000,0.900000,7.500000,0.700000,0.900000,-,0.500000,1.200000,1.000000,2.613000,16.950000,80.180000,2.870000,29.280000,33.720000,37.010000,2.830000,52.280000,41.830000,3.060000,1.000000,308891.000000,3.240000
2007, 總計,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,11747.000000,5031460405.000000,2.330000
