"年度","縣市","工廠新登記家數","工廠歇業家數","營運中工廠家數","重工業工廠家數","工廠全年固定資產投資金額","工廠從業員工人數","工廠營業收入","營利事業營業家數","營利事業銷售額","公司登記新設家數","公司解散、撤銷及廢止家數","公司登記現有家數","公司登記現有資本額","商業登記新設家數","商業登記歇業家數","商業登記現有家數","商業登記現有資本額"
2010, 南投縣,26.000000,27.000000,812.000000,298.000000,8306157.000000,28308.000000,132314577.000000,22302.000000,241540753.000000,307.000000,239.000000,4385.000000,69296.000000,852.000000,486.000000,26386.000000,4954.000000
2010, 雲林縣,68.000000,56.000000,1428.000000,459.000000,25122600.000000,49946.000000,1163337299.000000,26623.000000,1384505415.000000,292.000000,378.000000,5839.000000,244688.000000,1066.000000,1025.000000,20282.000000,5069.000000
2010, 嘉義縣,30.000000,105.000000,1597.000000,644.000000,3572499.000000,37770.000000,275413437.000000,18499.000000,250189589.000000,218.000000,174.000000,3790.000000,53138.000000,676.000000,421.000000,15833.000000,2676.000000
2010, 屏東縣,38.000000,12.000000,908.000000,358.000000,6128715.000000,28502.000000,151338000.000000,33683.000000,319536951.000000,391.000000,272.000000,5230.000000,73234.000000,1161.000000,3005.000000,27076.000000,4811.000000
2010, 臺東縣,2.000000,3.000000,198.000000,80.000000,379061.000000,1862.000000,8995529.000000,11005.000000,59194603.000000,50.000000,38.000000,1003.000000,11546.000000,541.000000,312.000000,16649.000000,2094.000000
2010, 花蓮縣,6.000000,27.000000,372.000000,88.000000,1219228.000000,7073.000000,41815809.000000,17817.000000,154532770.000000,154.000000,113.000000,3215.000000,62337.000000,837.000000,674.000000,16906.000000,4445.000000
2010, 澎湖縣,6.000000,1.000000,100.000000,56.000000,4880.000000,428.000000,583051.000000,5715.000000,22097185.000000,37.000000,9.000000,543.000000,4610.000000,256.000000,192.000000,5582.000000,789.000000
2010, 基隆市,24.000000,16.000000,249.000000,155.000000,1141943.000000,9597.000000,45647376.000000,16864.000000,175187739.000000,324.000000,314.000000,5465.000000,74931.000000,774.000000,787.000000,10950.000000,2513.000000
2010, 新竹市,36.000000,18.000000,1342.000000,835.000000,125030864.000000,103142.000000,768293679.000000,23147.000000,1716669505.000000,731.000000,486.000000,10315.000000,1013371.000000,1131.000000,604.000000,16409.000000,2681.000000
2010, 嘉義市,7.000000,13.000000,434.000000,228.000000,874990.000000,5762.000000,18173544.000000,15828.000000,196004736.000000,224.000000,206.000000,3833.000000,39204.000000,641.000000,517.000000,11132.000000,2532.000000
2010, 金門縣,-,-,79.000000,29.000000,473918.000000,1870.000000,13619992.000000,9766.000000,37979676.000000,85.000000,27.000000,656.000000,9320.000000,199.000000,261.000000,10324.000000,1446.000000
2010, 連江縣,-,-,3.000000,-,20962.000000,116.000000,313437.000000,813.000000,4096241.000000,8.000000,1.000000,103.000000,857.000000,128.000000,28.000000,783.000000,294.000000
2011, 總計,3777.000000,3268.000000,-,-,-,-,-,1244172.000000,38003188168.000000,38231.000000,27633.000000,596574.000000,19654630.000000,49133.000000,37358.000000,770194.000000,148849.189000
2011, 臺灣地區,3776.000000,3268.000000,-,-,-,-,-,1231714.000000,37956560365.000000,38139.000000,27617.000000,595738.000000,19642075.000000,47086.000000,36894.000000,757505.000000,147067.374000
2011, 新北市,1001.000000,753.000000,-,-,-,-,-,194991.000000,4171896944.000000,7302.000000,5960.000000,118183.000000,1780350.000000,7360.000000,6890.000000,132945.000000,24865.713000
2011, 臺北市,48.000000,65.000000,-,-,-,-,-,204749.000000,12283808099.000000,9835.000000,7233.000000,159800.000000,9879218.000000,5447.000000,5707.000000,53781.000000,11430.307000
2011, 桃園市,663.000000,434.000000,-,-,-,-,-,94212.000000,3599815462.000000,3585.000000,3145.000000,47839.000000,1420157.000000,4732.000000,3937.000000,43677.000000,11040.331000
2011, 臺中市,738.000000,701.000000,-,-,-,-,-,160114.000000,3585557365.000000,5778.000000,3744.000000,77672.000000,1407861.000000,5660.000000,3199.000000,95643.000000,16133.301000
2011, 臺南市,266.000000,305.000000,-,-,-,-,-,97456.000000,2468896728.000000,1878.000000,1114.000000,29710.000000,775897.000000,4125.000000,2725.000000,56107.000000,10205.658000
2011, 高雄市,253.000000,190.000000,-,-,-,-,-,147607.000000,4198172947.000000,3799.000000,2111.000000,75078.000000,1542804.000000,5203.000000,3777.000000,106738.000000,22575.054000
2011, 宜蘭縣,43.000000,26.000000,-,-,-,-,-,25434.000000,254507321.000000,288.000000,258.000000,5024.000000,68596.000000,1361.000000,1288.000000,21863.000000,4275.764000
2011, 新竹縣,74.000000,71.000000,-,-,-,-,-,22593.000000,966523382.000000,854.000000,472.000000,9158.000000,470756.000000,1092.000000,574.000000,13762.000000,2496.134000
2011, 苗栗縣,57.000000,76.000000,-,-,-,-,-,24118.000000,623112163.000000,440.000000,264.000000,6300.000000,252530.000000,1315.000000,1111.000000,30927.000000,3982.473000
2011, 彰化縣,331.000000,269.000000,-,-,-,-,-,64981.000000,1292959451.000000,1315.000000,752.000000,22832.000000,376684.000000,2027.000000,1371.000000,32351.000000,6539.753000
2011, 南投縣,33.000000,99.000000,-,-,-,-,-,22641.000000,250955616.000000,290.000000,195.000000,4494.000000,71181.000000,865.000000,523.000000,26726.000000,5107.858000
2011, 雲林縣,93.000000,54.000000,-,-,-,-,-,27021.000000,1407099255.000000,378.000000,436.000000,5790.000000,245854.000000,1281.000000,926.000000,20646.000000,5404.126000
2011, 嘉義縣,44.000000,68.000000,-,-,-,-,-,18647.000000,265758263.000000,247.000000,185.000000,3872.000000,56364.000000,663.000000,469.000000,16029.000000,2750.163000
2011, 屏東縣,62.000000,35.000000,-,-,-,-,-,34842.000000,351983025.000000,417.000000,250.000000,5432.000000,77403.000000,1321.000000,955.000000,27453.000000,4909.594000
2011, 臺東縣,2.000000,8.000000,-,-,-,-,-,11296.000000,67001089.000000,68.000000,48.000000,1026.000000,12347.000000,610.000000,331.000000,16929.000000,2132.061000
2011, 花蓮縣,6.000000,20.000000,-,-,-,-,-,18201.000000,161411680.000000,201.000000,128.000000,3281.000000,63595.000000,964.000000,633.000000,17240.000000,4562.679000
2011, 澎湖縣,2.000000,-,-,-,-,-,-,5753.000000,24933636.000000,42.000000,14.000000,568.000000,4818.000000,266.000000,207.000000,5641.000000,807.310000
2011, 基隆市,13.000000,14.000000,-,-,-,-,-,17078.000000,167412227.000000,323.000000,355.000000,5451.000000,77535.000000,804.000000,829.000000,10948.000000,2485.267000
2011, 新竹市,35.000000,67.000000,-,-,-,-,-,23757.000000,1601697792.000000,800.000000,744.000000,10324.000000,1017010.000000,1245.000000,834.000000,16824.000000,2770.830000
2011, 嘉義市,12.000000,13.000000,-,-,-,-,-,16223.000000,213057920.000000,299.000000,209.000000,3904.000000,41116.000000,745.000000,608.000000,11275.000000,2593.000000
2011, 金門縣,1.000000,-,-,-,-,-,-,11628.000000,42478136.000000,83.000000,15.000000,727.000000,11636.000000,2015.000000,430.000000,11907.000000,1485.013000
2011, 連江縣,-,-,-,-,-,-,-,830.000000,4149667.000000,9.000000,1.000000,109.000000,919.000000,32.000000,34.000000,782.000000,296.802000
2012, 總計,4232.000000,2462.000000,79439.000000,46199.000000,1078763548.000000,2538392.000000,16875909865.000000,1268909.000000,37748019134.000000,37094.000000,28199.000000,605365.000000,20232268.000000,47793.000000,36138.000000,781943.000000,152292.446000
2012, 臺灣地區,4231.000000,2462.000000,29830.000000,16028.000000,550200123.000000,1183212.000000,8229434834.000000,1252270.000000,37692707987.000000,36988.000000,28174.000000,604437.000000,20217917.000000,43520.000000,35652.000000,765464.000000,150369.473000
2012, 新北市,1144.000000,767.000000,18411.000000,10914.000000,64563570.000000,418607.000000,1733719670.000000,198642.000000,4150534126.000000,6985.000000,6116.000000,119417.000000,1827695.000000,6658.000000,6146.000000,133470.000000,25298.868000
2012, 臺北市,76.000000,39.000000,1158.000000,610.000000,3608163.000000,30041.000000,254615215.000000,208310.000000,12030354364.000000,9834.000000,7414.000000,161467.000000,10118779.000000,4752.000000,4694.000000,53763.000000,11462.656000
2012, 桃園市,662.000000,404.000000,10013.000000,6302.000000,148887552.000000,483784.000000,3057396990.000000,96842.000000,3418461748.000000,3402.000000,2965.000000,48514.000000,1524445.000000,4196.000000,3182.000000,44765.000000,11391.266000
2012, 臺中市,757.000000,406.000000,15396.000000,9978.000000,132087987.000000,371294.000000,1860762026.000000,163471.000000,3564257660.000000,5455.000000,3911.000000,79225.000000,1460764.000000,5279.000000,3604.000000,97313.000000,16612.148000
2012, 臺南市,295.000000,160.000000,8253.000000,4431.000000,199155007.000000,280641.000000,1881719458.000000,98800.000000,2591539312.000000,1860.000000,986.000000,30620.000000,797284.000000,3791.000000,2999.000000,56910.000000,10622.222000
2012, 高雄市,292.000000,296.000000,6306.000000,4210.000000,128720518.000000,252441.000000,2898443813.000000,149656.000000,4108283693.000000,3732.000000,2229.000000,76597.000000,1627053.000000,4791.000000,3769.000000,107752.000000,22968.423000
2012, 宜蘭縣,48.000000,22.000000,907.000000,379.000000,6157406.000000,25441.000000,157972578.000000,25968.000000,256745026.000000,357.000000,416.000000,4973.000000,71153.000000,1408.000000,1134.000000,22147.000000,4391.158000
2012, 新竹縣,96.000000,76.000000,1582.000000,1060.000000,162982719.000000,143286.000000,984968947.000000,23141.000000,979190340.000000,804.000000,414.000000,9560.000000,477422.000000,1042.000000,681.000000,14150.000000,2593.918000
2012, 苗栗縣,66.000000,32.000000,1629.000000,795.000000,43726944.000000,75734.000000,610690685.000000,24427.000000,611602504.000000,392.000000,307.000000,6376.000000,267179.000000,1101.000000,1021.000000,31025.000000,4030.348000
2012, 彰化縣,479.000000,121.000000,8211.000000,4262.000000,30504937.000000,173037.000000,764951678.000000,65748.000000,1269811265.000000,1259.000000,799.000000,23286.000000,386443.000000,1999.000000,1418.000000,32939.000000,6698.439000
2012, 南投縣,34.000000,16.000000,811.000000,304.000000,6371388.000000,29911.000000,125937380.000000,22998.000000,244691494.000000,305.000000,197.000000,4585.000000,74358.000000,861.000000,573.000000,27025.000000,5215.261000
2012, 雲林縣,134.000000,25.000000,1517.000000,511.000000,24355743.000000,55066.000000,1340531723.000000,27637.000000,1547728175.000000,389.000000,308.000000,5883.000000,246205.000000,1253.000000,970.000000,20933.000000,5513.259000
2012, 嘉義縣,38.000000,30.000000,1560.000000,639.000000,7602561.000000,40887.000000,279578008.000000,18825.000000,266432548.000000,232.000000,142.000000,3957.000000,58436.000000,726.000000,495.000000,16278.000000,2833.688000
2012, 屏東縣,32.000000,13.000000,952.000000,364.000000,7991476.000000,31284.000000,165936964.000000,35032.000000,365370980.000000,389.000000,233.000000,5631.000000,82450.000000,1246.000000,1176.000000,27537.000000,5057.679000
2012, 臺東縣,2.000000,3.000000,189.000000,75.000000,495566.000000,1815.000000,11408511.000000,11461.000000,67408157.000000,66.000000,40.000000,1053.000000,11513.000000,637.000000,395.000000,17172.000000,2229.186000
2012, 花蓮縣,7.000000,7.000000,367.000000,83.000000,2082664.000000,7596.000000,44986964.000000,18276.000000,170112978.000000,174.000000,227.000000,3226.000000,69784.000000,972.000000,858.000000,17354.000000,4608.860000
2012, 澎湖縣,-,2.000000,100.000000,56.000000,11650.000000,429.000000,621912.000000,5822.000000,26854024.000000,39.000000,25.000000,585.000000,5205.000000,283.000000,277.000000,5648.000000,828.514000
2012, 基隆市,12.000000,13.000000,246.000000,152.000000,1126384.000000,9548.000000,42009682.000000,17151.000000,171157218.000000,295.000000,342.000000,5393.000000,72231.000000,716.000000,661.000000,11005.000000,2516.707000
2012, 新竹市,45.000000,25.000000,1315.000000,826.000000,107578524.000000,99620.000000,621662928.000000,24131.000000,1634780851.000000,730.000000,919.000000,10104.000000,996855.000000,1175.000000,1003.000000,16976.000000,2816.172000
2012, 嘉義市,12.000000,5.000000,431.000000,220.000000,324609.000000,5774.000000,20779884.000000,15932.000000,217391524.000000,289.000000,184.000000,3985.000000,42662.000000,634.000000,596.000000,11302.000000,2680.700000
2012, 金門縣,1.000000,-,81.000000,28.000000,407010.000000,2021.000000,16646676.000000,15813.000000,50279268.000000,94.000000,23.000000,808.000000,13332.000000,4236.000000,444.000000,15702.000000,1625.131000
2012, 連江縣,-,-,4.000000,-,21170.000000,135.000000,568173.000000,826.000000,5031879.000000,12.000000,2.000000,120.000000,1019.000000,37.000000,42.000000,777.000000,297.842000
2013, 總計,5116.000000,3315.000000,81064.000000,47387.000000,1059539875.000000,2576839.000000,17097080229.000000,1298032.000000,38538649184.000000,39607.000000,24323.000000,620401.000000,20952903.179914,53911.000000,34951.000000,800948.000000,156824.245000
2013, 臺灣地區,5115.000000,3314.000000,80988.000000,47362.000000,1059268265.000000,2574730.000000,17080014226.000000,1278692.000000,38480071142.000000,39491.000000,24294.000000,619377.000000,20935114.285574,51535.000000,34623.000000,782416.000000,154822.878000
2013, 新北市,880.000000,925.000000,18121.000000,10758.000000,66300910.000000,412578.000000,1691143589.000000,203305.000000,4287143918.000000,7424.000000,4949.000000,121949.000000,1891731.457014,7966.000000,5758.000000,135662.000000,25911.554000
2013, 臺北市,37.000000,83.000000,1137.000000,603.000000,2598845.000000,30684.000000,256216100.000000,212893.000000,12152565218.000000,10260.000000,6382.000000,164603.000000,10513212.662837,5802.000000,4124.000000,55382.000000,11747.491000
2013, 桃園市,751.000000,609.000000,10197.000000,6410.000000,154865387.000000,489120.000000,2998142015.000000,100171.000000,3470258885.000000,3598.000000,2178.000000,50323.000000,1606618.499289,4945.000000,3134.000000,46629.000000,11778.583000
2013, 臺中市,1147.000000,692.000000,16016.000000,10453.000000,199637849.000000,375204.000000,1913975359.000000,167719.000000,3687509962.000000,5977.000000,3529.000000,81684.000000,1509239.959514,6317.000000,3561.000000,100016.000000,17455.222000
2013, 臺南市,407.000000,256.000000,8330.000000,4484.000000,163969437.000000,287805.000000,1826701591.000000,100826.000000,2274870042.000000,2111.000000,942.000000,31800.000000,796873.564062,4493.000000,2988.000000,58416.000000,11067.170000
2013, 高雄市,470.000000,138.000000,6593.000000,4433.000000,152265585.000000,259522.000000,3030652624.000000,152166.000000,4189261868.000000,4042.000000,2506.000000,78017.000000,1664375.935096,5901.000000,4050.000000,109588.000000,23553.504000
2013, 宜蘭縣,35.000000,31.000000,901.000000,379.000000,5011224.000000,25379.000000,173273739.000000,25692.000000,276937085.000000,400.000000,232.000000,5156.000000,72288.056554,1518.000000,975.000000,22701.000000,4526.546000
2013, 新竹縣,89.000000,41.000000,1604.000000,1074.000000,128695938.000000,147039.000000,1004959939.000000,23969.000000,995530898.000000,886.000000,414.000000,10090.000000,489452.202809,1263.000000,702.000000,14718.000000,2677.836000
2013, 苗栗縣,85.000000,107.000000,1654.000000,806.000000,34234652.000000,77853.000000,591547694.000000,24667.000000,783810890.000000,380.000000,293.000000,6451.000000,280498.328950,1269.000000,931.000000,31377.000000,4147.929000
2013, 彰化縣,810.000000,246.000000,8700.000000,4567.000000,36863068.000000,180714.000000,822652015.000000,66656.000000,1355651230.000000,1248.000000,837.000000,23693.000000,397993.890166,2230.000000,1506.000000,33687.000000,6989.223000
2013, 南投縣,39.000000,14.000000,839.000000,313.000000,6148487.000000,30728.000000,136659790.000000,23242.000000,262573295.000000,310.000000,193.000000,4721.000000,78123.330661,930.000000,665.000000,27303.000000,5284.163000
2013, 雲林縣,150.000000,38.000000,1682.000000,633.000000,21668006.000000,59557.000000,1404090363.000000,28218.000000,1593934106.000000,431.000000,271.000000,6039.000000,253165.939916,1435.000000,1048.000000,21342.000000,5691.291000
2013, 嘉義縣,78.000000,47.000000,1571.000000,650.000000,5297669.000000,40390.000000,272935074.000000,19060.000000,267100467.000000,254.000000,148.000000,4093.000000,60469.862173,765.000000,467.000000,16587.000000,2954.406000
2013, 屏東縣,62.000000,17.000000,998.000000,385.000000,7930717.000000,32565.000000,183492188.000000,35867.000000,379018948.000000,432.000000,270.000000,5817.000000,87650.130654,1453.000000,1119.000000,27905.000000,5164.803000
2013, 臺東縣,2.000000,2.000000,186.000000,73.000000,264800.000000,1879.000000,11936692.000000,11727.000000,72086818.000000,85.000000,34.000000,1116.000000,12237.305812,775.000000,553.000000,17401.000000,2220.101000
2013, 花蓮縣,9.000000,2.000000,364.000000,79.000000,1534821.000000,7726.000000,47793581.000000,18575.000000,175898548.000000,184.000000,121.000000,3309.000000,71212.186255,1288.000000,953.000000,17691.000000,4608.079000
2013, 澎湖縣,3.000000,3.000000,99.000000,55.000000,10266.000000,405.000000,620666.000000,5691.000000,27293437.000000,48.000000,34.000000,588.000000,6302.083000,288.000000,220.000000,5716.000000,854.101000
2013, 基隆市,12.000000,4.000000,256.000000,156.000000,3632455.000000,9514.000000,40859308.000000,17374.000000,172478471.000000,318.000000,275.000000,5424.000000,72710.390023,842.000000,626.000000,11208.000000,2518.886000
2013, 新竹市,35.000000,42.000000,1306.000000,828.000000,67667187.000000,100657.000000,652540849.000000,24732.000000,1835817355.000000,793.000000,510.000000,10387.000000,1025737.514174,1367.000000,721.000000,17627.000000,2952.178000
2013, 嘉義市,14.000000,17.000000,434.000000,223.000000,670962.000000,5411.000000,19821050.000000,16142.000000,220329701.000000,310.000000,176.000000,4117.000000,45220.986615,688.000000,522.000000,11460.000000,2719.813000
2013, 金門縣,1.000000,1.000000,73.000000,25.000000,235078.000000,1984.000000,16590983.000000,18492.000000,53911607.000000,105.000000,27.000000,895.000000,16712.384340,2318.000000,301.000000,17723.000000,1697.585000
2013, 連江縣,-,-,3.000000,-,36532.000000,125.000000,475020.000000,848.000000,4666435.000000,11.000000,2.000000,129.000000,1076.510000,58.000000,27.000000,809.000000,303.782000
2014, 總計,4218.000000,3768.000000,-,-,-,-,-,1321343.000000,40368063075.000000,41998.000000,24637.000000,637556.000000,21385437.222265,46023.000000,37416.000000,809637.000000,160445.648000
2014, 臺灣地區,4217.000000,3767.000000,-,-,-,-,-,1301496.000000,40308781990.000000,41892.000000,24618.000000,636418.000000,21366279.824325,45372.000000,37161.000000,790711.000000,158477.098000
2014, 新北市,974.000000,1061.000000,-,-,-,-,-,207340.000000,4511799371.000000,7581.000000,5547.000000,124205.000000,1956513.924963,6801.000000,6304.000000,136169.000000,26203.099000
2014, 臺北市,45.000000,55.000000,-,-,-,-,-,216839.000000,12810834067.000000,11231.000000,6570.000000,168441.000000,10909601.361471,4620.000000,4307.000000,55587.000000,11832.463000
2014, 桃園市,571.000000,548.000000,-,-,-,-,-,102829.000000,3584881784.000000,3771.000000,2238.000000,52155.000000,1392364.478379,4538.000000,3449.000000,47758.000000,12152.378000
2014, 臺中市,1025.000000,716.000000,-,-,-,-,-,171750.000000,3894109526.000000,6541.000000,3053.000000,85159.000000,1553227.459147,5691.000000,3930.000000,101770.000000,18028.597000
2014, 臺南市,365.000000,230.000000,-,-,-,-,-,102774.000000,2375093926.000000,2252.000000,1360.000000,32731.000000,829491.769772,4195.000000,3216.000000,59425.000000,11495.280000
2014, 高雄市,397.000000,394.000000,-,-,-,-,-,153471.000000,4342127736.000000,4124.000000,2306.000000,79793.000000,1717750.095016,5097.000000,4378.000000,110289.000000,24128.288000
2014, 宜蘭縣,38.000000,13.000000,-,-,-,-,-,26112.000000,285818888.000000,386.000000,223.000000,5340.000000,75137.587952,1335.000000,1077.000000,22978.000000,4641.124000
2014, 新竹縣,87.000000,69.000000,-,-,-,-,-,24819.000000,1048853488.000000,907.000000,396.000000,10665.000000,505771.299076,1107.000000,726.000000,15158.000000,2795.236000
2014, 苗栗縣,63.000000,87.000000,-,-,-,-,-,25040.000000,836513936.000000,431.000000,248.000000,6653.000000,290710.954216,1179.000000,948.000000,31612.000000,4249.478000
2014, 彰化縣,408.000000,334.000000,-,-,-,-,-,67346.000000,1401684887.000000,1320.000000,691.000000,24318.000000,409422.106270,2092.000000,1663.000000,34122.000000,7213.036000
2014, 南投縣,30.000000,46.000000,-,-,-,-,-,23481.000000,293533011.000000,325.000000,190.000000,4845.000000,81460.854009,870.000000,666.000000,27520.000000,5399.464000
2014, 雲林縣,70.000000,35.000000,-,-,-,-,-,28467.000000,1589108926.000000,430.000000,245.000000,6195.000000,254601.116330,1202.000000,972.000000,21582.000000,5930.621000
2014, 嘉義縣,29.000000,37.000000,-,-,-,-,-,19354.000000,275627491.000000,276.000000,153.000000,4241.000000,62681.986413,657.000000,484.000000,16771.000000,2957.591000
2014, 屏東縣,65.000000,34.000000,-,-,-,-,-,36209.000000,392511736.000000,459.000000,263.000000,6059.000000,90627.474654,1227.000000,1222.000000,27930.000000,5256.084000
2014, 臺東縣,3.000000,4.000000,-,-,-,-,-,11975.000000,79502413.000000,93.000000,39.000000,1170.000000,13595.310072,665.000000,557.000000,17509.000000,2214.181000
2014, 花蓮縣,5.000000,14.000000,-,-,-,-,-,18841.000000,182072837.000000,237.000000,122.000000,3446.000000,71886.066645,1032.000000,836.000000,17888.000000,4674.809000
2014, 澎湖縣,4.000000,-,-,-,-,-,-,5715.000000,28598090.000000,55.000000,18.000000,623.000000,7101.823000,322.000000,251.000000,5787.000000,873.541000
2014, 基隆市,9.000000,10.000000,-,-,-,-,-,17626.000000,174839290.000000,338.000000,246.000000,5536.000000,73857.342216,824.000000,731.000000,11317.000000,2615.762000
2014, 新竹市,24.000000,61.000000,-,-,-,-,-,25219.000000,1975413471.000000,814.000000,527.000000,10621.000000,1023188.600633,1213.000000,846.000000,17976.000000,3054.422000
2014, 嘉義市,5.000000,19.000000,-,-,-,-,-,16289.000000,225857116.000000,321.000000,183.000000,4222.000000,47288.214091,705.000000,598.000000,11563.000000,2761.643000
2014, 金門縣,1.000000,1.000000,-,-,-,-,-,19003.000000,54712453.000000,99.000000,16.000000,1002.000000,17969.137940,601.000000,223.000000,18098.000000,1652.349000
2014, 連江縣,-,-,-,-,-,-,-,844.000000,4568632.000000,7.000000,3.000000,136.000000,1188.260000,50.000000,32.000000,828.000000,316.200000
