"年度","縣市","都市計畫區計畫人口","都市計畫區現況人口","都市計畫區計畫人口密度","都市計畫區現況人口密度","都市計畫區現況人口密度與該縣市人口密度比","都市計畫區面積","都市計畫公共設施用地計畫面積-道路","都市計畫公共設施用地面積","都市計畫公共設施用地已闢建面積-公園","都市計畫公共設施用地已闢建面積-綠地","都市計畫公共設施用地已闢建面積-廣場","都市計畫公共設施用地已闢建面積-兒童遊樂場","都市計畫公共設施用地已闢建面積-體育場","都市計畫公共設施用地計畫面積-道路占都市計畫土地公共設施用地面積之比率","每萬人公園、綠地、兒童遊樂場、體育場所及廣場面積數"
2004, 澎湖縣,81400.000000,35133.000000,7768.730000,3353.060000,4.633394,10.477900,111.000000,328.000000,44.320000,0.940000,1.380000,1.620000,6.450000,33.841463,15.572254
2004, 基隆市,511900.000000,379370.000000,7138.830000,5290.600000,1.790233,71.706400,331.000000,1818.000000,112.170000,-,-,0.150000,22.390000,18.206821,3.550887
2004, 新竹市,493500.000000,324473.000000,11039.900000,7258.660000,1.952708,44.701500,487.000000,1482.000000,100.630000,-,2.110000,1.910000,7.470000,32.860999,3.455449
2004, 嘉義市,373100.000000,270341.000000,6836.230000,4953.400000,1.099835,54.576900,608.000000,1478.000000,34.770000,0.440000,1.800000,0.440000,20.800000,41.136671,2.154686
2004, 金門縣,83000.000000,64456.000000,556.650000,432.280000,1.026489,149.106300,428.000000,2060.000000,62.590000,2.640000,0.750000,-,10.470000,20.776699,11.860804
2004, 連江縣,7770.000000,9359.000000,243.610000,293.430000,0.902952,31.895400,78.000000,500.000000,-,-,0.220000,-,4.800000,15.600000,5.363821
2005, 總計,25344203.000000,17954490.000000,5390.970000,3819.100000,6.069538,4701.236300,32237.000000,86916.000000,3177.990000,546.740000,137.140000,200.190000,723.150000,37.089834,2.665188
2005, 臺灣地區,25253433.000000,17873881.000000,5590.920000,3957.140000,6.279546,4516.869200,31684.000000,84228.000000,3102.730000,544.100000,133.800000,199.830000,701.260000,37.616944,2.619308
2005, 新北市,3967946.000000,3546615.000000,3279.640000,2931.400000,1.610225,1209.871000,3322.000000,10971.000000,324.700000,51.960000,11.790000,14.240000,56.740000,30.279829,1.295404
2005, 臺北市,3414000.000000,2615268.000000,12560.720000,9622.040000,0.999577,271.799700,2088.000000,7341.000000,542.220000,71.120000,1.510000,15.240000,62.080000,28.442991,2.646650
2005, 桃園市,1855293.000000,1329620.000000,5745.630000,4117.680000,2.673754,322.904800,2264.000000,5205.000000,162.370000,5.660000,3.710000,15.690000,88.240000,43.496638,2.073299
2005, 臺中市,2934239.000000,2120284.000000,5927.650000,4283.320000,3.696923,495.009100,4585.000000,10729.000000,421.130000,49.770000,9.800000,37.380000,74.720000,42.734644,2.795852
2005, 臺南市,2283300.000000,1493124.000000,4369.250000,2857.190000,3.361379,522.584500,4648.000000,10352.000000,266.060000,8.780000,8.380000,17.620000,78.640000,44.899536,2.541517
2005, 高雄市,4121677.000000,2522489.000000,9944.190000,6085.900000,6.511996,414.480800,4610.000000,12907.000000,598.160000,207.820000,16.770000,33.140000,49.480000,35.717053,3.589193
2005, 宜蘭縣,438320.000000,289541.000000,5738.640000,3790.780000,17.604526,76.380400,637.000000,1546.000000,25.820000,2.150000,1.800000,2.730000,42.750000,41.203105,2.598941
2005, 新竹縣,384200.000000,275647.000000,7163.770000,5139.700000,15.360575,53.631000,556.000000,1261.000000,30.460000,6.760000,5.010000,12.550000,32.490000,44.091990,3.166006
2005, 苗栗縣,471000.000000,320156.000000,6742.840000,4583.350000,14.899969,69.851900,726.000000,1382.000000,10.810000,0.120000,3.460000,1.020000,16.910000,52.532562,1.009508
2005, 彰化縣,900150.000000,727704.000000,7038.670000,5690.240000,4.646187,127.886300,1296.000000,2747.000000,55.840000,5.260000,12.320000,21.160000,27.650000,47.178740,1.679666
2005, 南投縣,417955.000000,289985.000000,3232.910000,2243.060000,17.147274,129.281200,713.000000,1822.000000,60.910000,22.970000,3.570000,1.930000,15.800000,39.132821,3.627084
2005, 雲林縣,519700.000000,279342.000000,5313.860000,2856.230000,5.027642,97.800800,992.000000,1962.000000,26.030000,6.920000,2.100000,2.300000,29.020000,50.560652,2.375941
2005, 嘉義縣,553600.000000,218204.000000,3362.970000,1325.530000,4.524725,164.616300,1094.000000,2752.000000,89.570000,74.550000,11.960000,13.210000,20.530000,39.752907,9.615772
2005, 屏東縣,664500.000000,456189.000000,4023.610000,2762.270000,8.534965,165.150000,1158.000000,3564.000000,106.950000,9.650000,19.930000,1.550000,41.040000,32.491582,3.926443
2005, 臺東縣,328019.000000,129380.000000,3729.000000,1470.820000,21.638289,87.964300,615.000000,1769.000000,80.010000,7.230000,9.930000,3.570000,8.060000,34.765404,8.409337
2005, 花蓮縣,539600.000000,252452.000000,4375.990000,2047.310000,27.285277,123.309100,842.000000,2801.000000,7.000000,12.000000,5.000000,2.000000,-,30.060693,1.029899
2005, 澎湖縣,81434.000000,32289.000000,7771.980000,3081.630000,4.226968,10.477900,111.000000,328.000000,44.320000,0.940000,2.850000,1.620000,6.450000,33.841463,17.399114
2005, 基隆市,511900.000000,391727.000000,6849.320000,5241.390000,1.776341,74.737300,332.000000,1864.000000,112.170000,-,-,0.150000,22.390000,17.811159,3.438875
2005, 新竹市,493500.000000,312164.000000,11075.970000,7006.120000,1.866718,44.555900,486.000000,1442.000000,100.630000,-,2.110000,1.910000,7.470000,33.703190,3.591702
2005, 嘉義市,373100.000000,271701.000000,6836.230000,4978.320000,1.099835,54.576900,608.000000,1484.000000,37.570000,0.440000,1.800000,0.820000,20.800000,40.970350,2.260941
2005, 金門縣,83000.000000,70264.000000,544.360000,460.830000,1.003832,152.471700,475.000000,2179.000000,63.090000,2.640000,1.160000,0.360000,12.860000,21.798990,11.401287
2005, 連江縣,7770.000000,10345.000000,243.610000,324.340000,0.902952,31.895400,78.000000,509.000000,12.170000,-,2.180000,-,9.030000,15.324165,22.600290
2006, 總計,25410064.000000,17965977.000000,5405.100000,3821.630000,6.045379,4701.129200,32655.000000,88131.000000,3356.564000,543.084000,159.103800,211.291300,725.750000,37.052796,2.780697
2006, 臺灣地區,25319294.000000,17880172.000000,5609.230000,3961.170000,6.258231,4513.859900,32115.000000,85183.000000,3281.304000,540.444000,155.763800,210.931300,703.860000,37.701185,2.736161
2006, 新北市,3967946.000000,3580232.000000,3279.640000,2959.180000,1.612363,1209.871000,3322.000000,10971.000000,323.740000,50.170000,16.370000,15.380000,59.970000,30.279829,1.300558
2006, 臺北市,3414000.000000,2632242.000000,12560.720000,9684.490000,1.000000,271.799700,2088.000000,7342.000000,558.390000,71.220000,15.230000,1.510000,62.080000,28.439117,2.691356
2006, 桃園市,1855293.000000,1349825.000000,5745.630000,4180.260000,2.670576,322.904800,2264.000000,5205.000000,164.950000,5.660000,3.710000,16.300000,88.240000,43.496638,2.065897
2006, 臺中市,3000600.000000,2134209.000000,5989.150000,4259.850000,3.645963,501.005800,4990.000000,11384.000000,429.730000,49.804000,9.450000,33.150000,75.010000,43.833450,2.797964
2006, 臺南市,2312100.000000,1503965.000000,4482.380000,2915.680000,3.423190,515.819500,4578.000000,10471.000000,289.274000,8.810000,9.383800,35.421300,78.640000,43.720753,2.802785
2006, 高雄市,4091677.000000,2370435.000000,9851.370000,5707.200000,6.091971,415.341100,4611.000000,12944.000000,721.770000,201.770000,19.060000,38.590000,49.480000,35.622682,4.348021
2006, 宜蘭縣,438320.000000,296248.000000,5738.650000,3878.590000,18.057726,76.380300,670.000000,1580.000000,25.820000,2.150000,1.920000,2.730000,42.750000,42.405063,2.544152
2006, 新竹縣,384200.000000,281989.000000,7167.270000,5260.520000,15.398209,53.604800,582.000000,1290.000000,31.720000,6.760000,5.010000,12.550000,32.490000,45.116279,3.139484
2006, 苗栗縣,471000.000000,322635.000000,6742.830000,4618.840000,15.014214,69.851900,722.000000,1377.000000,10.810000,0.120000,3.460000,1.020000,16.910000,52.432825,1.001751
2006, 彰化縣,900150.000000,698113.000000,7038.660000,5458.850000,4.459934,127.886500,1296.000000,2747.000000,55.840000,5.260000,12.320000,21.160000,27.650000,47.178740,1.750863
2006, 南投縣,419655.000000,286901.000000,3319.300000,2269.270000,17.411276,126.428900,733.000000,1849.000000,60.820000,23.000000,3.490000,2.130000,14.880000,39.643050,3.636097
2006, 雲林縣,519700.000000,277279.000000,5319.750000,2838.280000,5.029237,97.692500,997.000000,1931.000000,27.390000,10.110000,2.710000,3.040000,29.020000,51.631279,2.606400
2006, 嘉義縣,553600.000000,229475.000000,3362.970000,1394.000000,4.786452,164.616300,1094.000000,2752.000000,89.570000,74.550000,11.960000,13.810000,20.530000,39.752907,9.169626
2006, 屏東縣,689500.000000,520014.000000,4174.730000,3148.540000,9.780265,165.160200,1160.000000,3574.000000,107.200000,10.450000,20.000000,1.550000,41.040000,32.456631,3.466061
2006, 臺東縣,328019.000000,130808.000000,3729.000000,1487.060000,22.153968,87.964300,615.000000,1770.000000,80.340000,7.230000,9.930000,3.570000,8.060000,34.745763,8.342762
2006, 花蓮縣,539600.000000,259441.000000,4375.990000,2103.990000,28.202662,123.309100,842.000000,2801.000000,7.000000,12.000000,5.000000,2.000000,-,30.060693,1.002155
2006, 澎湖縣,81434.000000,29554.000000,7771.940000,2820.590000,3.898566,10.478000,110.000000,330.000000,45.080000,0.940000,2.850000,1.620000,6.450000,33.333333,19.266428
2006, 基隆市,511900.000000,390633.000000,6848.550000,5226.160000,1.776141,74.745700,329.000000,1968.000000,112.170000,-,-,2.490000,22.390000,16.717480,3.508408
2006, 新竹市,467500.000000,313810.000000,10523.900000,7064.180000,1.863812,44.422700,503.000000,1414.000000,101.360000,-,2.110000,1.910000,7.470000,35.572843,3.596125
2006, 嘉義市,373100.000000,272364.000000,6836.230000,4990.460000,1.099835,54.576900,608.000000,1484.000000,38.330000,0.440000,1.800000,1.000000,20.800000,40.970350,2.289950
2006, 金門縣,83000.000000,76019.000000,534.200000,489.260000,0.979003,155.373900,463.000000,2439.000000,63.090000,2.640000,1.160000,0.360000,12.860000,18.983190,10.538155
2006, 連江縣,7770.000000,9786.000000,243.610000,306.820000,0.902952,31.895400,78.000000,509.000000,12.170000,-,2.180000,-,9.030000,15.324165,23.891273
2007, 總計,25427744.000000,18293219.000000,5406.080000,3889.240000,6.130650,4703.545800,32555.000000,88017.000000,3768.576200,571.289200,174.720400,227.120200,792.684000,36.987173,3.025378
2007, 臺灣地區,25333194.000000,18202158.000000,5609.310000,4030.350000,6.346185,4516.276500,32017.000000,85071.000000,3693.316200,568.649200,171.380400,226.760200,770.794000,37.635622,2.983657
2007, 新北市,3967946.000000,3615671.000000,3279.640000,2988.480000,1.615067,1209.871000,3322.000000,10971.000000,327.740000,50.200000,16.380000,15.300000,59.970000,30.279829,1.298763
2007, 臺北市,3414000.000000,2629269.000000,12560.720000,9673.550000,1.000000,271.799700,2088.000000,7341.000000,574.340800,71.281200,17.364100,1.508000,62.078400,28.442991,2.763401
2007, 桃園市,1855293.000000,1368439.000000,5739.290000,4233.220000,2.671138,323.262000,2262.000000,5208.000000,166.720000,5.800000,8.210000,16.690000,88.240000,43.433180,2.087488
2007, 臺中市,3000600.000000,2305341.000000,5987.970000,4600.520000,3.908891,501.104600,4997.000000,11386.000000,712.870000,60.492400,16.100000,38.080000,89.048000,43.887230,3.975943
2007, 臺南市,2312100.000000,1514510.000000,4481.330000,2935.440000,3.440241,515.940100,4114.000000,9942.000000,306.554000,13.760000,10.483800,41.681300,81.640000,41.380004,2.998456
2007, 高雄市,4091077.000000,2453615.000000,9824.010000,5891.930000,6.278492,416.436500,4941.000000,13305.000000,793.631300,212.852300,19.782500,41.691900,65.660400,37.136415,4.620197
2007, 宜蘭縣,438320.000000,293934.000000,5736.960000,3847.160000,17.912490,76.402800,694.000000,1575.000000,25.820000,2.150000,1.920000,2.930000,42.750000,44.063492,2.570985
2007, 新竹縣,421700.000000,273043.000000,7777.620000,5035.860000,14.498944,54.219700,578.000000,1348.000000,31.720000,5.630000,5.010000,12.550000,32.490000,42.878338,3.200961
2007, 苗栗縣,467000.000000,347707.000000,6685.580000,4977.780000,16.175858,69.851900,739.000000,1420.000000,32.240100,3.263300,4.290000,1.835000,37.890000,52.042254,2.286937
2007, 彰化縣,900150.000000,697596.000000,7036.780000,5453.340000,4.457741,127.920800,1264.000000,2736.000000,55.920000,5.260000,12.320000,21.230000,27.650000,46.198830,1.754311
2007, 南投縣,419655.000000,287106.000000,3319.300000,2270.890000,17.472294,126.428900,733.000000,1849.000000,60.820000,23.000000,3.490000,2.130000,14.880000,39.643050,3.633501
2007, 雲林縣,519700.000000,277446.000000,5315.340000,2837.630000,5.047612,97.773700,1004.000000,1951.000000,27.390000,10.110000,2.710000,3.040000,29.020000,51.460789,2.604831
2007, 嘉義縣,553600.000000,226144.000000,3362.970000,1373.760000,4.738328,164.616300,1111.000000,2765.000000,89.570000,74.550000,11.960000,13.954000,20.530000,40.180832,9.311058
2007, 屏東縣,664500.000000,500393.000000,4023.270000,3029.670000,9.453128,165.164200,1162.000000,3567.000000,102.000000,9.690000,19.670000,1.550000,41.040000,32.576395,3.476268
2007, 臺東縣,334019.000000,131092.000000,3797.210000,1490.290000,22.420325,87.964300,615.000000,1770.000000,80.340000,7.230000,9.930000,3.570000,8.060000,34.745763,8.324688
2007, 花蓮縣,539600.000000,259789.000000,4375.990000,2106.810000,28.405096,123.309100,842.000000,2801.000000,7.000000,12.000000,5.000000,2.000000,-,30.060693,1.000812
2007, 澎湖縣,81434.000000,33582.000000,7771.940000,3205.020000,4.400904,10.478000,110.000000,330.000000,45.080000,0.940000,2.850000,1.620000,6.450000,33.333333,16.955512
2007, 基隆市,511900.000000,390397.000000,6849.680000,5223.860000,1.776433,74.733400,327.000000,1910.000000,112.170000,-,-,2.490000,22.390000,17.120419,3.510529
2007, 新竹市,467500.000000,324061.000000,10523.900000,7294.940000,1.904061,44.422700,503.000000,1411.000000,100.940000,-,2.110000,1.910000,7.470000,35.648476,3.469409
2007, 嘉義市,373100.000000,273023.000000,6836.230000,5002.540000,1.099626,54.576900,608.000000,1484.000000,40.450000,0.440000,1.800000,1.000000,33.537200,40.970350,2.828597
2007, 金門縣,83000.000000,81115.000000,534.200000,522.060000,0.970900,155.373900,461.000000,2437.000000,63.090000,2.640000,1.160000,0.360000,12.860000,18.916701,9.876102
2007, 連江縣,11550.000000,9946.000000,362.120000,311.830000,0.902952,31.895400,78.000000,509.000000,12.170000,-,2.180000,-,9.030000,15.324165,23.506937
2008, 總計,25397294.000000,18301313.000000,5396.030000,3888.380000,6.108366,4706.665200,32833.000000,89017.000000,3911.294600,649.767400,177.699600,225.879100,724.016400,36.883966,3.108333
2008, 臺灣地區,25302744.000000,18206936.000000,5598.700000,4028.620000,6.322501,4519.395900,32294.000000,86072.000000,3836.034600,647.127400,174.359600,225.519100,702.126400,37.519751,3.067604
2008, 新北市,3967946.000000,3569453.000000,3279.640000,2950.280000,1.579568,1209.871000,3322.000000,10971.000000,324.740000,50.821700,16.380000,18.306000,59.970000,30.279829,1.317338
2008, 臺北市,3414000.000000,2622923.000000,12560.720000,9650.210000,1.000000,271.799700,2373.000000,7287.000000,579.728500,69.041500,18.820600,1.508000,62.078400,32.564841,2.787642
2008, 桃園市,1869400.000000,1402394.000000,5782.000000,4337.560000,2.703836,323.313700,2265.000000,5218.000000,166.730000,5.800000,8.210000,16.690000,88.240000,43.407436,2.037017
2008, 臺中市,3000600.000000,2305657.000000,5988.370000,4601.450000,3.883942,501.071500,4991.000000,11393.000000,702.840000,62.878400,18.650000,38.080000,95.398000,43.807601,3.980845
2008, 臺南市,2276090.000000,1575481.000000,4409.280000,3052.050000,3.571283,516.204500,4132.000000,9950.000000,414.230000,77.670000,11.880000,42.320000,81.640000,41.527638,3.984434
2008, 高雄市,4084030.000000,2499292.000000,9807.280000,6001.730000,6.385831,416.428300,4842.000000,13331.000000,843.940000,222.980000,19.780000,43.280000,55.380000,36.321356,4.742783
2008, 宜蘭縣,438320.000000,298260.000000,5736.960000,3903.780000,18.156219,76.402900,692.000000,1570.000000,25.820000,2.150000,1.920000,2.930000,42.720000,44.076433,2.532690
2008, 新竹縣,420700.000000,276928.000000,7762.910000,5109.980000,14.494478,54.193600,655.000000,1371.000000,43.193500,11.645800,3.167400,8.644100,15.440000,47.775346,2.964337
2008, 苗栗縣,466100.000000,349766.000000,6670.010000,5005.240000,16.258311,69.880000,731.000000,1413.000000,33.590000,3.430000,5.930000,2.110000,21.140000,51.733900,1.892694
2008, 彰化縣,900150.000000,623554.000000,6883.860000,4768.600000,3.902222,130.762500,1257.000000,2981.000000,53.812600,3.350000,12.691600,19.877000,25.190000,42.167058,1.843003
2008, 南投縣,420655.000000,285700.000000,3327.280000,2259.820000,17.451347,126.426000,722.000000,2586.000000,60.820000,23.000000,3.490000,2.130000,14.880000,27.919567,3.651383
2008, 雲林縣,519700.000000,289844.000000,5307.580000,2960.110000,5.280018,97.916500,1010.000000,1975.000000,24.810000,7.200000,2.680000,1.540000,29.020000,51.139241,2.251211
2008, 嘉義縣,553600.000000,223225.000000,3362.970000,1356.030000,4.699447,164.616300,1111.000000,2765.000000,89.570000,74.550000,11.960000,13.954000,20.530000,40.180832,9.432814
2008, 屏東縣,664500.000000,467546.000000,4023.270000,2830.800000,8.879767,165.164200,1176.000000,3552.000000,102.000000,12.790000,19.850000,1.240000,12.590000,33.108108,3.175516
2008, 臺東縣,334019.000000,128737.000000,3803.300000,1465.860000,22.225112,87.823500,616.000000,1767.000000,80.340000,7.230000,9.930000,3.570000,8.060000,34.861347,8.476972
2008, 花蓮縣,539600.000000,259638.000000,4375.990000,2105.590000,28.543985,123.309100,842.000000,2801.000000,7.000000,12.000000,5.000000,2.000000,-,30.060693,1.001394
2008, 澎湖縣,80834.000000,36076.000000,7713.390000,3442.460000,4.680469,10.479700,114.000000,332.000000,18.010000,0.150000,0.110000,1.940000,6.450000,34.337349,7.389955
2008, 基隆市,511900.000000,388979.000000,6849.680000,5204.890000,1.776433,74.733400,331.000000,1917.000000,112.170000,-,-,2.490000,22.390000,17.266562,3.523326
2008, 新竹市,467500.000000,329690.000000,10523.900000,7421.660000,1.906858,44.422700,503.000000,1408.000000,103.240000,-,2.110000,1.910000,7.470000,35.724432,3.479936
2008, 嘉義市,373100.000000,273793.000000,6836.230000,5016.650000,1.099835,54.576900,608.000000,1484.000000,49.450000,0.440000,1.800000,1.000000,33.540000,40.970350,3.149460
2008, 金門縣,83000.000000,84570.000000,534.200000,544.300000,0.976071,155.373900,461.000000,2437.000000,63.090000,2.640000,1.160000,0.360000,12.860000,18.916701,9.472626
2008, 連江縣,11550.000000,9807.000000,362.120000,307.470000,0.907765,31.895400,78.000000,509.000000,12.170000,-,2.180000,-,9.030000,15.324165,23.840114
2009, 總計,25256210.000000,18598123.000000,5315.840000,3914.470000,6.127677,4751.118600,33272.000000,89345.000000,4160.812100,645.185300,210.639200,230.699900,755.687500,37.239913,3.227758
2009, 臺灣地區,25161660.000000,18493999.000000,5513.250000,4052.280000,6.339711,4563.849300,32733.000000,86701.000000,4085.552100,642.545300,207.299200,230.339900,733.797500,37.753890,3.189972
2009, 新北市,3972546.000000,3611496.000000,3180.640000,2891.570000,1.532180,1248.975400,3400.000000,11054.000000,344.855800,8.746100,16.380000,21.390000,63.320000,30.758097,1.259013
2009, 臺北市,3414000.000000,2607428.000000,12560.720000,9593.200000,1.000000,271.799700,2386.000000,7310.000000,581.000200,67.282600,19.079600,1.508000,30.974600,32.640219,2.684043
2009, 桃園市,1869400.000000,1457166.000000,5762.230000,4491.560000,2.771395,324.423200,2316.000000,5243.000000,189.220000,21.690000,9.130000,21.590000,92.870000,44.173183,2.295552
2009, 臺中市,3018600.000000,2415106.000000,6040.660000,4832.980000,4.061279,499.713200,4999.000000,11416.000000,690.530000,62.922400,18.070000,43.340000,99.868000,43.789418,3.787537
2009, 臺南市,2277400.000000,1577549.000000,4411.670000,3055.950000,3.571273,516.221800,4051.000000,9916.000000,441.414000,83.662400,17.086000,42.320000,81.640000,40.853167,4.222515
2009, 高雄市,4007530.000000,2509049.000000,9604.710000,6013.350000,6.393961,417.246300,5091.000000,13803.000000,862.780000,230.690000,19.060000,25.770000,59.920000,36.883286,4.775594
2009, 宜蘭縣,438320.000000,282601.000000,5736.960000,3698.830000,17.176053,76.402900,695.000000,1582.000000,25.820000,2.150000,1.920000,2.930000,42.720000,43.931732,2.673027
2009, 新竹縣,420700.000000,283007.000000,7762.910000,5222.150000,14.592037,54.193600,655.000000,1371.000000,43.713500,11.645800,3.167400,8.644100,15.440000,47.775346,2.919037
2009, 苗栗縣,468200.000000,305006.000000,6311.570000,4111.640000,13.323631,74.181200,750.000000,1491.000000,46.246200,2.940000,6.690000,3.780000,20.810000,50.301811,2.638184
2009, 彰化縣,903150.000000,734691.000000,6907.800000,5619.330000,4.600029,130.743500,1257.000000,2968.000000,62.230000,5.260000,14.910000,20.890000,25.190000,42.351752,1.748762
2009, 南投縣,420655.000000,284079.000000,3325.000000,2245.460000,17.370802,126.512600,793.000000,2585.000000,64.067300,22.870000,3.506200,2.128800,14.384900,30.676983,3.765051
2009, 雲林縣,518700.000000,289918.000000,5301.840000,2963.370000,5.292248,97.834000,1024.000000,1988.000000,24.810000,7.200000,2.770000,2.640000,29.020000,51.509054,2.291682
2009, 嘉義縣,558600.000000,224086.000000,3393.350000,1361.260000,4.731192,164.616300,1112.000000,2770.000000,74.070000,79.650000,34.740000,8.270000,20.530000,40.144404,9.695385
2009, 屏東縣,664500.000000,463421.000000,4023.280000,2805.830000,8.823363,165.163800,1185.000000,3559.000000,102.920000,13.250000,20.190000,2.050000,12.590000,33.295870,3.258376
2009, 臺東縣,342600.000000,155334.000000,3901.010000,1768.710000,26.742067,87.823500,616.000000,1767.000000,80.340000,7.230000,9.930000,3.570000,21.560000,34.861347,7.894601
2009, 花蓮縣,542225.000000,259594.000000,4397.280000,2105.230000,28.578403,123.309100,847.000000,2809.000000,166.957300,14.766000,6.650000,9.389000,33.110000,30.153079,8.893592
2009, 澎湖縣,79034.000000,36532.000000,7541.270000,3485.810000,4.596449,10.480200,114.000000,332.000000,18.877800,0.150000,0.110000,1.940000,6.450000,34.337349,7.535257
2009, 基隆市,511900.000000,388321.000000,6849.680000,5196.080000,1.776433,74.733400,331.000000,1916.000000,112.170000,-,-,2.490000,22.390000,17.275574,3.529297
2009, 新竹市,360500.000000,335754.000000,8029.190000,7478.030000,1.892326,44.898700,503.000000,1337.000000,104.080000,-,2.110000,4.700000,7.470000,37.621541,3.525200
2009, 嘉義市,373100.000000,273861.000000,6836.230000,5017.890000,1.099835,54.576900,608.000000,1484.000000,49.450000,0.440000,1.800000,1.000000,33.540000,40.970350,3.148678
2009, 金門縣,83000.000000,94205.000000,534.200000,606.310000,0.980254,155.373900,461.000000,2135.000000,63.090000,2.640000,1.160000,0.360000,12.860000,21.592506,8.503795
2009, 連江縣,11550.000000,9919.000000,362.120000,310.990000,0.902952,31.895400,78.000000,509.000000,12.170000,-,2.180000,-,9.030000,15.324165,23.570924
2010, 總計,25183307.000000,18400456.000000,5301.460000,3873.570000,6.052564,4750.255900,33831.000000,91166.000000,4427.535700,673.675200,199.440500,244.933200,828.609500,37.109229,3.464150
2010, 臺灣地區,25088757.000000,18293078.000000,5498.320000,4009.010000,6.261475,4562.986600,33293.000000,88523.000000,4352.275700,671.035200,196.100500,244.573200,806.719500,37.609435,3.427911
2010, 新北市,4087546.000000,3634071.000000,3272.810000,2909.720000,1.532418,1248.941400,3443.000000,11178.000000,380.425800,8.750000,17.250000,21.780000,63.350000,30.801575,1.352631
2010, 臺北市,3414000.000000,2618772.000000,12560.720000,9634.930000,1.000000,271.799700,2389.000000,7317.000000,581.586300,68.354900,19.170700,1.508000,23.355900,32.649993,2.650005
2010, 桃園市,1869400.000000,1465977.000000,5762.170000,4518.670000,2.755709,324.426300,2316.000000,5241.000000,189.220000,21.690000,7.050000,22.398200,92.870000,44.190040,2.273079
2010, 臺中市,3000600.000000,2301137.000000,6036.880000,4629.640000,3.871806,497.045000,5020.000000,11443.000000,698.880000,63.368400,18.460000,47.010000,180.785500,43.869615,4.382633
2010, 臺南市,2334620.000000,1548492.000000,4521.620000,2999.070000,3.507817,516.323700,4433.000000,10465.000000,501.606200,94.377800,19.591500,42.720000,81.640000,42.360248,4.778426
2010, 高雄市,3763307.000000,2519997.000000,9019.120000,6039.410000,6.415655,417.258900,5101.000000,14754.000000,909.220000,232.890000,20.170000,27.100000,65.700000,34.573675,4.980482
2010, 宜蘭縣,438320.000000,281548.000000,5733.170000,3682.610000,17.143071,76.453300,705.000000,1588.000000,25.820000,2.150000,1.920000,3.050000,42.720000,44.395466,2.687286
2010, 新竹縣,423700.000000,286218.000000,7802.620000,5270.830000,14.666821,54.302300,680.000000,1425.000000,57.058000,13.228100,4.180900,9.869600,17.385900,47.719298,3.554022
2010, 苗栗縣,480300.000000,303787.000000,6344.600000,4012.920000,13.021743,75.702200,798.000000,1577.000000,49.566200,14.700000,8.840000,3.120000,31.720000,50.602410,3.553352
2010, 彰化縣,903150.000000,641399.000000,6909.340000,4906.880000,4.032728,130.714300,1268.000000,2987.000000,65.864700,5.330000,14.912600,20.640000,25.190000,42.450619,2.057024
2010, 南投縣,420655.000000,282793.000000,3325.160000,2235.400000,17.435306,126.506600,793.000000,2575.000000,66.211200,22.870000,3.504800,2.128800,14.382200,30.796117,3.857839
2010, 雲林縣,518700.000000,287732.000000,5301.840000,2941.020000,5.289977,97.834000,1024.000000,1987.000000,24.810000,7.200000,2.770000,2.640000,29.020000,51.534977,2.309093
2010, 嘉義縣,558600.000000,219488.000000,3391.840000,1332.740000,4.670150,164.689500,1112.000000,2776.000000,74.070000,79.650000,11.960000,8.270000,20.530000,40.057637,8.860621
2010, 屏東縣,666500.000000,458756.000000,4035.390000,2777.580000,8.825848,165.163800,1185.000000,3558.000000,102.920000,13.250000,20.190000,2.050000,12.590000,33.305228,3.291510
2010, 臺東縣,342600.000000,151987.000000,3901.010000,1730.600000,26.372754,87.823500,616.000000,1767.000000,80.340000,7.230000,9.930000,3.570000,21.560000,34.861347,8.068453
2010, 花蓮縣,542225.000000,259536.000000,4397.280000,2104.760000,28.754091,123.309100,847.000000,2809.000000,259.397300,15.406000,12.180000,16.588600,14.050000,30.153079,12.238067
2010, 澎湖縣,79034.000000,35862.000000,7538.320000,3420.540000,4.477436,10.484300,114.000000,332.000000,18.880000,0.150000,0.110000,1.940000,6.470000,34.337349,7.682226
2010, 基隆市,511900.000000,384134.000000,6849.680000,5140.060000,1.776433,74.733400,338.000000,1924.000000,112.170000,-,-,2.490000,22.390000,17.567568,3.567765
2010, 新竹市,360500.000000,339002.000000,8029.240000,7550.420000,1.893362,44.898400,503.000000,1336.000000,104.080000,-,2.110000,4.700000,7.470000,37.649701,3.491425
2010, 嘉義市,373100.000000,272390.000000,6836.230000,4990.940000,1.099835,54.576900,608.000000,1484.000000,50.150000,0.440000,1.800000,1.000000,33.540000,40.970350,3.191380
2010, 金門縣,83000.000000,97364.000000,534.200000,626.640000,0.976071,155.373900,461.000000,2134.000000,63.090000,2.640000,1.160000,0.360000,12.860000,21.602624,8.227887
2010, 連江縣,11550.000000,10014.000000,362.120000,313.960000,0.909308,31.895400,78.000000,509.000000,12.170000,-,2.180000,-,9.030000,15.324165,23.347314
2011, 總計,25099987.000000,18729545.000000,5274.060000,3935.490000,6.132921,4759.136400,34430.000000,91143.000000,5338.847200,688.200900,201.757200,294.776300,865.242000,37.775803,3.945010
2011, 臺灣地區,25005437.000000,18614993.000000,5469.410000,4071.640000,6.344084,4571.867100,33892.000000,88501.000000,5263.587200,685.560900,198.417200,294.416300,843.352000,38.295612,3.913691
