"年度","縣市","身心障礙人數","身心障礙人口占全縣(市)總人口比率","身心障礙福利機構核定安置服務人數","身心障礙福利機構實際安置服務人數","身心障礙福利機構核定安置住宿及日托人數占身心障礙人數比率","身心障礙福利機構實際安置住宿及日托人數占身心障礙人數比率","公立機構定額已進用身心障礙者人數","公立機構定額應進用身心障礙者人數","私立機構定額已進用身心障礙者人數","私立機構定額應進用身心障礙者人數","機關定額已進用身心障礙者人數占定額應進用人數比率","公立機構定額已進用身心障礙者人數占定額應進用人數比率","私立機構定額已進用身心障礙者人數占定額應進用人數比率"
2012, 臺南市,93299.000000,4.960000,2439.000000,1899.000000,261.417593,203.539159,1574.000000,1423.000000,3103.000000,1843.000000,143.202694,110.611384,168.366793
2012, 高雄市,131759.000000,4.740000,1572.000000,1292.000000,119.308738,98.057818,3017.000000,2562.000000,4320.000000,2578.000000,142.743191,117.759563,167.571761
2012, 宜蘭縣,32941.000000,7.180000,760.000000,699.000000,230.715522,212.197565,522.000000,426.000000,402.000000,191.000000,149.756888,122.535211,210.471204
2012, 新竹縣,20800.000000,3.970000,729.000000,413.000000,350.480769,198.557692,305.000000,260.000000,1301.000000,1188.000000,110.911602,117.307692,109.511785
2012, 苗栗縣,31548.000000,5.590000,654.000000,514.000000,207.303157,162.926334,530.000000,429.000000,988.000000,686.000000,136.143498,123.543124,144.023324
2012, 彰化縣,64314.000000,4.950000,1107.000000,851.000000,172.124265,132.319557,900.000000,742.000000,1583.000000,900.000000,151.218027,121.293801,175.888889
2012, 南投縣,34165.000000,6.570000,485.000000,383.000000,141.958144,112.103029,552.000000,430.000000,401.000000,210.000000,148.906250,128.372093,190.952381
2012, 雲林縣,49159.000000,6.910000,225.000000,192.000000,45.769849,39.056938,618.000000,492.000000,746.000000,461.000000,143.126967,125.609756,161.822126
2012, 嘉義縣,38821.000000,7.270000,506.000000,337.000000,130.341825,86.808686,393.000000,285.000000,623.000000,297.000000,174.570447,137.894737,209.764310
2012, 屏東縣,50697.000000,5.910000,713.000000,536.000000,140.639486,105.726177,772.000000,610.000000,512.000000,246.000000,150.000000,126.557377,208.130081
2012, 臺東縣,17208.000000,7.610000,260.000000,166.000000,151.092515,96.466760,342.000000,223.000000,78.000000,35.000000,162.790698,153.363229,222.857143
2012, 花蓮縣,26875.000000,8.020000,572.000000,434.000000,212.837209,161.488372,615.000000,418.000000,353.000000,140.000000,173.476703,147.129187,252.142857
2012, 澎湖縣,6325.000000,6.400000,60.000000,39.000000,94.861660,61.660079,196.000000,118.000000,13.000000,7.000000,167.200000,166.101695,185.714286
2012, 基隆市,20158.000000,5.340000,256.000000,189.000000,126.996726,93.759302,500.000000,415.000000,204.000000,108.000000,134.608031,120.481928,188.888889
2012, 新竹市,16661.000000,3.920000,496.000000,409.000000,297.701218,245.483464,619.000000,559.000000,1650.000000,1787.000000,96.717818,110.733453,92.333520
2012, 嘉義市,14330.000000,5.280000,273.000000,234.000000,190.509421,163.293789,591.000000,430.000000,238.000000,120.000000,150.727273,137.441860,198.333333
2012, 金門縣,5449.000000,4.820000,164.000000,98.000000,300.972656,179.849514,321.000000,158.000000,11.000000,4.000000,204.938272,203.164557,275.000000
2012, 連江縣,408.000000,3.610000,-,-,-,-,38.000000,23.000000,-,-,165.217391,165.217391,-
2013, 總計,1125113.000000,4.810000,24326.000000,19467.000000,216.209394,173.022621,25850.000000,21444.000000,46282.000000,31217.000000,136.974231,120.546540,148.258961
2013, 臺灣地區,1118835.000000,4.810000,19289.000000,15358.000000,172.402544,137.267783,25492.000000,21263.000000,46266.000000,31211.000000,136.749628,119.889009,148.236199
2013, 新北市,153343.000000,3.880000,2162.000000,1933.000000,140.991111,126.057270,2797.000000,2264.000000,5835.000000,3468.000000,150.593161,123.542403,168.252595
2013, 臺北市,118914.000000,4.420000,2466.000000,2120.000000,207.376760,178.280102,6342.000000,5449.000000,13400.000000,9989.000000,127.879259,116.388328,134.147562
2013, 桃園市,76175.000000,3.730000,1841.000000,1399.000000,241.680341,183.656055,1696.000000,1526.000000,5007.000000,3621.000000,130.231203,111.140236,138.276719
2013, 臺中市,114696.000000,4.240000,1847.000000,1318.000000,161.034387,114.912464,2542.000000,2173.000000,4663.000000,2954.000000,140.530525,116.981132,157.853758
2013, 臺南市,94051.000000,4.990000,2310.000000,1907.000000,245.611424,202.762331,1560.000000,1418.000000,3136.000000,1859.000000,143.301800,110.014104,168.692846
2013, 高雄市,134460.000000,4.840000,1682.000000,1350.000000,125.092964,100.401606,2999.000000,2550.000000,4519.000000,2664.000000,144.188723,117.607843,169.632132
2013, 宜蘭縣,31651.000000,6.900000,694.000000,619.000000,219.266374,195.570440,543.000000,428.000000,435.000000,205.000000,154.502370,126.869159,212.195122
2013, 新竹縣,23258.000000,4.380000,609.000000,414.000000,261.845387,178.003268,317.000000,275.000000,1440.000000,1252.000000,115.062213,115.272727,115.015974
2013, 苗栗縣,32459.000000,5.740000,654.000000,515.000000,201.484950,158.661696,528.000000,431.000000,1081.000000,756.000000,135.551811,122.505800,142.989418
2013, 彰化縣,65443.000000,5.050000,1096.000000,840.000000,167.473985,128.355974,914.000000,758.000000,1678.000000,947.000000,152.023460,120.580475,177.191130
2013, 南投縣,33920.000000,6.560000,485.000000,394.000000,142.983491,116.155660,525.000000,415.000000,409.000000,222.000000,146.624804,126.506024,184.234234
2013, 雲林縣,49796.000000,7.040000,265.000000,213.000000,53.217126,42.774520,641.000000,494.000000,802.000000,466.000000,150.312500,129.757085,172.103004
2013, 嘉義縣,38944.000000,7.360000,506.000000,352.000000,129.930156,90.386196,406.000000,290.000000,638.000000,302.000000,176.351351,140.000000,211.258278
2013, 屏東縣,50307.000000,5.910000,713.000000,556.000000,141.729779,110.521399,797.000000,622.000000,531.000000,252.000000,151.945080,128.135048,210.714286
2013, 臺東縣,17938.000000,7.980000,260.000000,169.000000,144.943695,94.213402,338.000000,225.000000,102.000000,41.000000,165.413534,150.222222,248.780488
2013, 花蓮縣,26143.000000,7.830000,574.000000,435.000000,219.561642,166.392533,594.000000,416.000000,334.000000,143.000000,166.010733,142.788462,233.566434
2013, 澎湖縣,6368.000000,6.330000,60.000000,35.000000,94.221106,54.962312,197.000000,123.000000,18.000000,8.000000,164.122137,160.162602,225.000000
2013, 基隆市,20425.000000,5.450000,248.000000,232.000000,121.419829,113.586291,512.000000,412.000000,199.000000,111.000000,135.946463,124.271845,179.279279
2013, 新竹市,16134.000000,3.760000,491.000000,321.000000,304.326268,198.958721,642.000000,565.000000,1826.000000,1833.000000,102.919099,113.628319,99.618112
2013, 嘉義市,14410.000000,5.320000,326.000000,236.000000,226.231783,163.775156,602.000000,429.000000,213.000000,118.000000,148.994516,140.326340,180.508475
2013, 金門縣,5842.000000,4.820000,164.000000,100.000000,280.725779,171.174255,317.000000,157.000000,16.000000,6.000000,204.294479,201.910828,266.666667
2013, 連江縣,436.000000,3.580000,-,-,-,-,41.000000,24.000000,-,-,170.833333,170.833333,-
2014, 總計,1141677.000000,4.870000,23454.000000,18967.000000,205.434637,166.132803,25963.000000,21400.000000,48448.000000,32639.000000,137.698699,121.322430,148.435920
2014, 臺灣地區,1135417.000000,4.870000,18461.000000,14908.000000,162.592246,131.299778,25566.000000,21207.000000,48430.000000,32633.000000,137.436850,120.554534,148.408053
2014, 新北市,158222.000000,3.990000,2125.000000,1722.000000,134.304964,108.834423,2890.000000,2263.000000,6235.000000,3661.000000,154.034436,127.706584,170.308659
2014, 臺北市,120897.000000,4.470000,2451.000000,2200.000000,202.734559,181.973085,6313.000000,5396.000000,13914.000000,10495.000000,127.285885,116.994070,132.577418
2014, 桃園市,79942.000000,3.880000,1609.000000,1374.000000,201.270921,171.874609,1725.000000,1560.000000,5205.000000,3734.000000,130.902909,110.576923,139.394751
2014, 臺中市,116827.000000,4.300000,1750.000000,1321.000000,149.794140,113.073177,2530.000000,2177.000000,4896.000000,3066.000000,141.636468,116.214975,159.686888
2014, 臺南市,94359.000000,5.010000,2221.000000,1899.000000,235.377653,201.252663,1566.000000,1424.000000,3226.000000,1915.000000,143.516023,109.971910,168.459530
2014, 高雄市,136469.000000,4.910000,1415.000000,1190.000000,103.686552,87.199291,3023.000000,2559.000000,4671.000000,2781.000000,144.082397,118.132083,167.961165
2014, 宜蘭縣,31707.000000,6.910000,694.000000,586.000000,218.879112,184.817233,501.000000,419.000000,436.000000,199.000000,151.618123,119.570406,219.095477
2014, 新竹縣,22209.000000,4.130000,611.000000,450.000000,275.113693,202.620559,339.000000,285.000000,1548.000000,1338.000000,116.266174,118.947368,115.695067
2014, 苗栗縣,32906.000000,5.800000,676.000000,498.000000,205.433660,151.340181,545.000000,433.000000,1141.000000,803.000000,136.407767,125.866051,142.092154
2014, 彰化縣,66297.000000,5.130000,1084.000000,784.000000,163.506644,118.255728,927.000000,747.000000,1789.000000,986.000000,156.722447,124.096386,181.440162
2014, 南投縣,34240.000000,6.660000,457.000000,386.000000,133.469626,112.733645,508.000000,407.000000,412.000000,232.000000,143.974961,124.815725,177.586207
2014, 雲林縣,49899.000000,7.070000,263.000000,221.000000,52.706467,44.289465,671.000000,502.000000,855.000000,473.000000,156.512821,133.665339,180.761099
2014, 嘉義縣,38899.000000,7.410000,506.000000,368.000000,130.080465,94.603974,402.000000,290.000000,703.000000,329.000000,178.513732,138.620690,213.677812
2014, 屏東縣,50441.000000,5.950000,698.000000,564.000000,138.379493,111.813802,795.000000,616.000000,539.000000,269.000000,150.734463,129.058442,200.371747
2014, 臺東縣,17928.000000,7.990000,297.000000,160.000000,165.662651,89.245872,319.000000,225.000000,106.000000,44.000000,157.992565,141.777778,240.909091
2014, 花蓮縣,26218.000000,7.860000,529.000000,426.000000,201.769776,162.483790,597.000000,401.000000,352.000000,151.000000,171.920290,148.877805,233.112583
2014, 澎湖縣,6346.000000,6.240000,60.000000,23.000000,94.547747,36.243303,189.000000,124.000000,15.000000,10.000000,152.238806,152.419355,150.000000
2014, 基隆市,20697.000000,5.550000,227.000000,199.000000,109.677731,96.149200,484.000000,389.000000,223.000000,120.000000,138.899804,124.421594,185.833333
2014, 新竹市,16357.000000,3.790000,462.000000,293.000000,282.447882,179.128202,635.000000,557.000000,1930.000000,1910.000000,103.972436,114.003591,101.047120
2014, 嘉義市,14557.000000,5.370000,326.000000,244.000000,223.947242,167.616954,607.000000,433.000000,234.000000,117.000000,152.909091,140.184758,200.000000
2014, 金門縣,5811.000000,4.550000,164.000000,100.000000,282.223369,172.087420,355.000000,168.000000,14.000000,5.000000,213.294798,211.309524,280.000000
2014, 連江縣,449.000000,3.590000,-,-,-,-,42.000000,25.000000,4.000000,1.000000,176.923077,168.000000,400.000000
