"年度","縣市","身心障礙人數","身心障礙人口占全縣(市)總人口比率","身心障礙福利機構核定安置服務人數","身心障礙福利機構實際安置服務人數","身心障礙福利機構核定安置住宿及日托人數占身心障礙人數比率","身心障礙福利機構實際安置住宿及日托人數占身心障礙人數比率","公立機構定額已進用身心障礙者人數","公立機構定額應進用身心障礙者人數","私立機構定額已進用身心障礙者人數","私立機構定額應進用身心障礙者人數","機關定額已進用身心障礙者人數占定額應進用人數比率","公立機構定額已進用身心障礙者人數占定額應進用人數比率","私立機構定額已進用身心障礙者人數占定額應進用人數比率"
2004, 基隆市,15475.000000,3.940000,190.000000,175.000000,122.778675,113.085622,437.000000,291.000000,112.000000,61.000000,155.965909,150.171821,183.606557
2004, 新竹市,12950.000000,3.350000,641.000000,593.000000,494.980695,457.915058,418.000000,314.000000,655.000000,889.000000,89.193682,133.121019,73.678290
2004, 嘉義市,11272.000000,4.170000,180.000000,141.000000,159.687722,125.088715,462.000000,284.000000,181.000000,82.000000,175.683060,162.676056,220.731707
2004, 金門縣,3930.000000,6.100000,-,-,-,-,149.000000,58.000000,-,-,256.896552,256.896552,-
2004, 連江縣,259.000000,2.770000,-,-,-,-,3.000000,3.000000,-,-,100.000000,100.000000,-
2005, 總計,937944.000000,4.120000,20095.000000,15905.000000,214.245200,169.573024,18494.000000,13058.000000,28546.000000,21395.000000,136.533829,141.629652,133.423697
2005, 臺灣地區,933251.000000,4.110000,15544.000000,12091.000000,166.557550,129.557857,18330.000000,12992.000000,28546.000000,21395.000000,136.318958,141.086823,133.423697
2005, 新北市,112824.000000,3.020000,2082.000000,1541.000000,184.535205,136.584415,1750.000000,1288.000000,3161.000000,2072.000000,146.160714,135.869565,152.557915
2005, 臺北市,108702.000000,4.150000,2161.000000,2031.000000,198.800390,186.841088,4790.000000,3591.000000,9532.000000,7710.000000,126.732148,133.389028,123.631647
2005, 桃園市,60133.000000,3.200000,1189.000000,871.000000,197.728369,144.845592,1109.000000,897.000000,2991.000000,2681.000000,114.589156,123.634337,111.562850
2005, 臺中市,91686.000000,3.570000,1727.000000,1181.000000,188.360273,128.809197,1821.000000,1352.000000,2527.000000,1517.000000,151.551063,134.689349,166.578774
2005, 臺南市,75269.000000,4.040000,1915.000000,1562.000000,254.420811,207.522353,1198.000000,820.000000,2060.000000,1366.000000,149.039341,146.097561,150.805271
2005, 高雄市,106454.000000,3.870000,1333.000000,988.000000,125.218404,92.810040,2263.000000,1638.000000,3033.000000,1908.000000,149.351382,138.156288,158.962264
2005, 宜蘭縣,24440.000000,5.290000,438.000000,343.000000,179.214403,140.343699,387.000000,238.000000,212.000000,101.000000,176.696165,162.605042,209.900990
2005, 新竹縣,20874.000000,4.370000,412.000000,338.000000,197.374725,161.923924,174.000000,130.000000,973.000000,1167.000000,88.434850,133.846154,83.376178
2005, 苗栗縣,26949.000000,4.810000,820.000000,589.000000,304.278452,218.560986,340.000000,232.000000,466.000000,303.000000,150.654206,146.551724,153.795380
2005, 彰化縣,57318.000000,4.360000,878.000000,654.000000,153.180502,114.100283,579.000000,421.000000,901.000000,532.000000,155.299056,137.529691,169.360902
2005, 南投縣,29779.000000,5.540000,274.000000,158.000000,92.011149,53.057524,405.000000,275.000000,280.000000,147.000000,162.322275,147.272727,190.476190
2005, 雲林縣,48830.000000,6.660000,50.000000,40.000000,10.239607,8.191685,473.000000,250.000000,450.000000,334.000000,158.047945,189.200000,134.730539
2005, 嘉義縣,34724.000000,6.230000,340.000000,240.000000,97.914987,69.116461,334.000000,169.000000,341.000000,181.000000,192.857143,197.633136,188.397790
2005, 屏東縣,46174.000000,5.140000,364.000000,285.000000,78.832243,61.723048,586.000000,350.000000,343.000000,154.000000,184.325397,167.428571,222.727273
2005, 臺東縣,18430.000000,7.710000,132.000000,102.000000,71.622355,55.344547,311.000000,127.000000,114.000000,39.000000,256.024096,244.881890,292.307692
2005, 花蓮縣,24639.000000,7.090000,546.000000,415.000000,221.599903,168.432160,494.000000,243.000000,199.000000,96.000000,204.424779,203.292181,207.291667
2005, 澎湖縣,5483.000000,5.930000,90.000000,73.000000,164.143717,133.138793,112.000000,78.000000,1.000000,1.000000,143.037975,143.589744,100.000000
2005, 基隆市,16234.000000,4.140000,250.000000,208.000000,153.997782,128.126155,405.000000,286.000000,131.000000,73.000000,149.303621,141.608392,179.452055
2005, 新竹市,12642.000000,3.240000,367.000000,334.000000,290.302167,264.198703,407.000000,339.000000,672.000000,933.000000,84.827044,120.058997,72.025723
2005, 嘉義市,11667.000000,4.290000,176.000000,138.000000,150.852833,118.282335,392.000000,268.000000,159.000000,80.000000,158.333333,146.268657,198.750000
2005, 金門縣,4381.000000,6.240000,24.000000,-,54.782013,-,161.000000,63.000000,-,-,255.555556,255.555556,-
2005, 連江縣,312.000000,3.020000,-,-,-,-,3.000000,3.000000,-,-,100.000000,100.000000,-
2006, 總計,981015.000000,4.290000,20080.000000,16370.000000,204.685963,166.867989,18436.000000,12962.000000,29684.000000,21752.000000,138.618425,142.231137,136.465612
2006, 臺灣地區,975949.000000,4.280000,15529.000000,12501.000000,159.116921,128.090710,18277.000000,12895.000000,29684.000000,21752.000000,138.427569,141.737107,136.465612
2006, 新北市,117035.000000,3.110000,1985.000000,1619.000000,169.607382,138.334686,1821.000000,1296.000000,3261.000000,2171.000000,146.582059,140.509259,150.207278
2006, 臺北市,112392.000000,4.270000,2242.000000,2075.000000,199.480390,184.621681,4871.000000,3587.000000,9779.000000,7661.000000,130.245377,135.795930,127.646521
2006, 桃園市,64641.000000,3.380000,1299.000000,979.000000,200.956050,151.451865,1063.000000,859.000000,3120.000000,2682.000000,118.130472,123.748545,116.331096
2006, 臺中市,97377.000000,3.760000,1714.000000,1344.000000,176.016924,138.020272,1809.000000,1329.000000,2716.000000,1627.000000,153.078484,136.117381,166.933006
2006, 臺南市,80555.000000,4.320000,2112.000000,1504.000000,262.181118,186.704736,1194.000000,851.000000,2093.000000,1377.000000,147.531418,140.305523,151.997095
2006, 高雄市,111253.000000,4.030000,1329.000000,1015.000000,119.457453,91.233495,2165.000000,1610.000000,3152.000000,1890.000000,151.914286,134.472050,166.772487
2006, 宜蘭縣,27182.000000,5.900000,449.000000,377.000000,165.182842,138.694724,403.000000,232.000000,243.000000,101.000000,193.993994,173.706897,240.594059
2006, 新竹縣,18134.000000,3.720000,412.000000,349.000000,227.197530,192.456160,190.000000,128.000000,1065.000000,1206.000000,94.077961,148.437500,88.308458
2006, 苗栗縣,27996.000000,5.000000,611.000000,493.000000,218.245464,176.096585,360.000000,229.000000,456.000000,303.000000,153.383459,157.205240,150.495050
2006, 彰化縣,59984.000000,4.560000,858.000000,671.000000,143.038144,111.863164,597.000000,416.000000,971.000000,542.000000,163.674322,143.509615,179.151292
2006, 南投縣,30989.000000,5.790000,223.000000,176.000000,71.961018,56.794346,430.000000,278.000000,285.000000,144.000000,169.431280,154.676259,197.916667
2006, 雲林縣,52988.000000,7.270000,50.000000,47.000000,9.436099,8.869933,441.000000,249.000000,472.000000,345.000000,153.703704,177.108434,136.811594
2006, 嘉義縣,36092.000000,6.520000,316.000000,270.000000,87.554029,74.808822,296.000000,161.000000,328.000000,184.000000,180.869565,183.850932,178.260870
2006, 屏東縣,46388.000000,5.190000,475.000000,400.000000,102.397172,86.229197,504.000000,343.000000,338.000000,153.000000,169.758065,146.938776,220.915033
2006, 臺東縣,19107.000000,8.100000,132.000000,110.000000,69.084629,57.570524,282.000000,121.000000,84.000000,30.000000,242.384106,233.057851,280.000000
2006, 花蓮縣,26071.000000,7.550000,546.000000,404.000000,209.428100,154.961451,493.000000,242.000000,222.000000,102.000000,207.848837,203.719008,217.647059
2006, 澎湖縣,5557.000000,6.050000,90.000000,70.000000,161.957891,125.967249,123.000000,76.000000,1.000000,1.000000,161.038961,161.842105,100.000000
2006, 基隆市,16987.000000,4.350000,205.000000,185.000000,120.680520,108.906811,431.000000,286.000000,128.000000,71.000000,156.582633,150.699301,180.281690
2006, 新竹市,13103.000000,3.320000,324.000000,265.000000,247.271617,202.243761,420.000000,340.000000,811.000000,1081.000000,86.629134,123.529412,75.023127
2006, 嘉義市,12118.000000,4.450000,157.000000,148.000000,129.559333,122.132365,384.000000,262.000000,159.000000,81.000000,158.309038,146.564885,196.296296
2006, 金門縣,4751.000000,6.210000,24.000000,18.000000,50.515681,37.886761,156.000000,64.000000,-,-,243.750000,243.750000,-
2006, 連江縣,315.000000,3.220000,-,-,-,-,3.000000,3.000000,-,-,100.000000,100.000000,-
2007, 總計,1020760.000000,4.450000,20705.000000,17002.000000,202.839061,166.562169,18403.000000,12809.000000,29992.000000,22503.000000,137.049728,143.672418,133.280007
2007, 臺灣地區,1015549.000000,4.440000,16154.000000,13135.000000,159.066672,129.338909,18252.000000,12738.000000,29992.000000,22503.000000,136.897364,143.287800,133.280007
2007, 新北市,127731.000000,3.360000,2098.000000,1763.000000,164.251435,138.024442,1900.000000,1302.000000,3467.000000,2193.000000,153.562232,145.929339,158.093935
2007, 臺北市,114682.000000,4.360000,2254.000000,2101.000000,196.543485,183.202246,4690.000000,3446.000000,9603.000000,8069.000000,124.125054,136.099826,119.011030
2007, 桃園市,68429.000000,3.540000,1339.000000,1063.000000,195.677271,155.343495,1079.000000,862.000000,3209.000000,2688.000000,120.788732,125.174014,119.382440
2007, 臺中市,99372.000000,3.810000,1530.000000,1246.000000,153.966912,125.387433,1814.000000,1331.000000,2607.000000,1697.000000,146.003963,136.288505,153.624042
2007, 臺南市,82833.000000,4.430000,2169.000000,1626.000000,261.852160,196.298577,1152.000000,834.000000,2155.000000,1433.000000,145.875607,138.129496,150.383810
2007, 高雄市,114030.000000,4.120000,1363.000000,1110.000000,119.529948,97.342805,2251.000000,1602.000000,3209.000000,1914.000000,155.290102,140.511860,167.659352
2007, 宜蘭縣,33463.000000,7.270000,532.000000,431.000000,158.981562,128.798972,407.000000,242.000000,225.000000,100.000000,184.795322,168.181818,225.000000
2007, 新竹縣,18246.000000,3.680000,412.000000,357.000000,225.802916,195.659323,189.000000,130.000000,1078.000000,1228.000000,93.298969,145.384615,87.785016
2007, 苗栗縣,28757.000000,5.130000,631.000000,484.000000,219.424836,168.306847,376.000000,232.000000,458.000000,303.000000,155.887850,162.068966,151.155116
2007, 彰化縣,60938.000000,4.640000,958.000000,696.000000,157.208966,114.214447,626.000000,421.000000,1046.000000,568.000000,169.059656,148.693587,184.154930
2007, 南投縣,31728.000000,5.940000,337.000000,190.000000,106.215330,59.884014,410.000000,268.000000,273.000000,150.000000,163.397129,152.985075,182.000000
2007, 雲林縣,55936.000000,7.710000,50.000000,45.000000,8.938787,8.044908,433.000000,261.000000,443.000000,341.000000,145.514950,165.900383,129.912023
2007, 嘉義縣,36955.000000,6.700000,316.000000,279.000000,85.509403,75.497226,285.000000,159.000000,336.000000,182.000000,182.111437,179.245283,184.615385
2007, 屏東縣,47496.000000,5.340000,475.000000,426.000000,100.008422,89.691764,541.000000,342.000000,334.000000,156.000000,175.702811,158.187135,214.102564
2007, 臺東縣,19154.000000,8.200000,134.000000,99.000000,69.959277,51.686332,266.000000,122.000000,82.000000,25.000000,236.734694,218.032787,328.000000
2007, 花蓮縣,26033.000000,7.580000,546.000000,421.000000,209.733799,161.717820,480.000000,238.000000,189.000000,97.000000,199.701493,201.680672,194.845361
2007, 澎湖縣,5749.000000,6.220000,90.000000,63.000000,156.548965,109.584276,134.000000,79.000000,1.000000,1.000000,168.750000,169.620253,100.000000
2007, 基隆市,17586.000000,4.500000,255.000000,235.000000,145.001706,133.629023,420.000000,277.000000,119.000000,72.000000,154.441261,151.624549,165.277778
2007, 新竹市,13933.000000,3.490000,494.000000,336.000000,354.553937,241.154095,428.000000,333.000000,1005.000000,1205.000000,93.172952,128.528529,83.402490
2007, 嘉義市,12498.000000,4.580000,171.000000,164.000000,136.821892,131.220995,371.000000,257.000000,153.000000,81.000000,155.029586,144.357977,188.888889
2007, 金門縣,4862.000000,5.960000,24.000000,24.000000,49.362402,49.362402,148.000000,68.000000,-,-,217.647059,217.647059,-
2007, 連江縣,349.000000,3.510000,-,-,-,-,3.000000,3.000000,-,-,100.000000,100.000000,-
2008, 總計,1040585.000000,4.520000,21958.000000,17457.000000,211.015919,167.761403,19884.000000,13126.000000,29932.000000,22710.000000,139.011050,151.485601,131.800969
2008, 臺灣地區,1035174.000000,4.510000,17285.000000,13636.000000,166.976759,131.726647,19685.000000,13048.000000,29932.000000,22710.000000,138.757761,150.866033,131.800969
2008, 新北市,129636.000000,3.380000,2099.000000,1794.000000,161.914900,138.387485,1991.000000,1328.000000,3412.000000,2231.000000,151.812307,149.924699,152.935903
2008, 臺北市,110139.000000,4.200000,2310.000000,2082.000000,209.734971,189.033857,5056.000000,3512.000000,9573.000000,8092.000000,126.068597,143.963554,118.302027
2008, 桃園市,70917.000000,3.620000,1527.000000,1111.000000,215.322137,156.662013,1191.000000,883.000000,3134.000000,2593.000000,124.424626,134.881087,120.863864
2008, 臺中市,101981.000000,3.890000,1500.000000,1225.000000,147.086222,120.120415,1922.000000,1350.000000,2641.000000,1780.000000,145.782748,142.370370,148.370787
2008, 臺南市,85850.000000,4.580000,2388.000000,1779.000000,278.159581,207.221899,1270.000000,873.000000,2191.000000,1505.000000,145.542473,145.475372,145.581395
2008, 高雄市,118450.000000,4.280000,1463.000000,1132.000000,123.512030,95.567750,2410.000000,1642.000000,3150.000000,1922.000000,156.004489,146.772229,163.891779
2008, 宜蘭縣,34178.000000,7.420000,586.000000,467.000000,171.455322,136.637603,433.000000,247.000000,218.000000,106.000000,184.419263,175.303644,205.660377
2008, 新竹縣,18667.000000,3.710000,412.000000,344.000000,220.710344,184.282424,217.000000,136.000000,1037.000000,1196.000000,94.144144,159.558824,86.705686
2008, 苗栗縣,29504.000000,5.260000,654.000000,484.000000,221.664859,164.045553,395.000000,243.000000,561.000000,376.000000,154.442649,162.551440,149.202128
2008, 彰化縣,62749.000000,4.780000,983.000000,751.000000,156.655883,119.683182,672.000000,446.000000,1048.000000,584.000000,166.990291,150.672646,179.452055
2008, 南投縣,32256.000000,6.070000,490.000000,254.000000,151.909722,78.745040,447.000000,267.000000,291.000000,154.000000,175.296912,167.415730,188.961039
2008, 雲林縣,58116.000000,8.030000,185.000000,136.000000,31.832886,23.401473,483.000000,282.000000,440.000000,335.000000,149.594814,171.276596,131.343284
2008, 嘉義縣,37440.000000,6.820000,316.000000,282.000000,84.401709,75.320513,306.000000,162.000000,319.000000,180.000000,182.748538,188.888889,177.222222
2008, 屏東縣,47953.000000,5.420000,603.000000,455.000000,125.748128,94.884574,576.000000,346.000000,345.000000,161.000000,181.656805,166.473988,214.285714
2008, 臺東縣,20344.000000,8.770000,260.000000,93.000000,127.801809,45.713724,290.000000,125.000000,108.000000,33.000000,251.898734,232.000000,327.272727
2008, 花蓮縣,26286.000000,7.700000,546.000000,458.000000,207.715134,174.237237,511.000000,248.000000,193.000000,94.000000,205.847953,206.048387,205.319149
2008, 澎湖縣,5872.000000,6.290000,90.000000,61.000000,153.269755,103.882834,158.000000,71.000000,1.000000,1.000000,220.833333,222.535211,100.000000
2008, 基隆市,18220.000000,4.680000,249.000000,241.000000,136.663008,132.272228,467.000000,280.000000,124.000000,74.000000,166.949153,166.785714,167.567568
2008, 新竹市,13778.000000,3.400000,454.000000,308.000000,329.510814,223.544782,487.000000,349.000000,984.000000,1206.000000,94.598071,139.541547,81.592040
2008, 嘉義市,12838.000000,4.690000,170.000000,179.000000,132.419380,139.429818,403.000000,258.000000,162.000000,87.000000,163.768116,156.201550,186.206897
2008, 金門縣,5050.000000,5.970000,146.000000,34.000000,289.108911,67.326733,196.000000,75.000000,-,-,261.333333,261.333333,-
2008, 連江縣,361.000000,3.700000,-,-,-,-,3.000000,3.000000,-,-,100.000000,100.000000,-
2009, 總計,1071073.000000,4.630000,22990.000000,17918.000000,214.644567,167.290185,25574.000000,22076.000000,34563.000000,25777.000000,125.670282,115.845262,134.084649
2009, 臺灣地區,1065756.000000,4.630000,18325.000000,14072.000000,171.943672,132.037727,25325.000000,21936.000000,34563.000000,25777.000000,125.517155,115.449489,134.084649
2009, 新北市,139298.000000,3.600000,2099.000000,1769.000000,150.684145,126.993927,2587.000000,2315.000000,4216.000000,2751.000000,134.287406,111.749460,153.253362
2009, 臺北市,112643.000000,4.320000,2436.000000,2176.000000,216.258445,193.176673,6081.000000,5550.000000,10311.000000,8803.000000,114.206089,109.567568,117.130524
2009, 桃園市,70374.000000,3.560000,1678.000000,1136.000000,238.440333,161.423253,1514.000000,1510.000000,3571.000000,2873.000000,116.016427,100.264901,124.295162
2009, 臺中市,105237.000000,3.990000,1613.000000,1271.000000,153.273088,120.775013,2458.000000,2181.000000,3313.000000,2210.000000,131.427921,112.700596,149.909502
2009, 臺南市,89372.000000,4.770000,2548.000000,1860.000000,285.100479,208.118874,1566.000000,1434.000000,2693.000000,1759.000000,133.385531,109.205021,153.098351
2009, 高雄市,123046.000000,4.440000,1448.000000,1129.000000,117.679567,91.754303,3069.000000,2689.000000,3520.000000,2192.000000,134.992829,114.131647,160.583942
2009, 宜蘭縣,34523.000000,7.480000,650.000000,518.000000,188.280277,150.044898,593.000000,441.000000,278.000000,144.000000,148.888889,134.467120,193.055556
2009, 新竹縣,19723.000000,3.860000,500.000000,369.000000,253.511129,187.091213,291.000000,253.000000,1104.000000,1258.000000,92.322965,115.019763,87.758347
2009, 苗栗縣,30291.000000,5.390000,654.000000,494.000000,215.905715,163.084745,518.000000,428.000000,673.000000,446.000000,136.270023,121.028037,150.896861
2009, 彰化縣,64990.000000,4.950000,1097.000000,766.000000,168.795199,117.864287,880.000000,754.000000,1258.000000,724.000000,144.654939,116.710875,173.756906
2009, 南投縣,33189.000000,6.250000,509.000000,310.000000,153.364066,93.404441,554.000000,466.000000,307.000000,168.000000,135.804416,118.884120,182.738095
2009, 雲林縣,56091.000000,7.760000,185.000000,117.000000,32.982118,20.858961,613.000000,510.000000,552.000000,379.000000,131.046119,120.196078,145.646438
2009, 嘉義縣,38052.000000,6.950000,422.000000,293.000000,110.900872,76.999895,449.000000,337.000000,480.000000,253.000000,157.457627,133.234421,189.723320
2009, 屏東縣,49584.000000,5.620000,591.000000,459.000000,119.191675,92.570184,950.000000,702.000000,449.000000,214.000000,152.729258,135.327635,209.813084
2009, 臺東縣,20366.000000,8.760000,260.000000,114.000000,127.663753,55.975646,472.000000,281.000000,99.000000,34.000000,181.269841,167.971530,291.176471
2009, 花蓮縣,26463.000000,7.760000,588.000000,454.000000,222.197030,171.560292,722.000000,464.000000,314.000000,134.000000,173.244147,155.603448,234.328358
2009, 澎湖縣,6008.000000,6.240000,60.000000,29.000000,99.866844,48.268975,206.000000,134.000000,4.000000,3.000000,153.284672,153.731343,133.333333
2009, 基隆市,18992.000000,4.890000,249.000000,233.000000,131.107835,122.683235,553.000000,458.000000,175.000000,91.000000,132.604736,120.742358,192.307692
2009, 新竹市,14162.000000,3.440000,456.000000,361.000000,321.988420,254.907499,681.000000,595.000000,1057.000000,1234.000000,95.024604,114.453782,85.656402
2009, 嘉義市,13352.000000,4.880000,282.000000,214.000000,211.204314,160.275614,568.000000,434.000000,189.000000,107.000000,139.926063,130.875576,176.635514
2009, 金門縣,4941.000000,5.270000,146.000000,74.000000,295.486744,149.767254,238.000000,129.000000,-,-,184.496124,184.496124,-
2009, 連江縣,376.000000,3.790000,-,-,-,-,11.000000,11.000000,-,-,100.000000,100.000000,-
2010, 總計,1076293.000000,4.650000,23455.000000,18598.000000,217.923930,172.796813,26616.000000,21747.000000,38169.000000,27891.000000,130.514928,122.389295,136.850597
2010, 臺灣地區,1070706.000000,4.640000,18804.000000,14740.000000,175.622440,137.666175,26354.000000,21603.000000,38169.000000,27891.000000,130.365297,121.992316,136.850597
2010, 新北市,139711.000000,3.580000,2183.000000,1735.000000,156.251118,124.184925,2742.000000,2294.000000,4754.000000,3014.000000,141.220799,119.529207,157.730591
2010, 臺北市,114664.000000,4.380000,2436.000000,2216.000000,212.446801,193.260308,6245.000000,5508.000000,10866.000000,9139.000000,116.822558,113.380537,118.897035
2010, 桃園市,73071.000000,3.650000,1750.000000,1271.000000,239.493096,173.940414,1669.000000,1482.000000,4249.000000,3307.000000,123.574859,112.618084,128.485032
2010, 臺中市,108075.000000,4.080000,1673.000000,1303.000000,154.799907,120.564423,2568.000000,2154.000000,3755.000000,2491.000000,136.124865,119.220056,150.742674
2010, 臺南市,91415.000000,4.880000,2550.000000,1931.000000,278.947656,211.234480,1757.000000,1474.000000,3024.000000,1881.000000,142.503726,119.199457,160.765550
2010, 高雄市,126693.000000,4.570000,1492.000000,1208.000000,117.764991,95.348599,3217.000000,2651.000000,3840.000000,2331.000000,141.649940,121.350434,164.736165
2010, 宜蘭縣,30790.000000,6.690000,674.000000,559.000000,218.902241,181.552452,633.000000,436.000000,318.000000,163.000000,158.764608,145.183486,195.092025
2010, 新竹縣,20218.000000,3.940000,529.000000,384.000000,261.648036,189.929766,290.000000,247.000000,1235.000000,1423.000000,91.317365,117.408907,86.788475
2010, 苗栗縣,31190.000000,5.560000,654.000000,499.000000,209.682591,159.987175,567.000000,431.000000,759.000000,492.000000,143.661972,131.554524,154.268293
2010, 彰化縣,62179.000000,4.760000,1107.000000,815.000000,178.034385,131.073192,919.000000,747.000000,1411.000000,806.000000,150.032196,123.025435,175.062035
2010, 南投縣,34039.000000,6.470000,485.000000,342.000000,142.483622,100.472987,621.000000,457.000000,368.000000,191.000000,152.623457,135.886214,192.670157
2010, 雲林縣,51222.000000,7.140000,185.000000,174.000000,36.117293,33.969779,635.000000,500.000000,601.000000,406.000000,136.423841,127.000000,148.029557
2010, 嘉義縣,37593.000000,6.920000,522.000000,312.000000,138.855638,82.994174,506.000000,324.000000,540.000000,270.000000,176.094276,156.172840,200.000000
2010, 屏東縣,49321.000000,5.650000,685.000000,495.000000,138.886073,100.362929,1004.000000,676.000000,484.000000,230.000000,164.238411,148.520710,210.434783
2010, 臺東縣,21067.000000,9.130000,260.000000,151.000000,123.415769,71.676081,454.000000,247.000000,97.000000,32.000000,197.491039,183.805668,303.125000
2010, 花蓮縣,25440.000000,7.510000,588.000000,455.000000,231.132075,178.852201,641.000000,430.000000,315.000000,132.000000,170.106762,149.069767,238.636364
2010, 澎湖縣,6112.000000,6.310000,60.000000,30.000000,98.167539,49.083770,191.000000,129.000000,13.000000,8.000000,148.905109,148.062016,162.500000
2010, 基隆市,19508.000000,5.080000,245.000000,243.000000,125.589502,124.564281,603.000000,437.000000,198.000000,101.000000,148.884758,137.986270,196.039604
2010, 新竹市,14754.000000,3.550000,444.000000,396.000000,300.935340,268.401789,562.000000,560.000000,1165.000000,1367.000000,89.621173,100.357143,85.223116
2010, 嘉義市,13644.000000,5.010000,282.000000,221.000000,206.684257,161.975960,530.000000,419.000000,177.000000,107.000000,134.410646,126.491647,165.420561
2010, 金門縣,5193.000000,5.330000,146.000000,85.000000,281.147699,163.681879,247.000000,133.000000,-,-,185.714286,185.714286,-
2010, 連江縣,394.000000,3.960000,-,-,-,-,15.000000,11.000000,-,-,136.363636,136.363636,-
2011, 總計,1100436.000000,4.740000,23554.000000,19023.000000,214.042434,172.867845,26085.000000,21346.000000,42324.000000,29450.000000,134.673990,122.200881,143.714771
2011, 臺灣地區,1094523.000000,4.740000,19013.000000,15227.000000,173.710374,139.119964,25777.000000,21190.000000,42314.000000,29446.000000,134.471522,121.647003,143.700333
2011, 新北市,145896.000000,3.730000,2148.000000,1945.000000,147.228163,133.314142,2641.000000,2223.000000,5229.000000,3205.000000,144.988946,118.803419,163.151326
2011, 臺北市,116784.000000,4.410000,2426.000000,2134.000000,207.733936,182.730511,6216.000000,5414.000000,12226.000000,9523.000000,123.465221,114.813447,128.383913
2011, 桃園市,76070.000000,3.780000,1795.000000,1343.000000,235.966873,176.547916,1615.000000,1455.000000,4693.000000,3505.000000,127.177419,110.996564,133.894437
2011, 臺中市,110626.000000,4.150000,1858.000000,1341.000000,167.953284,121.219243,2571.000000,2125.000000,4296.000000,2761.000000,140.544413,120.988235,155.595799
2011, 臺南市,92853.000000,4.950000,2480.000000,1961.000000,267.088839,211.194038,1769.000000,1475.000000,3092.000000,1837.000000,146.769324,119.932203,168.317910
2011, 高雄市,130486.000000,4.700000,1541.000000,1282.000000,118.096961,98.248088,3007.000000,2594.000000,4199.000000,2481.000000,141.990148,115.921357,169.246272
2011, 宜蘭縣,31424.000000,6.850000,679.000000,592.000000,216.076884,188.391039,515.000000,415.000000,372.000000,179.000000,149.326599,124.096386,207.821229
2011, 新竹縣,20624.000000,3.980000,529.000000,398.000000,256.497285,192.979054,289.000000,250.000000,1242.000000,1161.000000,108.504607,115.600000,106.976744
2011, 苗栗縣,31664.000000,5.630000,654.000000,505.000000,206.543709,159.487115,530.000000,414.000000,958.000000,669.000000,137.396122,128.019324,143.198804
2011, 彰化縣,63999.000000,4.910000,1107.000000,847.000000,172.971453,132.345818,962.000000,750.000000,1547.000000,858.000000,156.032338,128.266667,180.303030
2011, 南投縣,34442.000000,6.590000,485.000000,367.000000,140.816445,106.555949,609.000000,438.000000,390.000000,203.000000,155.850234,139.041096,192.118227
2011, 雲林縣,49798.000000,6.980000,185.000000,179.000000,37.150086,35.945219,649.000000,495.000000,665.000000,419.000000,143.763676,131.111111,158.711217
2011, 嘉義縣,38209.000000,7.100000,522.000000,309.000000,136.617027,80.870999,455.000000,306.000000,569.000000,272.000000,177.162630,148.692810,209.191176
2011, 屏東縣,49720.000000,5.750000,685.000000,501.000000,137.771521,100.764280,901.000000,640.000000,515.000000,239.000000,161.092150,140.781250,215.481172
2011, 臺東縣,20718.000000,9.080000,260.000000,184.000000,125.494739,88.811661,399.000000,235.000000,94.000000,34.000000,183.271375,169.787234,276.470588
2011, 花蓮縣,25851.000000,7.670000,572.000000,439.000000,221.268036,169.819349,635.000000,416.000000,333.000000,138.000000,174.729242,152.644231,241.304348
2011, 澎湖縣,6221.000000,6.400000,60.000000,30.000000,96.447516,48.223758,214.000000,125.000000,16.000000,7.000000,174.242424,171.200000,228.571429
2011, 基隆市,20000.000000,5.260000,249.000000,234.000000,124.500000,117.000000,518.000000,427.000000,223.000000,111.000000,137.732342,121.311475,200.900901
2011, 新竹市,15058.000000,3.580000,496.000000,393.000000,329.393014,260.990835,696.000000,569.000000,1450.000000,1732.000000,93.263798,122.319859,83.718245
2011, 嘉義市,14080.000000,5.190000,282.000000,243.000000,200.284091,172.585227,586.000000,424.000000,205.000000,112.000000,147.574627,138.207547,183.035714
2011, 金門縣,5500.000000,5.290000,146.000000,95.000000,265.454545,172.727273,293.000000,146.000000,10.000000,4.000000,202.000000,200.684932,250.000000
2011, 連江縣,413.000000,4.090000,-,-,-,-,15.000000,10.000000,-,-,150.000000,150.000000,-
2012, 總計,1117518.000000,4.790000,23759.000000,19092.000000,212.605077,170.842886,25528.000000,21322.000000,44295.000000,30448.000000,134.871547,119.726104,145.477535
2012, 臺灣地區,1111661.000000,4.790000,19288.000000,15323.000000,173.506132,137.838784,25169.000000,21141.000000,44284.000000,30444.000000,134.637976,119.053025,145.460518
2012, 新北市,151115.000000,3.840000,2153.000000,1893.000000,142.474275,125.268835,2649.000000,2231.000000,5471.000000,3338.000000,145.807147,118.735993,163.900539
2012, 臺北市,117902.000000,4.410000,2396.000000,2145.000000,203.219623,181.930756,6309.000000,5438.000000,12880.000000,9817.000000,125.788266,116.016918,131.200978
2012, 桃園市,80908.000000,3.990000,1776.000000,1362.000000,219.508578,168.339348,1653.000000,1491.000000,4850.000000,3588.000000,128.037015,110.865191,135.172798
2012, 臺中市,112676.000000,4.200000,1856.000000,1336.000000,164.720082,118.570059,2512.000000,2159.000000,4568.000000,2904.000000,139.838041,116.350162,157.300275
