"年度","縣市","老人長期照顧、安養機構數","老人長期照顧、安養機構工作人員數","老人長期照顧、安養機構可供進住人數","老人長期照顧、安養機構實際進住人數","每萬老人長期照顧、安養機構數","老人長期照顧、安養機構每位工作人員服務老人數","老人長期照顧、安養機構可供進住人數占老年人口比率","老人長期照顧、安養機構實際進住人數占老年人口比率","參與長青學苑人次","55歲以上每百人參與長青學苑人次","中低收入老人生活津貼核定人數","中低收入老人生活津貼核發金額","老年農民福利津貼核付人數","老年農民福利津貼核付金額","老年基本保證年金核付人數","老年基本保證年金核付金額","中低收入老人生活津貼與老年農民福利津貼核付人數占老年人口比率","中低收入老人生活津貼與老年農民福利津貼核付金額占總決算歲出比率","中低收入老人生活津貼、老年基本保證年金與老年農民福利津貼核付人數占老年人口比率","中低收入老人生活津貼、老年基本保證年金與老年農民福利津貼核付金額占總決算歲出比率"
2007, 臺中市,60.000000,1120.000000,3396.000000,2521.000000,2.807845,2.250000,158.920000,117.976292,20870.000000,4.995996,11454.000000,678270160.000000,54674.000000,3547781593.000000,85652.000000,3005686583.000000,30.946197,6.186945,71.029122,10.587274
2007, 臺南市,101.000000,1324.000000,4486.000000,3221.000000,4.851408,2.430000,215.480000,154.716673,5600.000000,1.490591,8520.000000,578052000.000000,89588.000000,5822701739.000000,68589.000000,2412649854.000000,47.124941,12.099835,80.070802,16.660652
2007, 高雄市,122.000000,1678.000000,5648.000000,4154.000000,4.633463,2.480000,214.510000,157.765608,14069.000000,2.685544,28418.000000,1794551196.000000,62000.000000,3996498968.000000,98959.000000,3479872984.000000,34.340035,5.668555,71.923874,9.074820
2007, 宜蘭縣,34.000000,504.000000,1478.000000,937.000000,5.857726,1.860000,254.640000,161.432042,2101.000000,2.148514,1740.000000,122121000.000000,19928.000000,1299996763.000000,23565.000000,827623881.000000,37.330944,8.854047,77.930155,14.006799
2007, 新竹縣,14.000000,233.000000,865.000000,578.000000,2.538485,2.480000,156.840000,104.803177,2466.000000,2.698754,941.000000,60033000.000000,22443.000000,1355347000.000000,20243.000000,711719738.000000,42.399956,7.082975,79.104640,10.644629
2007, 苗栗縣,9.000000,179.000000,721.000000,425.000000,1.235059,2.370000,98.940000,58.322241,4510.000000,3.710010,3871.000000,237528000.000000,39004.000000,2541042000.000000,17972.000000,628215000.000000,58.836849,15.152389,83.499609,18.578237
2007, 彰化縣,52.000000,733.000000,2276.000000,1410.000000,3.426779,1.920000,149.990000,92.918429,3967.000000,1.506984,6439.000000,284432000.000000,84275.000000,5465377492.000000,40439.000000,1410832087.000000,59.780159,18.787943,86.429296,23.397945
2007, 南投縣,14.000000,225.000000,1080.000000,565.000000,2.019473,2.510000,155.790000,81.500180,1750.000000,1.480304,7321.000000,492732000.000000,36429.000000,2369033000.000000,14754.000000,513360000.000000,63.108547,12.342103,84.390912,14.556101
2007, 雲林縣,18.000000,317.000000,943.000000,698.000000,1.719247,2.200000,90.070000,66.668577,4402.000000,2.508505,6222.000000,428869800.000000,66542.000000,4321337358.000000,21141.000000,737897229.000000,69.499604,21.484533,89.692159,24.821940
2007, 嘉義縣,24.000000,370.000000,967.000000,825.000000,2.884615,2.230000,116.230000,99.158654,5827.000000,4.311362,7597.000000,535563000.000000,54992.000000,3544906873.000000,12911.000000,450805603.000000,75.227163,18.476195,90.745192,20.517424
2007, 屏東縣,49.000000,609.000000,2641.000000,1763.000000,4.589046,2.890000,247.340000,165.112010,6613.000000,3.451029,7068.000000,469240000.000000,60811.000000,3925897562.000000,22213.000000,779002671.000000,63.571402,16.339468,84.374766,19.235507
2007, 臺東縣,8.000000,217.000000,652.000000,334.000000,2.704347,1.540000,220.400000,112.906497,1865.000000,3.611786,1295.000000,71709000.000000,14549.000000,940170601.000000,7215.000000,255093000.000000,53.559597,8.911335,77.949429,11.157866
2007, 花蓮縣,11.000000,213.000000,814.000000,521.000000,2.660153,2.450000,196.850000,125.994535,3363.000000,4.547944,3181.000000,125714000.000000,13602.000000,879066961.000000,13167.000000,459610877.000000,40.586685,6.424155,72.428720,9.362718
2007, 澎湖縣,1.000000,10.000000,49.000000,21.000000,0.720825,2.100000,35.320000,15.137317,198.000000,0.883692,1548.000000,117417000.000000,7395.000000,474135000.000000,2461.000000,87693000.000000,64.463346,8.455704,82.202840,9.709197
2007, 基隆市,26.000000,393.000000,1668.000000,1169.000000,6.318808,2.970000,405.380000,284.103337,2254.000000,2.983020,4426.000000,263001000.000000,1102.000000,71149000.000000,23713.000000,840757090.000000,13.434758,2.216976,71.064719,7.795125
2007, 新竹市,12.000000,128.000000,337.000000,268.000000,3.264418,2.090000,91.680000,72.905332,6584.000000,9.724971,1287.000000,86378000.000000,3671.000000,219819000.000000,17468.000000,614703344.000000,13.487486,1.985144,61.006529,5.970404
2007, 嘉義市,11.000000,200.000000,522.000000,396.000000,3.854780,1.980000,182.930000,138.772077,3901.000000,7.428495,2465.000000,161232000.000000,3711.000000,240398000.000000,12998.000000,459200372.000000,21.642837,4.093537,67.192318,8.773849
2007, 金門縣,1.000000,47.000000,120.000000,94.000000,0.968148,2.000000,116.180000,91.005906,195.000000,1.082882,91.000000,6942000.000000,3823.000000,249273147.000000,2328.000000,79698000.000000,37.893310,3.235818,60.431794,4.242348
2007, 連江縣,1.000000,6.000000,40.000000,10.000000,10.193680,1.670000,407.750000,101.936799,-,-,20.000000,1446000.000000,106.000000,6839000.000000,657.000000,23562000.000000,12.844037,0.301041,79.816514,1.157182
2008, 總計,1042.000000,17633.000000,53160.000000,38273.000000,4.337654,2.170000,220.030000,159.323459,123263.000000,2.703312,125951.000000,7858750353.000000,710031.000000,50918357370.000000,887264.000000,31286092015.000000,34.800393,7.279302,71.735561,11.153956
2008, 臺灣地區,1016.000000,15970.000000,47182.000000,33831.000000,4.250157,2.120000,196.100000,141.522694,123168.000000,2.713897,125853.000000,7851727353.000000,706091.000000,50634574370.000000,884119.000000,31175467015.000000,34.802092,7.351718,71.786781,11.270468
2008, 新北市,198.000000,2855.000000,7942.000000,5792.000000,6.655641,2.030000,266.970000,194.694311,16962.000000,2.607599,6831.000000,462048000.000000,27570.000000,1988088197.000000,168800.000000,5987840860.000000,11.563672,2.536935,68.304694,8.736900
2008, 臺北市,162.000000,2785.000000,6605.000000,5397.000000,5.015868,1.940000,204.500000,167.102717,5261.000000,0.855889,14274.000000,877550711.000000,5143.000000,370806000.000000,128724.000000,4374528661.000000,6.011920,0.842347,45.867637,3.794125
2008, 桃園市,56.000000,795.000000,2428.000000,1791.000000,3.553232,2.250000,154.060000,113.639969,5803.000000,1.879310,6936.000000,417066000.000000,35615.000000,2568014000.000000,59298.000000,2097216174.000000,26.998852,6.547187,64.623770,11.147019
2008, 臺中市,62.000000,1182.000000,3476.000000,2558.000000,2.822287,2.160000,158.230000,116.442098,21108.000000,4.802851,10626.000000,619788000.000000,54682.000000,3937251000.000000,89484.000000,3174008915.000000,29.728696,6.012831,70.462491,10.200808
2008, 臺南市,105.000000,1656.000000,4630.000000,3257.000000,4.939758,1.970000,217.820000,153.226603,8136.000000,2.086012,7965.000000,531927000.000000,89737.000000,6458555639.000000,71464.000000,2541046267.000000,45.964217,11.906698,79.584684,16.234793
2008, 高雄市,138.000000,1885.000000,6261.000000,4410.000000,5.078103,2.340000,219.170000,162.278523,15357.000000,2.793683,28562.000000,1780952748.000000,63147.000000,4515770036.000000,103853.000000,3687363642.000000,33.746941,6.169586,71.962613,9.782499
2008, 宜蘭縣,35.000000,535.000000,1609.000000,1089.000000,5.919562,2.040000,272.130000,184.182931,1845.000000,1.829205,1802.000000,125793000.000000,19694.000000,1423680000.000000,24114.000000,858519044.000000,36.356256,8.489208,77.140344,13.192837
2008, 新竹縣,16.000000,290.000000,975.000000,639.000000,2.838742,2.200000,172.990000,113.372248,2539.000000,2.682755,952.000000,62355000.000000,22026.000000,1466573000.000000,21058.000000,748934457.000000,40.767880,7.405920,78.129269,11.033657
2008, 苗栗縣,11.000000,251.000000,818.000000,534.000000,1.486306,2.130000,110.530000,72.153387,5152.000000,4.121864,3428.000000,209424000.000000,38628.000000,2793105900.000000,19319.000000,680574000.000000,56.825521,12.715744,82.929103,15.597981
2008, 彰化縣,53.000000,811.000000,2582.000000,1552.000000,3.422468,1.910000,166.730000,100.220200,4221.000000,1.551793,6087.000000,272572400.000000,84458.000000,6073397758.000000,42816.000000,1508962927.000000,58.469317,21.138823,86.117694,26.165273
2008, 南投縣,13.000000,233.000000,1067.000000,572.000000,1.849375,2.450000,151.790000,81.372521,1440.000000,1.182441,6617.000000,429456000.000000,36732.000000,2651095472.000000,15792.000000,558431156.000000,61.668137,14.183746,84.133781,16.754924
2008, 雲林縣,20.000000,368.000000,1030.000000,880.000000,1.876842,2.390000,96.660000,82.581033,4959.000000,2.766118,6164.000000,423126000.000000,66645.000000,4790926779.000000,22635.000000,796925762.000000,68.325482,22.236785,89.566637,25.635497
2008, 嘉義縣,25.000000,406.000000,1016.000000,833.000000,2.967606,2.050000,120.600000,98.880619,5676.000000,4.100430,6481.000000,444036000.000000,56037.000000,4018329076.000000,13766.000000,486646355.000000,74.211507,19.465150,90.552331,21.587936
2008, 屏東縣,51.000000,703.000000,2665.000000,1758.000000,4.699811,2.500000,245.590000,162.005253,7948.000000,4.023550,6704.000000,434757674.000000,61374.000000,4401838389.000000,23277.000000,828195904.000000,62.736027,15.842484,84.186518,18.555277
2008, 臺東縣,9.000000,218.000000,661.000000,390.000000,3.001200,1.790000,220.420000,130.052021,903.000000,1.710535,1167.000000,65655000.000000,14748.000000,1057225468.000000,7492.000000,267898279.000000,53.071228,9.697957,78.054555,12.011708
2008, 花蓮縣,12.000000,241.000000,842.000000,556.000000,2.866562,2.310000,201.140000,132.817352,2549.000000,3.359318,1936.000000,94601820.000000,13605.000000,980654656.000000,14079.000000,497573005.000000,37.124361,6.893270,70.756294,10.083119
2008, 澎湖縣,1.000000,11.000000,49.000000,21.000000,0.718856,1.910000,35.220000,15.095967,443.000000,1.929863,1404.000000,99150000.000000,7581.000000,543549000.000000,2519.000000,90417000.000000,64.589174,8.360644,82.697146,9.536847
2008, 基隆市,26.000000,428.000000,1668.000000,1155.000000,6.205399,2.700000,398.100000,275.662904,2377.000000,3.007015,4287.000000,261843000.000000,1137.000000,80726000.000000,24217.000000,869841077.000000,12.945416,2.225426,70.743932,7.876163
2008, 新竹市,13.000000,139.000000,385.000000,274.000000,3.450839,1.970000,102.200000,72.733064,6668.000000,9.447971,1253.000000,82536000.000000,3806.000000,247143000.000000,17988.000000,642748530.000000,13.429072,1.976778,61.178063,5.830742
2008, 嘉義市,10.000000,178.000000,473.000000,373.000000,3.432769,2.100000,162.370000,128.042292,3821.000000,7.014098,2377.000000,157089000.000000,3726.000000,267845000.000000,13424.000000,477795000.000000,20.950191,4.036160,67.031684,8.574412
2008, 金門縣,1.000000,45.000000,120.000000,95.000000,0.929454,2.110000,111.530000,88.298169,95.000000,0.492828,79.000000,5739000.000000,3836.000000,276247000.000000,2490.000000,86949000.000000,36.388140,2.977174,59.531555,3.895171
2008, 連江縣,1.000000,8.000000,40.000000,11.000000,10.405827,1.380000,416.230000,114.464100,-,-,19.000000,1284000.000000,104.000000,7536000.000000,655.000000,23676000.000000,12.799168,0.361839,80.957336,1.333143
2009, 總計,1066.000000,18904.000000,54567.000000,40183.000000,4.337480,2.130000,222.030000,163.501852,125821.000000,2.641982,122523.000000,7688978071.000000,706308.000000,50843201687.000000,863953.000000,31650282257.000000,33.724561,6.744018,68.878212,10.390731
2009, 臺灣地區,1040.000000,17193.000000,48577.000000,35628.000000,4.252965,2.070000,198.650000,145.696756,125621.000000,2.650459,122434.000000,7682645071.000000,702390.000000,50560727687.000000,860927.000000,31539129257.000000,33.730263,6.831364,68.936918,10.530589
2009, 新北市,205.000000,3350.000000,8310.000000,6027.000000,6.584145,1.800000,266.900000,193.573874,19017.000000,2.738178,7156.000000,485960627.000000,27304.000000,1975329786.000000,162272.000000,5945830820.000000,11.067788,2.489230,63.185956,8.502554
2009, 臺北市,160.000000,2808.000000,6479.000000,5473.000000,4.871870,1.950000,197.280000,166.648397,6236.000000,0.974456,13183.000000,807095686.000000,5101.000000,369414000.000000,131630.000000,4813581382.000000,5.567329,0.756485,45.647593,3.851576
2009, 桃園市,55.000000,952.000000,2583.000000,1909.000000,3.396215,2.010000,159.500000,117.879527,4490.000000,1.376562,6903.000000,417834000.000000,35347.000000,2555354000.000000,56998.000000,2087163815.000000,26.089104,6.184339,61.285004,10.525716
2009, 臺中市,66.000000,1184.000000,3645.000000,2626.000000,2.923381,2.220000,161.450000,116.315123,21780.000000,4.709576,10517.000000,611099000.000000,54438.000000,3927532665.000000,86640.000000,3171876000.000000,28.770940,6.118047,67.146957,10.393716
2009, 臺南市,105.000000,1714.000000,4673.000000,3452.000000,4.853404,2.010000,216.000000,159.561437,8328.000000,2.055165,7903.000000,524829000.000000,89336.000000,6447810589.000000,68753.000000,2518373301.000000,44.946682,11.696581,76.726310,15.921144
2009, 高雄市,140.000000,2014.000000,6377.000000,4774.000000,4.998340,2.370000,227.670000,170.443388,15348.000000,2.663596,28743.000000,1803674628.000000,63516.000000,4563316831.000000,100200.000000,3683212338.000000,32.938703,5.398486,68.712535,8.521432
2009, 宜蘭縣,39.000000,650.000000,1850.000000,1334.000000,6.494588,2.050000,308.080000,222.148210,1435.000000,1.377999,1775.000000,119394000.000000,19396.000000,1407814189.000000,23142.000000,848702500.000000,35.255620,7.644024,73.793505,11.891973
2009, 新竹縣,16.000000,286.000000,975.000000,683.000000,2.777537,2.390000,169.260000,118.566097,2724.000000,2.775047,929.000000,57624000.000000,21413.000000,1430644895.000000,20264.000000,742944848.000000,38.784828,6.853688,73.962330,10.275054
2009, 苗栗縣,12.000000,307.000000,864.000000,605.000000,1.603142,1.970000,115.430000,80.825084,4042.000000,3.141162,3170.000000,194019000.000000,37791.000000,2747456000.000000,18949.000000,691497000.000000,54.721922,11.020456,80.036872,13.611201
2009, 彰化縣,54.000000,836.000000,2610.000000,1648.000000,3.434830,1.970000,166.020000,104.825937,4944.000000,1.758842,5332.000000,272038000.000000,84027.000000,6067392612.000000,42155.000000,1537759671.000000,56.839447,16.360035,83.653387,20.328498
2009, 南投縣,13.000000,218.000000,1066.000000,639.000000,1.829105,2.930000,149.990000,89.907560,1680.000000,1.338102,6453.000000,426114000.000000,36288.000000,2626127204.000000,15257.000000,557526000.000000,60.136761,11.844063,81.603422,14.007513
2009, 雲林縣,22.000000,419.000000,1099.000000,887.000000,2.041479,2.120000,101.980000,82.308727,5542.000000,3.026604,5782.000000,381765000.000000,66231.000000,4781246479.000000,22052.000000,805753392.000000,66.824108,18.348348,87.287153,21.211841
2009, 嘉義縣,25.000000,417.000000,1087.000000,855.000000,2.933653,2.050000,127.560000,100.330916,5353.000000,3.775714,6124.000000,410286000.000000,56082.000000,4041741366.000000,13379.000000,490983000.000000,72.996315,19.245129,88.696050,21.367539
2009, 屏東縣,52.000000,717.000000,2689.000000,1776.000000,4.716553,2.480000,243.900000,161.088435,8821.000000,4.326215,6643.000000,428638400.000000,61506.000000,4425458185.000000,22189.000000,818787020.000000,61.813152,16.018702,81.939229,18.720730
2009, 臺東縣,11.000000,239.000000,695.000000,453.000000,3.645523,1.900000,230.330000,150.129250,1068.000000,1.972372,942.000000,58683000.000000,14803.000000,1067193419.000000,7385.000000,270810000.000000,52.180685,9.135171,76.655399,11.332478
2009, 花蓮縣,12.000000,263.000000,842.000000,577.000000,2.836611,2.190000,199.040000,136.393722,2536.000000,3.243817,1814.000000,105510730.000000,13488.000000,974647467.000000,13656.000000,500364741.000000,36.171520,6.726342,68.452156,9.842204
2009, 澎湖縣,1.000000,11.000000,49.000000,22.000000,0.710379,2.000000,34.810000,15.628330,377.000000,1.595598,1318.000000,95901000.000000,7562.000000,545679000.000000,2433.000000,89121000.000000,63.081623,8.393049,80.365135,9.558916
2009, 基隆市,30.000000,455.000000,1817.000000,1229.000000,7.051689,2.700000,427.100000,288.884188,1904.000000,2.307291,4194.000000,251613000.000000,1141.000000,82103000.000000,23361.000000,857557602.000000,12.540253,1.656837,67.451755,5.914448
2009, 新竹市,12.000000,154.000000,394.000000,285.000000,3.111146,1.850000,102.150000,73.889710,6760.000000,9.164983,1184.000000,79606000.000000,3902.000000,256026000.000000,17225.000000,631228743.000000,13.186072,2.096688,57.843976,6.039963
2009, 嘉義市,10.000000,199.000000,473.000000,374.000000,3.362475,1.880000,159.050000,125.756557,3236.000000,5.734996,2369.000000,150960000.000000,3718.000000,268440000.000000,12987.000000,476056084.000000,20.467384,3.579365,64.135844,7.642261
2009, 金門縣,1.000000,43.000000,120.000000,98.000000,0.882068,2.280000,105.850000,86.442622,200.000000,0.965577,74.000000,5175000.000000,3817.000000,275106000.000000,2396.000000,88071000.000000,34.321249,2.206486,55.455588,2.899816
2009, 連江縣,1.000000,10.000000,40.000000,10.000000,10.438413,1.000000,417.540000,104.384134,-,-,15.000000,1158000.000000,101.000000,7368000.000000,630.000000,23082000.000000,12.108559,0.325139,77.870564,1.205371
2010, 總計,1053.000000,19664.000000,55066.000000,41519.000000,4.232497,2.110000,221.340000,166.884187,130994.000000,2.631999,119861.000000,7609079377.000000,696143.000000,50535153344.000000,832118.000000,30538823799.000000,32.798999,6.591997,66.245695,10.054281
2010, 臺灣地區,1027.000000,17886.000000,49230.000000,37000.000000,4.149019,2.070000,198.890000,149.477797,130784.000000,2.640742,119779.000000,7603322377.000000,692268.000000,50255067344.000000,829246.000000,30434541426.000000,32.806215,6.657566,66.307260,10.159564
2010, 新北市,196.000000,3361.000000,8361.000000,6388.000000,6.080668,1.900000,259.390000,198.180143,20049.000000,2.697368,7640.000000,517401348.000000,26784.000000,1949508696.000000,156291.000000,5737135696.000000,10.679639,2.428556,59.167073,8.076494
2010, 臺北市,152.000000,2869.000000,6467.000000,5426.000000,4.579610,1.890000,194.840000,163.480021,6528.000000,0.982314,12405.000000,768972584.000000,5028.000000,364290000.000000,127268.000000,4666742655.000000,5.252391,0.698340,43.596982,3.574085
2010, 桃園市,53.000000,914.000000,2516.000000,1935.000000,3.211810,2.120000,152.470000,117.261356,5982.000000,1.732116,6699.000000,411969000.000000,34655.000000,2520068000.000000,54942.000000,2013706284.000000,25.060600,6.035773,58.355553,10.181108
2010, 臺中市,64.000000,1348.000000,3529.000000,2775.000000,2.782282,2.060000,153.420000,120.638012,22464.000000,4.611031,10232.000000,621227000.000000,53751.000000,3896119920.000000,83485.000000,3061928729.000000,27.815430,5.830006,64.108996,9.781676
2010, 臺南市,111.000000,1672.000000,4866.000000,3643.000000,5.106172,2.180000,223.840000,167.583631,9927.000000,2.356418,7925.000000,522534000.000000,87787.000000,6377992906.000000,65784.000000,2417728624.000000,44.028999,10.659288,74.290656,14.393969
2010, 高雄市,141.000000,2185.000000,6694.000000,4959.000000,4.939742,2.270000,234.520000,173.731783,14809.000000,2.451042,29319.000000,1839321370.000000,63290.000000,4571369966.000000,95884.000000,3533398600.000000,32.444297,5.528755,66.035945,8.576055
2010, 宜蘭縣,36.000000,710.000000,1865.000000,1400.000000,5.968763,1.970000,309.220000,232.118579,1560.000000,1.449410,1735.000000,119505000.000000,18869.000000,1377768500.000000,22361.000000,819459989.000000,34.161223,7.524316,71.235534,11.642386
2010, 新竹縣,16.000000,324.000000,953.000000,715.000000,2.796274,2.210000,166.550000,124.958493,3103.000000,3.057218,1072.000000,62551150.000000,20660.000000,1513900504.000000,19669.000000,717096844.000000,37.980391,7.122420,72.355337,10.362269
2010, 苗栗縣,12.000000,307.000000,864.000000,647.000000,1.596636,2.110000,114.960000,86.085314,4826.000000,3.642099,2971.000000,186674395.000000,36962.000000,2691757147.000000,18335.000000,670652147.000000,53.132068,10.231110,77.527342,12.614879
2010, 彰化縣,50.000000,877.000000,2580.000000,1793.000000,3.164377,2.040000,163.280000,113.474549,4208.000000,1.448086,5119.000000,309870000.000000,82930.000000,6016885284.000000,40760.000000,1492196393.000000,55.724041,17.323094,81.520040,21.408831
2010, 南投縣,14.000000,278.000000,1114.000000,667.000000,1.961718,2.400000,156.100000,93.461873,1600.000000,1.235655,6000.000000,385809000.000000,35771.000000,2597569000.000000,14909.000000,545404343.000000,58.530673,12.366285,79.421573,14.627020
2010, 雲林縣,24.000000,450.000000,1185.000000,951.000000,2.223025,2.110000,109.760000,88.087365,5552.000000,2.966707,5419.000000,360811200.000000,65280.000000,4741029024.000000,21385.000000,782885255.000000,65.485685,22.310191,85.293763,25.733724
2010, 嘉義縣,25.000000,384.000000,1088.000000,796.000000,2.939931,2.070000,127.950000,93.607413,5349.000000,3.684544,5781.000000,385044000.000000,55441.000000,4022328363.000000,12905.000000,472868638.000000,71.995390,16.682645,87.171316,18.472532
2010, 屏東縣,54.000000,780.000000,2806.000000,1849.000000,4.895428,2.370000,254.380000,167.623088,7779.000000,3.698773,6615.000000,426506600.000000,60934.000000,4411640239.000000,21135.000000,780662955.000000,61.237274,13.423732,80.397436,15.589729
2010, 臺東縣,13.000000,265.000000,740.000000,501.000000,4.318076,1.890000,245.800000,166.412011,1196.000000,2.150248,887.000000,59088000.000000,14671.000000,1062871700.000000,6986.000000,256826174.000000,51.677406,6.969493,74.882083,8.564870
2010, 花蓮縣,12.000000,259.000000,842.000000,552.000000,2.828988,2.130000,198.500000,130.133434,2670.000000,3.303127,1798.000000,108525730.000000,13214.000000,961694980.000000,13037.000000,478680295.000000,35.390636,6.929841,66.125230,10.029368
2010, 澎湖縣,1.000000,14.000000,49.000000,32.000000,0.712504,2.290000,34.910000,22.800143,374.000000,1.538303,1154.000000,81471000.000000,7518.000000,546312115.000000,2381.000000,87118866.000000,61.788386,8.220051,78.753117,9.360766
2010, 基隆市,30.000000,487.000000,1843.000000,1281.000000,7.084494,2.630000,435.220000,302.507911,1944.000000,2.257905,3625.000000,219369000.000000,1110.000000,81150000.000000,22670.000000,832273315.000000,11.181694,1.735532,64.716856,6.542005
2010, 新竹市,11.000000,160.000000,364.000000,289.000000,2.820874,1.810000,93.350000,74.112066,7200.000000,9.347432,1150.000000,72849000.000000,3961.000000,284699000.000000,16561.000000,608042175.000000,13.106809,2.401909,55.576356,6.486569
2010, 嘉義市,12.000000,242.000000,504.000000,401.000000,4.012304,1.660000,168.520000,134.077839,3664.000000,6.265497,2233.000000,143823000.000000,3652.000000,266112000.000000,12498.000000,459733449.000000,19.677009,3.750823,61.465160,7.957291
2010, 金門縣,1.000000,56.000000,120.000000,118.000000,0.856825,2.110000,102.820000,101.105304,210.000000,0.942317,73.000000,5049000.000000,3777.000000,272940000.000000,2263.000000,82013373.000000,32.987747,2.746263,52.377688,3.556476
2010, 連江縣,1.000000,10.000000,40.000000,9.000000,10.660981,0.900000,426.440000,95.948827,-,-,9.000000,708000.000000,98.000000,7146000.000000,609.000000,22269000.000000,11.407249,0.274803,76.332623,1.053970
2011, 總計,1051.000000,20936.000000,56090.000000,42819.000000,4.157027,2.050000,221.850000,169.362274,134058.000000,2.578190,120266.000000,7618135992.000000,684637.000000,49616709384.000000,836706.000000,29939506779.000000,31.836382,5.803044,64.930669,8.838612
2011, 臺灣地區,1026.000000,19161.000000,50348.000000,38378.000000,4.079701,2.000000,200.200000,152.603096,134028.000000,2.590696,120188.000000,7612645992.000000,680820.000000,49339521384.000000,833768.000000,29836039779.000000,31.850618,5.866658,65.003877,8.940076
2011, 新北市,198.000000,3417.000000,8743.000000,6653.000000,5.919654,1.950000,261.390000,198.906359,21578.000000,2.717511,8311.000000,560328348.000000,26312.000000,1907484801.000000,155953.000000,5595569636.000000,10.351323,1.691453,56.976970,5.526688
2011, 臺北市,143.000000,3012.000000,6363.000000,5419.000000,4.228280,1.800000,188.140000,160.231107,5500.000000,0.796415,11667.000000,734432807.000000,5191.000000,373386000.000000,130924.000000,4644459389.000000,4.984639,0.640237,43.696758,3.324392
2011, 桃園市,52.000000,959.000000,2538.000000,1949.000000,3.084772,2.030000,150.560000,115.619624,5508.000000,1.506655,6630.000000,403662000.000000,33879.000000,2462242258.000000,54291.000000,1957746092.000000,24.030966,5.012522,56.237765,8.436658
2011, 臺中市,64.000000,1309.000000,3519.000000,2800.000000,2.721644,2.140000,149.650000,119.071919,22613.000000,4.409445,10452.000000,630756000.000000,52999.000000,3836132684.000000,83059.000000,2991959557.000000,26.982973,4.610396,62.304382,7.698478
2011, 臺南市,111.000000,1790.000000,4921.000000,3850.000000,5.075608,2.150000,225.020000,176.045873,8503.000000,1.941282,8132.000000,539106348.000000,86003.000000,6243517060.000000,65232.000000,2349286619.000000,43.044359,8.742880,72.872474,11.771137
2011, 高雄市,141.000000,2498.000000,6698.000000,5098.000000,4.837846,2.040000,229.810000,174.917311,14604.000000,2.307060,30061.000000,1871655408.000000,62913.000000,4537074034.000000,97591.000000,3469196486.000000,31.900279,5.057732,65.384695,7.795601
2011, 宜蘭縣,37.000000,780.000000,1945.000000,1508.000000,6.098968,1.930000,320.610000,248.574160,1892.000000,1.699032,1772.000000,119376000.000000,18151.000000,1327771000.000000,22522.000000,804526800.000000,32.840471,7.075767,69.965055,11.009468
2011, 新竹縣,16.000000,371.000000,954.000000,741.000000,2.789643,2.000000,166.330000,129.195362,5450.000000,5.211421,1143.000000,67933560.000000,20366.000000,1479434000.000000,19715.000000,707002397.000000,37.501526,6.715538,71.875163,9.783911
2011, 苗栗縣,14.000000,317.000000,961.000000,730.000000,1.854968,2.300000,127.330000,96.723332,4042.000000,2.961389,2781.000000,176214091.000000,35795.000000,2611273103.000000,18731.000000,664118230.000000,51.112318,10.532421,75.930465,13.041768
2011, 彰化縣,51.000000,1034.000000,2766.000000,1873.000000,3.204443,1.810000,173.790000,117.684758,4809.000000,1.600029,5124.000000,306561000.000000,81747.000000,5912455466.000000,40097.000000,1452699770.000000,54.582983,17.002671,79.776820,20.974325
2011, 南投縣,14.000000,310.000000,1126.000000,690.000000,1.948639,2.230000,156.730000,96.040086,2000.000000,1.498385,5929.000000,382530000.000000,35018.000000,2542222225.000000,15076.000000,537084404.000000,56.993528,13.907160,77.977591,16.460990
2011, 雲林縣,27.000000,575.000000,1312.000000,1057.000000,2.476746,1.840000,120.350000,96.960023,6215.000000,3.248196,5414.000000,354183000.000000,64362.000000,4654446000.000000,21372.000000,767288000.000000,64.006458,19.943449,83.611279,22.998651
2011, 嘉義縣,24.000000,402.000000,1076.000000,839.000000,2.825724,2.090000,126.690000,98.782584,5437.000000,3.657179,5537.000000,368613000.000000,54499.000000,3952831000.000000,12975.000000,463478649.000000,70.685473,20.151786,85.962041,22.313083
2011, 屏東縣,53.000000,769.000000,2822.000000,1824.000000,4.794688,2.370000,255.290000,165.009635,7086.000000,3.270736,6782.000000,432751200.000000,60236.000000,4359237901.000000,20900.000000,753876772.000000,60.628376,13.314445,79.535729,15.409076
2011, 臺東縣,13.000000,291.000000,772.000000,551.000000,4.325547,1.890000,256.870000,183.336661,1311.000000,2.294586,973.000000,64503230.000000,14539.000000,1050591768.000000,6907.000000,249216200.000000,51.613762,7.904674,74.595728,9.671315
2011, 花蓮縣,13.000000,274.000000,878.000000,596.000000,3.042644,2.180000,205.500000,139.493517,2610.000000,3.123074,1661.000000,101164000.000000,12936.000000,939498000.000000,13300.000000,472408394.000000,34.164209,6.292861,65.292796,9.149504
2011, 澎湖縣,1.000000,15.000000,49.000000,43.000000,0.710076,2.870000,34.790000,30.533267,362.000000,1.457298,1062.000000,77349000.000000,7520.000000,541122000.000000,2483.000000,86961000.000000,60.938720,7.364948,78.569907,8.400507
2011, 基隆市,30.000000,561.000000,1870.000000,1307.000000,7.056997,2.330000,439.890000,307.449837,2712.000000,3.019574,3467.000000,211971000.000000,1085.000000,78613000.000000,23440.000000,827704918.000000,10.707817,1.650136,65.846487,6.350415
