"年度","縣市","老人長期照顧、安養機構數","老人長期照顧、安養機構工作人員數","老人長期照顧、安養機構可供進住人數","老人長期照顧、安養機構實際進住人數","每萬老人長期照顧、安養機構數","老人長期照顧、安養機構每位工作人員服務老人數","老人長期照顧、安養機構可供進住人數占老年人口比率","老人長期照顧、安養機構實際進住人數占老年人口比率","參與長青學苑人次","55歲以上每百人參與長青學苑人次","中低收入老人生活津貼核定人數","中低收入老人生活津貼核發金額","老年農民福利津貼核付人數","老年農民福利津貼核付金額","老年基本保證年金核付人數","老年基本保證年金核付金額","中低收入老人生活津貼與老年農民福利津貼核付人數占老年人口比率","中低收入老人生活津貼與老年農民福利津貼核付金額占總決算歲出比率","中低收入老人生活津貼、老年基本保證年金與老年農民福利津貼核付人數占老年人口比率","中低收入老人生活津貼、老年基本保證年金與老年農民福利津貼核付金額占總決算歲出比率"
2002, 雲林縣,11.000000,166.000000,610.000000,378.000000,1.193771,2.280000,66.200000,41.022302,1863.000000,1.166876,8151.000000,484572000.000000,63980.000000,2277504000.000000,7957.000000,255156000.000000,78.279885,14.493217,86.915188,15.832076
2002, 嘉義縣,15.000000,196.000000,599.000000,438.000000,2.030402,2.230000,81.080000,59.287735,4478.000000,3.650429,9198.000000,567780000.000000,50422.000000,1795263000.000000,5695.000000,182949000.000000,80.701707,13.032560,88.410466,14.041553
2002, 屏東縣,32.000000,339.000000,1706.000000,1191.000000,3.349943,3.510000,178.590000,124.680709,3794.000000,2.255661,9414.000000,459552000.000000,54981.000000,1962387000.000000,11865.000000,381834000.000000,67.412378,9.615765,79.833340,11.131751
2002, 臺東縣,7.000000,100.000000,281.000000,195.000000,2.484031,1.950000,99.720000,69.198013,710.000000,1.489344,2839.000000,134172000.000000,13518.000000,485964000.000000,4021.000000,127725000.000000,58.044713,5.534874,72.313698,6.674852
2002, 花蓮縣,9.000000,122.000000,505.000000,278.000000,2.322641,2.280000,130.330000,71.743787,1442.000000,2.178741,5781.000000,254395000.000000,12432.000000,445425000.000000,5690.000000,184248000.000000,47.002503,5.739479,61.686753,7.250564
2002, 澎湖縣,-,-,-,-,-,-,-,-,168.000000,0.809190,1901.000000,124479000.000000,6967.000000,249477000.000000,1442.000000,47496000.000000,66.531623,5.356725,77.350139,6.037080
2002, 基隆市,20.000000,249.000000,1470.000000,934.000000,5.503274,3.750000,404.490000,257.002917,2164.000000,3.420695,6278.000000,296895000.000000,994.000000,33255000.000000,10671.000000,350301000.000000,20.009906,2.212692,49.372627,4.560438
2002, 新竹市,10.000000,61.000000,201.000000,145.000000,3.074180,2.380000,61.790000,44.575609,4675.000000,8.272799,1938.000000,111942000.000000,3893.000000,141330000.000000,8855.000000,288636000.000000,17.925543,1.769618,45.147407,3.786325
2002, 嘉義市,7.000000,146.000000,237.000000,313.000000,2.856676,2.140000,96.720000,127.734247,2593.000000,5.864658,3094.000000,166104000.000000,3497.000000,124620000.000000,7989.000000,257310000.000000,26.897649,3.357031,59.500490,6.328226
2002, 金門縣,1.000000,13.000000,150.000000,57.000000,1.267106,4.380000,190.070000,72.225038,-,-,264.000000,18747000.000000,4249.000000,154581000.000000,1214.000000,40041000.000000,57.184491,2.783700,72.567157,3.426771
2002, 連江縣,1.000000,5.000000,20.000000,8.000000,11.764706,1.600000,235.290000,94.117647,-,-,34.000000,2361000.000000,112.000000,3951000.000000,411.000000,13143000.000000,17.176471,0.293238,65.529412,0.903825
2003, 總計,827.000000,11355.000000,39397.000000,27416.000000,3.961233,2.410000,188.710000,131.319411,102754.000000,2.770475,173951.000000,9879475809.000000,677048.000000,24129852000.000000,639427.000000,18458457000.000000,40.761850,4.869997,71.389650,7.513172
2003, 臺灣地區,801.000000,9703.000000,33653.000000,23537.000000,3.853691,2.430000,161.910000,113.238847,102754.000000,2.781471,173704.000000,9862378809.000000,672800.000000,23974554000.000000,636714.000000,18385218000.000000,40.726149,4.916906,71.359092,7.588495
2003, 新北市,124.000000,1449.000000,4949.000000,3565.000000,5.053840,2.460000,201.710000,145.297891,15107.000000,3.134554,11035.000000,665841000.000000,26749.000000,961929000.000000,124695.000000,3523743000.000000,15.399539,1.983830,66.221195,6.278361
2003, 臺北市,206.000000,2448.000000,7274.000000,5188.000000,7.413459,2.120000,261.770000,186.703998,4001.000000,0.823435,23060.000000,1457439133.000000,4855.000000,173106000.000000,94554.000000,2754714000.000000,10.045956,1.155823,44.073732,3.108521
2003, 桃園市,49.000000,529.000000,1912.000000,1121.000000,3.555826,2.120000,138.750000,81.348602,2785.000000,1.151788,9115.000000,536739000.000000,34195.000000,1225470000.000000,41436.000000,1177647000.000000,31.429152,4.745717,61.498382,7.917179
2003, 臺中市,45.000000,668.000000,2410.000000,1674.000000,2.408040,2.510000,128.960000,89.579075,15103.000000,4.380017,15267.000000,754620000.000000,52012.000000,1859313000.000000,63404.000000,1871373000.000000,36.002333,4.335969,69.931077,7.440186
2003, 臺南市,78.000000,780.000000,2927.000000,2071.000000,4.110152,2.660000,154.240000,109.129807,5463.000000,1.672468,10252.000000,616014000.000000,87983.000000,3161487000.000000,52294.000000,1569120000.000000,51.764204,7.689351,79.320139,10.883397
2003, 高雄市,91.000000,1109.000000,4078.000000,3135.000000,3.948299,2.830000,176.940000,136.021069,15402.000000,3.550873,29179.000000,1710314676.000000,56349.000000,2006037000.000000,75776.000000,2259753000.000000,37.108804,3.861149,69.986420,6.208948
2003, 宜蘭縣,24.000000,282.000000,759.000000,546.000000,4.637233,1.940000,146.650000,105.497053,394.000000,0.446426,2006.000000,134330000.000000,20569.000000,742152000.000000,19022.000000,488868000.000000,43.618974,6.578258,80.372911,10.247358
2003, 新竹縣,11.000000,143.000000,685.000000,375.000000,2.306128,2.620000,143.610000,78.618000,2209.000000,2.805810,1325.000000,63831000.000000,22169.000000,669762000.000000,16035.000000,450081000.000000,49.254701,4.948961,82.871758,7.985295
2003, 苗栗縣,6.000000,100.000000,379.000000,216.000000,0.901266,2.160000,56.930000,32.445586,6906.000000,6.220193,5987.000000,314547000.000000,38523.000000,1379328000.000000,12375.000000,347115000.000000,66.858937,9.175881,85.447554,11.056236
2003, 彰化縣,31.000000,428.000000,1201.000000,755.000000,2.284468,1.760000,88.500000,55.637846,5954.000000,2.550647,10021.000000,417528000.000000,80875.000000,2895153000.000000,28394.000000,823068000.000000,66.983544,11.884053,87.907796,14.836762
2003, 南投縣,13.000000,198.000000,1066.000000,582.000000,2.081332,2.940000,170.670000,93.179635,2499.000000,2.353163,8713.000000,545238000.000000,35290.000000,1267308000.000000,9900.000000,282288000.000000,70.449888,10.032616,86.300032,11.595107
2003, 雲林縣,13.000000,185.000000,730.000000,497.000000,1.369214,2.690000,76.890000,52.346095,2749.000000,1.698140,8676.000000,528213000.000000,64582.000000,2312628000.000000,13235.000000,367134000.000000,77.158355,13.967266,91.098004,15.772315
2003, 嘉義縣,18.000000,224.000000,674.000000,594.000000,2.365371,2.650000,88.570000,78.057242,5428.000000,4.370740,9479.000000,590433000.000000,51299.000000,1832007000.000000,8682.000000,252759000.000000,79.868065,14.061880,91.277038,15.529105
2003, 屏東縣,36.000000,459.000000,1744.000000,1262.000000,3.676283,2.750000,178.100000,128.874138,4331.000000,2.527826,8744.000000,443685000.000000,56229.000000,2006721000.000000,16954.000000,511347000.000000,66.349757,9.951837,83.663007,12.028571
2003, 臺東縣,7.000000,104.000000,281.000000,240.000000,2.452011,2.310000,98.430000,84.068937,2212.000000,4.591879,2611.000000,122136000.000000,13485.000000,487173000.000000,5942.000000,180057000.000000,56.382233,5.525044,77.196301,7.157750
2003, 花蓮縣,11.000000,132.000000,637.000000,338.000000,2.799908,2.560000,162.140000,86.033548,1749.000000,2.607140,5593.000000,257472000.000000,12269.000000,442011000.000000,8839.000000,250671000.000000,45.465421,5.197090,67.963958,7.059551
2003, 澎湖縣,-,-,-,-,-,-,-,-,210.000000,1.007315,1945.000000,129264000.000000,6999.000000,251955000.000000,2068.000000,60558000.000000,66.498141,5.632147,81.873606,6.526833
2003, 基隆市,21.000000,283.000000,1510.000000,958.000000,5.651390,3.390000,406.360000,257.811028,1956.000000,3.018216,5952.000000,301296000.000000,1006.000000,35409000.000000,19218.000000,505626000.000000,18.724939,2.369523,70.443230,5.927809
2003, 新竹市,10.000000,83.000000,201.000000,160.000000,3.005711,1.930000,60.410000,48.091374,5466.000000,9.425682,1828.000000,105897000.000000,3805.000000,138480000.000000,13499.000000,384441000.000000,16.931169,1.802762,57.505260,4.638771
2003, 嘉義市,7.000000,99.000000,236.000000,260.000000,2.745206,2.630000,92.550000,101.964783,2830.000000,6.228884,2916.000000,167541000.000000,3557.000000,127125000.000000,10392.000000,324855000.000000,25.385309,3.467296,66.139849,7.289823
2003, 金門縣,1.000000,13.000000,150.000000,54.000000,1.200913,4.150000,180.140000,64.849285,-,-,217.000000,15087000.000000,4135.000000,151221000.000000,2113.000000,55755000.000000,52.263720,2.121013,77.639006,2.832086
2003, 連江縣,1.000000,5.000000,20.000000,7.000000,11.363636,1.400000,227.270000,79.545455,-,-,30.000000,2010000.000000,113.000000,4077000.000000,600.000000,17484000.000000,16.250000,0.261507,84.431818,1.012646
2004, 總計,886.000000,12689.000000,42958.000000,30251.000000,4.120020,2.380000,199.760000,140.671247,106196.000000,2.768913,156446.000000,9259999345.000000,688840.000000,32107394000.000000,687990.000000,23763969000.000000,39.306944,5.653921,71.299411,8.901880
2004, 臺灣地區,860.000000,11150.000000,37093.000000,26060.000000,4.017104,2.340000,173.260000,121.727579,106164.000000,2.779290,156222.000000,9244327345.000000,684632.000000,31909043000.000000,685324.000000,23668833000.000000,39.276716,5.714381,71.288547,9.000934
2004, 新北市,144.000000,1738.000000,5582.000000,4036.000000,5.660177,2.320000,219.410000,158.642186,14899.000000,2.939987,9135.000000,587070000.000000,27047.000000,1268603000.000000,132480.000000,4582818000.000000,14.221981,2.255089,66.295611,7.824313
2004, 臺北市,203.000000,2643.000000,7500.000000,5475.000000,7.086158,2.070000,261.800000,191.116820,5467.000000,1.081349,20912.000000,1300911387.000000,4957.000000,230964000.000000,101332.000000,3506658000.000000,9.030139,1.173011,44.402284,3.858184
2004, 桃園市,53.000000,687.000000,2275.000000,1279.000000,3.754419,1.860000,161.160000,90.601911,5540.000000,2.204001,8145.000000,493827000.000000,34877.000000,1627402000.000000,44999.000000,1561554000.000000,30.475961,4.898961,62.352391,8.505357
2004, 臺中市,50.000000,794.000000,2733.000000,1965.000000,2.581964,2.470000,141.130000,101.471203,18818.000000,5.242221,14595.000000,729006000.000000,53124.000000,2477575000.000000,68824.000000,2374212000.000000,34.969610,5.046310,70.509835,8.782692
2004, 臺南市,82.000000,951.000000,3096.000000,2369.000000,4.213490,2.490000,159.080000,121.728764,5762.000000,1.713710,9336.000000,587088000.000000,88664.000000,4164516000.000000,56307.000000,1945902000.000000,50.356348,9.283722,79.289153,13.085641
2004, 高雄市,97.000000,1238.000000,4353.000000,3331.000000,4.073012,2.690000,182.780000,139.868068,10979.000000,2.431015,27099.000000,1604270958.000000,58271.000000,2706619000.000000,81814.000000,2817105000.000000,35.846704,3.938948,70.200249,6.512995
2004, 宜蘭縣,26.000000,325.000000,834.000000,606.000000,4.872107,1.860000,156.280000,113.557575,246.000000,0.273715,1876.000000,130016000.000000,20488.000000,965589000.000000,19974.000000,693171000.000000,41.907617,6.330314,79.336644,10.335398
2004, 新竹縣,12.000000,169.000000,885.000000,408.000000,2.426546,2.410000,178.960000,82.502578,2278.000000,2.812814,1366.000000,81174000.000000,22732.000000,971263000.000000,16469.000000,579690000.000000,48.729096,6.005877,82.031424,9.313959
2004, 苗栗縣,6.000000,114.000000,379.000000,250.000000,0.878027,2.190000,55.460000,36.584474,5066.000000,4.485270,5121.000000,290829000.000000,38945.000000,1826018000.000000,13804.000000,474924000.000000,64.485256,11.731668,84.685739,14.363720
2004, 彰化縣,36.000000,486.000000,1346.000000,948.000000,2.566424,1.950000,95.960000,67.582500,4156.000000,1.738436,8443.000000,368645000.000000,82311.000000,3846320000.000000,31256.000000,1073016000.000000,64.698124,14.671209,86.980388,18.406102
2004, 南投縣,14.000000,225.000000,1050.000000,580.000000,2.173204,2.580000,162.990000,90.032753,2652.000000,2.444048,8373.000000,541428000.000000,35885.000000,1679281000.000000,11208.000000,382509000.000000,68.701200,11.454862,86.099253,13.427920
2004, 雲林縣,15.000000,221.000000,844.000000,549.000000,1.535627,2.480000,86.400000,56.203931,2925.000000,1.777116,7760.000000,530235000.000000,65406.000000,3067720000.000000,15085.000000,509628000.000000,74.903767,15.747902,90.347052,17.978495
2004, 嘉義縣,21.000000,298.000000,819.000000,692.000000,2.693344,2.320000,105.040000,88.752084,5832.000000,4.619095,9014.000000,589938000.000000,52397.000000,2445384000.000000,9621.000000,328602000.000000,78.762344,17.320625,91.101706,19.195745
2004, 屏東縣,43.000000,468.000000,2273.000000,1520.000000,4.291417,3.250000,226.850000,151.696607,6630.000000,3.782800,7481.000000,430189000.000000,57561.000000,2684172000.000000,18086.000000,624135000.000000,64.912176,12.512089,82.962076,15.019581
2004, 臺東縣,6.000000,120.000000,273.000000,247.000000,2.079146,2.060000,94.600000,85.591517,1635.000000,3.347289,1836.000000,101592000.000000,13954.000000,644538000.000000,6102.000000,216852000.000000,54.716197,6.693604,75.861113,8.639005
2004, 花蓮縣,11.000000,164.000000,811.000000,402.000000,2.761668,2.450000,203.610000,100.926414,1845.000000,2.699460,4226.000000,209567000.000000,12832.000000,592441000.000000,10152.000000,346629000.000000,42.825940,5.644288,68.313625,8.083757
2004, 澎湖縣,-,-,-,-,-,-,-,-,320.000000,1.520913,1735.000000,119067000.000000,7134.000000,332966000.000000,2223.000000,78591000.000000,65.367040,6.149179,81.751179,7.218282
2004, 基隆市,22.000000,299.000000,1495.000000,981.000000,5.773521,3.280000,392.340000,257.446529,2030.000000,3.041130,5434.000000,289983000.000000,1030.000000,47984000.000000,20106.000000,691395000.000000,16.963653,2.141844,69.728382,6.523515
2004, 新竹市,11.000000,100.000000,261.000000,189.000000,3.226185,1.890000,76.550000,55.431722,5975.000000,9.983709,1667.000000,100548000.000000,3443.000000,162029000.000000,14401.000000,497259000.000000,14.987095,1.632846,57.223721,4.725071
2004, 嘉義市,8.000000,110.000000,284.000000,233.000000,3.050641,2.120000,108.300000,88.849908,3109.000000,6.619471,2668.000000,158943000.000000,3574.000000,167659000.000000,11081.000000,384183000.000000,23.802624,3.627942,66.057810,7.895503
2004, 金門縣,1.000000,31.000000,120.000000,70.000000,1.147447,2.260000,137.690000,80.321285,32.000000,0.231122,192.000000,13656000.000000,4090.000000,192901000.000000,2063.000000,73491000.000000,49.133678,2.401450,72.805508,3.255863
2004, 連江縣,1.000000,5.000000,20.000000,7.000000,10.940919,1.400000,218.820000,76.586433,-,-,32.000000,2016000.000000,118.000000,5450000.000000,603.000000,21645000.000000,16.411379,0.258765,82.385120,1.008961
2005, 總計,912.000000,13538.000000,45658.000000,32378.000000,4.114031,2.390000,205.960000,146.057116,103915.000000,2.609104,148118.000000,8929514079.000000,696808.000000,33198715194.000000,746410.000000,25972598370.000000,38.114601,5.574151,71.785147,9.010686
2005, 臺灣地區,886.000000,11950.000000,39803.000000,27993.000000,4.015240,2.340000,180.380000,126.860731,103799.000000,2.617177,147933.000000,8916020079.000000,692690.000000,32998903194.000000,743601.000000,25874441370.000000,38.095970,5.637015,71.795025,9.116792
2005, 新北市,157.000000,1899.000000,6077.000000,4387.000000,5.935885,2.310000,229.760000,165.864503,14758.000000,2.754980,8282.000000,543432000.000000,27281.000000,1305762000.000000,143100.000000,4989726000.000000,13.445724,2.469924,67.549236,9.134580
2005, 臺北市,196.000000,2670.000000,7508.000000,5511.000000,6.637296,2.060000,254.250000,186.623140,5195.000000,0.982992,19295.000000,1217539827.000000,5054.000000,240874000.000000,108945.000000,3816764400.000000,8.245485,1.065531,45.138350,3.854097
2005, 桃園市,53.000000,645.000000,2322.000000,1375.000000,3.648856,2.130000,159.860000,94.663720,4791.000000,1.823805,7619.000000,469032000.000000,35212.000000,1684149000.000000,49145.000000,1706714970.000000,29.487577,4.910882,63.322111,8.803484
2005, 臺中市,53.000000,899.000000,3166.000000,2140.000000,2.644209,2.380000,157.950000,106.766182,19748.000000,5.259289,13242.000000,688320000.000000,53929.000000,2573963000.000000,75148.000000,2609064000.000000,33.512108,4.776709,71.004001,8.596961
2005, 臺南市,85.000000,1049.000000,3668.000000,2645.000000,4.260182,2.520000,183.840000,132.566835,5336.000000,1.537338,8876.000000,574365000.000000,89130.000000,4271745000.000000,60834.000000,2119119000.000000,49.120398,9.130750,79.610269,13.123467
2005, 高雄市,101.000000,1288.000000,4686.000000,3533.000000,4.096300,2.740000,190.050000,143.289369,13163.000000,2.789155,27527.000000,1640264252.000000,59424.000000,2827833194.000000,87921.000000,3050622000.000000,35.265083,3.516250,70.923574,5.916991
2005, 宜蘭縣,26.000000,325.000000,834.000000,635.000000,4.714244,1.950000,151.220000,115.136350,1618.000000,1.757998,1819.000000,127347000.000000,20319.000000,979789000.000000,21649.000000,751152000.000000,40.139977,6.239293,79.393313,10.472429
2005, 新竹縣,11.000000,177.000000,729.000000,386.000000,2.122610,2.180000,140.670000,74.484302,2291.000000,2.722341,1184.000000,69540000.000000,22686.000000,1002255000.000000,17822.000000,620943000.000000,46.060629,6.109634,80.450765,9.649242
2005, 苗栗縣,6.000000,172.000000,410.000000,347.000000,0.857486,2.020000,58.590000,49.591265,4238.000000,3.677207,4833.000000,276386000.000000,39187.000000,1877449000.000000,15128.000000,523923000.000000,62.910879,11.394599,84.530955,14.166349
2005, 彰化縣,39.000000,578.000000,1488.000000,1127.000000,2.701355,1.950000,103.070000,78.062228,2347.000000,0.954696,7569.000000,322564000.000000,83529.000000,3985529000.000000,34617.000000,1197714000.000000,63.099493,14.290907,87.077134,18.263992
2005, 南投縣,13.000000,225.000000,948.000000,582.000000,1.962738,2.590000,143.130000,87.870278,2280.000000,2.049954,8357.000000,542691000.000000,36168.000000,1732591000.000000,12436.000000,428445000.000000,67.223782,13.128353,85.999638,15.600476
2005, 雲林縣,15.000000,264.000000,844.000000,632.000000,1.493488,2.390000,84.030000,62.925644,2830.000000,1.690895,6779.000000,450975000.000000,66072.000000,3157478000.000000,17766.000000,604122000.000000,72.534748,16.481042,90.223625,19.240275
2005, 嘉義縣,23.000000,330.000000,947.000000,761.000000,2.878490,2.310000,118.520000,95.240479,5856.000000,4.555603,8741.000000,574578000.000000,53303.000000,2539220000.000000,10881.000000,375276000.000000,77.649150,16.281858,91.266911,18.244153
2005, 屏東縣,46.000000,511.000000,2681.000000,1583.000000,4.489995,3.100000,261.690000,154.514397,3424.000000,1.905870,7268.000000,476293000.000000,58731.000000,2795263000.000000,19454.000000,676335000.000000,64.420693,13.320030,83.409468,16.073705
2005, 臺東縣,8.000000,153.000000,521.000000,297.000000,2.747913,1.940000,178.960000,102.016281,1591.000000,3.210250,1702.000000,90826000.000000,14203.000000,675713000.000000,6417.000000,225561000.000000,54.631951,7.185820,76.673651,9.300312
2005, 花蓮縣,11.000000,173.000000,811.000000,445.000000,2.721560,2.570000,200.650000,110.099461,2080.000000,2.973744,4057.000000,202528000.000000,12963.000000,619779000.000000,10972.000000,381816000.000000,42.109951,5.722961,69.256272,8.380263
2005, 澎湖縣,-,-,-,-,-,-,-,-,297.000000,1.386781,1733.000000,119544000.000000,7209.000000,343880000.000000,2343.000000,80670000.000000,65.270073,6.653419,82.372263,7.811605
2005, 基隆市,23.000000,311.000000,1511.000000,1069.000000,5.851077,3.440000,384.390000,271.947900,2138.000000,3.089037,4969.000000,276468000.000000,1045.000000,50088000.000000,21586.000000,756225000.000000,15.299295,2.023629,70.212928,6.709865
2005, 新竹市,11.000000,118.000000,261.000000,209.000000,3.144654,1.770000,74.610000,59.748428,6510.000000,10.504066,1474.000000,94636000.000000,3634.000000,162533000.000000,15575.000000,542895000.000000,14.602630,1.686898,59.128073,5.248012
2005, 嘉義市,9.000000,163.000000,391.000000,329.000000,3.313453,2.020000,143.950000,121.125101,3308.000000,6.819775,2607.000000,158691000.000000,3611.000000,173010000.000000,11862.000000,417354000.000000,22.892276,3.722593,66.563581,8.406447
2005, 金門縣,1.000000,32.000000,120.000000,81.000000,1.082134,2.530000,129.860000,87.652851,116.000000,0.777767,156.000000,11478000.000000,4007.000000,194364000.000000,2199.000000,76260000.000000,45.049237,2.251158,68.845363,3.085163
2005, 連江縣,1.000000,6.000000,20.000000,7.000000,10.309278,1.170000,206.190000,72.164948,-,-,29.000000,2016000.000000,111.000000,5448000.000000,610.000000,21897000.000000,14.432990,0.243232,77.319588,0.956796
2006, 總計,944.000000,14919.000000,47679.000000,34496.000000,4.127626,2.310000,208.480000,150.833243,115861.000000,2.781691,140544.000000,8673015499.000000,703238.000000,41215969118.000000,795141.000000,27914261000.000000,36.894241,6.818752,71.661662,10.634032
2006, 臺灣地區,918.000000,13275.000000,41873.000000,30223.000000,4.032876,2.280000,183.950000,132.773007,115738.000000,2.791005,140400.000000,8662197499.000000,699258.000000,40976408118.000000,792381.000000,27815579000.000000,36.887112,6.879291,71.697292,10.734183
2006, 新北市,171.000000,2277.000000,6523.000000,4908.000000,6.202484,2.160000,236.600000,178.022169,14725.000000,2.581476,7119.000000,476037000.000000,27552.000000,1623535000.000000,152815.000000,5358129000.000000,12.575808,2.995115,68.004614,10.638679
2006, 臺北市,181.000000,2718.000000,7441.000000,5495.000000,5.906675,2.020000,242.830000,179.321418,5196.000000,0.932781,17990.000000,1113863777.000000,5099.000000,300280000.000000,114069.000000,4037067000.000000,7.534763,1.042981,44.759540,4.020459
2006, 桃園市,54.000000,768.000000,2357.000000,1602.000000,3.602450,2.090000,157.240000,106.872673,5457.000000,1.971876,7385.000000,454998000.000000,35570.000000,2091708000.000000,52656.000000,1840188000.000000,28.656153,5.838480,63.784040,10.057223
2006, 臺中市,55.000000,1021.000000,3267.000000,2361.000000,2.650781,2.310000,157.460000,113.790810,20873.000000,5.274802,11983.000000,683391480.000000,54484.000000,3198740000.000000,80664.000000,2822745000.000000,32.034451,5.899034,70.911290,10.188293
2006, 臺南市,93.000000,1175.000000,4113.000000,2953.000000,4.543478,2.510000,200.940000,144.267645,4812.000000,1.333960,8776.000000,580827000.000000,89657.000000,5276872118.000000,64831.000000,2275113000.000000,48.089052,11.069618,79.761980,15.369025
2006, 高雄市,109.000000,1376.000000,5109.000000,3800.000000,4.262941,2.760000,199.810000,148.616304,15101.000000,3.038559,28212.000000,1698075242.000000,60870.000000,3555311000.000000,93318.000000,3285962000.000000,34.839573,4.713107,71.335826,7.661127
2006, 宜蘭縣,29.000000,395.000000,1074.000000,760.000000,5.120509,1.920000,189.640000,134.192637,1750.000000,1.846858,1772.000000,126149000.000000,20120.000000,1191751000.000000,22685.000000,796233000.000000,38.654542,8.100284,78.709279,12.994217
2006, 新竹縣,12.000000,225.000000,778.000000,481.000000,2.233514,2.140000,144.810000,89.526681,2393.000000,2.723527,1222.000000,76896000.000000,22655.000000,1229227000.000000,19019.000000,665403000.000000,44.441342,7.185948,79.840676,10.846822
2006, 苗栗縣,7.000000,172.000000,489.000000,401.000000,0.977695,2.330000,68.300000,56.007933,5356.000000,4.533048,4412.000000,272916000.000000,39203.000000,2315524000.000000,16536.000000,576291000.000000,60.917357,14.474889,84.013297,17.697582
2006, 彰化縣,43.000000,647.000000,1645.000000,1192.000000,2.899665,1.840000,110.930000,80.381407,1855.000000,0.729818,7067.000000,309823000.000000,83812.000000,4929144000.000000,37321.000000,1302003000.000000,61.283405,18.049892,86.450473,22.535703
2006, 南投縣,14.000000,247.000000,1066.000000,620.000000,2.059157,2.510000,156.790000,91.191222,3368.000000,2.939636,7561.000000,489828000.000000,36380.000000,2147154000.000000,13694.000000,474594000.000000,64.629572,14.248062,84.771066,16.812374
2006, 雲林縣,16.000000,298.000000,864.000000,642.000000,1.555679,2.150000,84.010000,62.421608,2859.000000,1.671055,6619.000000,448536000.000000,66441.000000,3912038000.000000,19464.000000,674547000.000000,71.036179,20.454178,89.961011,23.618281
2006, 嘉義縣,23.000000,365.000000,947.000000,812.000000,2.810362,2.220000,115.710000,99.217986,5918.000000,4.497097,8364.000000,561897000.000000,54102.000000,3169747000.000000,11816.000000,412146000.000000,76.326979,18.083580,90.764907,20.080843
2006, 屏東縣,46.000000,559.000000,2506.000000,1647.000000,4.379659,2.950000,238.600000,156.810846,7740.000000,4.174656,7148.000000,470646000.000000,59932.000000,3509885000.000000,20751.000000,727959000.000000,63.866858,14.746365,83.623882,17.443178
2006, 臺東縣,8.000000,166.000000,521.000000,291.000000,2.714809,1.750000,176.800000,98.751188,2819.000000,5.580742,1386.000000,76814000.000000,14405.000000,844637000.000000,6823.000000,240531000.000000,53.586942,8.142166,76.740871,10.267557
2006, 花蓮縣,11.000000,196.000000,811.000000,514.000000,2.683516,2.620000,197.850000,125.393379,2731.000000,3.797433,3208.000000,189190000.000000,13346.000000,779407000.000000,11738.000000,412782000.000000,40.384475,6.448994,69.020029,9.197328
2006, 澎湖縣,1.000000,8.000000,49.000000,8.000000,0.725058,1.000000,35.530000,5.800464,270.000000,1.232539,1689.000000,118473000.000000,7227.000000,425671000.000000,2439.000000,86769000.000000,64.646172,8.708344,82.330336,10.096973
2006, 基隆市,24.000000,362.000000,1585.000000,1148.000000,5.957996,3.170000,393.480000,284.990815,2240.000000,3.103761,4608.000000,266457000.000000,1081.000000,63330000.000000,22797.000000,805809000.000000,14.122933,2.044093,70.716449,7.038677
2006, 新竹市,12.000000,130.000000,337.000000,242.000000,3.334167,1.860000,93.630000,67.239032,6510.000000,10.062290,1391.000000,89070000.000000,3641.000000,197518000.000000,16506.000000,581166000.000000,13.981273,1.959766,59.842738,5.933934
2006, 嘉義市,9.000000,170.000000,391.000000,346.000000,3.224420,2.040000,140.080000,123.961020,3765.000000,7.471276,2488.000000,158310000.000000,3681.000000,214929000.000000,12439.000000,440142000.000000,22.101605,3.762724,66.666667,8.199914
2006, 金門縣,1.000000,30.000000,120.000000,92.000000,1.023856,3.070000,122.860000,94.194737,123.000000,0.750824,119.000000,8979000.000000,3875.000000,233191000.000000,2134.000000,76626000.000000,40.892802,3.131602,62.741886,4.122485
2006, 連江縣,1.000000,6.000000,40.000000,8.000000,10.298661,1.330000,411.950000,82.389289,-,-,25.000000,1839000.000000,105.000000,6370000.000000,626.000000,22056000.000000,13.388260,0.350049,77.857878,1.290565
2007, 總計,1002.000000,16909.000000,50561.000000,36651.000000,4.276401,2.170000,215.790000,156.421515,116205.000000,2.661873,134644.000000,8466957511.000000,707045.000000,45710902264.000000,842335.000000,29616926287.000000,35.922149,7.278692,71.871868,11.257670
2007, 臺灣地區,976.000000,14612.000000,44805.000000,32344.000000,4.185640,2.210000,192.150000,138.709365,116010.000000,2.669618,134533.000000,8458569511.000000,703116.000000,45454790117.000000,839350.000000,29513666287.000000,35.923127,7.348499,71.919202,11.371272
2007, 新北市,187.000000,2629.000000,7314.000000,5411.000000,6.543724,2.060000,255.940000,189.348077,15162.000000,2.485973,6891.000000,469833000.000000,27601.000000,1791907193.000000,161633.000000,5688800827.000000,12.069846,3.005657,68.630367,10.565582
2007, 臺北市,170.000000,2736.000000,6616.000000,5540.000000,5.405148,2.020000,210.360000,176.144222,6205.000000,1.056224,16764.000000,1039411355.000000,5135.000000,332548000.000000,117907.000000,4178562571.000000,6.962784,0.990071,44.451298,4.005518
2007, 桃園市,53.000000,794.000000,2332.000000,1587.000000,3.458108,2.000000,152.160000,103.547497,4303.000000,1.470221,7085.000000,442482000.000000,35664.000000,2315676014.000000,56350.000000,1971579576.000000,27.892577,6.427648,64.659442,11.022244
