"年度","縣市","低收入戶人口數","低收入戶人口數占該縣(市)人口比率","急難救助人次","急難救助金額","接受急難救助平均每一人次金額","急難救助金額占總決算比率","醫療補助人次","醫療補助金額","接受醫療補助平均每一人次金額","醫療補助金額占該縣(市)總決算比率","災害救助受災人數","災害救助金額","災害救助金額占總決算比率"
2004, 臺東縣,11585.000000,4.820000,526.000000,6506460.000000,12369.695817,0.058370,227.000000,2855247.000000,12578.180617,0.025615,1.000000,2690000.000000,0.024132
2004, 花蓮縣,8986.000000,2.570000,349.000000,1649900.000000,4727.507163,0.011611,233.000000,2515490.000000,10796.094421,0.017703,9.000000,4220000.000000,0.029699
2004, 澎湖縣,3338.000000,3.640000,425.000000,1683780.000000,3961.835294,0.022905,29.000000,533820.000000,18407.586207,0.007262,3.000000,555000.000000,0.007550
2004, 基隆市,2404.000000,0.610000,6554.000000,61822327.000000,9432.762740,0.391795,10.000000,342149.000000,34214.900000,0.002168,64.000000,32265000.000000,0.204477
2004, 新竹市,1684.000000,0.440000,398.000000,1928287.000000,4844.942211,0.011991,3.000000,191584.000000,63861.333333,0.001191,5.000000,2040000.000000,0.012686
2004, 嘉義市,2831.000000,1.050000,333.000000,1666222.000000,5003.669670,0.018509,46.000000,728945.000000,15846.630435,0.008097,8.000000,615000.000000,0.006832
2004, 金門縣,767.000000,1.190000,95.000000,12225500.000000,128689.473684,0.142135,2.000000,34500.000000,17250.000000,0.000401,-,-,-
2004, 連江縣,51.000000,0.540000,12.000000,197000.000000,16416.666667,0.006828,-,-,-,-,-,75000.000000,0.002599
2005, 總計,211292.000000,0.930000,33960.000000,217938907.000000,6417.517874,0.028836,10756.000000,93763626.000000,8717.332280,0.012406,18823.000000,547738500.000000,0.072473
2005, 臺灣地區,210480.000000,0.930000,33866.000000,203282907.000000,6002.566202,0.027339,10750.000000,93248948.000000,8674.320744,0.012541,18823.000000,547658500.000000,0.073653
2005, 新北市,24563.000000,0.660000,5361.000000,31949460.000000,5959.608282,0.042674,317.000000,5989287.000000,18893.649842,0.008000,13.000000,10030000.000000,0.013397
2005, 臺北市,32146.000000,1.230000,1262.000000,7148100.000000,5664.104596,0.005222,7681.000000,54111658.000000,7044.871501,0.039535,7.000000,3480000.000000,0.002543
2005, 桃園市,8133.000000,0.430000,1965.000000,26288243.000000,13378.240712,0.059957,16.000000,342076.000000,21379.750000,0.000780,8.000000,4375000.000000,0.009978
2005, 臺中市,12333.000000,0.480000,2483.000000,19920867.000000,8022.902537,0.029169,70.000000,3362328.000000,48033.257143,0.004923,25.000000,12500000.000000,0.018303
2005, 臺南市,10481.000000,0.560000,3133.000000,15439870.000000,4928.142356,0.029091,348.000000,3952693.000000,11358.313218,0.007447,405.000000,187140000.000000,0.352598
2005, 高雄市,24965.000000,0.910000,4802.000000,22574367.000000,4701.034361,0.017765,728.000000,2302732.000000,3163.093407,0.001812,22.000000,76352000.000000,0.060087
2005, 宜蘭縣,7142.000000,1.550000,826.000000,2842387.000000,3441.146489,0.016018,25.000000,459553.000000,18382.120000,0.002590,2.000000,3820000.000000,0.021528
2005, 新竹縣,3434.000000,0.720000,487.000000,4520566.000000,9282.476386,0.025769,29.000000,575934.000000,19859.793103,0.003283,1866.000000,4574000.000000,0.026074
2005, 苗栗縣,4525.000000,0.810000,520.000000,2326661.000000,4474.348077,0.012309,32.000000,596996.000000,18656.125000,0.003158,6.000000,4160000.000000,0.022008
2005, 彰化縣,9630.000000,0.730000,1613.000000,7858127.000000,4871.746435,0.026067,116.000000,5870197.000000,50605.146552,0.019473,6.000000,3795000.000000,0.012589
2005, 南投縣,7997.000000,1.490000,1026.000000,10617844.000000,10348.775828,0.061265,292.000000,2387844.000000,8177.547945,0.013778,4.000000,3300000.000000,0.019041
2005, 雲林縣,10437.000000,1.420000,782.000000,6821367.000000,8722.975703,0.031156,59.000000,1857365.000000,31480.762712,0.008483,15524.000000,78180000.000000,0.357075
2005, 嘉義縣,4815.000000,0.860000,266.000000,2211510.000000,8313.947368,0.011564,184.000000,1716358.000000,9328.032609,0.008975,575.000000,6790000.000000,0.035504
2005, 屏東縣,15831.000000,1.760000,1535.000000,6704949.000000,4368.044951,0.027299,73.000000,1064698.000000,14584.904110,0.004335,10.000000,120050000.000000,0.488780
2005, 臺東縣,12677.000000,5.310000,626.000000,7464369.000000,11923.912141,0.069974,287.000000,3331997.000000,11609.745645,0.031235,88.000000,5215000.000000,0.048887
2005, 花蓮縣,9855.000000,2.840000,390.000000,1928850.000000,4945.769231,0.013424,384.000000,3044220.000000,7927.656250,0.021187,242.000000,14357500.000000,0.099923
2005, 澎湖縣,3479.000000,3.760000,539.000000,2413395.000000,4477.541744,0.034649,42.000000,964561.000000,22965.738095,0.013848,-,135000.000000,0.001938
2005, 基隆市,2552.000000,0.650000,5567.000000,20522236.000000,3686.408479,0.127174,5.000000,254033.000000,50806.600000,0.001574,15.000000,3320000.000000,0.020574
2005, 新竹市,2079.000000,0.530000,306.000000,1584991.000000,5179.709150,0.010397,6.000000,153531.000000,25588.500000,0.001007,1.000000,3740000.000000,0.024532
2005, 嘉義市,3406.000000,1.250000,377.000000,2144748.000000,5688.986737,0.024070,56.000000,910887.000000,16265.839286,0.010223,4.000000,2345000.000000,0.026317
2005, 金門縣,737.000000,1.050000,81.000000,14436000.000000,178222.222222,0.157877,6.000000,514678.000000,85779.666667,0.005629,-,-,-
2005, 連江縣,75.000000,0.720000,13.000000,220000.000000,16923.076923,0.007169,-,-,-,-,-,80000.000000,0.002607
2006, 總計,218166.000000,0.950000,37094.000000,215961088.000000,5821.995147,0.029517,5326.000000,56811607.000000,10666.843222,0.007765,1380.000000,84219438.000000,0.011511
2006, 臺灣地區,217468.000000,0.950000,37017.000000,203992288.000000,5510.773104,0.028271,5315.000000,56508640.000000,10631.917215,0.007831,1380.000000,84003438.000000,0.011642
2006, 新北市,26887.000000,0.710000,6097.000000,31295267.000000,5132.896014,0.044644,366.000000,7265392.000000,19850.797814,0.010364,7.000000,3385000.000000,0.004829
2006, 臺北市,33437.000000,1.270000,1775.000000,8477629.000000,4776.129014,0.006253,2210.000000,19573200.000000,8856.651584,0.014436,5.000000,4040000.000000,0.002980
2006, 桃園市,8498.000000,0.440000,2458.000000,32935056.000000,13399.127746,0.075506,38.000000,1629896.000000,42892.000000,0.003737,22.000000,4910000.000000,0.011256
2006, 臺中市,13531.000000,0.520000,2521.000000,19212090.000000,7620.821103,0.029193,95.000000,2495741.000000,26270.957895,0.003792,20.000000,7830000.000000,0.011898
2006, 臺南市,11669.000000,0.630000,4177.000000,15313516.000000,3666.151784,0.028939,430.000000,2999006.000000,6974.432558,0.005667,11.000000,4395000.000000,0.008305
2006, 高雄市,25675.000000,0.930000,4611.000000,21817869.000000,4731.700065,0.019574,395.000000,1949438.000000,4935.286076,0.001749,10.000000,9255000.000000,0.008303
2006, 宜蘭縣,6156.000000,1.340000,925.000000,3256693.000000,3520.749189,0.020017,34.000000,849528.000000,24986.117647,0.005222,24.000000,1910000.000000,0.011740
2006, 新竹縣,2216.000000,0.450000,283.000000,2955896.000000,10444.862191,0.016263,25.000000,285311.000000,11412.440000,0.001570,201.000000,1049000.000000,0.005771
2006, 苗栗縣,5437.000000,0.970000,558.000000,2321476.000000,4160.351254,0.012982,31.000000,430611.000000,13890.677419,0.002408,42.000000,1883460.000000,0.010533
2006, 彰化縣,10480.000000,0.800000,1550.000000,9502091.000000,6130.381290,0.032738,139.000000,2167806.000000,15595.726619,0.007469,2.000000,1335000.000000,0.004599
2006, 南投縣,8301.000000,1.550000,995.000000,9699860.000000,9748.603015,0.052410,333.000000,3289705.000000,9878.993994,0.017775,6.000000,3080000.000000,0.016642
2006, 雲林縣,9961.000000,1.370000,744.000000,6693427.000000,8996.541667,0.031397,68.000000,2783597.000000,40935.250000,0.013057,7.000000,3550000.000000,0.016652
2006, 嘉義縣,4781.000000,0.860000,145.000000,1506166.000000,10387.351724,0.007299,201.000000,2236392.000000,11126.328358,0.010838,6.000000,8155000.000000,0.039519
2006, 屏東縣,15963.000000,1.790000,1450.000000,4834196.000000,3333.928276,0.017909,65.000000,599323.000000,9220.353846,0.002220,904.000000,20949589.000000,0.077610
2006, 臺東縣,12554.000000,5.320000,652.000000,7104746.000000,10896.849693,0.062779,353.000000,2549421.000000,7222.155807,0.022527,1.000000,985000.000000,0.008704
2006, 花蓮縣,9685.000000,2.800000,149.000000,548566.000000,3681.651007,0.003652,399.000000,2750882.000000,6894.441103,0.018316,102.000000,3031389.000000,0.020183
2006, 澎湖縣,3633.000000,3.960000,1013.000000,7107500.000000,7016.288253,0.113747,52.000000,1347003.000000,25903.903846,0.021557,-,-,-
2006, 基隆市,2990.000000,0.770000,5859.000000,15001514.000000,2560.422256,0.092983,15.000000,581140.000000,38742.666667,0.003602,4.000000,1330000.000000,0.008244
2006, 新竹市,1845.000000,0.470000,554.000000,1899876.000000,3429.379061,0.012992,4.000000,56344.000000,14086.000000,0.000385,3.000000,1400000.000000,0.009574
2006, 嘉義市,3769.000000,1.380000,501.000000,2508854.000000,5007.692615,0.025292,62.000000,668904.000000,10788.774194,0.006743,3.000000,1530000.000000,0.015424
2006, 金門縣,623.000000,0.810000,61.000000,11664800.000000,191226.229508,0.150842,11.000000,302967.000000,27542.454545,0.003918,-,190000.000000,0.002457
2006, 連江縣,75.000000,0.770000,16.000000,304000.000000,19000.000000,0.012963,-,-,-,-,-,26000.000000,0.001109
2007, 總計,220990.000000,0.960000,46666.000000,268450651.000000,5752.596130,0.036066,5734.000000,61541149.000000,10732.673352,0.008268,401.000000,132553485.000000,0.017808
2007, 臺灣地區,220352.000000,0.960000,46593.000000,267792833.000000,5747.490675,0.036501,5729.000000,61436317.000000,10723.741840,0.008374,401.000000,132473485.000000,0.018056
2007, 新北市,27399.000000,0.720000,5888.000000,27597286.000000,4687.039062,0.036674,319.000000,4802498.000000,15054.852665,0.006382,18.000000,6210000.000000,0.008253
2007, 臺北市,34752.000000,1.320000,4947.000000,23604086.000000,4771.393976,0.017034,2409.000000,21720505.000000,9016.398921,0.015675,4.000000,3020000.000000,0.002179
2007, 桃園市,8960.000000,0.460000,2598.000000,26289318.000000,10119.060046,0.061265,38.000000,1434274.000000,37744.052632,0.003342,10.000000,5635000.000000,0.013132
2007, 臺中市,13894.000000,0.530000,3500.000000,25336610.000000,7239.031429,0.037093,62.000000,1976367.000000,31876.887097,0.002893,15.000000,7120000.000000,0.010424
2007, 臺南市,12282.000000,0.660000,4368.000000,19988967.000000,4576.228709,0.037787,434.000000,5966300.000000,13747.235023,0.011279,6.000000,7140000.000000,0.013497
2007, 高雄市,26860.000000,0.970000,7167.000000,40340029.000000,5628.579461,0.039487,669.000000,2099092.000000,3137.656203,0.002055,11.000000,15890000.000000,0.015554
2007, 宜蘭縣,6579.000000,1.430000,860.000000,3098726.000000,3603.169767,0.019293,46.000000,1225953.000000,26651.152174,0.007633,15.000000,5405000.000000,0.033651
2007, 新竹縣,2678.000000,0.540000,286.000000,2392960.000000,8366.993007,0.011975,44.000000,540185.000000,12276.931818,0.002703,6.000000,1227500.000000,0.006143
2007, 苗栗縣,4784.000000,0.850000,556.000000,2324284.000000,4180.366906,0.012675,20.000000,333213.000000,16660.650000,0.001817,7.000000,2360000.000000,0.012870
2007, 彰化縣,10891.000000,0.830000,3501.000000,23482264.000000,6707.301914,0.076730,108.000000,1723618.000000,15959.425926,0.005632,23.000000,2060000.000000,0.006731
2007, 南投縣,7902.000000,1.480000,1423.000000,11381390.000000,7998.165847,0.049085,270.000000,2933707.000000,10865.581481,0.012652,4.000000,1630000.000000,0.007030
2007, 雲林縣,10833.000000,1.490000,1611.000000,18208525.000000,11302.622595,0.082355,120.000000,3033050.000000,25275.416667,0.013718,6.000000,30840000.000000,0.139485
2007, 嘉義縣,3490.000000,0.630000,320.000000,4901617.000000,15317.553125,0.022194,174.000000,1888434.000000,10853.068966,0.008551,7.000000,4225000.000000,0.019131
2007, 屏東縣,18097.000000,2.030000,1280.000000,4501687.000000,3516.942969,0.016736,49.000000,600000.000000,12244.897959,0.002231,5.000000,31875000.000000,0.118499
2007, 臺東縣,10777.000000,4.610000,712.000000,9544858.000000,13405.699438,0.084059,330.000000,4932419.000000,14946.724242,0.043438,2.000000,1000000.000000,0.008807
2007, 花蓮縣,7917.000000,2.310000,313.000000,1490340.000000,4761.469649,0.009529,506.000000,3132350.000000,6190.415020,0.020027,256.000000,3530985.000000,0.022576
2007, 澎湖縣,3394.000000,3.670000,555.000000,2361822.000000,4255.535135,0.033760,44.000000,1012323.000000,23007.340909,0.014470,-,-,-
2007, 基隆市,3348.000000,0.860000,5777.000000,14570340.000000,2522.129133,0.096669,11.000000,391272.000000,35570.181818,0.002596,4.000000,1410000.000000,0.009355
2007, 新竹市,1990.000000,0.500000,272.000000,1601166.000000,5886.639706,0.010381,28.000000,546672.000000,19524.000000,0.003544,2.000000,1260000.000000,0.008169
2007, 嘉義市,3525.000000,1.290000,659.000000,4776558.000000,7248.191199,0.048684,48.000000,1144085.000000,23835.104167,0.011661,-,635000.000000,0.006472
2007, 金門縣,565.000000,0.690000,63.000000,478618.000000,7597.111111,0.006045,5.000000,104832.000000,20966.400000,0.001324,-,-,-
2007, 連江縣,73.000000,0.730000,10.000000,179200.000000,17920.000000,0.006511,-,-,-,-,-,80000.000000,0.002907
2008, 總計,223697.000000,0.970000,48074.000000,273655482.000000,5692.380122,0.033891,5295.000000,56267436.000000,10626.522380,0.006968,1932.000000,188700276.000000,0.023370
2008, 臺灣地區,223126.000000,0.970000,48000.000000,272874363.000000,5684.882562,0.034300,5276.000000,56039379.000000,10621.565390,0.007044,1792.000000,186737536.000000,0.023473
2008, 新北市,24835.000000,0.650000,6078.000000,28595388.000000,4704.736426,0.029608,244.000000,2635976.000000,10803.180328,0.002729,2.000000,4690000.000000,0.004856
2008, 臺北市,36274.000000,1.380000,4063.000000,21212793.000000,5220.968004,0.014314,2344.000000,22124658.000000,9438.847270,0.014929,3.000000,3370000.000000,0.002274
2008, 桃園市,9791.000000,0.500000,3064.000000,30798342.000000,10051.678198,0.067550,27.000000,1248501.000000,46240.777778,0.002738,15.000000,4955000.000000,0.010868
2008, 臺中市,14666.000000,0.560000,3758.000000,27265968.000000,7255.446514,0.035976,66.000000,2105924.000000,31907.939394,0.002779,22.000000,58900000.000000,0.077716
2008, 臺南市,13411.000000,0.720000,4621.000000,20634974.000000,4465.478035,0.035147,388.000000,3849163.000000,9920.523196,0.006556,10.000000,13970000.000000,0.023795
2008, 高雄市,30573.000000,1.100000,7070.000000,38884292.000000,5499.899859,0.038099,576.000000,1920758.000000,3334.649306,0.001882,172.000000,51292000.000000,0.050256
2008, 宜蘭縣,6970.000000,1.510000,886.000000,4333572.000000,4891.164786,0.023743,38.000000,793274.000000,20875.631579,0.004346,5.000000,16261000.000000,0.089090
2008, 新竹縣,2887.000000,0.570000,354.000000,3130343.000000,8842.776836,0.015163,19.000000,402972.000000,21209.052632,0.001952,1.000000,530000.000000,0.002567
2008, 苗栗縣,4644.000000,0.830000,480.000000,2326172.000000,4846.191667,0.009851,19.000000,409713.000000,21563.842105,0.001735,19.000000,4120000.000000,0.017448
2008, 彰化縣,9830.000000,0.750000,3471.000000,23987617.000000,6910.866321,0.079904,60.000000,820940.000000,13682.333333,0.002735,8.000000,2905000.000000,0.009677
2008, 南投縣,7900.000000,1.490000,1388.000000,9952610.000000,7170.468300,0.045825,263.000000,2724433.000000,10359.060837,0.012544,12.000000,6320000.000000,0.029099
2008, 雲林縣,9288.000000,1.280000,1831.000000,18649686.000000,10185.519388,0.079537,139.000000,3503479.000000,25204.884892,0.014942,688.000000,9474536.000000,0.040407
2008, 嘉義縣,3308.000000,0.600000,350.000000,4448565.000000,12710.185714,0.019405,206.000000,2735405.000000,13278.665049,0.011932,4.000000,4500000.000000,0.019629
2008, 屏東縣,18174.000000,2.050000,1034.000000,3506374.000000,3391.077369,0.011485,60.000000,729430.000000,12157.166667,0.002389,1.000000,380000.000000,0.001245
2008, 臺東縣,10834.000000,4.670000,694.000000,8330151.000000,12003.099424,0.071945,280.000000,3987111.000000,14239.682143,0.034435,1.000000,575000.000000,0.004966
2008, 花蓮縣,7585.000000,2.220000,220.000000,1964578.000000,8929.900000,0.012595,376.000000,1810665.000000,4815.598404,0.011608,827.000000,1630000.000000,0.010450
2008, 澎湖縣,3313.000000,3.550000,685.000000,3111278.000000,4542.011679,0.040474,49.000000,1541722.000000,31463.714286,0.020056,-,185000.000000,0.002407
2008, 基隆市,3247.000000,0.830000,6974.000000,16042879.000000,2300.384141,0.104219,22.000000,754702.000000,34304.636364,0.004903,1.000000,610000.000000,0.003963
2008, 新竹市,2449.000000,0.600000,297.000000,1241110.000000,4178.821549,0.007442,41.000000,586728.000000,14310.439024,0.003518,-,1300000.000000,0.007795
2008, 嘉義市,3147.000000,1.150000,682.000000,4457671.000000,6536.174487,0.042340,59.000000,1353825.000000,22946.186441,0.012859,1.000000,770000.000000,0.007314
2008, 金門縣,490.000000,0.580000,61.000000,611419.000000,10023.262295,0.006455,12.000000,224098.000000,18674.833333,0.002366,-,-,-
2008, 連江縣,81.000000,0.830000,13.000000,169700.000000,13053.846154,0.006962,7.000000,3959.000000,565.571429,0.000162,140.000000,1962740.000000,0.080521
2009, 總計,256342.000000,1.110000,44129.000000,245764283.000000,5569.223934,0.028317,5486.000000,66394446.000000,12102.523879,0.007650,27769.000000,821797601.000000,0.094687
2009, 臺灣地區,255689.000000,1.110000,44045.000000,244733526.000000,5556.442865,0.028705,5472.000000,65958591.000000,12053.836075,0.007736,27769.000000,821737601.000000,0.096382
2009, 新北市,32357.000000,0.840000,6851.000000,68295484.000000,9968.688367,0.069071,336.000000,6308504.000000,18775.309524,0.006380,10.000000,7410000.000000,0.007494
2009, 臺北市,40708.000000,1.560000,3766.000000,12569212.000000,3337.549655,0.008082,2466.000000,21369338.000000,8665.587186,0.013740,13.000000,7820000.000000,0.005028
2009, 桃園市,12224.000000,0.620000,3735.000000,25938658.000000,6944.754485,0.053953,21.000000,1264783.000000,60227.761905,0.002631,4.000000,2325000.000000,0.004836
2009, 臺中市,18790.000000,0.710000,4097.000000,25318851.000000,6179.851355,0.034130,34.000000,1253717.000000,36874.029412,0.001690,10.000000,5470000.000000,0.007374
2009, 臺南市,16801.000000,0.900000,3862.000000,14724726.000000,3812.720352,0.024701,449.000000,4249437.000000,9464.224944,0.007128,1654.000000,359960000.000000,0.603832
2009, 高雄市,35514.000000,1.280000,4633.000000,20100436.000000,4338.535722,0.017043,588.000000,3668652.000000,6239.204082,0.003111,22814.000000,234062651.000000,0.198459
2009, 宜蘭縣,7847.000000,1.700000,758.000000,2945781.000000,3886.254617,0.014744,44.000000,724892.000000,16474.818182,0.003628,9.000000,2810000.000000,0.014065
2009, 新竹縣,3707.000000,0.730000,306.000000,2383971.000000,7790.754902,0.010979,54.000000,669759.000000,12402.944444,0.003084,2.000000,1085000.000000,0.004997
2009, 苗栗縣,5923.000000,1.050000,691.000000,2902162.000000,4199.945007,0.010873,29.000000,1447828.000000,49925.103448,0.005424,4.000000,2080000.000000,0.007793
2009, 彰化縣,10001.000000,0.760000,2841.000000,16542914.000000,5822.919395,0.042692,20.000000,478485.000000,23924.250000,0.001235,7.000000,3355000.000000,0.008658
2009, 南投縣,8249.000000,1.550000,859.000000,7003160.000000,8152.689173,0.027175,329.000000,3166344.000000,9624.145897,0.012287,53.000000,7540000.000000,0.029259
2009, 雲林縣,9963.000000,1.380000,828.000000,8580801.000000,10363.286232,0.030495,163.000000,5127781.000000,31458.779141,0.018223,79.000000,3560000.000000,0.012652
2009, 嘉義縣,3375.000000,0.620000,134.000000,1413017.000000,10544.902985,0.006108,191.000000,4314025.000000,22586.518325,0.018649,17.000000,18640000.000000,0.080577
2009, 屏東縣,18519.000000,2.100000,609.000000,1911608.000000,3138.929392,0.006308,71.000000,545053.000000,7676.802817,0.001799,3011.000000,148045000.000000,0.488554
2009, 臺東縣,10629.000000,4.570000,574.000000,8165358.000000,14225.362369,0.066252,303.000000,5483663.000000,18097.897690,0.044494,5.000000,10740000.000000,0.087143
2009, 花蓮縣,8104.000000,2.380000,78.000000,557724.000000,7150.307692,0.003473,182.000000,1752932.000000,9631.494505,0.010916,33.000000,1944950.000000,0.012112
2009, 澎湖縣,3419.000000,3.550000,859.000000,3563117.000000,4147.982538,0.046612,57.000000,1540403.000000,27024.614035,0.020151,-,-,-
2009, 基隆市,3538.000000,0.910000,7614.000000,17527176.000000,2301.966903,0.087019,26.000000,760643.000000,29255.500000,0.003776,1.000000,710000.000000,0.003525
2009, 新竹市,3004.000000,0.730000,291.000000,1013617.000000,3483.219931,0.006332,30.000000,307779.000000,10259.300000,0.001923,1.000000,340000.000000,0.002124
2009, 嘉義市,3017.000000,1.100000,659.000000,3275753.000000,4970.793627,0.027957,79.000000,1524573.000000,19298.392405,0.013011,42.000000,3840000.000000,0.032772
2009, 金門縣,564.000000,0.600000,73.000000,849257.000000,11633.657534,0.006686,13.000000,434777.000000,33444.384615,0.003423,-,-,-
2009, 連江縣,89.000000,0.900000,11.000000,181500.000000,16500.000000,0.006921,1.000000,1078.000000,1078.000000,0.000041,-,60000.000000,0.002288
2010, 總計,273361.000000,1.180000,47863.000000,283733349.000000,5928.031026,0.032168,5773.000000,64026924.000000,11090.754201,0.007259,20655.000000,792256996.000000,0.089821
2010, 臺灣地區,272692.000000,1.180000,47746.000000,282371210.000000,5914.028610,0.032491,5722.000000,63075478.000000,11023.327158,0.007258,20655.000000,792256996.000000,0.091162
2010, 新北市,38172.000000,0.980000,7962.000000,92315648.000000,11594.530018,0.090880,392.000000,8064931.000000,20573.803571,0.007940,5.000000,7840000.000000,0.007718
2010, 臺北市,43823.000000,1.670000,4871.000000,17258537.000000,3543.119893,0.010635,2685.000000,20342913.000000,7576.503911,0.012536,6.000000,4040000.000000,0.002490
2010, 桃園市,13568.000000,0.680000,4663.000000,26928893.000000,5775.014583,0.055435,11.000000,509751.000000,46341.000000,0.001049,2.000000,2620000.000000,0.005393
2010, 臺中市,19414.000000,0.730000,3731.000000,22161622.000000,5939.861163,0.028601,117.000000,2415862.000000,20648.393162,0.003118,11.000000,4790000.000000,0.006182
2010, 臺南市,19185.000000,1.020000,3710.000000,16701024.000000,4501.623720,0.025798,491.000000,4467750.000000,9099.287169,0.006901,116.000000,17670000.000000,0.027295
2010, 高雄市,38702.000000,1.400000,5751.000000,23800550.000000,4138.506347,0.020526,500.000000,2531477.000000,5062.954000,0.002183,17882.000000,693245000.000000,0.597873
2010, 宜蘭縣,7651.000000,1.660000,851.000000,3217200.000000,3780.493537,0.016168,50.000000,862719.000000,17254.380000,0.004335,-,920000.000000,0.004623
2010, 新竹縣,3954.000000,0.770000,261.000000,2449096.000000,9383.509579,0.011065,51.000000,624590.000000,12246.862745,0.002822,1.000000,420000.000000,0.001898
2010, 苗栗縣,6048.000000,1.080000,697.000000,2576334.000000,3696.318508,0.009157,52.000000,615669.000000,11839.788462,0.002188,1.000000,440000.000000,0.001564
2010, 彰化縣,9897.000000,0.760000,2289.000000,14131726.000000,6173.755352,0.038694,22.000000,1076179.000000,48917.227273,0.002947,4.000000,1500000.000000,0.004107
2010, 南投縣,8719.000000,1.660000,1132.000000,8967000.000000,7921.378092,0.037169,386.000000,3131609.000000,8112.976684,0.012981,2.000000,2040000.000000,0.008456
2010, 雲林縣,9732.000000,1.360000,1414.000000,21218383.000000,15005.928571,0.092787,181.000000,6327917.000000,34960.867403,0.027672,6.000000,1770000.000000,0.007740
2010, 嘉義縣,3251.000000,0.600000,117.000000,1348640.000000,11526.837607,0.005105,134.000000,3286873.000000,24528.902985,0.012441,6.000000,4020000.000000,0.015216
2010, 屏東縣,19324.000000,2.210000,581.000000,1702479.000000,2930.256454,0.004724,85.000000,1099626.000000,12936.776471,0.003051,-,45315000.000000,0.125729
2010, 臺東縣,10788.000000,4.680000,303.000000,3513088.000000,11594.349835,0.021823,211.000000,3936232.000000,18655.127962,0.024451,98.000000,1026996.000000,0.006380
2010, 花蓮縣,7404.000000,2.190000,169.000000,1136673.000000,6725.875740,0.007360,178.000000,715161.000000,4017.758427,0.004631,2506.000000,2640000.000000,0.017094
2010, 澎湖縣,3110.000000,3.210000,1016.000000,4191899.000000,4125.884843,0.054888,54.000000,1478007.000000,27370.500000,0.019353,-,20000.000000,0.000262
2010, 基隆市,3743.000000,0.970000,7198.000000,13981260.000000,1942.381217,0.080743,26.000000,530604.000000,20407.846154,0.003064,-,400000.000000,0.002310
2010, 新竹市,3219.000000,0.780000,357.000000,1477816.000000,4139.540616,0.009928,47.000000,350170.000000,7450.425532,0.002352,9.000000,740000.000000,0.004971
2010, 嘉義市,2988.000000,1.100000,673.000000,3293342.000000,4893.524517,0.030133,49.000000,707438.000000,14437.510204,0.006473,-,800000.000000,0.007320
2010, 金門縣,574.000000,0.590000,100.000000,1116872.000000,11168.720000,0.011034,50.000000,882146.000000,17642.920000,0.008715,-,-,-
2010, 連江縣,95.000000,0.960000,17.000000,245267.000000,14427.470588,0.008582,1.000000,69300.000000,69300.000000,0.002425,-,-,-
2011, 總計,314282.000000,1.350000,45418.000000,274228292.000000,6037.876877,0.027804,5383.000000,70917654.000000,13174.373769,0.007190,1058.000000,46722902.000000,0.004737
2011, 臺灣地區,313560.000000,1.360000,45306.000000,272819977.000000,6021.718470,0.028103,5363.000000,69771533.000000,13009.795450,0.007187,1058.000000,46722902.000000,0.004813
2011, 新北市,49389.000000,1.260000,4870.000000,66351406.000000,13624.518686,0.045478,493.000000,13121637.000000,26615.896552,0.008994,21.000000,10840000.000000,0.007430
2011, 臺北市,47597.000000,1.800000,4560.000000,15921099.000000,3491.469079,0.009201,2729.000000,21379291.000000,7834.111763,0.012356,24.000000,3780000.000000,0.002185
2011, 桃園市,13676.000000,0.680000,4598.000000,26840442.000000,5837.416703,0.046944,11.000000,941972.000000,85633.818182,0.001648,7.000000,3435000.000000,0.006008
2011, 臺中市,21217.000000,0.800000,4428.000000,25757890.000000,5817.048329,0.026585,96.000000,3071619.000000,31996.031250,0.003170,42.000000,7646120.000000,0.007892
2011, 臺南市,23771.000000,1.270000,4524.000000,26150850.000000,5780.470822,0.033709,529.000000,6942899.000000,13124.572779,0.008949,10.000000,2030000.000000,0.002617
2011, 高雄市,50426.000000,1.820000,6481.000000,27199851.000000,4196.860207,0.021466,91.000000,2857863.000000,31405.087912,0.002255,911.000000,3880912.000000,0.003063
2011, 宜蘭縣,7373.000000,1.610000,912.000000,3990700.000000,4375.767544,0.019512,43.000000,1200357.000000,27915.279070,0.005869,4.000000,1400000.000000,0.006845
2011, 新竹縣,5097.000000,0.980000,314.000000,3323223.000000,10583.512739,0.014423,83.000000,1041504.000000,12548.240964,0.004520,1.000000,300870.000000,0.001306
2011, 苗栗縣,6691.000000,1.190000,1357.000000,10612344.000000,7820.445099,0.040098,41.000000,679705.000000,16578.170732,0.002568,4.000000,1720000.000000,0.006499
2011, 彰化縣,9897.000000,0.760000,2388.000000,13662638.000000,5721.372697,0.037353,33.000000,1719649.000000,52110.575758,0.004701,27.000000,1160000.000000,0.003171
2011, 南投縣,8777.000000,1.680000,1199.000000,9640500.000000,8040.450375,0.045840,279.000000,1495497.000000,5360.204301,0.007111,-,840000.000000,0.003994
2011, 雲林縣,12574.000000,1.760000,1201.000000,16164979.000000,13459.599500,0.064366,159.000000,4213375.000000,26499.213836,0.016777,1.000000,660000.000000,0.002628
2011, 嘉義縣,3377.000000,0.630000,115.000000,1160844.000000,10094.295652,0.005413,101.000000,2448397.000000,24241.554455,0.011417,3.000000,1260000.000000,0.005876
