"年度","縣市","15歲以上不識字人口","15歲以上人口識字率","15歲以上民間人口之教育程度結構-國中及以下","15歲以上民間人口之教育程度結構-高中(職)","15歲以上民間人口之教育程度結構-大專及以上","幼兒園園數","幼兒園班級數","幼兒園教保服務人員數","幼兒園幼生數","平均每校幼生數-幼兒園","平均每班幼生數-幼兒園","平均每一教保服務人員負擔幼生數-幼兒園","國小校數","國小班級數","國小學生數","國小教師數","平均每校學生數-國小","平均每班學生數-國小","平均每一教師教導學生數-國小","國小學生輟學率","國中校數","國中班級數","國中學生數","附設國中部學生數","國中教師數","平均每校學生數-國中","平均每班學生數-國中","平均每一教師教導學生數-國中","國中學生輟學率","高中校數","高中班級數","高中學生數","高中教師數","高職校數","高職班級數","高職學生數","高職教師數","平均每校學生數-高中職","平均每班學生數-高中職","平均每一教師教導學生數-高中職","國小裸視檢查人數","國小學生視力不良數","國中裸視檢查人數","國中學生視力不良數","視力不良率-國小","視力不良率-國中","公立公共圖書館個數","古蹟總數","平均每校學生數-高級中等學校","平均每一教師教導學生數-高級中等學校","高級中等學校校數","高級中等學校班級數","高級中等學校教師數","高級中等學校學生數"
2006, 彰化縣,56268.000000,94.740000,46.680000,30.630000,22.700000,124.000000,378.000000,572.000000,7016.000000,56.580645,18.560847,12.265734,175.000000,3523.000000,104767.000000,5527.000000,598.668571,29.738007,18.955491,0.042070,40.000000,1537.000000,53024.000000,3180.000000,3106.000000,1246.100000,34.498373,16.050000,0.042070,9.000000,409.000000,16969.000000,1022.000000,11.000000,512.000000,21891.000000,1279.000000,2102.000000,42.193268,18.270317,103334.000000,47271.000000,52633.000000,39169.000000,45.745834,74.420000,29.000000,34.000000,-,-,-,-,-,-
2006, 南投縣,12009.000000,97.280000,47.700000,29.770000,22.530000,107.000000,196.000000,368.000000,4106.000000,38.373832,20.948980,11.157609,151.000000,1742.000000,41221.000000,2875.000000,272.986755,23.663031,14.337739,0.092608,32.000000,674.000000,22068.000000,1830.000000,1316.000000,632.437500,32.741840,15.380000,0.092608,7.000000,184.000000,6499.000000,598.000000,6.000000,175.000000,6394.000000,529.000000,1132.538462,35.913649,13.063886,40735.000000,15123.000000,21554.000000,13149.000000,37.125322,61.000000,22.000000,19.000000,-,-,-,-,-,-
2006, 雲林縣,34546.000000,94.260000,52.870000,27.270000,19.870000,114.000000,369.000000,753.000000,7035.000000,61.710526,19.065041,9.342629,158.000000,2056.000000,53320.000000,3320.000000,337.468354,25.933852,16.060241,0.058266,32.000000,809.000000,28069.000000,6776.000000,1339.000000,665.406250,34.695921,15.900000,0.058266,12.000000,265.000000,10388.000000,876.000000,7.000000,259.000000,9785.000000,659.000000,1418.368421,38.498092,17.556352,52816.000000,17203.000000,27476.000000,16733.000000,32.571569,60.900000,21.000000,11.000000,-,-,-,-,-,-
2006, 嘉義縣,24545.000000,94.690000,55.390000,26.470000,18.140000,120.000000,239.000000,494.000000,5493.000000,45.775000,22.983264,11.119433,128.000000,1584.000000,37755.000000,2585.000000,294.960938,23.835227,14.605416,0.074239,22.000000,491.000000,16965.000000,2288.000000,965.000000,667.136364,34.551935,15.210000,0.074239,6.000000,68.000000,2684.000000,430.000000,3.000000,166.000000,7608.000000,226.000000,1397.777778,43.982906,19.176829,37579.000000,13270.000000,16864.000000,10513.000000,35.312275,62.340000,20.000000,9.000000,-,-,-,-,-,-
2006, 屏東縣,27804.000000,96.240000,44.020000,34.100000,21.880000,139.000000,304.000000,507.000000,5223.000000,37.575540,17.180921,10.301775,166.000000,2600.000000,68073.000000,4117.000000,410.078313,26.181923,16.534613,0.073586,36.000000,1029.000000,35623.000000,3509.000000,1912.000000,892.055556,34.619048,16.800000,0.073586,11.000000,315.000000,11866.000000,889.000000,8.000000,259.000000,9249.000000,640.000000,1296.000000,36.785714,16.104644,67438.000000,20182.000000,35173.000000,19846.000000,29.926748,56.420000,38.000000,18.000000,-,-,-,-,-,-
2006, 臺東縣,5121.000000,97.360000,56.110000,29.390000,14.500000,96.000000,171.000000,371.000000,3035.000000,31.614583,17.748538,8.180593,91.000000,875.000000,17685.000000,1493.000000,194.340659,20.211429,11.845278,0.118745,21.000000,304.000000,9321.000000,560.000000,652.000000,417.190476,30.661184,13.440000,0.118745,5.000000,147.000000,4736.000000,247.000000,4.000000,67.000000,2172.000000,370.000000,829.777778,32.280374,12.103728,17550.000000,4516.000000,9074.000000,4180.000000,25.732194,46.070000,17.000000,-,-,-,-,-,-,-
2006, 花蓮縣,4296.000000,98.490000,44.100000,32.160000,23.740000,96.000000,196.000000,337.000000,3468.000000,36.125000,17.693878,10.290801,107.000000,1159.000000,26621.000000,1951.000000,248.794393,22.968939,13.644798,0.097273,23.000000,465.000000,14714.000000,1157.000000,971.000000,589.434783,31.643011,13.960000,0.097273,7.000000,203.000000,7744.000000,540.000000,6.000000,171.000000,5360.000000,424.000000,1097.000000,35.037433,14.793568,26387.000000,7545.000000,14538.000000,7014.000000,28.593626,48.250000,14.000000,6.000000,-,-,-,-,-,-
2006, 澎湖縣,1688.000000,97.800000,43.320000,31.890000,24.800000,15.000000,29.000000,70.000000,532.000000,35.466667,18.344828,7.600000,41.000000,357.000000,6079.000000,594.000000,148.268293,17.028011,10.234007,0.049172,14.000000,118.000000,3272.000000,3272.000000,301.000000,0.000000,27.728814,10.870000,0.049172,1.000000,39.000000,1223.000000,110.000000,1.000000,55.000000,1610.000000,117.000000,3052.500000,30.138298,26.894273,6051.000000,2066.000000,3234.000000,2036.000000,34.143117,62.960000,7.000000,23.000000,-,-,-,-,-,-
2006, 基隆市,7838.000000,97.580000,34.920000,36.850000,28.230000,60.000000,171.000000,276.000000,3284.000000,54.733333,19.204678,11.898551,43.000000,1006.000000,30077.000000,1678.000000,699.465116,29.897614,17.924315,0.129775,13.000000,497.000000,17200.000000,5099.000000,793.000000,930.846154,34.607646,15.260000,0.129775,7.000000,206.000000,7725.000000,791.000000,4.000000,197.000000,8081.000000,365.000000,1900.454545,39.220844,18.083910,29823.000000,12699.000000,16845.000000,11284.000000,42.581229,66.990000,8.000000,12.000000,-,-,-,-,-,-
2006, 新竹市,6075.000000,98.060000,29.780000,31.250000,38.970000,85.000000,283.000000,569.000000,5565.000000,65.470588,19.664311,9.780316,31.000000,1125.000000,35283.000000,1860.000000,1138.161290,31.362667,18.969355,0.056283,12.000000,510.000000,17458.000000,4338.000000,855.000000,1093.333333,34.231373,15.350000,0.056283,10.000000,324.000000,13042.000000,1107.000000,2.000000,110.000000,4372.000000,225.000000,1812.666667,40.124424,16.330330,34878.000000,14595.000000,17260.000000,11736.000000,41.845863,68.000000,4.000000,23.000000,-,-,-,-,-,-
2006, 嘉義市,5476.000000,97.490000,24.150000,33.560000,42.290000,51.000000,213.000000,365.000000,3606.000000,70.705882,16.929577,9.879452,18.000000,768.000000,24896.000000,1223.000000,1383.111111,32.416667,20.356500,0.059883,8.000000,371.000000,13973.000000,2838.000000,672.000000,1391.875000,37.663073,16.570000,0.059883,8.000000,241.000000,9726.000000,613.000000,6.000000,232.000000,9612.000000,653.000000,1584.000000,40.883721,17.516588,24393.000000,11780.000000,13835.000000,9566.000000,48.292543,69.140000,3.000000,12.000000,-,-,-,-,-,-
2006, 金門縣,1276.000000,98.040000,43.240000,37.300000,19.470000,19.000000,57.000000,116.000000,1338.000000,70.421053,23.473684,11.534483,19.000000,183.000000,4044.000000,342.000000,212.842105,22.098361,11.824561,-,5.000000,74.000000,2146.000000,-,176.000000,429.200000,29.000000,12.190000,-,1.000000,30.000000,1071.000000,73.000000,1.000000,41.000000,1092.000000,106.000000,1081.500000,30.464789,12.083799,4033.000000,1524.000000,2138.000000,1329.000000,37.788247,62.160000,5.000000,39.000000,-,-,-,-,-,-
2006, 連江縣,524.000000,93.730000,45.080000,33.400000,21.520000,5.000000,10.000000,21.000000,163.000000,32.600000,16.300000,7.761905,8.000000,52.000000,561.000000,103.000000,70.125000,10.788462,5.446602,-,5.000000,18.000000,278.000000,-,58.000000,55.600000,15.444444,4.790000,-,1.000000,12.000000,338.000000,32.000000,-,-,-,-,338.000000,28.166667,10.562500,554.000000,214.000000,278.000000,188.000000,38.628159,67.630000,5.000000,3.000000,-,-,-,-,-,-
2007, 總計,447702.000000,97.630000,-,-,-,3283.000000,10173.000000,17403.000000,191773.000000,58.413951,18.851175,11.019537,2651.000000,61655.000000,1754095.000000,101360.000000,661.672954,28.450166,17.305594,0.058822,740.000000,27889.000000,953277.000000,171485.000000,51327.000000,1056.475676,34.181111,15.230000,0.504805,320.000000,10372.000000,414557.000000,34748.000000,156.000000,8208.000000,339497.000000,16258.000000,1944.409664,40.584177,18.145689,1738303.000000,780330.000000,940323.000000,649864.000000,44.890333,69.110720,539.000000,671.000000,-,-,-,-,-,-
2007, 臺灣地區,445961.000000,97.630000,34.440000,32.690000,32.870000,3259.000000,10106.000000,17263.000000,190368.000000,58.413010,18.837126,11.027515,2624.000000,61417.000000,1749475.000000,100926.000000,666.720655,28.485191,17.334235,0.058920,730.000000,27802.000000,950855.000000,171485.000000,51106.000000,1067.630137,34.200957,15.250000,0.505146,318.000000,10330.000000,413203.000000,34646.000000,155.000000,8170.000000,338473.000000,16157.000000,1951.714588,40.631135,18.171388,1733690.000000,778591.000000,937903.000000,648224.000000,44.909471,69.114183,528.000000,625.000000,-,-,-,-,-,-
2007, 新北市,46063.000000,98.540000,33.300000,33.380000,33.320000,368.000000,1061.000000,1855.000000,22538.000000,61.244565,21.242224,12.149865,209.000000,9342.000000,286275.000000,14873.000000,1369.736842,30.643866,19.247966,0.088747,65.000000,4345.000000,154257.000000,38043.000000,7261.000000,1787.907692,35.502186,16.010000,0.709106,37.000000,1104.000000,44160.000000,4723.000000,16.000000,983.000000,43250.000000,1591.000000,2367.037736,41.883086,19.869021,281858.000000,142168.000000,148835.000000,103207.000000,50.439583,69.340000,80.000000,56.000000,-,-,-,-,-,-
2007, 臺北市,22968.000000,98.960000,16.470000,28.280000,55.250000,334.000000,1369.000000,1994.000000,22953.000000,68.721557,16.766253,11.511033,153.000000,6234.000000,172474.000000,11467.000000,1127.281046,27.666667,15.040900,0.030149,62.000000,2945.000000,98917.000000,19881.000000,5627.000000,1274.774194,33.588115,14.050000,0.349788,50.000000,1958.000000,78871.000000,6031.000000,17.000000,1132.000000,46626.000000,2272.000000,2169.820896,40.613916,17.509093,171056.000000,87169.000000,97879.000000,75698.000000,50.959335,77.340000,42.000000,141.000000,-,-,-,-,-,-
2007, 桃園市,30498.000000,98.020000,32.800000,36.760000,30.440000,312.000000,953.000000,1775.000000,18222.000000,58.403846,19.120672,10.265915,188.000000,5626.000000,174244.000000,9009.000000,926.829787,30.971205,19.341103,0.071261,57.000000,2556.000000,89289.000000,9601.000000,5106.000000,1398.035088,34.933099,15.610000,0.538549,22.000000,840.000000,35932.000000,2903.000000,7.000000,633.000000,30177.000000,745.000000,2610.689655,44.880516,20.753838,172540.000000,74114.000000,87966.000000,60679.000000,42.954677,68.980000,29.000000,10.000000,-,-,-,-,-,-
2007, 臺中市,40434.000000,98.080000,30.930000,34.930000,34.150000,266.000000,1076.000000,1846.000000,18599.000000,69.921053,17.285316,10.075298,232.000000,7324.000000,225258.000000,11690.000000,970.939655,30.756144,19.269290,0.029297,70.000000,3458.000000,122571.000000,24774.000000,6325.000000,1397.100000,35.445633,15.460000,0.365039,36.000000,1150.000000,49208.000000,4808.000000,9.000000,1037.000000,45847.000000,1334.000000,2662.866667,43.463649,19.509769,224449.000000,107781.000000,122208.000000,89729.000000,48.020263,73.423180,45.000000,29.000000,-,-,-,-,-,-
2007, 臺南市,42803.000000,97.260000,38.160000,31.330000,30.510000,324.000000,1008.000000,1814.000000,20811.000000,64.231481,20.645833,11.472437,213.000000,4711.000000,135135.000000,7445.000000,634.436620,28.684993,18.151108,0.048481,61.000000,2258.000000,77768.000000,16503.000000,3865.000000,1004.344262,34.441098,15.850000,0.363534,32.000000,953.000000,37458.000000,3040.000000,16.000000,660.000000,24960.000000,1430.000000,1644.187500,38.696838,17.655705,134080.000000,60165.000000,77221.000000,55443.000000,44.872464,71.797827,39.000000,127.000000,-,-,-,-,-,-
2007, 高雄市,60302.000000,97.380000,31.990000,35.620000,32.390000,389.000000,1427.000000,2540.000000,27098.000000,69.660668,18.989488,10.668504,239.000000,6815.000000,201264.000000,11064.000000,842.108787,29.532502,18.190889,0.046830,79.000000,3281.000000,110122.000000,20219.000000,5904.000000,1138.012658,33.563548,15.230000,0.488877,34.000000,1252.000000,49144.000000,3606.000000,19.000000,1032.000000,43192.000000,2214.000000,2123.679245,40.427320,19.339347,199752.000000,88541.000000,109194.000000,74342.000000,44.325464,68.082495,54.000000,43.000000,-,-,-,-,-,-
2007, 宜蘭縣,12454.000000,96.730000,46.620000,28.800000,24.580000,56.000000,148.000000,278.000000,2843.000000,50.767857,19.209459,10.226619,76.000000,1356.000000,35209.000000,2246.000000,463.276316,25.965339,15.676313,0.045589,25.000000,638.000000,20904.000000,1671.000000,1274.000000,769.320000,32.764890,15.100000,0.545183,6.000000,207.000000,8090.000000,478.000000,5.000000,144.000000,5313.000000,551.000000,1370.363636,38.185185,14.649174,35054.000000,13682.000000,20617.000000,13243.000000,39.031209,64.230000,18.000000,27.000000,-,-,-,-,-,-
2007, 新竹縣,6348.000000,98.390000,34.350000,35.830000,29.820000,107.000000,269.000000,536.000000,5616.000000,52.485981,20.877323,10.477612,84.000000,1542.000000,42753.000000,2562.000000,508.964286,27.725681,16.687354,0.094093,28.000000,652.000000,21452.000000,3211.000000,1271.000000,651.464286,32.901840,14.350000,0.722611,8.000000,199.000000,8041.000000,809.000000,1.000000,133.000000,5674.000000,67.000000,1880.666667,41.310241,19.321918,42056.000000,16416.000000,21256.000000,13377.000000,39.033669,62.930000,14.000000,21.000000,-,-,-,-,-,-
2007, 苗栗縣,7614.000000,98.350000,42.250000,34.190000,23.560000,102.000000,235.000000,399.000000,5770.000000,56.568627,24.553191,14.461153,120.000000,1697.000000,42034.000000,2801.000000,350.283333,24.769593,15.006783,0.073715,30.000000,705.000000,23100.000000,5471.000000,1215.000000,587.633333,32.765957,14.510000,0.596731,9.000000,246.000000,9869.000000,941.000000,7.000000,215.000000,7580.000000,422.000000,1432.500000,37.850325,16.815847,41653.000000,15979.000000,22912.000000,13696.000000,38.362183,59.780000,20.000000,8.000000,-,-,-,-,-,-
2007, 彰化縣,53817.000000,95.000000,45.300000,30.730000,23.970000,124.000000,374.000000,579.000000,6648.000000,53.612903,17.775401,11.481865,175.000000,3510.000000,102490.000000,5594.000000,585.657143,29.199430,18.321416,0.061561,39.000000,1559.000000,52509.000000,4237.000000,3102.000000,1237.743590,33.681206,15.560000,0.491425,10.000000,407.000000,16669.000000,1093.000000,11.000000,518.000000,22121.000000,1319.000000,2048.904762,41.935135,17.838723,101709.000000,48068.000000,52015.000000,38878.000000,47.260321,74.740000,30.000000,35.000000,-,-,-,-,-,-
2007, 南投縣,11325.000000,97.440000,46.380000,29.910000,23.710000,106.000000,185.000000,345.000000,3601.000000,33.971698,19.464865,10.437681,151.000000,1744.000000,40107.000000,2983.000000,265.609272,22.997133,13.445189,0.088154,32.000000,708.000000,22391.000000,1860.000000,1402.000000,641.593750,31.625706,14.640000,0.526316,7.000000,189.000000,6653.000000,591.000000,6.000000,171.000000,6331.000000,532.000000,1141.846154,36.066667,13.218166,39857.000000,15609.000000,22041.000000,13757.000000,39.162506,62.420000,23.000000,13.000000,-,-,-,-,-,-
2007, 雲林縣,32909.000000,94.540000,51.550000,27.410000,21.040000,111.000000,368.000000,693.000000,6687.000000,60.243243,18.171196,9.649351,158.000000,2086.000000,52644.000000,3457.000000,333.189873,25.236817,15.228233,0.055110,33.000000,828.000000,28261.000000,6451.000000,1441.000000,660.909091,34.131643,15.140000,0.375623,12.000000,274.000000,10394.000000,893.000000,7.000000,265.000000,10003.000000,673.000000,1413.052632,37.842301,17.144317,52115.000000,18709.000000,28036.000000,17237.000000,35.899453,61.480000,23.000000,10.000000,-,-,-,-,-,-
2007, 嘉義縣,23349.000000,94.960000,54.030000,26.650000,19.330000,118.000000,231.000000,447.000000,5152.000000,43.661017,22.303030,11.525727,128.000000,1587.000000,37233.000000,2655.000000,290.882812,23.461248,14.023729,0.040276,22.000000,498.000000,17017.000000,2243.000000,962.000000,671.545455,34.170683,15.360000,0.381859,6.000000,76.000000,2939.000000,454.000000,3.000000,165.000000,7479.000000,226.000000,1406.777778,43.228216,18.619118,36915.000000,13566.000000,16931.000000,10870.000000,36.749289,64.200000,20.000000,9.000000,-,-,-,-,-,-
2007, 屏東縣,26323.000000,96.450000,42.810000,34.190000,23.000000,137.000000,335.000000,473.000000,5060.000000,36.934307,15.104478,10.697674,166.000000,2561.000000,65440.000000,4094.000000,394.216867,25.552519,15.984367,0.068697,36.000000,1073.000000,36023.000000,3674.000000,1965.000000,898.583333,33.572227,16.460000,0.477142,11.000000,313.000000,11698.000000,888.000000,8.000000,267.000000,9317.000000,636.000000,1299.421053,36.232759,16.200131,64964.000000,21017.000000,35664.000000,20453.000000,32.351764,57.350000,38.000000,18.000000,-,-,-,-,-,-
2007, 臺東縣,4844.000000,97.500000,54.190000,29.930000,15.880000,97.000000,172.000000,278.000000,2631.000000,27.123711,15.296512,9.464029,91.000000,898.000000,17060.000000,1624.000000,187.472527,18.997773,10.504926,0.133038,21.000000,304.000000,9227.000000,564.000000,657.000000,412.523810,30.351974,13.190000,0.796737,5.000000,150.000000,4828.000000,236.000000,4.000000,65.000000,2298.000000,352.000000,854.444444,33.144186,13.078231,16955.000000,4606.000000,8999.000000,4514.000000,27.166028,50.160000,17.000000,-,-,-,-,-,-,-
2007, 花蓮縣,3976.000000,98.600000,42.950000,32.130000,24.920000,96.000000,191.000000,270.000000,3448.000000,35.916667,18.052356,12.770370,107.000000,1134.000000,25463.000000,1964.000000,237.971963,22.454145,12.964868,0.074364,23.000000,482.000000,14726.000000,1230.000000,1002.000000,586.782609,30.551867,13.470000,0.399648,7.000000,207.000000,7876.000000,533.000000,6.000000,169.000000,5386.000000,429.000000,1114.769231,35.271277,15.064449,25211.000000,7757.000000,14516.000000,7460.000000,30.768315,51.390000,14.000000,6.000000,-,-,-,-,-,-
2007, 澎湖縣,1595.000000,97.950000,42.100000,31.880000,26.020000,15.000000,29.000000,55.000000,489.000000,32.600000,16.862069,8.890909,41.000000,354.000000,6010.000000,609.000000,146.585366,16.977401,9.868637,0.032873,14.000000,120.000000,3212.000000,-,297.000000,229.428571,26.766667,10.810000,0.623830,1.000000,39.000000,1215.000000,107.000000,1.000000,55.000000,1645.000000,118.000000,1430.000000,30.425532,12.711111,5992.000000,2202.000000,3169.000000,2086.000000,36.748999,65.830000,7.000000,23.000000,-,-,-,-,-,-
2007, 基隆市,7402.000000,97.730000,33.900000,36.500000,29.590000,59.000000,167.000000,215.000000,3132.000000,53.084746,18.754491,14.567442,43.000000,986.000000,28988.000000,1680.000000,674.139535,29.399594,17.254762,0.096602,13.000000,495.000000,17007.000000,4981.000000,817.000000,925.076923,34.357576,14.720000,0.988875,7.000000,205.000000,7603.000000,796.000000,4.000000,201.000000,8108.000000,370.000000,1881.090909,38.697044,17.746141,28703.000000,12911.000000,16754.000000,11449.000000,44.981361,68.340000,8.000000,12.000000,-,-,-,-,-,-
2007, 新竹市,5722.000000,98.200000,28.660000,31.010000,40.330000,87.000000,296.000000,524.000000,5839.000000,67.114943,19.726351,11.143130,31.000000,1144.000000,35040.000000,1892.000000,1130.322581,30.629371,18.520085,0.062576,12.000000,522.000000,17788.000000,4268.000000,909.000000,1126.666667,34.076628,14.870000,0.673229,10.000000,329.000000,13267.000000,1128.000000,2.000000,107.000000,4340.000000,228.000000,1822.916667,40.383028,16.132006,34690.000000,15239.000000,17539.000000,12274.000000,43.929086,69.980000,4.000000,23.000000,-,-,-,-,-,-
2007, 嘉義市,5215.000000,97.630000,23.620000,32.830000,43.560000,51.000000,212.000000,347.000000,3231.000000,63.352941,15.240566,9.311239,19.000000,766.000000,24354.000000,1217.000000,1281.789474,31.793734,20.011504,0.041095,8.000000,375.000000,14314.000000,2603.000000,704.000000,1463.875000,38.170667,16.630000,0.330233,8.000000,232.000000,9288.000000,588.000000,6.000000,218.000000,8826.000000,648.000000,1479.785714,40.253333,16.761327,24081.000000,12892.000000,14151.000000,9832.000000,53.535983,69.480000,3.000000,14.000000,-,-,-,-,-,-
2007, 金門縣,1239.000000,98.230000,40.990000,37.800000,21.200000,19.000000,57.000000,119.000000,1220.000000,64.210526,21.403509,10.252101,19.000000,185.000000,4074.000000,335.000000,214.421053,22.021622,12.161194,0.024588,5.000000,69.000000,2141.000000,-,172.000000,428.200000,31.028986,12.450000,0.422337,1.000000,30.000000,1022.000000,73.000000,1.000000,38.000000,1024.000000,101.000000,1023.000000,30.088235,11.758621,4067.000000,1509.000000,2139.000000,1457.000000,37.103516,68.120000,5.000000,43.000000,-,-,-,-,-,-
2007, 連江縣,502.000000,94.090000,43.810000,32.460000,23.730000,5.000000,10.000000,21.000000,185.000000,37.000000,18.500000,8.809524,8.000000,53.000000,546.000000,99.000000,68.250000,10.301887,5.515152,-,5.000000,18.000000,281.000000,-,49.000000,56.200000,15.611111,5.730000,-,1.000000,12.000000,332.000000,29.000000,-,-,-,-,332.000000,27.666667,11.448276,546.000000,230.000000,281.000000,183.000000,42.124542,65.120000,6.000000,3.000000,-,-,-,-,-,-
2008, 總計,424608.000000,97.780000,-,-,-,3195.000000,9820.000000,17369.000000,185668.000000,58.112050,18.907128,10.689619,2654.000000,60630.000000,1677439.000000,100206.000000,632.041824,27.666815,16.739906,0.049285,740.000000,28124.000000,951976.000000,170967.000000,51777.000000,1055.417568,33.850000,15.080000,0.449338,321.000000,10211.000000,406316.000000,34759.000000,156.000000,8342.000000,346563.000000,16470.000000,1936.784067,40.579906,18.033653,1663822.000000,777029.000000,937632.000000,663437.000000,46.701450,70.756651,544.000000,690.000000,-,-,-,-,-,-
2008, 臺灣地區,422922.000000,97.780000,33.320000,32.340000,34.340000,3171.000000,9753.000000,17230.000000,184267.000000,58.110060,18.893366,10.694544,2627.000000,60393.000000,1672900.000000,99787.000000,636.810049,27.700230,16.764709,0.049360,730.000000,28034.000000,949513.000000,170967.000000,51553.000000,1066.501370,33.870000,15.100000,0.449765,319.000000,10169.000000,404966.000000,34657.000000,155.000000,8307.000000,345518.000000,16382.000000,1943.989451,40.619398,18.053861,1659395.000000,775006.000000,935181.000000,661817.000000,46.704130,70.768867,535.000000,644.000000,-,-,-,-,-,-
2008, 新北市,43821.000000,98.630000,32.340000,32.930000,34.720000,356.000000,1019.000000,1806.000000,21259.000000,59.716292,20.862610,11.771318,210.000000,9201.000000,273037.000000,14849.000000,1300.176190,29.674709,18.387568,0.063642,65.000000,4329.000000,152152.000000,37472.000000,7256.000000,1764.307692,35.150000,15.800000,0.726886,37.000000,1097.000000,43847.000000,4738.000000,16.000000,1018.000000,44805.000000,1645.000000,2379.698113,41.915839,19.759361,269664.000000,139304.000000,147137.000000,104560.000000,51.658360,71.063023,82.000000,60.000000,-,-,-,-,-,-
2008, 臺北市,21473.000000,99.030000,15.540000,27.270000,57.190000,318.000000,1294.000000,1962.000000,21825.000000,68.632075,16.866306,11.123853,153.000000,6101.000000,163133.000000,11309.000000,1066.228758,26.738731,14.425060,0.036780,62.000000,2939.000000,98774.000000,20298.000000,5590.000000,1265.741935,33.610000,14.040000,0.299674,50.000000,1933.000000,77011.000000,6060.000000,17.000000,1120.000000,46134.000000,2239.000000,2140.940299,40.335735,17.284372,161932.000000,84393.000000,97913.000000,75511.000000,52.116320,77.120505,43.000000,145.000000,-,-,-,-,-,-
2008, 桃園市,29017.000000,98.150000,31.580000,36.590000,31.830000,287.000000,912.000000,1738.000000,18932.000000,65.965157,20.758772,10.892980,189.000000,5582.000000,168854.000000,8897.000000,893.407407,30.249731,18.978757,0.064557,57.000000,2623.000000,91027.000000,9938.000000,5174.000000,1422.614035,34.700000,15.670000,0.430014,22.000000,828.000000,35251.000000,2938.000000,7.000000,657.000000,31057.000000,753.000000,2629.172414,44.651852,20.657274,167304.000000,74914.000000,89524.000000,63751.000000,44.777172,71.211072,30.000000,12.000000,-,-,-,-,-,-
2008, 臺中市,38391.000000,98.200000,29.870000,34.550000,35.580000,263.000000,1055.000000,1846.000000,17558.000000,66.760456,16.642654,9.511376,233.000000,7229.000000,215283.000000,11604.000000,923.961373,29.780468,18.552482,0.021531,70.000000,3498.000000,122859.000000,24542.000000,6448.000000,1404.528571,35.120000,15.250000,0.349063,36.000000,1105.000000,47121.000000,4860.000000,9.000000,1066.000000,47107.000000,1313.000000,2639.333333,43.403040,19.240240,214742.000000,107464.000000,122418.000000,92265.000000,50.043308,75.368818,47.000000,31.000000,-,-,-,-,-,-
2008, 臺南市,40472.000000,97.430000,37.040000,31.160000,31.800000,317.000000,988.000000,1789.000000,19933.000000,62.880126,20.175101,11.141979,212.000000,4577.000000,128651.000000,7310.000000,606.844340,28.108149,17.599316,0.030281,60.000000,2257.000000,76792.000000,16741.000000,3827.000000,1000.850000,34.020000,15.690000,0.266767,33.000000,942.000000,36752.000000,3113.000000,16.000000,668.000000,25240.000000,1431.000000,1606.795918,38.504348,17.326805,127894.000000,60773.000000,76107.000000,55284.000000,47.518257,72.639836,39.000000,127.000000,-,-,-,-,-,-
2008, 高雄市,57754.000000,97.520000,30.900000,35.150000,33.950000,382.000000,1362.000000,2647.000000,26232.000000,68.670157,19.259912,9.910087,240.000000,6663.000000,191504.000000,10810.000000,797.933333,28.741408,17.715449,0.048090,79.000000,3309.000000,109842.000000,19780.000000,5967.000000,1140.025316,33.190000,15.090000,0.343268,34.000000,1223.000000,47931.000000,3566.000000,18.000000,1040.000000,43964.000000,2211.000000,2147.596154,40.607601,19.330968,190124.000000,88155.000000,108323.000000,77390.000000,46.367108,71.443738,54.000000,44.000000,-,-,-,-,-,-
2008, 宜蘭縣,11732.000000,96.950000,45.320000,28.680000,25.990000,56.000000,149.000000,267.000000,2683.000000,47.910714,18.006711,10.048689,77.000000,1320.000000,33260.000000,2238.000000,431.948052,25.196970,14.861483,0.036302,25.000000,650.000000,20961.000000,1959.000000,1297.000000,760.080000,32.250000,14.650000,0.394307,6.000000,203.000000,8026.000000,470.000000,5.000000,144.000000,5292.000000,560.000000,1388.818182,38.380403,14.832039,33103.000000,13439.000000,20779.000000,12975.000000,40.597529,62.442851,18.000000,27.000000,-,-,-,-,-,-
2008, 新竹縣,5928.000000,98.530000,33.120000,35.490000,31.380000,105.000000,263.000000,533.000000,5528.000000,52.647619,21.019011,10.371482,84.000000,1541.000000,41915.000000,2508.000000,498.988095,27.199870,16.712520,0.086073,28.000000,663.000000,21653.000000,3134.000000,1299.000000,661.392857,32.660000,14.260000,0.647706,8.000000,191.000000,7866.000000,810.000000,1.000000,140.000000,5863.000000,73.000000,1873.666667,41.477341,19.097395,41249.000000,17005.000000,20944.000000,13953.000000,41.225242,66.620512,14.000000,21.000000,-,-,-,-,-,-
2008, 苗栗縣,7084.000000,98.480000,41.040000,34.220000,24.740000,104.000000,240.000000,392.000000,5438.000000,52.288462,22.658333,13.872449,120.000000,1685.000000,40450.000000,2798.000000,337.083333,24.005935,14.456755,0.069557,30.000000,718.000000,22857.000000,5478.000000,1246.000000,579.300000,31.830000,13.950000,0.440509,9.000000,243.000000,9762.000000,927.000000,7.000000,220.000000,7859.000000,420.000000,1443.687500,38.058315,17.148478,40025.000000,15819.000000,22699.000000,13972.000000,39.522798,61.553372,22.000000,8.000000,-,-,-,-,-,-
