"年度","縣市","垃圾清運量","垃圾焚化量","垃圾衛生掩埋量","廚餘回收量","執行機關資源回收量","巨大垃圾回收再利用量","垃圾清理車數","清運人員數","平均每日垃圾清運量","平均每人每日垃圾清運量","垃圾清運率","垃圾妥善處理率","執行機關資源回收率","自來水水質檢驗件數","自來水水質檢驗不合格數","自來水水質抽驗檢驗不合格率","空氣中總懸浮微粒濃度","平均每月落塵量","空氣中臭氧濃度","二氧化硫含量","PSI>100之日數比率","一般地區環境音量監測不合格時段數","一般地區環境音量監測總時段數","一般地區環境音量監測不合格率","豬隻數量","機車密度","汽車密度","豬隻密度","工廠密度","事業廢水列管家數","事業廢水稽查次數","事業廢水罰鍰次數","事業廢水罰鍰金額","平均每次事業廢水稽查罰款金額","交通工具排放空氣污染物告發件數","交通工具排放空氣污染物檢查件數","交通工具空氣污染檢查告發率","查核列管毒性化學物質運作之家次","取締違反列管毒性化學物質運作之家次","列管毒性化學物質業者之查核取締率","地方環保單位歲出決算數(扣除其他機關補助及配合款)","平均每人環保經費"
2003, 臺灣地區,6139050.000000,4304573.000000,1700438.000000,167304.000000,1048981.000000,-,11524.000000,20644.000000,16819.326027,0.751800,99.450000,98.180000,14.260000,12183.000000,19.000000,0.160000,93.060000,4.790000,0.028000,0.003000,2.610000,73.000000,416.000000,17.548077,6778799.000000,342.575364,169.915195,188.267656,2.126552,14650.000000,24230.000000,2067.000000,153081.000000,74.059507,34472.000000,943558.000000,3.653406,39673.000000,96.000000,0.241978,34858074.000000,1.549666
2003, 新北市,1084813.000000,963798.000000,121015.000000,19809.000000,137505.920000,-,1777.000000,3894.000000,2972.090411,0.826414,99.926235,100.000000,11.070190,551.000000,-,-,91.370000,4.690000,0.028000,0.003000,1.350000,12.000000,24.000000,50.000000,135792.000000,927.545497,409.644179,66.157168,9.259626,1331.000000,2730.000000,231.000000,15290.000000,66.190476,2677.000000,87146.000000,3.071856,5351.000000,8.000000,0.149505,6817997.000000,1.863355
2003, 臺北市,661474.000000,570832.000000,90642.000000,4689.000000,231243.000000,-,1726.000000,5646.000000,1812.257534,0.687922,99.992235,100.000000,25.767936,628.000000,1.000000,0.160000,75.430000,10.230000,0.025000,0.003000,1.960000,9.000000,32.000000,28.125000,5138.000000,3658.341050,2554.785748,18.903626,5.588674,231.000000,372.000000,29.000000,1680.000000,57.931034,9549.000000,103163.000000,9.256226,569.000000,21.000000,3.690685,6580003.000000,2.497632
2003, 桃園市,509470.000000,421464.000000,52716.000000,37573.000000,74452.230000,-,722.000000,1170.000000,1395.808219,0.772739,99.947203,94.321759,11.979534,595.000000,-,-,88.930000,6.780000,0.026000,0.004000,0.320000,6.000000,28.000000,21.428571,194156.000000,695.202276,440.719306,159.019914,7.411418,1508.000000,993.000000,318.000000,29393.000000,92.430818,7751.000000,38234.000000,20.272532,9596.000000,8.000000,0.083368,2788555.000000,1.542906
2003, 臺中市,529519.000000,381045.000000,144720.000000,45734.000000,109583.000000,-,1092.000000,1552.000000,1450.739726,0.582900,99.840000,99.450000,16.000000,1117.000000,-,-,94.820000,3.020000,0.026000,0.003000,1.930000,1.000000,24.000000,4.166667,183343.000000,615.987165,359.172491,82.777220,6.555610,1011.000000,1056.000000,230.000000,13250.000000,57.608696,235.000000,14820.000000,1.585695,853.000000,18.000000,2.110199,3507424.000000,1.392316
2003, 臺南市,554335.000000,324036.000000,219534.000000,13026.000000,83544.000000,-,754.000000,1298.000000,1518.726027,0.820300,99.890000,98.350000,12.840000,1230.000000,1.000000,0.080000,84.630000,5.350000,0.030000,0.003000,2.470000,3.000000,48.000000,6.250000,840464.000000,528.979700,234.049814,383.484047,3.696753,1824.000000,4045.000000,296.000000,24286.000000,82.047297,1759.000000,144489.000000,1.217394,3337.000000,6.000000,0.179802,2142773.000000,1.155406
2003, 高雄市,775277.000000,711815.000000,63462.000000,3924.000000,142052.000000,-,1772.000000,2682.000000,2124.046575,0.774300,99.960000,100.000000,15.420000,1519.000000,1.000000,0.070000,137.290000,2.350000,0.030000,0.007000,6.970000,6.000000,48.000000,12.500000,483874.000000,642.253718,245.412237,164.232903,1.941440,1156.000000,2940.000000,310.000000,22150.000000,71.451613,3943.000000,166382.000000,2.369848,12056.000000,14.000000,0.116125,4924144.000000,1.793950
2003, 宜蘭縣,115471.000000,-,88018.000000,5666.000000,21435.430000,-,276.000000,238.000000,316.358904,0.682242,100.000000,80.744524,15.034765,385.000000,-,-,66.060000,4.510000,0.026000,0.001000,-,2.000000,12.000000,16.666667,84236.000000,120.940457,55.638927,39.296050,0.384862,306.000000,575.000000,41.000000,2180.000000,53.170732,694.000000,33328.000000,2.082333,122.000000,2.000000,1.639344,446301.000000,0.962486
2003, 新竹縣,130333.000000,10723.000000,109895.000000,1104.000000,13032.360000,-,223.000000,379.000000,357.076712,0.789471,99.061807,93.275391,9.020847,318.000000,-,-,73.310000,3.180000,0.028000,0.002000,0.970000,4.000000,12.000000,33.333333,89955.000000,150.223478,102.431848,63.011652,1.003787,708.000000,617.000000,55.000000,4640.000000,84.363636,264.000000,22829.000000,1.156424,3830.000000,-,-,486840.000000,1.067671
2003, 苗栗縣,153961.000000,-,153961.000000,5628.000000,18060.580000,-,350.000000,242.000000,421.810959,0.762469,98.670358,100.000000,10.166407,766.000000,1.000000,0.130000,69.810000,7.010000,0.029000,0.002000,0.690000,3.000000,12.000000,25.000000,106030.000000,163.142103,92.549372,58.248164,0.887758,389.000000,878.000000,49.000000,4650.000000,94.897959,279.000000,23659.000000,1.179255,271.000000,1.000000,0.369004,542286.000000,0.966927
2003, 彰化縣,329526.000000,267639.000000,61887.000000,1779.000000,48957.280000,-,503.000000,628.000000,902.810959,0.686249,99.972730,100.000000,12.874609,442.000000,1.000000,0.230000,97.930000,6.300000,0.026000,0.005000,1.920000,-,16.000000,-,847233.000000,734.646257,355.212603,788.566785,6.870837,1921.000000,362.000000,239.000000,15102.000000,63.188285,1642.000000,17299.000000,9.491878,963.000000,9.000000,0.934579,1293038.000000,0.982320
2003, 南投縣,124353.000000,33177.000000,87434.000000,5908.000000,18249.910000,-,270.000000,404.000000,340.693151,0.633838,99.582899,97.480320,12.288599,685.000000,-,-,60.500000,2.170000,0.026000,0.002000,5.470000,4.000000,20.000000,20.000000,134593.000000,73.251111,40.855136,32.776110,0.174360,277.000000,697.000000,37.000000,3060.000000,82.702703,1722.000000,30920.000000,5.569211,265.000000,-,-,591019.000000,1.092771
2003, 雲林縣,185685.000000,18142.000000,150528.000000,6008.000000,30317.440000,-,341.000000,417.000000,508.726027,0.686275,99.937340,92.335911,13.655924,520.000000,1.000000,0.190000,112.420000,3.110000,0.028000,0.002000,2.390000,-,12.000000,-,1419658.000000,328.767788,156.701658,1099.798107,1.047384,1442.000000,2411.000000,68.000000,5910.000000,86.911765,328.000000,32416.000000,1.011846,202.000000,3.000000,1.485149,601018.000000,0.810381
2003, 嘉義縣,178371.000000,152395.000000,21311.000000,4674.000000,17240.240000,-,305.000000,310.000000,488.687671,0.878020,99.989650,97.670822,8.607843,464.000000,-,-,83.030000,1.960000,0.030000,0.002000,2.120000,1.000000,16.000000,6.250000,396337.000000,167.626129,81.044975,208.414961,0.861347,448.000000,2485.000000,29.000000,1750.000000,60.344828,855.000000,32742.000000,2.611325,236.000000,-,-,544674.000000,0.970203
2003, 屏東縣,267767.000000,218687.000000,45558.000000,367.000000,15198.700000,-,433.000000,683.000000,733.608219,0.810639,100.000000,98.756938,5.364259,540.000000,1.000000,0.190000,90.930000,3.230000,0.031000,0.002000,5.790000,5.000000,16.000000,31.250000,1648118.000000,213.049768,80.675881,593.787946,0.287145,1220.000000,1239.000000,34.000000,2010.000000,59.117647,1556.000000,71048.000000,2.190069,419.000000,-,-,991207.000000,1.095287
2003, 臺東縣,73775.000000,-,62444.000000,-,15302.410000,-,189.000000,194.000000,202.123288,0.835889,98.811161,87.279603,17.178777,346.000000,1.000000,0.290000,65.360000,1.820000,0.026000,0.000300,-,3.000000,16.000000,18.750000,75700.000000,43.549929,16.724545,21.534726,0.054904,101.000000,170.000000,13.000000,780.000000,60.000000,413.000000,17600.000000,2.346591,67.000000,-,-,333597.000000,1.370551
2003, 花蓮縣,115731.000000,-,108991.000000,4364.000000,17318.270000,-,246.000000,209.000000,317.071233,0.905284,99.261276,95.095088,12.603055,466.000000,-,-,68.230000,4.340000,0.019000,0.001000,-,4.000000,16.000000,25.000000,102158.000000,45.866204,21.543148,22.071173,0.081451,325.000000,480.000000,10.000000,570.000000,57.000000,297.000000,29433.000000,1.009071,757.000000,-,-,496520.000000,1.411972
2003, 澎湖縣,26306.000000,-,26256.000000,896.000000,6142.940000,-,87.000000,103.000000,72.071233,0.780549,99.989160,99.850052,18.422405,370.000000,10.000000,2.700000,53.670000,4.480000,-,-,-,2.000000,12.000000,16.666667,14823.000000,442.315832,144.367083,116.841565,0.748833,36.000000,259.000000,3.000000,120.000000,40.000000,29.000000,2748.000000,1.055313,72.000000,-,-,125025.000000,1.353824
2003, 基隆市,110517.000000,20903.000000,89614.000000,2558.000000,23111.880000,-,200.000000,273.000000,302.786301,0.772718,100.000000,100.000000,16.970585,320.000000,-,-,94.050000,6.000000,0.030000,0.003000,0.270000,8.000000,24.000000,33.333333,557.000000,1244.255564,617.540519,4.195576,1.950905,139.000000,640.000000,19.000000,1910.000000,100.526316,151.000000,34733.000000,0.434745,234.000000,-,-,534529.000000,1.364130
2003, 新竹市,123040.000000,122406.000000,634.000000,1391.000000,18477.140000,-,178.000000,167.000000,337.095890,0.885819,99.952468,100.000000,12.929382,599.000000,-,-,72.900000,5.400000,0.022000,0.004000,-,-,16.000000,-,10573.000000,2074.759550,1107.377392,101.569315,14.313655,234.000000,696.000000,54.000000,4170.000000,77.222222,137.000000,39270.000000,0.348867,258.000000,6.000000,2.325581,716894.000000,1.882367
2003, 嘉義市,89329.000000,87510.000000,1818.000000,2206.000000,7755.810000,-,80.000000,155.000000,244.736986,0.910803,99.965875,99.998993,7.811285,322.000000,1.000000,0.310000,106.880000,4.500000,0.027000,0.003000,4.390000,-,12.000000,-,6061.000000,2898.096812,1255.714229,100.973585,7.996588,43.000000,585.000000,2.000000,180.000000,90.000000,191.000000,1299.000000,14.703618,215.000000,-,-,394230.000000,1.466900
2003, 金門縣,-,-,-,-,-,-,-,-,-,-,-,-,-,118.000000,39.000000,33.050000,-,-,-,-,-,-,-,-,-,187.166789,90.679229,-,0.463883,-,-,-,-,-,-,-,-,-,-,-,-,-
2003, 連江縣,-,-,-,-,-,-,-,-,-,-,-,-,-,75.000000,-,-,-,-,-,-,-,-,-,-,-,117.604167,66.597222,-,0.069444,-,-,-,-,-,-,-,-,-,-,-,-,-
2004, 總計,5862890.000000,4307737.000000,1474166.000000,299265.000000,1392715.000000,-,12382.000000,19702.000000,16018.833333,0.708100,99.890000,98.930000,18.430000,12764.000000,59.000000,0.460000,-,-,-,-,-,-,-,-,-,353.540883,176.555205,-,2.142200,15758.000000,-,-,-,-,-,-,-,-,-,-,34430879.000000,1.520339
2004, 臺灣地區,5840052.000000,4304987.000000,1459069.000000,294800.000000,1387371.000000,-,12236.000000,19633.000000,15956.434426,0.707600,99.920000,98.990000,18.440000,12578.000000,24.000000,0.190000,98.330000,5.770000,0.029000,0.004000,4.600000,89.000000,588.000000,15.136054,6818970.000000,354.403805,176.969818,189.383326,2.150686,15532.000000,24602.000000,2125.000000,154596.000000,72.751059,32767.000000,732104.000000,4.475730,43368.000000,126.000000,0.290537,34159578.000000,1.513157
2004, 新北市,1067247.000000,931416.000000,135831.000000,35566.000000,193890.360000,-,1739.000000,3773.000000,2915.975410,0.790032,100.000000,100.000000,14.952561,427.000000,-,-,95.700000,5.720000,0.029000,0.004000,3.500000,10.000000,28.000000,35.714286,130203.000000,963.964776,418.164243,63.434236,9.289345,1330.000000,3332.000000,226.000000,14370.000000,63.584071,2566.000000,45271.000000,5.668088,5147.000000,6.000000,0.116573,5948971.000000,1.611176
2004, 臺北市,592464.000000,505795.000000,86669.000000,42110.000000,287154.700000,-,2079.000000,5214.000000,1618.754098,0.616738,100.000000,100.000000,31.153928,711.000000,3.000000,0.420000,77.570000,9.660000,0.025000,0.003000,3.760000,15.000000,48.000000,31.250000,4578.000000,3746.817969,2606.018329,16.843286,5.367924,246.000000,572.000000,34.000000,1680.000000,49.411765,9622.000000,104837.000000,9.178057,1350.000000,41.000000,3.037037,5949413.000000,2.266611
2004, 桃園市,492683.000000,432264.000000,41906.000000,46294.000000,109899.600000,-,766.000000,1285.000000,1346.128415,0.732948,99.948571,97.146915,16.936903,657.000000,1.000000,0.150000,95.330000,4.310000,0.027000,0.005000,0.960000,7.000000,40.000000,17.500000,191121.000000,725.131332,466.768609,156.534153,7.612899,1550.000000,1127.000000,295.000000,22470.000000,76.169492,1288.000000,20823.000000,6.185468,11818.000000,6.000000,0.050770,2641599.000000,1.437564
2004, 臺中市,516968.000000,439764.000000,76774.000000,58144.000000,140753.000000,-,1212.000000,1439.000000,1412.480874,0.557300,99.840000,99.940000,19.660000,1231.000000,4.000000,0.320000,98.840000,3.960000,0.027000,0.004000,5.260000,7.000000,40.000000,17.500000,206858.000000,639.003135,376.605357,93.393968,6.649971,1412.000000,969.000000,186.000000,13300.000000,71.505376,591.000000,16469.000000,3.588560,1145.000000,18.000000,1.572052,3263638.000000,1.285379
2004, 臺南市,529658.000000,322543.000000,196315.000000,25946.000000,124689.000000,-,816.000000,1208.000000,1447.155738,0.779000,99.930000,98.410000,18.330000,1154.000000,-,-,101.850000,14.780000,0.032000,0.004000,4.980000,1.000000,48.000000,2.083333,835913.000000,548.383775,245.777491,381.407532,3.725042,1940.000000,4284.000000,240.000000,20183.000000,84.095833,1870.000000,60036.000000,3.114798,881.000000,11.000000,1.248581,2665037.000000,1.433952
2004, 高雄市,730379.000000,679112.000000,50928.000000,10824.000000,157598.000000,-,1737.000000,2547.000000,1995.571038,0.726400,99.930000,99.960000,17.530000,1877.000000,3.000000,0.160000,146.520000,2.800000,0.030000,0.008000,8.200000,7.000000,72.000000,9.722222,467399.000000,667.491756,256.282942,158.641082,1.978775,1255.000000,2982.000000,465.000000,32943.000000,70.845161,13194.000000,89053.000000,14.815896,14512.000000,16.000000,0.110254,5145586.000000,1.871660
2004, 宜蘭縣,103211.000000,-,98119.000000,10818.000000,28564.860000,-,299.000000,231.000000,281.997268,0.609348,100.000000,96.429019,20.032321,475.000000,-,-,60.050000,4.420000,0.027000,0.002000,0.140000,2.000000,20.000000,10.000000,83896.000000,123.846749,57.560905,39.137441,0.392326,404.000000,655.000000,29.000000,2100.000000,72.413793,505.000000,30676.000000,1.646238,107.000000,1.000000,0.934579,660098.000000,1.426358
2004, 新竹縣,125122.000000,10642.000000,104600.000000,2346.000000,17463.660000,-,266.000000,289.000000,341.863388,0.741389,100.000000,93.182994,12.049583,313.000000,-,-,79.520000,10.640000,0.029000,0.003000,1.670000,-,24.000000,-,92800.000000,155.991928,108.918991,65.004517,1.012894,713.000000,744.000000,34.000000,4620.000000,135.882353,177.000000,39404.000000,0.449193,4240.000000,2.000000,0.047170,464721.000000,1.003140
2004, 苗栗縣,143352.000000,-,143352.000000,5614.000000,24917.290000,-,356.000000,271.000000,391.672131,0.706512,99.047522,100.000000,14.329893,843.000000,1.000000,0.120000,69.510000,3.860000,0.031000,0.003000,1.990000,4.000000,24.000000,16.666667,101581.000000,167.858869,97.651236,55.804081,0.895999,388.000000,1404.000000,94.000000,8610.000000,91.595745,154.000000,22318.000000,0.690026,285.000000,1.000000,0.350877,604504.000000,1.077983
2004, 彰化縣,312379.000000,266822.000000,45557.000000,7783.000000,58054.590000,-,518.000000,663.000000,853.494536,0.648364,99.993621,100.000000,15.349562,518.000000,-,-,109.940000,4.130000,0.027000,0.004000,3.470000,-,20.000000,-,878616.000000,753.136646,371.136899,817.776686,7.031858,1935.000000,871.000000,203.000000,13920.000000,68.571429,59.000000,9020.000000,0.654102,1340.000000,5.000000,0.373134,1210296.000000,0.919257
2004, 南投縣,115273.000000,44449.000000,69750.000000,9340.000000,31873.460000,-,290.000000,269.000000,314.953552,0.586272,99.604764,99.313679,20.368190,644.000000,-,-,68.310000,4.300000,0.029000,0.003000,9.850000,2.000000,24.000000,8.333333,134595.000000,74.996177,42.542243,32.776598,0.181910,274.000000,652.000000,35.000000,2120.000000,60.571429,1080.000000,43605.000000,2.476780,315.000000,7.000000,2.222222,609154.000000,1.129307
2004, 雲林縣,179424.000000,16778.000000,143496.000000,7048.000000,33217.580000,-,343.000000,466.000000,490.229508,0.664059,99.953038,91.283155,15.120235,484.000000,-,-,127.330000,4.520000,0.029000,0.003000,7.150000,4.000000,20.000000,20.000000,1436867.000000,336.890436,163.737413,1113.129787,1.041961,1466.000000,1726.000000,82.000000,6200.000000,75.609756,286.000000,49693.000000,0.575534,147.000000,10.000000,6.802721,693524.000000,0.938925
2004, 嘉義縣,162897.000000,146596.000000,12279.000000,5521.000000,21016.060000,-,326.000000,342.000000,445.073770,0.796015,100.000000,97.876834,11.094130,445.000000,-,-,97.450000,1.920000,0.030000,0.003000,6.030000,2.000000,24.000000,8.333333,405255.000000,172.329883,85.029888,213.104517,0.880804,467.000000,1672.000000,37.000000,2250.000000,60.810811,218.000000,39309.000000,0.554580,216.000000,2.000000,0.925926,514990.000000,0.921012
2004, 屏東縣,250364.000000,232978.000000,16495.000000,6566.000000,47660.710000,-,441.000000,657.000000,684.054645,0.758388,100.000000,99.707476,15.647460,477.000000,1.000000,0.210000,87.770000,3.130000,0.032000,0.003000,8.740000,12.000000,24.000000,50.000000,1640838.000000,221.421290,85.444579,591.165090,0.283182,1252.000000,1428.000000,58.000000,3810.000000,65.689655,452.000000,35269.000000,1.281579,276.000000,-,-,1193615.000000,1.323319
2004, 臺東縣,64582.000000,130.000000,58910.000000,3595.000000,13660.030000,-,203.000000,187.000000,176.453552,0.735026,99.917212,93.227922,16.691951,331.000000,10.000000,3.020000,47.240000,3.780000,0.027000,0.001000,-,1.000000,24.000000,4.166667,74268.000000,45.011559,17.630596,21.127358,0.054904,108.000000,233.000000,11.000000,630.000000,57.272727,207.000000,17970.000000,1.151920,34.000000,-,-,253494.000000,1.049198
2004, 花蓮縣,108769.000000,-,108505.000000,5443.000000,25075.540000,-,263.000000,180.000000,297.183060,0.852885,99.767435,99.810464,18.002716,446.000000,-,-,64.020000,3.030000,0.022000,0.001000,-,8.000000,24.000000,33.333333,100717.000000,47.243735,21.836759,21.759846,0.083179,322.000000,348.000000,37.000000,1710.000000,46.216216,190.000000,21934.000000,0.866235,832.000000,-,-,490639.000000,1.401235
2004, 澎湖縣,26563.000000,-,26563.000000,1463.000000,7787.490000,-,90.000000,104.000000,72.576503,0.788785,99.967323,100.000000,21.744572,288.000000,-,-,62.040000,3.600000,-,-,-,-,20.000000,-,14138.000000,456.520008,149.821738,111.442086,0.748833,36.000000,222.000000,10.000000,420.000000,42.000000,21.000000,3918.000000,0.535988,72.000000,-,-,125291.000000,1.361407
2004, 基隆市,110981.000000,76330.000000,34650.000000,4278.000000,29611.000000,-,173.000000,206.000000,303.226776,0.772967,100.000000,99.999310,20.439705,375.000000,-,-,89.810000,4.910000,0.030000,0.005000,0.860000,2.000000,24.000000,8.333333,697.000000,1288.004043,638.134242,5.250119,1.868048,153.000000,398.000000,11.000000,680.000000,61.818182,107.000000,43795.000000,0.244320,132.000000,-,-,511963.000000,1.305064
2004, 新竹市,119814.000000,115446.000000,4367.000000,2440.000000,27307.300000,-,192.000000,143.000000,327.360656,0.850659,99.999742,99.999331,18.258266,628.000000,1.000000,0.160000,63.600000,5.020000,0.026000,0.004000,0.600000,-,20.000000,-,12981.000000,2142.264286,1170.539999,124.701719,14.227197,239.000000,637.000000,29.000000,2010.000000,69.310345,68.000000,37171.000000,0.182938,303.000000,-,-,804535.000000,2.090117
2004, 嘉義市,87924.000000,83921.000000,4002.000000,3662.000000,7177.310000,-,127.000000,159.000000,240.229508,0.889998,100.000000,99.998987,7.267183,254.000000,-,-,110.460000,3.460000,0.028000,0.004000,7.100000,5.000000,20.000000,25.000000,5649.000000,2961.253199,1310.740751,94.109846,7.763354,42.000000,346.000000,9.000000,570.000000,63.333333,112.000000,1533.000000,7.305936,216.000000,-,-,408510.000000,1.513182
2004, 金門縣,15865.000000,120.000000,12075.000000,1010.000000,3515.230000,-,106.000000,54.000000,43.346995,0.692998,99.981383,82.001184,17.239776,108.000000,35.000000,32.410000,-,-,-,-,-,-,-,-,21360.000000,193.210328,98.558697,139.556764,0.535752,210.000000,-,-,-,-,-,-,-,-,-,-,271301.000000,4.325624
2004, 連江縣,6973.000000,2630.000000,3022.000000,3455.000000,1828.400000,-,40.000000,15.000000,19.051913,2.199228,92.616733,89.221958,14.917920,78.000000,-,-,-,-,-,-,-,-,-,-,390.000000,126.770833,72.708333,13.541667,0.069444,16.000000,-,-,-,-,-,-,-,-,-,-,-,-
2005, 總計,5525253.000000,4300399.000000,1184599.000000,464201.000000,1756035.000000,29575.000000,12638.000000,19319.000000,15137.679452,0.666800,99.880000,99.480000,22.590000,10259.000000,26.000000,0.250000,-,-,-,-,-,-,-,-,7194768.000000,364.630598,184.247139,198.816209,2.151291,16130.000000,-,-,-,-,-,-,-,41034.000000,89.000000,0.216893,34898754.000000,1.535378
2005, 臺灣地區,5502960.000000,4297520.000000,1167593.000000,460937.000000,1749952.000000,28336.000000,12456.000000,19247.000000,15076.602740,0.666400,99.880000,99.510000,22.600000,10076.000000,5.000000,0.050000,92.970000,5.860000,0.027000,0.005000,4.460000,79.000000,580.000000,13.620690,7171536.000000,365.502539,184.655970,199.175145,2.159851,15911.000000,30444.000000,1835.000000,163075.000000,88.869210,19687.000000,631916.000000,3.115446,41015.000000,89.000000,0.216994,34707432.000000,1.532165
2005, 新北市,1030602.000000,920269.000000,110333.000000,61860.000000,229921.000000,2713.000000,1815.000000,3717.000000,2823.567123,0.759000,100.000000,100.000000,17.351271,370.000000,-,-,83.980000,9.260000,0.026000,0.005000,2.250000,3.000000,28.000000,10.714286,135468.000000,991.879582,434.918875,65.999317,9.308345,1348.000000,4404.000000,171.000000,15220.000000,89.005848,1927.000000,24344.000000,7.915708,4532.000000,14.000000,0.308914,6500567.000000,1.746343
2005, 臺北市,559769.000000,476040.000000,83730.000000,69598.000000,327437.000000,5821.000000,2157.000000,4980.000000,1533.613699,0.585000,100.000000,100.000000,34.015011,461.000000,-,-,72.220000,8.740000,0.022000,0.005000,2.900000,18.000000,48.000000,37.500000,4005.000000,3793.131486,2669.274469,14.735116,5.110381,260.000000,884.000000,34.000000,2350.000000,69.117647,7073.000000,88872.000000,7.958637,1478.000000,13.000000,0.879567,5962689.000000,2.276336
2005, 桃園市,454257.000000,421338.000000,21275.000000,58918.000000,168442.000000,662.000000,830.000000,1142.000000,1244.539726,0.667000,99.970000,98.293367,24.688141,586.000000,-,-,102.620000,4.930000,0.025000,0.007000,1.790000,5.000000,32.000000,15.625000,208311.000000,758.703440,492.144667,170.613307,7.675965,1664.000000,1760.000000,324.000000,31986.000000,98.722222,947.000000,11732.000000,8.071940,10709.000000,11.000000,0.102717,2695690.000000,1.444115
2005, 臺中市,469999.000000,433351.000000,36648.000000,68248.000000,180064.000000,6387.000000,1223.000000,1441.000000,1287.668493,0.504400,99.800000,100.000000,24.850000,851.000000,-,-,103.240000,4.480000,0.026000,0.004000,3.700000,2.000000,40.000000,5.000000,205630.000000,661.407340,393.080617,92.839540,6.670288,1491.000000,2011.000000,130.000000,10410.000000,80.076923,1929.000000,10319.000000,18.693672,2207.000000,11.000000,0.498414,3612814.000000,1.412759
2005, 臺南市,531110.000000,347528.000000,176514.000000,34154.000000,167421.000000,1665.000000,767.000000,1319.000000,1455.095890,0.781700,99.950000,99.040000,22.800000,821.000000,-,-,92.030000,11.250000,0.027000,0.006000,6.310000,1.000000,48.000000,2.083333,857714.000000,568.368233,257.277486,391.354818,3.745118,1994.000000,3467.000000,153.000000,16960.000000,110.849673,971.000000,66015.000000,1.470878,889.000000,16.000000,1.799775,2293611.000000,1.231962
2005, 高雄市,672829.000000,631633.000000,41072.000000,37792.000000,199019.000000,1542.000000,1698.000000,2555.000000,1843.367123,0.670000,99.960000,99.990000,21.840000,1450.000000,2.000000,0.140000,133.440000,3.090000,0.028000,0.009000,9.620000,15.000000,72.000000,20.833333,481158.000000,692.170781,267.836545,163.311059,2.014074,1299.000000,4679.000000,329.000000,30476.000000,92.632219,2547.000000,116095.000000,2.193893,11408.000000,6.000000,0.052595,5093593.000000,1.850504
2005, 宜蘭縣,87901.000000,74352.000000,13536.000000,18185.000000,41339.000000,272.000000,295.000000,242.000000,240.824658,0.521000,100.000000,99.991198,27.989059,326.000000,-,-,63.310000,3.500000,0.024000,0.003000,0.280000,1.000000,20.000000,5.000000,83390.000000,126.308467,60.152309,38.901392,0.383463,328.000000,633.000000,38.000000,3100.000000,81.578947,92.000000,31908.000000,0.288329,75.000000,-,-,544634.000000,1.179025
2005, 新竹縣,114472.000000,12358.000000,96307.000000,2383.000000,22993.000000,122.000000,289.000000,293.000000,313.621918,0.665000,99.780000,95.851254,16.427092,305.000000,-,-,94.410000,6.540000,0.029000,0.003000,1.790000,9.000000,24.000000,37.500000,104078.000000,162.383105,115.077609,72.904527,1.036009,720.000000,1079.000000,52.000000,6463.000000,124.288462,302.000000,30584.000000,0.987444,4598.000000,1.000000,0.021749,531725.000000,1.125436
2005, 苗栗縣,137618.000000,878.000000,136741.000000,7200.000000,46133.000000,273.000000,371.000000,240.000000,377.035616,0.680000,99.980000,100.000000,24.125110,596.000000,-,-,65.210000,2.040000,0.030000,0.004000,1.920000,7.000000,28.000000,25.000000,108232.000000,172.639360,102.212535,59.457844,0.895449,357.000000,851.000000,57.000000,3390.000000,59.473684,219.000000,8118.000000,2.697709,339.000000,4.000000,1.179941,521624.000000,0.930983
2005, 彰化縣,308174.000000,274424.000000,33750.000000,11592.000000,65658.000000,1339.000000,537.000000,652.000000,844.312329,0.642000,99.990000,100.000000,16.976288,284.000000,-,-,105.080000,5.400000,0.026000,0.005000,2.900000,-,20.000000,-,929454.000000,770.786563,388.051519,865.094434,7.125864,1883.000000,2252.000000,152.000000,12170.000000,80.065789,530.000000,6779.000000,7.818262,2140.000000,2.000000,0.093458,1180168.000000,0.896584
2005, 南投縣,107818.000000,54708.000000,52607.000000,21901.000000,42979.000000,466.000000,290.000000,222.000000,295.391781,0.551000,99.730000,99.709524,24.819824,439.000000,-,-,78.190000,4.330000,0.028000,0.003000,5.210000,2.000000,24.000000,8.333333,132516.000000,77.192485,44.140466,32.270319,0.183127,365.000000,502.000000,38.000000,2600.000000,68.421053,517.000000,24552.000000,2.105735,305.000000,8.000000,2.622951,546531.000000,1.016253
2005, 雲林縣,173937.000000,27872.000000,137835.000000,7624.000000,43965.000000,758.000000,363.000000,413.000000,476.539726,0.657000,98.610000,96.362977,19.429124,347.000000,1.000000,0.290000,103.780000,3.000000,0.028000,0.004000,5.220000,1.000000,20.000000,5.000000,1519346.000000,346.481798,172.380214,1177.027912,1.048935,1548.000000,2102.000000,118.000000,10120.000000,85.762712,533.000000,20248.000000,2.632359,254.000000,1.000000,0.393701,698232.000000,0.949910
2005, 嘉義縣,152354.000000,147872.000000,4482.000000,6661.000000,24143.000000,1715.000000,335.000000,354.000000,417.408219,0.749000,100.000000,100.000000,13.059235,446.000000,-,-,103.690000,2.460000,0.031000,0.003000,7.420000,-,24.000000,-,411303.000000,176.620085,88.853774,216.284591,0.865553,474.000000,1363.000000,21.000000,1470.000000,70.000000,143.000000,44320.000000,0.322653,194.000000,-,-,499704.000000,0.896327
