"年度","縣市","垃圾清運量","垃圾焚化量","垃圾衛生掩埋量","廚餘回收量","執行機關資源回收量","巨大垃圾回收再利用量","垃圾清理車數","清運人員數","平均每日垃圾清運量","平均每人每日垃圾清運量","垃圾清運率","垃圾妥善處理率","執行機關資源回收率","自來水水質檢驗件數","自來水水質檢驗不合格數","自來水水質抽驗檢驗不合格率","空氣中總懸浮微粒濃度","平均每月落塵量","空氣中臭氧濃度","二氧化硫含量","PSI>100之日數比率","一般地區環境音量監測不合格時段數","一般地區環境音量監測總時段數","一般地區環境音量監測不合格率","豬隻數量","機車密度","汽車密度","豬隻密度","工廠密度","事業廢水列管家數","事業廢水稽查次數","事業廢水罰鍰次數","事業廢水罰鍰金額","平均每次事業廢水稽查罰款金額","交通工具排放空氣污染物告發件數","交通工具排放空氣污染物檢查件數","交通工具空氣污染檢查告發率","查核列管毒性化學物質運作之家次","取締違反列管毒性化學物質運作之家次","列管毒性化學物質業者之查核取締率","地方環保單位歲出決算數(扣除其他機關補助及配合款)","平均每人環保經費"
2000, 臺南市,644439.000000,194038.000000,407321.000000,-,31340.000000,-,674.000000,1801.000000,1760.762295,0.978300,99.800000,93.630000,4.640000,1434.000000,-,-,102.440000,4.310000,0.025000,0.004000,3.430000,14.000000,52.000000,26.923077,1011015.000000,484.488170,212.211504,461.302475,3.978732,1678.000000,3255.000000,302.000000,19129.000000,63.341060,978.000000,120556.000000,0.811241,3868.000000,8.000000,0.206825,-,-
2000, 高雄市,1004060.000000,795208.000000,192106.000000,-,60234.000000,-,1770.000000,3826.000000,2743.333333,1.012500,99.880000,98.430000,5.660000,2020.000000,109.000000,5.400000,143.230000,3.700000,0.027000,0.009000,12.060000,28.000000,56.000000,50.000000,776169.000000,582.278504,224.973832,263.441492,2.001516,1423.000000,2294.000000,683.000000,52120.000000,76.310395,1769.000000,298022.000000,0.593580,5886.000000,17.000000,0.288821,-,-
2000, 宜蘭縣,179547.000000,-,124369.000000,-,17225.040000,-,227.000000,372.000000,490.565574,1.054891,100.000000,71.958414,8.753805,424.000000,-,-,51.590000,5.270000,0.022000,0.002000,0.550000,-,12.000000,-,88355.000000,115.301412,51.194120,41.217562,0.452038,315.000000,727.000000,62.000000,4570.000000,73.709677,361.000000,23932.000000,1.508441,312.000000,2.000000,0.641026,-,-
2000, 新竹縣,140973.000000,1875.000000,121024.000000,-,12229.080000,-,236.000000,311.000000,385.172131,0.925717,99.134208,88.202510,7.982320,439.000000,-,-,70.830000,3.080000,0.026000,0.003000,2.060000,2.000000,12.000000,16.666667,105281.000000,140.375433,91.825185,73.747204,1.041613,649.000000,934.000000,56.000000,4970.000000,88.750000,1439.000000,39810.000000,3.614670,1261.000000,1.000000,0.079302,-,-
2000, 苗栗縣,194258.000000,-,170485.000000,-,11561.360000,-,296.000000,438.000000,530.759563,1.006490,98.392540,88.449580,5.617236,956.000000,6.000000,0.630000,76.470000,3.410000,0.023000,0.003000,2.070000,8.000000,24.000000,33.333333,119089.000000,158.975790,86.822340,65.422197,1.039930,329.000000,1072.000000,102.000000,7920.000000,77.647059,169.000000,175963.000000,0.096043,273.000000,1.000000,0.366300,-,-
2000, 彰化縣,410671.000000,195293.000000,198878.000000,-,24436.650000,-,442.000000,856.000000,1122.051913,0.861812,99.939490,96.207835,5.616231,909.000000,-,-,114.410000,3.080000,0.022000,0.003000,5.340000,8.000000,16.000000,50.000000,867984.000000,686.287924,318.035436,807.880893,7.500028,1804.000000,5258.000000,377.000000,23490.000000,62.307692,1970.000000,50604.000000,3.892973,3623.000000,-,-,-,-
2000, 南投縣,162386.000000,12889.000000,117268.000000,-,12290.840000,-,228.000000,1022.000000,443.677596,0.850222,96.747775,81.549357,7.036331,1127.000000,3.000000,0.270000,84.680000,2.140000,0.020000,0.002000,8.480000,-,16.000000,-,133955.000000,69.697178,36.609361,32.620745,0.241085,253.000000,334.000000,94.000000,5660.000000,60.212766,538.000000,82320.000000,0.653547,189.000000,1.000000,0.529101,-,-
2000, 雲林縣,236623.000000,4086.000000,121551.000000,-,11236.930000,-,325.000000,686.000000,646.510929,0.868018,99.953993,55.222290,4.533581,989.000000,-,-,120.690000,4.870000,0.023000,0.003000,4.580000,3.000000,12.000000,25.000000,1418284.000000,313.821649,140.605101,1098.733680,1.153517,1522.000000,1165.000000,106.000000,7950.000000,75.000000,1602.000000,44809.000000,3.575175,247.000000,3.000000,1.214575,-,-
2000, 嘉義縣,209380.000000,-,142154.000000,-,10558.450000,-,244.000000,445.000000,572.076503,1.017998,99.626893,69.434176,4.800639,619.000000,1.000000,0.160000,100.980000,4.650000,0.027000,0.002000,4.230000,-,8.000000,-,424414.000000,159.143596,71.935625,223.179333,0.878700,453.000000,1374.000000,74.000000,4500.000000,60.810811,926.000000,61877.000000,1.496517,259.000000,1.000000,0.386100,-,-
2000, 屏東縣,325390.000000,155591.000000,96290.000000,-,9735.170000,-,423.000000,785.000000,889.043716,0.981768,99.331747,78.065211,2.904935,572.000000,3.000000,0.520000,88.540000,4.790000,0.028000,0.002000,10.800000,12.000000,20.000000,60.000000,1742889.000000,192.712186,71.695482,627.932271,0.313806,1395.000000,1545.000000,104.000000,6870.000000,66.057692,951.000000,79316.000000,1.199001,665.000000,1.000000,0.150376,-,-
2000, 臺東縣,108618.000000,-,73222.000000,-,12766.330000,-,201.000000,126.000000,296.770492,1.220211,99.207132,70.839729,10.517280,581.000000,3.000000,0.520000,54.400000,3.990000,0.024000,0.000400,-,12.000000,16.000000,75.000000,74525.000000,40.162974,14.831082,21.200468,0.071119,107.000000,499.000000,7.000000,420.000000,60.000000,669.000000,19491.000000,3.432353,741.000000,-,-,-,-
2000, 花蓮縣,161619.000000,-,134780.000000,-,9170.360000,-,226.000000,268.000000,441.581967,1.247710,99.458474,84.285321,5.369398,1019.000000,-,-,70.550000,3.770000,0.019000,0.001000,-,3.000000,16.000000,18.750000,108496.000000,43.101204,19.642778,23.440494,0.094414,373.000000,520.000000,18.000000,1770.000000,98.333333,384.000000,30920.000000,1.241915,545.000000,-,-,-,-
2000, 澎湖縣,39624.000000,-,37802.000000,-,3981.710000,-,90.000000,110.000000,108.262295,1.215236,99.982122,95.821648,9.131167,413.000000,44.000000,10.650000,69.730000,4.110000,-,-,-,9.000000,16.000000,56.250000,16067.000000,404.283008,115.272957,126.647334,0.756715,33.000000,254.000000,8.000000,510.000000,63.750000,6.000000,7458.000000,0.080451,126.000000,-,-,-,-
2000, 基隆市,211099.000000,-,211099.000000,-,21085.890000,-,155.000000,503.000000,576.773224,1.494818,100.000000,100.000000,9.081508,345.000000,2.000000,0.580000,77.660000,6.830000,0.027000,0.005000,3.280000,1.000000,4.000000,25.000000,2900.000000,1139.599680,554.343249,21.844110,2.252203,165.000000,604.000000,60.000000,5340.000000,89.000000,541.000000,30910.000000,1.750243,310.000000,-,-,-,-
2000, 新竹市,133171.000000,49197.000000,81253.000000,-,7708.200000,-,163.000000,325.000000,363.855191,1.000253,100.000000,98.068558,5.471496,377.000000,4.000000,1.060000,100.460000,15.720000,0.023000,0.004000,1.640000,9.000000,16.000000,56.250000,11120.000000,1986.783405,1011.744883,106.824059,15.706595,129.000000,308.000000,20.000000,2370.000000,118.500000,109.000000,28412.000000,0.383641,529.000000,6.000000,1.134216,-,-
2000, 嘉義市,103083.000000,86122.000000,16961.000000,-,9037.210000,-,74.000000,352.000000,281.647541,1.061881,100.000000,100.000000,8.060286,377.000000,-,-,113.010000,3.500000,0.020000,0.004000,4.100000,12.000000,20.000000,60.000000,4260.000000,2745.628532,1135.815385,70.969720,9.162757,56.000000,360.000000,5.000000,270.000000,54.000000,1079.000000,40555.000000,2.660584,613.000000,-,-,-,-
2000, 金門縣,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,164.639086,78.585616,-,0.163339,-,-,-,-,-,-,-,-,-,-,-,-,-
2000, 連江縣,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,81.666667,42.361111,-,0.034722,-,-,-,-,-,-,-,-,-,-,-,-,-
2001, 總計,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,324.228764,158.390334,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2001, 臺灣地區,7254841.000000,3736891.000000,2996805.000000,-,584333.000000,-,11343.000000,17853.000000,19876.271233,0.898200,99.330000,93.350000,7.460000,11602.000000,103.000000,0.890000,98.150000,5.410000,0.025000,0.004000,3.400000,136.000000,416.000000,32.692308,7164605.000000,325.055399,158.819627,198.982650,-,13217.000000,27261.000000,3135.000000,209630.000000,66.867624,40575.000000,979721.000000,4.141485,39430.000000,139.000000,0.352523,35563571.000000,1.596359
2001, 新北市,1227514.000000,810011.000000,387118.000000,-,58783.350000,-,1680.000000,3907.000000,3363.052055,0.941866,99.160945,97.637793,4.569966,250.000000,-,-,77.570000,4.560000,0.026000,0.003000,2.310000,14.000000,24.000000,58.333333,142274.000000,865.366275,385.679062,69.315165,-,1220.000000,4919.000000,340.000000,20040.000000,58.941176,5003.000000,53340.000000,9.379453,5056.000000,24.000000,0.474684,7117521.000000,1.983108
2001, 臺北市,994312.000000,545545.000000,448767.000000,-,55081.770000,-,2361.000000,2923.000000,2724.142466,1.031915,100.000000,100.000000,5.248913,486.000000,-,-,84.120000,11.820000,0.020000,0.003000,2.660000,17.000000,32.000000,53.125000,5004.000000,3569.426309,2454.671584,18.410616,-,186.000000,323.000000,65.000000,4740.000000,72.923077,24674.000000,142074.000000,17.367006,1853.000000,3.000000,0.161900,6555023.000000,2.482833
2001, 桃園市,616658.000000,148576.000000,246821.000000,-,38564.550000,-,609.000000,1080.000000,1689.473973,0.970294,99.954452,66.231168,5.885718,539.000000,-,-,115.060000,8.290000,0.027000,0.005000,0.960000,6.000000,28.000000,21.428571,196874.000000,658.875764,410.386468,161.246042,-,1135.000000,1201.000000,706.000000,40929.000000,57.973088,1093.000000,7466.000000,14.639700,7608.000000,18.000000,0.236593,2748680.000000,1.572660
2001, 臺中市,619968.000000,381523.000000,236545.000000,-,105918.000000,-,985.000000,1174.000000,1698.542466,0.702900,99.760000,99.740000,14.590000,1374.000000,3.000000,0.220000,91.720000,4.330000,0.023000,0.003000,2.090000,9.000000,24.000000,37.500000,204691.000000,579.040522,332.510752,92.415592,-,990.000000,1273.000000,255.000000,14670.000000,57.529412,1297.000000,63935.000000,2.028623,861.000000,8.000000,0.929152,3096654.000000,1.252168
2001, 臺南市,594969.000000,278767.000000,298119.000000,-,58836.000000,-,707.000000,1265.000000,1630.052055,0.885700,99.680000,97.230000,9.000000,904.000000,1.000000,0.110000,101.460000,3.450000,0.028000,0.005000,3.370000,3.000000,56.000000,5.357143,942599.000000,498.404150,216.589934,430.085856,-,1670.000000,2445.000000,348.000000,21260.000000,61.091954,533.000000,69053.000000,0.771871,3526.000000,6.000000,0.170164,2396940.000000,1.298950
2001, 高雄市,838568.000000,741303.000000,91176.000000,-,76799.000000,-,1716.000000,2831.000000,2297.443836,0.843600,99.740000,99.330000,8.390000,1520.000000,66.000000,4.340000,155.250000,3.880000,0.029000,0.010000,8.580000,30.000000,56.000000,53.571429,573212.000000,603.556276,231.865604,194.555341,-,1402.000000,2644.000000,549.000000,35148.000000,64.021858,911.000000,100621.000000,0.905378,9462.000000,28.000000,0.295921,6008827.000000,2.202374
2001, 宜蘭縣,156224.000000,-,105528.000000,-,15618.390000,-,228.000000,268.000000,428.010959,0.919480,100.000000,70.498548,9.088788,234.000000,1.000000,0.430000,64.700000,5.170000,0.023000,0.002000,0.140000,-,12.000000,-,92552.000000,116.772284,52.104727,43.175460,-,286.000000,558.000000,61.000000,3730.000000,61.147541,703.000000,30963.000000,2.270452,179.000000,-,-,468778.000000,1.007058
2001, 新竹縣,146233.000000,5770.000000,123486.000000,-,12923.350000,-,221.000000,345.000000,400.638356,0.911384,99.323549,89.333131,8.119909,478.000000,-,-,75.580000,2.120000,0.026000,0.002000,1.230000,3.000000,12.000000,25.000000,90398.000000,143.688002,94.639012,63.321965,-,609.000000,802.000000,66.000000,7840.000000,118.787879,687.000000,41220.000000,1.666667,3277.000000,4.000000,0.122063,390427.000000,0.881312
2001, 苗栗縣,182424.000000,-,163543.000000,-,13545.770000,-,298.000000,252.000000,499.791781,0.907664,98.202768,90.365351,6.912173,780.000000,3.000000,0.380000,72.070000,3.080000,0.025000,0.002000,0.680000,8.000000,16.000000,50.000000,123077.000000,161.969778,88.187489,67.613027,-,345.000000,1003.000000,111.000000,9790.000000,88.198198,112.000000,200287.000000,0.055920,267.000000,2.000000,0.749064,519898.000000,0.928105
2001, 彰化縣,373312.000000,244412.000000,121604.000000,-,22029.500000,-,446.000000,723.000000,1022.772603,0.779758,99.967732,98.154507,5.572271,601.000000,1.000000,0.170000,96.840000,2.100000,0.023000,0.004000,3.160000,4.000000,16.000000,25.000000,885728.000000,700.815156,328.677694,824.396219,-,1264.000000,4577.000000,349.000000,22020.000000,63.094556,476.000000,23338.000000,2.039592,3615.000000,23.000000,0.636238,1173091.000000,0.893945
2001, 南投縣,147905.000000,26541.000000,110753.000000,-,11023.320000,-,229.000000,289.000000,405.219178,0.787832,93.162095,93.323405,6.936033,899.000000,8.000000,0.890000,69.910000,2.410000,0.024000,0.002000,3.420000,-,16.000000,-,140993.000000,70.737496,37.869578,34.334640,-,245.000000,349.000000,20.000000,1200.000000,60.000000,365.000000,23117.000000,1.578925,245.000000,4.000000,1.632653,628465.000000,1.160220
2001, 雲林縣,225512.000000,21996.000000,150955.000000,-,15461.070000,-,304.000000,704.000000,617.841096,0.831943,99.826242,78.188019,6.416099,792.000000,-,-,80.300000,4.570000,0.025000,0.003000,4.110000,-,12.000000,-,1475053.000000,319.929323,144.369331,1142.712187,-,1548.000000,1978.000000,98.000000,15845.000000,161.683673,850.000000,49868.000000,1.704500,73.000000,8.000000,10.958904,570687.000000,0.767604
2001, 嘉義縣,173658.000000,112687.000000,38568.000000,-,11462.710000,-,223.000000,314.000000,475.775342,0.847264,99.913910,87.898167,6.192019,385.000000,-,-,96.160000,4.740000,0.029000,0.003000,2.610000,-,4.000000,-,413265.000000,161.715017,74.300386,217.316599,-,391.000000,1643.000000,37.000000,2250.000000,60.810811,688.000000,29750.000000,2.312605,326.000000,1.000000,0.306748,571111.000000,1.014704
2001, 屏東縣,311355.000000,213322.000000,92117.000000,-,13427.370000,-,416.000000,654.000000,853.027397,0.942900,99.832960,98.178473,4.134267,422.000000,-,-,109.090000,7.380000,0.032000,0.002000,8.620000,12.000000,24.000000,50.000000,1658102.000000,198.468778,74.017862,597.385005,-,1168.000000,1690.000000,47.000000,2860.000000,60.851064,1427.000000,43401.000000,3.287943,447.000000,3.000000,0.671141,926963.000000,1.020348
2001, 臺東縣,92505.000000,-,63663.000000,-,13823.140000,-,167.000000,109.000000,253.438356,1.048685,98.105571,72.874537,13.000453,384.000000,-,-,75.290000,4.900000,0.025000,0.001000,0.550000,-,-,-,79498.000000,41.047406,15.237312,22.615160,-,88.000000,265.000000,8.000000,630.000000,78.750000,21.000000,13171.000000,0.159441,527.000000,-,-,218081.000000,0.890265
2001, 花蓮縣,162131.000000,-,134394.000000,-,12047.520000,-,230.000000,147.000000,444.194521,1.281231,96.752837,84.075534,6.916766,425.000000,-,-,82.130000,3.350000,0.019000,0.001000,1.100000,1.000000,16.000000,6.250000,108002.000000,43.872932,19.996451,23.333766,-,313.000000,390.000000,18.000000,1270.000000,70.555556,738.000000,34157.000000,2.160611,713.000000,-,-,405583.000000,1.147710
2001, 澎湖縣,32505.000000,-,31138.000000,-,3558.660000,-,75.000000,99.000000,89.054795,0.981964,99.602246,96.209481,9.867717,323.000000,15.000000,4.640000,70.140000,-,-,-,-,4.000000,16.000000,25.000000,17709.000000,416.863399,126.868042,139.590318,-,33.000000,236.000000,2.000000,220.000000,110.000000,14.000000,3694.000000,0.378993,51.000000,-,-,135153.000000,1.487126
2001, 基隆市,118517.000000,-,118517.000000,-,23366.700000,-,186.000000,206.000000,324.704110,0.833225,100.000000,100.000000,16.468911,315.000000,5.000000,1.590000,94.120000,11.500000,0.027000,0.005000,0.860000,12.000000,24.000000,50.000000,1030.000000,1172.335715,566.613613,7.758425,-,147.000000,436.000000,30.000000,3030.000000,101.000000,582.000000,31181.000000,1.866521,266.000000,-,-,525193.000000,1.347701
2001, 新竹市,134600.000000,115600.000000,18860.000000,-,18623.880000,-,166.000000,280.000000,368.767123,0.994764,99.914545,99.908630,12.154685,223.000000,-,-,88.550000,11.090000,0.022000,0.004000,1.100000,5.000000,16.000000,31.250000,8992.000000,2036.919625,1038.767911,86.381469,-,128.000000,229.000000,21.000000,1888.000000,89.904762,122.000000,16346.000000,0.746360,809.000000,6.000000,0.741656,683698.000000,1.843510
2001, 嘉義市,105970.000000,90838.000000,15133.000000,-,3438.710000,-,96.000000,283.000000,290.328767,1.087015,100.000000,100.000000,3.142995,268.000000,-,-,121.490000,3.610000,0.022000,0.004000,2.750000,8.000000,12.000000,66.666667,5552.000000,2783.245815,1160.804723,92.493869,-,49.000000,300.000000,4.000000,270.000000,67.500000,279.000000,2739.000000,10.186199,269.000000,1.000000,0.371747,422798.000000,1.582991
2001, 金門縣,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,173.217646,77.050230,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2001, 連江縣,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,93.298611,53.958333,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2002, 總計,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,331.152462,163.678407,-,2.048412,-,-,-,-,-,-,-,-,-,-,-,-,-
2002, 臺灣地區,6723639.000000,4316049.000000,2116375.000000,-,878319.000000,-,11979.000000,18879.000000,18420.931507,0.828700,99.260000,96.220000,11.600000,10912.000000,36.000000,0.330000,94.740000,5.220000,0.027000,0.004000,3.200000,108.000000,440.000000,24.545455,6793941.000000,331.967351,164.096916,188.688195,2.057619,14038.000000,27500.000000,2989.000000,208785.000000,69.851121,33846.000000,967545.000000,3.498132,42247.000000,118.000000,0.279310,34027385.000000,1.519323
2002, 新北市,1291157.000000,1133558.000000,133597.000000,-,81147.650000,-,1812.000000,3761.000000,3537.416438,0.996613,96.635128,98.250971,5.913239,320.000000,1.000000,0.310000,77.940000,3.400000,0.027000,0.003000,2.020000,14.000000,24.000000,58.333333,134897.000000,890.378374,397.629466,65.721129,8.939539,1322.000000,4308.000000,389.000000,25100.000000,64.524422,5059.000000,54282.000000,9.319848,5037.000000,23.000000,0.456621,6361437.000000,1.754468
2002, 臺北市,741890.000000,613122.000000,128470.000000,-,221390.970000,-,2349.000000,4391.000000,2032.575342,0.770549,100.000000,99.969064,23.010000,560.000000,2.000000,0.360000,83.400000,10.900000,0.023000,0.003000,1.760000,13.000000,32.000000,40.625000,4742.000000,3574.573482,2493.199956,17.446671,5.842538,210.000000,302.000000,26.000000,1650.000000,63.461538,8880.000000,125450.000000,7.078517,252.000000,3.000000,1.190476,6053675.000000,2.294946
2002, 桃園市,559639.000000,319757.000000,150782.000000,-,52680.680000,-,690.000000,1069.000000,1533.257534,0.862914,99.939195,85.448777,8.603460,593.000000,2.000000,0.340000,96.000000,7.940000,0.027000,0.005000,1.650000,4.000000,28.000000,14.285714,189416.000000,671.841036,422.440157,155.137704,6.947027,1695.000000,901.000000,612.000000,44670.000000,72.990196,282.000000,5326.000000,5.294780,8892.000000,23.000000,0.258659,3055066.000000,1.718470
2002, 臺中市,558574.000000,332759.000000,212951.000000,-,120831.000000,-,1050.000000,1238.000000,1530.339726,0.620400,97.810000,98.400000,18.070000,1113.000000,1.000000,0.090000,90.750000,3.720000,0.024000,0.003000,2.370000,8.000000,28.000000,28.571429,189550.000000,596.506799,345.826948,85.579608,6.195774,984.000000,1176.000000,221.000000,12536.000000,56.723982,275.000000,13813.000000,1.990878,874.000000,10.000000,1.144165,3003420.000000,1.202700
2002, 臺南市,582488.000000,331985.000000,234911.000000,-,77855.000000,-,746.000000,1305.000000,1595.857534,0.865100,99.730000,97.640000,11.790000,1036.000000,-,-,93.440000,4.610000,0.030000,0.004000,4.340000,5.000000,56.000000,8.928571,858560.000000,510.119964,225.623298,391.740828,3.630137,1680.000000,4628.000000,292.000000,17160.000000,58.767123,1441.000000,128258.000000,1.123517,2926.000000,2.000000,0.068353,2238114.000000,1.209495
2002, 高雄市,802291.000000,722457.000000,79036.000000,-,96890.000000,-,1782.000000,2779.000000,2198.057534,0.804300,99.930000,99.910000,10.780000,1263.000000,21.000000,1.660000,140.540000,3.340000,0.030000,0.007000,7.040000,14.000000,56.000000,25.000000,517572.000000,619.832465,236.788104,175.670427,1.894601,1149.000000,2396.000000,395.000000,27661.000000,70.027848,4293.000000,153595.000000,2.795013,15346.000000,21.000000,0.136843,5033538.000000,1.838964
2002, 宜蘭縣,139844.000000,-,99123.000000,-,19016.250000,-,247.000000,234.000000,383.134247,0.824012,100.000000,74.366778,11.970427,245.000000,-,-,66.250000,4.380000,0.023000,0.002000,0.140000,-,12.000000,-,83268.000000,118.040697,54.152193,38.844479,0.379731,313.000000,514.000000,54.000000,3250.000000,60.185185,684.000000,29038.000000,2.355534,160.000000,-,-,583500.000000,1.254966
2002, 新竹縣,135002.000000,7538.000000,113389.000000,-,9277.700000,-,223.000000,370.000000,369.868493,0.828466,99.324024,90.244643,6.430357,314.000000,-,-,63.260000,6.100000,0.027000,0.002000,1.640000,2.000000,16.000000,12.500000,84967.000000,146.539655,98.309525,59.517659,0.936541,698.000000,760.000000,46.000000,3440.000000,74.782609,383.000000,12037.000000,3.181856,4162.000000,1.000000,0.024027,509224.000000,1.132894
2002, 苗栗縣,172913.000000,-,165923.000000,-,16557.610000,-,325.000000,247.000000,473.734247,0.858562,98.613147,96.310773,8.738880,782.000000,5.000000,0.640000,75.600000,5.080000,0.029000,0.002000,1.100000,6.000000,12.000000,50.000000,110541.000000,162.864678,90.076173,60.726306,0.904239,395.000000,1429.000000,129.000000,13218.000000,102.465116,430.000000,85033.000000,0.505686,270.000000,-,-,795569.000000,1.418878
2002, 彰化縣,356645.000000,252538.000000,102671.000000,-,32459.330000,-,480.000000,672.000000,977.109589,0.743436,99.915057,99.630947,8.342063,463.000000,-,-,94.450000,13.610000,0.025000,0.004000,3.970000,3.000000,16.000000,18.750000,856476.000000,717.104308,341.659872,797.169759,6.809407,1342.000000,4358.000000,372.000000,28860.000000,77.580645,842.000000,31642.000000,2.661020,1295.000000,17.000000,1.312741,1034556.000000,0.786683
2002, 南投縣,136178.000000,9241.000000,118922.000000,-,14262.090000,-,249.000000,271.000000,373.090411,0.716350,99.183805,94.672298,9.520000,730.000000,1.000000,0.140000,69.830000,2.700000,0.023000,0.002000,2.610000,-,16.000000,-,131173.000000,71.664821,39.466097,31.943271,0.152931,283.000000,238.000000,56.000000,4840.000000,86.428571,1333.000000,15129.000000,8.810893,332.000000,4.000000,1.204819,594369.000000,1.097523
2002, 雲林縣,204810.000000,22428.000000,160923.000000,-,20048.960000,-,341.000000,407.000000,561.123288,0.755821,99.964593,90.456684,9.100000,575.000000,-,-,116.300000,4.050000,0.027000,0.003000,3.620000,1.000000,12.000000,8.333333,1425306.000000,321.208340,151.126972,1104.173569,1.000128,1531.000000,1961.000000,181.000000,12830.000000,70.883978,1426.000000,55392.000000,2.574379,122.000000,5.000000,4.098361,607448.000000,0.817364
2002, 嘉義縣,179186.000000,144140.000000,21854.000000,-,13691.120000,-,271.000000,314.000000,490.920548,0.880033,98.295323,93.160412,7.370000,321.000000,-,-,93.440000,3.340000,0.029000,0.002000,4.660000,1.000000,20.000000,5.000000,387412.000000,163.723775,77.888806,203.721724,0.861347,433.000000,1242.000000,67.000000,4350.000000,64.925373,1040.000000,45104.000000,2.305782,271.000000,-,-,578959.000000,1.028567
2002, 屏東縣,284442.000000,207032.000000,68037.000000,-,11404.180000,-,420.000000,679.000000,779.293151,0.859188,100.000000,96.831800,3.854767,535.000000,-,-,94.010000,2.490000,0.031000,0.002000,8.460000,6.000000,16.000000,37.500000,1609596.000000,205.174355,77.297513,579.909146,0.290027,1133.000000,1555.000000,73.000000,4200.000000,57.534247,5028.000000,79862.000000,6.295860,478.000000,1.000000,0.209205,895227.000000,0.986182
2002, 臺東縣,83474.000000,-,67706.000000,-,14780.550000,-,195.000000,196.000000,228.695890,0.945736,99.874162,83.951888,15.043120,342.000000,-,-,57.620000,1.850000,0.027000,0.000400,-,8.000000,16.000000,50.000000,75681.000000,42.004663,16.015919,21.529321,0.056610,91.000000,206.000000,21.000000,1470.000000,70.000000,542.000000,18940.000000,2.861668,90.000000,-,-,404317.000000,1.655080
2002, 花蓮縣,132640.000000,-,115964.000000,-,18319.520000,-,238.000000,165.000000,363.397260,1.047843,99.938663,88.953330,12.160000,400.000000,-,-,61.150000,1.800000,0.019000,0.001000,-,6.000000,16.000000,37.500000,103183.000000,44.437253,21.053148,22.292624,0.086420,320.000000,341.000000,4.000000,240.000000,60.000000,789.000000,33662.000000,2.343889,809.000000,-,-,458328.000000,1.299681
2002, 澎湖縣,28792.000000,-,28361.000000,-,4360.090000,-,80.000000,99.000000,78.882192,0.855899,99.977284,98.699931,13.151780,325.000000,2.000000,0.620000,66.900000,5.510000,-,-,-,-,12.000000,-,15461.000000,427.686004,138.013827,121.870569,0.740950,35.000000,143.000000,4.000000,240.000000,60.000000,36.000000,4807.000000,0.748908,72.000000,-,-,151365.000000,1.638912
2002, 基隆市,113046.000000,-,113046.000000,-,27012.460000,-,198.000000,206.000000,309.715068,0.791689,100.000000,100.000000,19.286561,318.000000,-,-,114.800000,9.230000,0.028000,0.004000,-,12.000000,24.000000,50.000000,979.000000,1200.808383,594.973294,7.374270,1.860516,139.000000,201.000000,13.000000,900.000000,69.230769,223.000000,34406.000000,0.648143,256.000000,-,-,543979.000000,1.390511
2002, 新竹市,125664.000000,124529.000000,709.000000,-,19054.900000,-,170.000000,318.000000,344.284932,0.916436,99.889651,99.705636,13.460000,476.000000,-,-,67.170000,7.540000,0.023000,0.004000,0.270000,-,16.000000,-,9395.000000,2040.387564,1063.235616,90.252881,14.448146,243.000000,475.000000,23.000000,1380.000000,60.000000,741.000000,38831.000000,1.908269,337.000000,8.000000,2.373887,726975.000000,1.933205
2002, 嘉義市,94965.000000,94965.000000,-,-,7279.860000,-,113.000000,158.000000,260.178082,0.970995,100.000000,100.000000,7.120025,201.000000,1.000000,0.500000,113.390000,3.820000,0.025000,0.003000,2.190000,5.000000,12.000000,41.666667,5766.000000,2827.993389,1209.567251,96.059015,8.129865,42.000000,366.000000,11.000000,790.000000,71.818182,119.000000,2938.000000,4.050374,266.000000,-,-,398319.000000,1.486542
2002, 金門縣,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,182.207819,85.870531,-,0.254809,-,-,-,-,-,-,-,-,-,-,-,-,-
2002, 連江縣,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,103.923611,53.958333,-,0.069444,-,-,-,-,-,-,-,-,-,-,-,-,-
2003, 總計,-,-,-,-,-,-,-,-,-,-,-,-,-,12376.000000,58.000000,0.470000,-,-,-,-,-,-,-,-,-,341.739027,169.497845,-,2.117882,-,-,-,-,-,-,-,-,-,-,-,-,-
