"年度","縣市","家庭收支-平均戶內人口數","家庭收支-平均每戶就業人數","家庭收支-平均每戶全年經常性支出","家庭收支-平均每戶全年經常性收入","家庭收支-平均每戶可支配所得","家庭收支-平均每戶消費支出","家庭收支-平均每戶儲蓄額","家庭收支-平均消費傾向","家庭收支-平均儲蓄傾向","家庭現代化設備(每百戶擁有數)-有線電視頻道設備","家庭現代化設備(每百戶擁有數)-行動電話","家庭現代化設備(每百戶擁有數)-冷暖氣機","家庭現代化設備(每百戶擁有數)-汽車","家庭現代化設備(每百戶擁有數)-家用電腦","家庭現代化設備(每百戶擁有數)-彩色電視機","家庭現代化設備(每百戶擁有數)-報紙","家庭現代化設備(每百戶擁有數)-電話機","家庭現代化設備(每百戶擁有數)-機車","家庭收支-自有住宅比率","每戶可支配所得中位數","平均每人每年可支配所得","平均每人居住面積","平均每戶書報雜誌文具支出占消費支出比率","飲食費(含家外食物)占消費支出比率","飲食費(不含家外食物)占消費支出比率"
2010, 臺灣地區,3.250000,1.440000,884877.000000,1123761.000000,889353.000000,702292.000000,187061.000000,78.970000,21.030000,85.270000,226.160000,204.180000,67.840000,98.030000,154.310000,21.990000,107.270000,143.330000,84.890000,771003.000000,273647.000000,13.250000,0.870000,24.090000,15.740000
2010, 新北市,3.270000,1.480000,900119.000000,1133488.000000,893859.000000,722847.000000,171011.000000,80.870000,19.130000,94.470000,244.830000,221.960000,49.900000,108.870000,154.560000,17.480000,109.610000,131.030000,84.030000,801684.000000,273351.000000,9.430000,0.900000,25.110000,15.430000
2010, 臺北市,3.230000,1.370000,1254349.000000,1670079.000000,1298640.000000,988691.000000,309949.000000,76.130000,23.870000,97.340000,256.690000,235.680000,56.880000,130.160000,153.310000,31.370000,129.300000,91.340000,81.420000,1162980.000000,402056.000000,9.790000,0.820000,20.470000,14.390000
2010, 桃園市,3.360000,1.470000,949991.000000,1150740.000000,915499.000000,743251.000000,172248.000000,81.190000,18.810000,86.220000,237.600000,216.330000,83.370000,112.960000,152.240000,19.030000,98.350000,142.350000,86.520000,815212.000000,272470.000000,14.380000,0.780000,27.120000,17.510000
2010, 臺中市,3.410000,1.500000,851760.000000,1031831.000000,823848.000000,688348.000000,135499.000000,83.550000,16.450000,81.910000,232.070000,182.930000,83.430000,99.110000,155.890000,24.520000,103.750000,164.800000,82.640000,728679.000000,241598.000000,14.740000,0.970000,25.640000,16.740000
2010, 臺南市,3.160000,1.460000,734695.000000,916361.000000,740706.000000,588477.000000,152229.000000,79.450000,20.550000,76.480000,201.650000,183.230000,69.580000,81.060000,150.690000,23.600000,100.710000,163.060000,84.580000,642974.000000,234401.000000,14.900000,0.810000,25.560000,17.190000
2010, 高雄市,3.120000,1.380000,831741.000000,1099434.000000,873346.000000,652826.000000,220519.000000,74.750000,25.250000,89.720000,219.340000,215.400000,64.040000,92.870000,155.050000,20.900000,104.820000,173.390000,84.540000,782125.000000,279919.000000,14.120000,0.820000,25.010000,15.290000
2010, 宜蘭縣,3.210000,1.300000,821597.000000,1000572.000000,802483.000000,652305.000000,150177.000000,81.290000,18.710000,72.820000,221.470000,225.300000,78.350000,77.660000,178.240000,22.850000,106.180000,154.140000,85.370000,687750.000000,249995.000000,15.340000,0.760000,22.580000,15.540000
2010, 新竹縣,3.720000,1.670000,1115393.000000,1396732.000000,1052587.000000,867863.000000,184724.000000,82.450000,17.550000,94.410000,259.070000,226.900000,120.430000,115.070000,170.390000,21.880000,101.220000,146.060000,89.530000,880774.000000,282953.000000,15.420000,0.720000,22.230000,13.270000
2010, 苗栗縣,3.420000,1.480000,770588.000000,1014100.000000,788968.000000,594962.000000,194006.000000,75.410000,24.590000,86.380000,224.730000,196.360000,89.620000,93.920000,166.820000,22.160000,106.620000,142.830000,90.700000,694849.000000,230692.000000,15.960000,0.790000,18.270000,12.290000
2010, 彰化縣,3.490000,1.620000,724752.000000,919819.000000,741050.000000,578094.000000,162956.000000,78.010000,21.990000,68.650000,206.450000,183.580000,78.230000,76.960000,150.760000,21.930000,107.420000,162.870000,91.930000,628067.000000,212335.000000,15.500000,0.880000,25.870000,18.370000
2010, 南投縣,3.420000,1.480000,787785.000000,971283.000000,782905.000000,637965.000000,144940.000000,81.490000,18.510000,64.260000,217.020000,126.250000,88.780000,77.710000,153.220000,21.060000,107.380000,137.140000,88.450000,673448.000000,228920.000000,16.070000,0.930000,23.710000,16.490000
2010, 雲林縣,3.010000,1.380000,598320.000000,773803.000000,616480.000000,466544.000000,149936.000000,75.680000,24.320000,68.880000,170.780000,175.650000,62.070000,61.360000,144.460000,19.110000,103.960000,138.970000,90.150000,512739.000000,204811.000000,15.620000,0.920000,20.880000,15.250000
2010, 嘉義縣,3.040000,1.360000,669404.000000,798297.000000,658489.000000,552876.000000,105613.000000,83.960000,16.040000,59.250000,176.260000,157.060000,60.610000,65.780000,139.600000,13.480000,103.350000,140.890000,89.430000,536726.000000,216608.000000,15.570000,1.110000,27.250000,19.570000
2010, 屏東縣,3.160000,1.350000,698990.000000,890749.000000,704748.000000,553622.000000,151126.000000,78.560000,21.440000,72.050000,190.510000,169.170000,59.470000,62.200000,140.530000,22.750000,94.080000,169.240000,85.600000,616769.000000,223022.000000,15.830000,1.250000,23.980000,15.860000
2010, 臺東縣,2.550000,1.170000,503447.000000,715008.000000,568409.000000,396957.000000,171452.000000,69.840000,30.160000,76.570000,149.980000,134.510000,50.510000,40.760000,139.570000,15.150000,92.670000,116.670000,88.830000,461686.000000,222905.000000,16.470000,0.680000,22.850000,14.350000
2010, 花蓮縣,2.950000,1.230000,740922.000000,930745.000000,741246.000000,577696.000000,163550.000000,77.940000,22.060000,72.300000,187.740000,177.720000,74.490000,76.060000,164.470000,26.110000,97.840000,122.420000,83.070000,631767.000000,251270.000000,15.420000,0.810000,21.680000,14.420000
2010, 澎湖縣,2.880000,1.080000,672714.000000,1021620.000000,827323.000000,513083.000000,314241.000000,62.020000,37.980000,84.550000,169.360000,173.410000,48.170000,65.300000,156.110000,17.010000,105.670000,134.470000,80.160000,573461.000000,287265.000000,12.890000,0.650000,24.260000,17.760000
2010, 基隆市,3.150000,1.380000,910685.000000,1084682.000000,860445.000000,730198.000000,130246.000000,84.860000,15.140000,92.170000,235.920000,187.530000,48.800000,94.640000,160.930000,13.890000,103.580000,96.230000,81.420000,770580.000000,273157.000000,10.180000,1.010000,25.330000,15.840000
2010, 新竹市,3.530000,1.660000,1203998.000000,1507942.000000,1184598.000000,940387.000000,244211.000000,79.380000,20.620000,96.010000,272.650000,266.970000,87.880000,145.740000,187.370000,28.040000,113.780000,185.050000,83.620000,1031241.000000,335580.000000,15.300000,0.790000,21.360000,13.380000
2010, 嘉義市,2.790000,1.110000,678334.000000,877551.000000,698454.000000,534451.000000,164003.000000,76.520000,23.480000,87.730000,167.430000,197.760000,66.780000,65.770000,135.540000,18.050000,98.370000,137.160000,79.650000,563600.000000,250342.000000,16.480000,0.750000,24.670000,16.690000
2010, 金門縣,3.490000,1.200000,710892.000000,1067777.000000,853480.000000,545899.000000,307580.000000,63.960000,36.040000,74.570000,209.990000,224.440000,71.680000,79.620000,187.100000,28.820000,126.840000,129.260000,86.050000,666043.000000,244550.000000,19.510000,0.520000,31.370000,23.790000
2010, 連江縣,3.280000,1.710000,924685.000000,1476207.000000,1202229.000000,688668.000000,513561.000000,57.280000,42.720000,100.390000,239.240000,218.440000,51.250000,98.790000,207.240000,14.820000,102.800000,81.610000,83.690000,1096430.000000,366533.000000,12.370000,0.980000,23.280000,15.120000
2011, 總計,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2011, 臺灣地區,3.290000,1.490000,925287.000000,1157895.000000,907988.000000,729010.000000,178978.000000,80.290000,19.710000,85.630000,234.850000,207.550000,71.110000,103.320000,158.600000,20.010000,107.840000,147.500000,84.580000,782517.000000,275984.000000,13.380000,0.780000,24.140000,15.280000
2011, 新北市,3.320000,1.540000,935168.000000,1178833.000000,927075.000000,745901.000000,181174.000000,80.460000,19.540000,92.490000,249.990000,215.070000,52.720000,107.970000,156.480000,14.830000,109.240000,139.550000,83.840000,835268.000000,279239.000000,9.690000,0.790000,24.980000,15.110000
2011, 臺北市,3.280000,1.410000,1283016.000000,1645287.000000,1251519.000000,996646.000000,254873.000000,79.630000,20.370000,99.820000,262.020000,240.750000,57.470000,137.940000,159.230000,27.940000,126.270000,95.390000,81.940000,1112276.000000,381561.000000,9.530000,0.750000,21.540000,14.740000
2011, 桃園市,3.520000,1.550000,1043966.000000,1219162.000000,961998.000000,822232.000000,139767.000000,85.470000,14.530000,89.400000,252.290000,207.500000,88.580000,121.990000,160.490000,15.780000,101.310000,140.840000,86.370000,851355.000000,273295.000000,14.100000,0.710000,25.680000,15.640000
2011, 臺中市,3.450000,1.570000,911325.000000,1149637.000000,915341.000000,726320.000000,189021.000000,79.350000,20.650000,82.960000,251.490000,194.830000,91.230000,105.460000,161.960000,24.270000,105.850000,163.700000,81.300000,807096.000000,265316.000000,15.000000,0.880000,25.070000,15.480000
2011, 臺南市,3.190000,1.570000,795970.000000,978957.000000,783223.000000,630810.000000,152413.000000,80.540000,19.460000,78.670000,215.950000,196.490000,73.470000,91.770000,153.380000,20.760000,101.540000,175.770000,82.670000,690273.000000,245524.000000,14.460000,0.790000,25.760000,15.860000
2011, 高雄市,3.160000,1.410000,873949.000000,1091973.000000,856346.000000,686354.000000,169992.000000,80.150000,19.850000,87.960000,223.340000,217.930000,66.150000,96.730000,163.120000,19.400000,107.470000,180.610000,83.540000,729020.000000,270996.000000,15.090000,0.740000,25.170000,15.060000
2011, 宜蘭縣,3.170000,1.220000,757937.000000,902770.000000,721410.000000,602332.000000,119078.000000,83.490000,16.510000,68.610000,208.710000,193.540000,59.510000,75.800000,164.530000,18.080000,97.460000,145.920000,83.270000,566986.000000,227574.000000,14.060000,0.750000,23.080000,15.790000
2011, 新竹縣,3.600000,1.640000,1182169.000000,1454435.000000,1097918.000000,907729.000000,190189.000000,82.680000,17.320000,93.370000,262.400000,254.140000,118.140000,129.940000,182.650000,24.490000,105.140000,138.570000,89.570000,919555.000000,304977.000000,16.160000,0.710000,21.730000,12.770000
2011, 苗栗縣,3.570000,1.570000,836244.000000,1058061.000000,833967.000000,656067.000000,177900.000000,78.670000,21.330000,87.010000,239.390000,193.820000,99.810000,91.950000,179.980000,19.770000,112.320000,156.060000,93.230000,740786.000000,233604.000000,16.360000,0.580000,19.430000,13.390000
2011, 彰化縣,3.540000,1.680000,728535.000000,952286.000000,772072.000000,579670.000000,192402.000000,75.080000,24.920000,68.700000,220.880000,195.610000,82.560000,87.860000,152.800000,15.130000,105.330000,173.620000,89.440000,658503.000000,218099.000000,15.490000,0.830000,26.600000,18.280000
2011, 南投縣,3.400000,1.490000,782085.000000,923225.000000,729037.000000,629379.000000,99658.000000,86.330000,13.670000,70.370000,218.150000,122.950000,89.060000,75.240000,157.770000,24.080000,103.310000,143.730000,90.110000,594408.000000,214423.000000,16.410000,0.840000,23.200000,15.840000
2011, 雲林縣,2.990000,1.370000,635151.000000,856239.000000,674055.000000,491428.000000,182627.000000,72.910000,27.090000,67.530000,180.290000,200.460000,71.360000,75.060000,149.090000,21.260000,104.620000,133.400000,87.920000,551369.000000,225436.000000,15.740000,0.890000,21.160000,14.870000
2011, 嘉義縣,2.910000,1.360000,637143.000000,829596.000000,687869.000000,520344.000000,167525.000000,75.650000,24.350000,61.860000,175.120000,164.710000,66.710000,63.310000,133.690000,20.230000,100.570000,137.020000,87.670000,551822.000000,236381.000000,16.420000,0.850000,28.140000,20.530000
2011, 屏東縣,3.010000,1.440000,715490.000000,903440.000000,710173.000000,558868.000000,151306.000000,78.690000,21.310000,72.920000,192.290000,174.510000,68.360000,66.480000,140.460000,20.920000,99.880000,163.770000,89.490000,593257.000000,235938.000000,16.710000,0.920000,20.880000,13.300000
2011, 臺東縣,2.720000,1.190000,560697.000000,775472.000000,607872.000000,435401.000000,172471.000000,71.630000,28.370000,78.980000,169.680000,141.280000,56.540000,51.470000,140.470000,11.740000,93.960000,132.930000,88.810000,479312.000000,223482.000000,15.860000,0.720000,22.170000,14.480000
2011, 花蓮縣,2.800000,1.230000,717897.000000,945987.000000,757041.000000,554335.000000,202706.000000,73.220000,26.780000,79.440000,196.310000,179.240000,77.230000,73.900000,153.930000,20.230000,98.970000,123.070000,82.600000,583156.000000,270372.000000,16.710000,0.750000,23.100000,15.350000
2011, 澎湖縣,2.860000,1.050000,641958.000000,863777.000000,673081.000000,486598.000000,186483.000000,72.290000,27.710000,87.450000,169.650000,166.610000,43.640000,62.660000,150.560000,14.200000,105.690000,123.180000,78.930000,547839.000000,235343.000000,12.770000,0.560000,23.000000,17.570000
2011, 基隆市,3.180000,1.430000,890771.000000,1063450.000000,845677.000000,718329.000000,127348.000000,84.940000,15.060000,90.120000,240.620000,180.610000,41.370000,90.180000,161.690000,13.040000,99.030000,101.120000,85.780000,754157.000000,265936.000000,10.030000,0.850000,26.690000,17.240000
2011, 新竹市,3.450000,1.520000,1309090.000000,1556284.000000,1152707.000000,982122.000000,170585.000000,85.200000,14.800000,94.070000,269.000000,298.240000,95.360000,157.610000,193.040000,26.320000,119.140000,172.250000,87.740000,1044186.000000,334118.000000,15.290000,0.740000,21.000000,12.550000
2011, 嘉義市,3.130000,1.280000,773307.000000,964888.000000,768315.000000,616177.000000,152137.000000,80.200000,19.800000,77.740000,209.600000,199.720000,67.540000,85.700000,149.710000,18.660000,102.560000,161.850000,80.000000,656390.000000,245468.000000,15.100000,0.880000,27.910000,18.750000
2011, 金門縣,3.260000,1.230000,737547.000000,1127319.000000,876028.000000,550263.000000,325765.000000,62.810000,37.190000,84.250000,209.020000,234.000000,76.340000,81.880000,180.250000,32.560000,123.610000,123.900000,89.260000,737703.000000,268720.000000,21.990000,0.560000,30.910000,22.310000
2011, 連江縣,3.060000,1.570000,887309.000000,1351519.000000,1067042.000000,648213.000000,418829.000000,60.750000,39.250000,104.770000,220.440000,222.380000,46.520000,84.150000,214.690000,14.740000,104.540000,79.750000,76.920000,956053.000000,348707.000000,13.270000,0.720000,24.130000,14.880000
2012, 總計,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2012, 臺灣地區,3.230000,1.460000,926488.000000,1176877.000000,923584.000000,727693.000000,195891.000000,78.790000,21.210000,85.200000,234.540000,212.990000,69.110000,104.730000,157.000000,18.580000,104.320000,148.320000,85.770000,808193.000000,285939.000000,13.490000,0.740000,24.860000,15.610000
2012, 新北市,3.280000,1.510000,931124.000000,1157952.000000,911915.000000,741651.000000,170265.000000,81.330000,18.670000,92.500000,253.650000,225.800000,50.770000,114.860000,153.250000,12.840000,106.830000,141.290000,83.590000,828521.000000,278023.000000,9.600000,0.780000,25.520000,14.980000
2012, 臺北市,3.210000,1.390000,1266246.000000,1683958.000000,1278278.000000,973747.000000,304531.000000,76.180000,23.820000,94.800000,256.900000,237.290000,54.290000,134.580000,155.030000,25.200000,122.410000,93.970000,83.570000,1108547.000000,398217.000000,9.640000,0.710000,22.490000,15.400000
2012, 桃園市,3.500000,1.580000,1047542.000000,1277263.000000,1007045.000000,815889.000000,191156.000000,81.020000,18.980000,88.410000,257.630000,230.710000,88.900000,125.360000,160.040000,16.630000,98.470000,143.660000,90.470000,910259.000000,287727.000000,14.630000,0.680000,27.130000,17.640000
2012, 臺中市,3.270000,1.480000,898272.000000,1115529.000000,886682.000000,717894.000000,168788.000000,80.960000,19.040000,83.360000,238.680000,203.210000,83.590000,107.710000,156.180000,21.060000,101.120000,161.340000,81.140000,798775.000000,271157.000000,15.450000,0.840000,25.550000,15.530000
2012, 臺南市,3.180000,1.490000,784490.000000,959415.000000,770078.000000,627337.000000,142741.000000,81.460000,18.540000,80.970000,217.560000,201.750000,72.690000,88.470000,155.800000,23.910000,100.350000,174.750000,86.620000,689633.000000,242163.000000,14.790000,0.770000,26.240000,16.480000
2012, 高雄市,3.150000,1.410000,886148.000000,1137939.000000,894107.000000,694285.000000,199822.000000,77.650000,22.350000,89.730000,228.050000,227.990000,66.640000,97.630000,163.270000,17.510000,102.290000,180.960000,85.320000,795806.000000,283843.000000,14.850000,0.670000,25.930000,15.030000
2012, 宜蘭縣,3.290000,1.360000,881325.000000,1106961.000000,892727.000000,698346.000000,194381.000000,78.230000,21.770000,78.200000,237.610000,208.910000,76.960000,89.630000,173.100000,22.280000,99.330000,158.030000,84.320000,735915.000000,271346.000000,14.940000,0.800000,23.250000,15.960000
2012, 新竹縣,3.580000,1.680000,1171976.000000,1460798.000000,1093853.000000,898118.000000,195736.000000,82.110000,17.890000,89.160000,254.770000,246.330000,111.690000,130.600000,173.540000,19.860000,98.360000,153.780000,93.970000,948898.000000,305546.000000,15.540000,0.680000,22.700000,13.530000
2012, 苗栗縣,3.370000,1.460000,814895.000000,1053452.000000,826530.000000,629119.000000,197411.000000,76.120000,23.880000,80.620000,236.860000,204.510000,95.210000,94.210000,174.550000,21.390000,101.340000,149.430000,90.860000,721849.000000,245261.000000,16.950000,0.640000,19.840000,13.480000
2012, 彰化縣,3.330000,1.580000,758591.000000,987073.000000,792362.000000,597253.000000,195110.000000,75.380000,24.620000,64.330000,208.480000,183.300000,81.440000,86.030000,146.420000,17.610000,102.400000,163.900000,88.450000,686147.000000,237947.000000,15.770000,0.800000,25.810000,17.780000
2012, 南投縣,3.320000,1.610000,803720.000000,1027639.000000,831790.000000,648629.000000,183161.000000,77.980000,22.020000,72.070000,219.930000,137.810000,92.870000,82.050000,158.270000,18.070000,105.610000,151.970000,93.840000,689745.000000,250539.000000,17.190000,0.710000,24.120000,15.700000
2012, 雲林縣,2.940000,1.370000,626903.000000,861185.000000,684977.000000,487669.000000,197308.000000,71.190000,28.810000,65.050000,179.920000,190.030000,66.720000,65.310000,147.970000,12.650000,100.490000,133.560000,90.420000,530247.000000,232985.000000,14.670000,0.800000,21.740000,14.840000
2012, 嘉義縣,2.820000,1.290000,704894.000000,907711.000000,747956.000000,572225.000000,175732.000000,76.510000,23.490000,63.820000,171.810000,159.430000,66.330000,64.280000,141.400000,13.030000,100.200000,137.880000,88.850000,623006.000000,265233.000000,17.470000,0.700000,28.050000,19.730000
2012, 屏東縣,3.120000,1.480000,706989.000000,927097.000000,736174.000000,553602.000000,182571.000000,75.200000,24.800000,76.030000,204.690000,177.240000,61.110000,73.140000,149.600000,21.650000,97.180000,175.500000,89.170000,609922.000000,235953.000000,16.030000,0.830000,23.580000,14.020000
2012, 臺東縣,2.710000,1.150000,591181.000000,832130.000000,670017.000000,464577.000000,205441.000000,69.340000,30.660000,71.380000,164.910000,129.890000,57.810000,56.030000,134.700000,16.390000,89.620000,125.620000,82.230000,493886.000000,247239.000000,15.510000,0.760000,20.500000,12.570000
2012, 花蓮縣,2.750000,1.190000,732483.000000,951580.000000,761611.000000,566694.000000,194917.000000,74.410000,25.590000,76.690000,191.620000,170.780000,70.770000,76.190000,159.650000,19.270000,93.450000,128.150000,81.130000,606288.000000,276949.000000,15.370000,0.630000,23.080000,15.260000
2012, 澎湖縣,2.800000,1.040000,652440.000000,911077.000000,727056.000000,492419.000000,234637.000000,67.730000,32.270000,80.060000,182.970000,183.770000,38.600000,64.760000,157.710000,16.520000,101.130000,139.860000,83.490000,611795.000000,259663.000000,13.030000,0.660000,24.930000,17.480000
2012, 基隆市,2.920000,1.270000,829687.000000,1001882.000000,786441.000000,660931.000000,125510.000000,84.040000,15.960000,91.660000,232.460000,180.710000,38.980000,87.390000,151.390000,12.840000,98.910000,102.140000,86.860000,736131.000000,269329.000000,11.100000,0.800000,27.190000,18.110000
2012, 新竹市,3.290000,1.500000,1241683.000000,1518434.000000,1132620.000000,935237.000000,197383.000000,82.570000,17.430000,93.090000,257.670000,267.680000,87.960000,143.340000,191.090000,20.400000,104.910000,182.410000,86.640000,962205.000000,344261.000000,15.480000,0.530000,22.820000,13.410000
2012, 嘉義市,3.040000,1.310000,870722.000000,1135691.000000,910601.000000,686120.000000,224481.000000,75.350000,24.650000,82.430000,212.130000,214.300000,73.290000,84.850000,154.610000,17.190000,98.920000,155.170000,82.590000,739940.000000,299540.000000,16.180000,0.740000,26.250000,15.260000
2012, 金門縣,3.230000,1.230000,713693.000000,1113949.000000,891697.000000,542328.000000,349369.000000,60.820000,39.180000,81.800000,220.030000,249.590000,77.730000,91.190000,194.210000,35.300000,119.210000,127.120000,86.350000,706954.000000,276067.000000,19.940000,0.520000,31.010000,22.370000
2012, 連江縣,2.930000,1.480000,768400.000000,1170980.000000,928816.000000,568563.000000,360253.000000,61.210000,38.790000,98.600000,201.900000,171.660000,57.940000,80.280000,194.450000,16.880000,100.000000,88.940000,77.440000,834969.000000,317002.000000,13.210000,0.890000,24.180000,16.650000
2013, 總計,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2013, 臺灣地區,3.210000,1.460000,945985.000000,1195566.000000,942208.000000,747922.000000,194286.000000,79.380000,20.620000,86.490000,235.330000,213.980000,69.330000,106.550000,156.380000,16.440000,102.570000,149.890000,85.340000,822940.000000,293523.000000,13.540000,0.700000,24.720000,15.430000
2013, 新北市,3.270000,1.500000,949046.000000,1190092.000000,931239.000000,750687.000000,180552.000000,80.610000,19.390000,94.730000,252.800000,231.610000,52.450000,113.140000,149.680000,9.320000,104.780000,138.260000,83.470000,852841.000000,284783.000000,9.720000,0.740000,24.590000,14.390000
2013, 臺北市,3.130000,1.330000,1268018.000000,1659231.000000,1279195.000000,1001798.000000,277397.000000,78.310000,21.690000,97.530000,249.890000,236.880000,49.570000,135.550000,153.280000,24.710000,116.630000,89.960000,81.910000,1094993.000000,408688.000000,9.870000,0.660000,22.130000,15.200000
2013, 桃園市,3.560000,1.610000,1062114.000000,1294615.000000,1027658.000000,832626.000000,195032.000000,81.020000,18.980000,85.630000,266.030000,218.170000,89.460000,129.170000,166.880000,15.220000,99.230000,156.800000,86.560000,928480.000000,288668.000000,14.120000,0.690000,26.830000,17.450000
2013, 臺中市,3.290000,1.520000,979836.000000,1181664.000000,928938.000000,781899.000000,147039.000000,84.170000,15.830000,85.190000,241.780000,202.930000,86.520000,109.590000,159.360000,18.350000,99.360000,164.630000,83.440000,818817.000000,282352.000000,15.490000,0.820000,24.980000,14.690000
2013, 臺南市,3.180000,1.510000,820810.000000,1029390.000000,830467.000000,654843.000000,175624.000000,78.850000,21.150000,78.970000,218.920000,200.620000,72.210000,92.050000,153.280000,18.580000,98.520000,176.150000,86.100000,732230.000000,261153.000000,14.160000,0.720000,26.470000,16.520000
2013, 高雄市,3.100000,1.440000,901951.000000,1161274.000000,915255.000000,709823.000000,205432.000000,77.550000,22.450000,91.060000,229.520000,224.600000,63.900000,104.200000,161.240000,15.450000,100.990000,185.100000,84.680000,804108.000000,295244.000000,15.100000,0.590000,26.070000,14.490000
2013, 宜蘭縣,3.050000,1.260000,833681.000000,1007390.000000,813875.000000,668544.000000,145331.000000,82.140000,17.860000,76.410000,221.370000,206.850000,69.390000,81.780000,171.030000,19.160000,98.500000,139.110000,84.870000,699763.000000,266844.000000,14.380000,0.680000,25.010000,17.430000
2013, 新竹縣,3.420000,1.610000,1131656.000000,1433724.000000,1073893.000000,858781.000000,215112.000000,79.970000,20.030000,92.690000,239.660000,230.720000,108.570000,120.970000,173.050000,13.180000,100.470000,139.590000,90.620000,906316.000000,314004.000000,16.890000,0.710000,23.160000,13.450000
2013, 苗栗縣,3.240000,1.440000,802373.000000,1067169.000000,839394.000000,621582.000000,217812.000000,74.050000,25.950000,89.410000,222.340000,195.500000,91.220000,88.170000,163.000000,20.740000,106.730000,147.960000,90.670000,730271.000000,259072.000000,18.290000,0.600000,21.180000,15.350000
2013, 彰化縣,3.350000,1.620000,724511.000000,967262.000000,789742.000000,577658.000000,212084.000000,73.150000,26.850000,67.530000,211.730000,190.860000,81.140000,83.850000,143.900000,14.580000,100.020000,173.380000,89.260000,688565.000000,235744.000000,15.430000,0.820000,26.130000,18.190000
2013, 南投縣,3.070000,1.450000,731816.000000,934758.000000,748930.000000,584190.000000,164740.000000,78.000000,22.000000,75.670000,214.210000,112.960000,89.300000,73.710000,144.210000,16.330000,100.660000,153.120000,92.700000,630603.000000,243951.000000,17.400000,0.720000,25.490000,17.840000
2013, 雲林縣,2.870000,1.320000,656442.000000,865395.000000,704313.000000,522661.000000,181652.000000,74.210000,25.790000,67.240000,178.560000,194.740000,69.660000,63.490000,146.560000,12.920000,100.980000,145.360000,90.320000,583495.000000,245405.000000,16.460000,0.620000,22.170000,14.410000
2013, 嘉義縣,3.070000,1.380000,747545.000000,889742.000000,727426.000000,616718.000000,110707.000000,84.780000,15.220000,61.820000,198.740000,179.160000,79.180000,77.410000,155.870000,19.310000,101.700000,145.180000,90.810000,604156.000000,236947.000000,16.150000,0.770000,28.540000,19.840000
2013, 屏東縣,3.110000,1.500000,684676.000000,889706.000000,722101.000000,545713.000000,176387.000000,75.570000,24.430000,74.210000,210.620000,189.090000,65.270000,66.130000,147.000000,17.560000,96.350000,173.540000,87.110000,656337.000000,232187.000000,16.060000,0.740000,24.420000,14.300000
2013, 臺東縣,2.540000,1.090000,601166.000000,827134.000000,676390.000000,478531.000000,197860.000000,70.750000,29.250000,73.660000,164.650000,148.120000,57.190000,50.410000,136.440000,13.910000,82.560000,122.650000,80.930000,518827.000000,266295.000000,17.210000,0.600000,22.820000,15.350000
2013, 花蓮縣,2.910000,1.180000,730759.000000,990689.000000,790373.000000,554525.000000,235848.000000,70.160000,29.840000,75.190000,203.470000,182.940000,73.160000,75.400000,158.480000,20.580000,87.750000,128.160000,83.380000,628428.000000,271606.000000,15.150000,0.630000,23.590000,15.830000
2013, 澎湖縣,2.820000,1.110000,667038.000000,952500.000000,769955.000000,514077.000000,255878.000000,66.770000,33.230000,85.900000,183.160000,204.860000,47.690000,72.170000,168.890000,18.220000,101.020000,152.990000,89.640000,618803.000000,273034.000000,13.860000,0.450000,24.050000,17.830000
2013, 基隆市,2.900000,1.290000,880207.000000,1054673.000000,841832.000000,719698.000000,122134.000000,85.490000,14.510000,98.640000,220.610000,193.870000,48.310000,94.730000,161.170000,11.860000,98.580000,95.770000,86.060000,759849.000000,290287.000000,11.680000,0.630000,26.930000,17.640000
2013, 新竹市,3.390000,1.540000,1355563.000000,1601978.000000,1224310.000000,1044462.000000,179848.000000,85.310000,14.690000,91.230000,267.510000,290.360000,90.090000,184.470000,189.520000,20.020000,102.850000,184.590000,87.470000,1099389.000000,361153.000000,13.930000,0.590000,21.730000,13.150000
2013, 嘉義市,3.290000,1.480000,1003287.000000,1281613.000000,1026305.000000,788432.000000,237873.000000,76.820000,23.180000,85.800000,247.590000,234.610000,81.410000,101.780000,161.070000,22.960000,101.230000,184.200000,85.860000,948944.000000,311947.000000,15.530000,0.810000,26.570000,15.730000
2013, 金門縣,3.200000,1.260000,770727.000000,1230289.000000,991400.000000,599588.000000,391812.000000,60.480000,39.520000,84.100000,217.460000,251.010000,79.270000,101.900000,187.660000,25.790000,107.220000,133.660000,83.540000,774834.000000,309813.000000,20.230000,0.580000,28.010000,18.140000
2013, 連江縣,3.060000,1.610000,817642.000000,1314897.000000,1053883.000000,599256.000000,454627.000000,56.860000,43.140000,101.470000,211.650000,213.370000,54.710000,87.850000,201.430000,14.590000,100.760000,84.230000,84.060000,955260.000000,344406.000000,13.760000,0.790000,26.350000,18.090000
2014, 總計,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
