"年度","縣市","漁戶數","遠洋漁戶數","近海漁戶數","沿岸漁戶數","海面養殖漁戶數","內陸漁撈漁戶數","內陸養殖漁戶數","漁業生產量","遠洋漁業生產量","近海漁業生產量","沿岸漁業生產量","海面養殖漁業生產量","內陸漁撈漁業生產量","內陸養殖漁業生產量","漁戶率","遠洋漁戶數占總漁戶數比率","近海漁戶數占總漁戶數比率","沿岸漁戶數占總漁戶數比率","海面養殖漁戶數占總漁戶數比率","內陸漁撈漁戶數占總漁戶數比率","內陸養殖漁戶數占總漁戶數比率","遠洋漁業生產量占總漁業生產量比率","近海漁業生產量占總漁業生產量比率","沿岸漁業生產量占總漁業生產量比率","海面養殖漁業生產量占總漁業生產量比率","內陸漁撈漁業生產量占總漁業生產量比率","內陸養殖漁業生產量占總漁業生產量比率"
2002, 桃園市,2275.000000,-,324.000000,1854.000000,-,87.000000,10.000000,8207.000000,-,77.000000,411.000000,-,105.000000,7613.000000,0.423131,-,14.241758,81.494505,-,3.824176,0.439560,-,0.938223,5.007920,-,1.279396,92.762276
2002, 臺中市,1280.000000,3.000000,250.000000,995.000000,1.000000,-,31.000000,2857.000000,-,2100.000000,274.000000,44.000000,-,439.000000,0.174429,0.234375,19.531250,77.734375,0.078125,-,2.421875,-,73.503675,9.590480,1.540077,-,15.365768
2002, 臺南市,16759.000000,13.000000,4475.000000,2464.000000,793.000000,66.000000,8948.000000,82576.000000,-,3383.000000,3309.000000,7806.000000,-,68078.000000,2.939340,0.077570,26.702071,14.702548,4.731786,0.393818,53.392207,-,4.096832,4.007218,9.453110,-,82.442841
2002, 高雄市,37033.000000,5541.000000,7405.000000,18328.000000,7.000000,84.000000,5668.000000,295894.000000,220612.000000,13019.000000,5028.000000,-,-,57235.000000,4.087735,14.962331,19.995680,49.490995,0.018902,0.226825,15.305268,74.557781,4.399886,1.699257,-,-,19.343076
2002, 宜蘭縣,10405.000000,416.000000,3230.000000,5706.000000,-,87.000000,966.000000,85762.000000,803.000000,73458.000000,3939.000000,-,18.000000,7545.000000,7.655576,3.998078,31.042768,54.839020,-,0.836136,9.283998,0.936312,85.653320,4.592943,-,0.020988,8.797603
2002, 新竹縣,549.000000,-,21.000000,338.000000,-,-,190.000000,2631.000000,-,-,407.000000,-,-,2224.000000,0.445393,-,3.825137,61.566485,-,-,34.608379,-,-,15.469403,-,-,84.530597
2002, 苗栗縣,2525.000000,-,-,2525.000000,-,-,-,2264.000000,-,-,2134.000000,-,-,129.000000,1.673904,-,-,100.000000,-,-,-,-,-,94.257951,-,-,5.697880
2002, 彰化縣,7072.000000,1.000000,30.000000,2631.000000,1444.000000,349.000000,2617.000000,30562.000000,-,-,649.000000,4673.000000,-,25240.000000,2.159192,0.014140,0.424208,37.203054,20.418552,4.934955,37.005090,-,-,2.123552,15.290230,-,82.586218
2002, 南投縣,1774.000000,-,-,-,-,1761.000000,13.000000,662.000000,-,-,-,-,155.000000,507.000000,1.142217,-,-,-,-,99.267193,0.732807,-,-,-,-,23.413897,76.586103
2002, 雲林縣,5811.000000,-,285.000000,1274.000000,722.000000,-,3530.000000,62231.000000,-,137.000000,91.000000,2030.000000,-,59973.000000,2.823300,-,4.904491,21.923937,12.424712,-,60.746859,-,0.220148,0.146229,3.262040,-,96.371583
2002, 嘉義縣,6763.000000,-,485.000000,970.000000,1658.000000,99.000000,3551.000000,61919.000000,-,1808.000000,774.000000,7273.000000,331.000000,51733.000000,4.258602,-,7.171374,14.342747,24.515747,1.463847,52.506284,-,2.919944,1.250020,11.745991,0.534569,83.549476
2002, 屏東縣,12738.000000,231.000000,4166.000000,3285.000000,7.000000,-,5049.000000,66941.000000,23477.000000,6742.000000,3132.000000,600.000000,-,32990.000000,5.017252,1.813472,32.705291,25.788978,0.054954,-,39.637306,35.071182,10.071556,4.678747,0.896312,-,49.282204
2002, 臺東縣,3884.000000,-,916.000000,2846.000000,1.000000,-,121.000000,7042.000000,-,4028.000000,2363.000000,4.000000,-,647.000000,5.223730,-,23.583934,73.274974,0.025747,-,3.115345,-,57.199659,33.555808,0.056802,-,9.187731
2002, 花蓮縣,1036.000000,-,178.000000,308.000000,1.000000,3.000000,546.000000,5530.000000,-,1717.000000,666.000000,-,-,3147.000000,0.948449,-,17.181467,29.729730,0.096525,0.289575,52.702703,-,31.048825,12.043400,-,-,56.907776
2002, 澎湖縣,8037.000000,154.000000,6466.000000,1279.000000,69.000000,-,69.000000,30098.000000,-,18193.000000,5688.000000,6217.000000,-,-,28.044525,1.916138,80.452905,15.913898,0.858529,-,0.858529,-,60.445877,18.898266,20.655858,-,-
2002, 基隆市,3141.000000,782.000000,1982.000000,377.000000,-,-,-,45206.000000,24371.000000,16549.000000,4286.000000,-,-,-,2.335837,24.896530,63.100923,12.002547,-,-,-,53.910985,36.607972,9.481042,-,-,-
2002, 新竹市,2305.000000,-,910.000000,558.000000,725.000000,-,112.000000,23746.000000,-,17950.000000,5667.000000,83.000000,-,46.000000,1.943999,-,39.479393,24.208243,31.453362,-,4.859002,-,75.591679,23.865072,0.349533,-,0.193717
2002, 嘉義市,1.000000,-,-,-,-,-,1.000000,1.000000,-,-,-,-,-,1.000000,0.001213,-,-,-,-,-,100.000000,-,-,-,-,-,100.000000
2002, 金門縣,2863.000000,-,430.000000,1872.000000,561.000000,-,-,683.000000,-,238.000000,167.000000,262.000000,-,15.000000,15.115358,-,15.019211,65.385959,19.594831,-,-,-,34.846266,24.450952,38.360176,-,2.196193
2002, 連江縣,475.000000,-,475.000000,-,-,-,-,966.000000,-,671.000000,250.000000,45.000000,-,-,29.466501,-,100.000000,-,-,-,-,-,69.461698,25.879917,4.658385,-,-
2003, 總計,135623.000000,5477.000000,32387.000000,53056.000000,4806.000000,4216.000000,35681.000000,946677.000000,323911.000000,193482.000000,63740.000000,34701.000000,475.000000,330368.000000,1.924504,4.038401,23.880168,39.120208,3.543647,3.108617,26.308959,34.215577,20.438016,6.733025,3.665559,0.050176,34.897647
2003, 臺灣地區,132238.000000,5477.000000,31456.000000,51202.000000,4206.000000,4216.000000,35681.000000,945232.000000,323911.000000,192682.000000,63430.000000,34386.000000,475.000000,330348.000000,1.882081,4.141775,23.787414,38.719581,3.180629,3.188191,26.982411,34.267883,20.384625,6.710522,3.637837,0.050252,34.948880
2003, 新北市,9292.000000,-,2265.000000,6937.000000,70.000000,1.000000,19.000000,41704.000000,-,22536.000000,19085.000000,-,-,82.000000,0.762846,-,24.375807,74.655618,0.753336,0.010762,0.204477,-,54.037982,45.762996,-,-,0.196624
2003, 臺北市,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2003, 桃園市,2492.000000,-,327.000000,1863.000000,-,94.000000,208.000000,7550.000000,-,47.000000,369.000000,-,70.000000,7063.000000,0.449342,-,13.121990,74.759230,-,3.772071,8.346709,-,0.622517,4.887417,-,0.927152,93.549669
2003, 臺中市,1232.000000,3.000000,251.000000,945.000000,1.000000,4.000000,28.000000,3205.000000,-,2409.000000,407.000000,41.000000,-,349.000000,0.164497,0.243506,20.373377,76.704545,0.081169,0.324675,2.272727,-,75.163807,12.698908,1.279251,-,10.889236
2003, 臺南市,20713.000000,14.000000,4184.000000,1233.000000,628.000000,671.000000,13983.000000,90608.000000,-,2996.000000,2194.000000,10237.000000,-,75182.000000,3.577715,0.067590,20.199874,5.952783,3.031912,3.239511,67.508328,-,3.306551,2.421420,11.298119,-,82.975013
2003, 高雄市,35777.000000,4169.000000,6920.000000,20160.000000,7.000000,22.000000,4499.000000,343820.000000,271774.000000,13187.000000,6089.000000,-,-,52770.000000,3.885611,11.652738,19.342035,56.349051,0.019566,0.061492,12.575118,79.045431,3.835437,1.770985,-,-,15.348147
2003, 宜蘭縣,10469.000000,430.000000,3389.000000,5589.000000,-,93.000000,968.000000,107340.000000,7540.000000,88698.000000,7373.000000,-,17.000000,3712.000000,7.590577,4.107365,32.371764,53.386188,-,0.888337,9.246346,7.024408,82.632756,6.868828,-,0.015838,3.458170
2003, 新竹縣,513.000000,-,22.000000,341.000000,-,-,150.000000,3110.000000,-,-,1167.000000,-,-,1943.000000,0.403530,-,4.288499,66.471735,-,-,29.239766,-,-,37.524116,-,-,62.475884
2003, 苗栗縣,2943.000000,-,1042.000000,1661.000000,-,233.000000,7.000000,1848.000000,-,-,1715.000000,-,-,133.000000,1.921307,-,35.406048,56.439008,-,7.917091,0.237853,-,-,92.803030,-,-,7.196970
2003, 彰化縣,5379.000000,1.000000,32.000000,1575.000000,293.000000,522.000000,2956.000000,34704.000000,-,-,761.000000,5081.000000,-,28862.000000,1.619966,0.018591,0.594906,29.280535,5.447109,9.704406,54.954453,-,-,2.192831,14.640964,-,83.166206
2003, 南投縣,2549.000000,-,-,-,-,2462.000000,87.000000,561.000000,-,-,-,-,170.000000,391.000000,1.620048,-,-,-,-,96.586897,3.413103,-,-,-,-,30.303030,69.696970
2003, 雲林縣,5834.000000,-,288.000000,1275.000000,725.000000,-,3546.000000,64283.000000,-,149.000000,95.000000,2144.000000,-,61895.000000,2.805873,-,4.936579,21.854645,12.427151,-,60.781625,-,0.231788,0.147784,3.335252,-,96.285176
2003, 嘉義縣,6811.000000,-,486.000000,976.000000,1653.000000,111.000000,3585.000000,61457.000000,-,1857.000000,797.000000,7291.000000,218.000000,51293.000000,4.247795,-,7.135516,14.329761,24.269564,1.629717,52.635443,-,3.021625,1.296842,11.863579,0.354720,83.461607
2003, 屏東縣,12308.000000,238.000000,3830.000000,3406.000000,5.000000,-,4829.000000,76329.000000,23733.000000,6909.000000,2723.000000,1650.000000,-,41314.000000,4.791902,1.933702,31.117972,27.673058,0.040624,-,39.234644,31.093031,9.051606,3.567451,2.161695,-,54.126217
2003, 臺東縣,3446.000000,-,810.000000,2542.000000,1.000000,-,93.000000,8344.000000,-,6059.000000,1840.000000,3.000000,-,443.000000,4.570292,-,23.505514,73.766686,0.029019,-,2.698781,-,72.615053,22.051774,0.035954,-,5.309204
2003, 花蓮縣,1036.000000,-,178.000000,308.000000,1.000000,3.000000,546.000000,6800.000000,-,1181.000000,747.000000,-,-,4871.000000,0.933459,-,17.181467,29.729730,0.096525,0.289575,52.702703,-,17.367647,10.985294,-,-,71.632353
2003, 澎湖縣,7557.000000,135.000000,5984.000000,1250.000000,119.000000,-,69.000000,33746.000000,-,18453.000000,7409.000000,7884.000000,-,-,26.087407,1.786423,79.184862,16.540955,1.574699,-,0.913061,-,54.682036,21.955195,23.362769,-,-
2003, 基隆市,1667.000000,487.000000,576.000000,604.000000,-,-,-,39382.000000,20864.000000,14358.000000,4160.000000,-,-,-,1.219976,29.214157,34.553089,36.232753,-,-,-,52.978518,36.458280,10.563201,-,-,-
2003, 新竹市,2219.000000,-,872.000000,537.000000,703.000000,-,107.000000,20440.000000,-,13843.000000,6499.000000,55.000000,-,44.000000,1.834127,-,39.296981,24.200090,31.680937,-,4.821992,-,67.725049,31.795499,0.269080,-,0.215264
2003, 嘉義市,1.000000,-,-,-,-,-,1.000000,1.000000,-,-,-,-,-,1.000000,0.001184,-,-,-,-,-,100.000000,-,-,-,-,-,100.000000
2003, 金門縣,2922.000000,-,468.000000,1854.000000,600.000000,-,-,642.000000,-,255.000000,106.000000,261.000000,-,20.000000,15.112490,-,16.016427,63.449692,20.533881,-,-,-,39.719626,16.510903,40.654206,-,3.115265
2003, 連江縣,463.000000,-,463.000000,-,-,-,-,803.000000,-,545.000000,204.000000,54.000000,-,-,27.641791,-,100.000000,-,-,-,-,-,67.870486,25.404732,6.724782,-,-
2004, 總計,136224.000000,5568.000000,31992.000000,54252.000000,6933.000000,4038.000000,33441.000000,826596.000000,245928.000000,197721.000000,56291.000000,37386.000000,255.000000,289013.000000,1.897285,4.087385,23.484848,39.825581,5.089412,2.964235,24.548538,29.751898,23.919908,6.809977,4.522887,0.030849,34.964239
2004, 臺灣地區,132832.000000,5568.000000,31075.000000,52376.000000,6334.000000,4038.000000,33441.000000,825122.000000,245928.000000,196820.000000,56072.000000,37093.000000,255.000000,288953.000000,1.857207,4.191761,23.394212,39.430258,4.768429,3.039930,25.175410,29.805047,23.853442,6.795601,4.495456,0.030905,35.019427
2004, 新北市,10818.000000,-,2379.000000,8351.000000,70.000000,2.000000,16.000000,24808.000000,-,14760.000000,9250.000000,-,-,798.000000,0.870448,-,21.991126,77.195415,0.647070,0.018488,0.147902,-,59.496936,37.286359,-,-,3.216704
2004, 臺北市,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2004, 桃園市,1768.000000,-,412.000000,1269.000000,-,77.000000,10.000000,7027.000000,-,107.000000,418.000000,-,50.000000,6452.000000,0.308112,-,23.303167,71.776018,-,4.355204,0.565611,-,1.522698,5.948484,-,0.711541,91.817276
2004, 臺中市,1197.000000,3.000000,214.000000,950.000000,1.000000,-,29.000000,2941.000000,-,2320.000000,348.000000,35.000000,-,238.000000,0.156958,0.250627,17.878028,79.365079,0.083542,-,2.422723,-,78.884733,11.832710,1.190071,-,8.092486
2004, 臺南市,20274.000000,13.000000,4161.000000,1228.000000,2361.000000,315.000000,12196.000000,85988.000000,-,2886.000000,4205.000000,8664.000000,-,70233.000000,3.444819,0.064122,20.523824,6.057019,11.645457,1.553714,60.155865,-,3.356282,4.890217,10.075825,-,81.677676
2004, 高雄市,37050.000000,4209.000000,6698.000000,21423.000000,7.000000,-,4713.000000,264482.000000,197021.000000,15186.000000,6540.000000,-,-,45735.000000,3.958109,11.360324,18.078273,57.821862,0.018893,-,12.720648,74.493160,5.741790,2.472758,-,-,17.292292
2004, 宜蘭縣,10579.000000,438.000000,3294.000000,5828.000000,-,100.000000,919.000000,109444.000000,5805.000000,95288.000000,5813.000000,-,17.000000,2520.000000,7.502518,4.140278,31.137159,55.090273,-,0.945269,8.687021,5.304082,87.065531,5.311392,-,0.015533,2.302547
2004, 新竹縣,547.000000,-,24.000000,334.000000,-,-,189.000000,2196.000000,-,-,961.000000,-,-,1235.000000,0.414018,-,4.387569,61.060329,-,-,34.552102,-,-,43.761384,-,-,56.238616
2004, 苗栗縣,2307.000000,-,1042.000000,1263.000000,-,-,2.000000,1238.000000,-,2.000000,1144.000000,-,-,92.000000,1.480592,-,45.166883,54.746424,-,-,0.086693,-,0.161551,92.407108,-,-,7.431341
2004, 彰化縣,5875.000000,1.000000,56.000000,1929.000000,273.000000,646.000000,2970.000000,33420.000000,-,-,693.000000,4867.000000,-,27861.000000,1.745032,0.017021,0.953191,32.834043,4.646809,10.995745,50.553191,-,-,2.073609,14.563136,-,83.366248
2004, 南投縣,2839.000000,-,-,-,-,2753.000000,86.000000,493.000000,-,-,-,-,155.000000,338.000000,1.783717,-,-,-,-,96.970764,3.029236,-,-,-,-,31.440162,68.559838
2004, 雲林縣,5620.000000,-,94.000000,781.000000,1105.000000,-,3640.000000,50196.000000,-,148.000000,88.000000,10153.000000,-,39807.000000,2.665490,-,1.672598,13.896797,19.661922,-,64.768683,-,0.294844,0.175313,20.226711,-,79.303132
2004, 嘉義縣,6854.000000,-,480.000000,976.000000,1650.000000,110.000000,3638.000000,63653.000000,-,1520.000000,650.000000,6905.000000,33.000000,54546.000000,4.212687,-,7.003210,14.239860,24.073534,1.604902,53.078494,-,2.387947,1.021162,10.847878,0.051844,85.692740
2004, 屏東縣,11748.000000,260.000000,3741.000000,3182.000000,4.000000,-,4561.000000,70997.000000,22754.000000,6916.000000,4328.000000,1863.000000,-,35135.000000,4.519278,2.213143,31.843718,27.085461,0.034048,-,38.823630,32.049242,9.741257,6.096032,2.624055,-,49.488007
2004, 臺東縣,3361.000000,68.000000,800.000000,2398.000000,1.000000,-,94.000000,8876.000000,-,5951.000000,2015.000000,1.000000,-,909.000000,4.394268,2.023207,23.802440,71.347813,0.029753,-,2.796787,-,67.045967,22.701667,0.011266,-,10.241100
2004, 花蓮縣,724.000000,-,168.000000,322.000000,1.000000,3.000000,230.000000,5661.000000,-,1361.000000,1267.000000,-,-,3033.000000,0.641003,-,23.204420,44.475138,0.138122,0.414365,31.767956,-,24.041689,22.381205,-,-,53.577107
2004, 澎湖縣,7354.000000,137.000000,5973.000000,1040.000000,136.000000,32.000000,36.000000,28907.000000,-,17884.000000,6438.000000,4585.000000,-,-,25.098120,1.862932,81.221104,14.141964,1.849334,0.435137,0.489530,-,61.867368,22.271422,15.861210,-,-
2004, 基隆市,1503.000000,439.000000,519.000000,545.000000,0.000000,-,-,38482.000000,20348.000000,14055.000000,4078.000000,-,-,-,1.084635,29.208250,34.530938,36.260812,0.000000,-,-,52.876670,36.523569,10.597162,-,-,-
2004, 新竹市,2413.000000,-,1020.000000,557.000000,725.000000,-,111.000000,26312.000000,-,18436.000000,7836.000000,20.000000,-,20.000000,1.957873,-,42.271032,23.083299,30.045586,-,4.600083,-,70.066890,29.781088,0.076011,-,0.076011
2004, 嘉義市,1.000000,-,-,-,-,-,1.000000,1.000000,-,-,-,-,-,1.000000,0.001159,-,-,-,-,-,100.000000,-,-,-,-,-,100.000000
2004, 金門縣,2917.000000,-,495.000000,1823.000000,599.000000,-,-,672.000000,-,343.000000,36.000000,233.000000,-,60.000000,11.238682,-,16.969489,62.495715,20.534796,-,-,-,51.041667,5.357143,34.672619,-,8.928571
2004, 連江縣,475.000000,-,422.000000,53.000000,0.000000,-,-,802.000000,-,558.000000,183.000000,60.000000,-,-,27.251865,-,88.842105,11.157895,0.000000,-,-,-,69.576060,22.817955,7.481297,-,-
2005, 總計,134396.000000,5767.000000,32515.000000,54495.000000,7617.000000,2287.000000,31715.000000,823488.917380,261382.722880,201669.030800,52956.300700,34922.436000,207.427000,272352.000000,1.842839,4.291050,24.193428,40.548082,5.667579,1.701688,23.598173,31.740891,24.489587,6.430724,4.240790,0.025189,33.072941
2005, 臺灣地區,131020.000000,5767.000000,31569.000000,52892.000000,6790.000000,2287.000000,31715.000000,822115.917380,261382.722880,200730.030800,52779.300700,34746.436000,207.427000,272270.000000,1.803754,4.401618,24.094795,40.369409,5.182415,1.745535,24.206228,31.793901,24.416269,6.419934,4.226464,0.025231,33.118201
2005, 新北市,10776.000000,-,2358.000000,8331.000000,70.000000,2.000000,15.000000,25251.245000,-,18196.902000,6900.095000,-,-,154.248000,0.852918,-,21.881960,77.310690,0.649592,0.018560,0.139198,-,72.063385,27.325762,-,-,0.610853
2005, 臺北市,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2005, 桃園市,1943.000000,-,410.000000,1452.000000,-,71.000000,10.000000,6565.763000,-,82.773000,324.257000,-,6.500000,6152.233000,0.329297,-,21.101390,74.729799,-,3.654143,0.514668,-,1.260676,4.938603,-,0.098998,93.701722
2005, 臺中市,910.000000,-,284.000000,614.000000,-,-,12.000000,1870.716100,-,1483.095700,255.928400,23.800000,-,107.892000,0.117234,-,31.208791,67.472527,-,-,1.318681,-,79.279571,13.680772,1.272240,-,5.767417
2005, 臺南市,21154.000000,12.000000,4699.000000,1232.000000,2358.000000,317.000000,12536.000000,82413.220000,-,3173.642000,4133.509000,7526.276000,-,67579.793000,3.549388,0.056727,22.213293,5.823958,11.146828,1.498535,59.260660,-,3.850889,5.015590,9.132365,-,82.001156
2005, 高雄市,37214.000000,3991.000000,8190.000000,21471.000000,7.000000,18.000000,3537.000000,260190.007280,206688.749880,11452.600100,4862.436300,-,-,37186.221000,3.920891,10.724459,22.007847,57.696028,0.018810,0.048369,9.504488,79.437620,4.401629,1.868802,-,-,14.291948
2005, 宜蘭縣,10495.000000,414.000000,3202.000000,5967.000000,-,150.000000,762.000000,122616.424000,7910.913000,104728.889000,7532.854000,-,19.827000,2423.941000,7.350675,3.944736,30.509767,56.855646,-,1.429252,7.260600,6.451756,85.411795,6.143430,-,0.016170,1.976849
2005, 新竹縣,259.000000,-,36.000000,28.000000,-,-,195.000000,1640.304000,-,-,715.300000,-,-,925.004000,0.187948,-,13.899614,10.810811,-,-,75.289575,-,-,43.607770,-,-,56.392230
2005, 苗栗縣,3585.000000,-,251.000000,3318.000000,-,-,16.000000,1324.402000,-,5.450000,1216.237000,-,-,102.715000,2.269461,-,7.001395,92.552301,-,-,0.446304,-,0.411506,91.832918,-,-,7.755576
2005, 彰化縣,5962.000000,1.000000,56.000000,1750.000000,708.000000,591.000000,2856.000000,33629.900000,-,-,667.000000,4755.150000,-,28207.750000,1.751685,0.016773,0.939282,29.352566,11.875210,9.912781,47.903388,-,-,1.983354,14.139650,-,83.876996
2005, 南投縣,985.000000,-,-,-,-,968.000000,17.000000,465.980000,-,-,-,-,144.600000,321.380000,0.612360,-,-,-,-,98.274112,1.725888,-,-,-,-,31.031375,68.968625
2005, 雲林縣,5606.000000,-,94.000000,781.000000,1119.000000,-,3612.000000,45358.683000,-,84.229000,36.732000,10027.990000,-,35209.732000,2.629259,-,1.676775,13.931502,19.960756,-,64.430967,-,0.185695,0.080981,22.108204,-,77.625120
2005, 嘉義縣,6792.000000,-,479.000000,973.000000,1648.000000,107.000000,3585.000000,62417.061000,-,1531.293000,654.452000,7117.000000,36.500000,53077.816000,4.118585,-,7.052415,14.325677,24.263840,1.575383,52.782686,-,2.453324,1.048515,11.402331,0.058478,85.037352
2005, 屏東縣,10591.000000,746.000000,3219.000000,2539.000000,5.000000,-,4082.000000,75404.104000,27155.160000,8101.500000,3879.199000,866.820000,-,35401.425000,4.026721,7.043716,30.393731,23.973185,0.047210,-,38.542158,36.012841,10.744110,5.144546,1.149566,-,46.948937
2005, 臺東縣,2827.000000,49.000000,625.000000,2005.000000,-,28.000000,120.000000,9672.739000,-,5339.500000,3264.700000,-,-,1068.539000,3.665906,1.733286,22.108242,70.923240,-,0.990449,4.244782,-,55.201531,33.751557,-,-,11.046912
2005, 花蓮縣,700.000000,-,148.000000,319.000000,1.000000,3.000000,229.000000,6879.469000,-,1180.957000,1390.801000,-,-,4307.711000,0.612799,-,21.142857,45.571429,0.142857,0.428571,32.714286,-,17.166398,20.216691,-,-,62.616911
2005, 澎湖縣,7356.000000,137.000000,5975.000000,1040.000000,136.000000,32.000000,36.000000,27592.700000,-,17382.700000,5828.000000,4382.000000,-,-,24.756840,1.862425,81.226210,14.138119,1.848831,0.435019,0.489396,-,62.997459,21.121529,15.881012,-,-
2005, 基隆市,1422.000000,417.000000,493.000000,512.000000,-,-,-,37691.200000,19627.900000,14034.800000,4028.500000,-,-,-,1.015526,29.324895,34.669480,36.005626,-,-,-,52.075551,37.236278,10.688171,-,-,-
2005, 新竹市,2441.000000,-,1050.000000,560.000000,738.000000,-,93.000000,21132.000000,-,13951.700000,7089.300000,47.400000,-,43.600000,1.940011,-,43.015158,22.941417,30.233511,-,3.809914,-,66.021673,33.547700,0.224304,-,0.206322
2005, 嘉義市,2.000000,-,-,-,-,-,2.000000,-,-,-,-,-,-,-,0.002272,-,-,-,-,-,100.000000,-,-,-,-,-,-
2005, 金門縣,2926.000000,-,548.000000,1551.000000,827.000000,-,-,703.000000,-,415.000000,75.000000,132.000000,-,82.000000,10.709710,-,18.728640,53.007519,28.263841,-,-,-,59.032717,10.668563,18.776671,-,11.664296
2005, 連江縣,450.000000,-,398.000000,52.000000,-,-,-,670.000000,-,524.000000,102.000000,44.000000,-,-,24.738868,-,88.444444,11.555556,-,-,-,-,78.208955,15.223881,6.567164,-,-
2006, 總計,128989.000000,5898.000000,29082.000000,53819.000000,6687.000000,2461.000000,31042.000000,825328.974540,299637.723980,154872.849290,54381.461070,34571.481000,155.310000,281710.270200,1.744330,4.572483,22.546109,41.723713,5.184163,1.907915,24.065618,36.305247,18.764984,6.589065,4.188812,0.018818,34.133089
2006, 臺灣地區,125328.000000,5898.000000,28119.000000,51996.000000,5812.000000,2461.000000,31042.000000,824020.552540,299637.723980,154014.868290,54225.899070,34411.481000,155.310000,281575.270200,1.701810,4.706051,22.436327,41.487936,4.637431,1.963647,24.768607,36.362894,18.690659,6.580649,4.176046,0.018848,34.170904
2006, 新北市,10185.000000,-,1797.000000,8350.000000,18.000000,1.000000,19.000000,15733.742000,-,10525.002000,4974.570000,-,-,234.170000,0.794508,-,17.643594,81.983309,0.176730,0.009818,0.186549,-,66.894462,31.617208,-,-,1.488330
2006, 臺北市,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2006, 桃園市,1950.000000,-,360.000000,1508.000000,-,72.000000,10.000000,6692.742000,-,83.700000,493.385000,-,3.000000,6112.657000,0.322237,-,18.461538,77.333333,-,3.692308,0.512821,-,1.250608,7.371941,-,0.044825,91.332626
2006, 臺中市,850.000000,-,264.000000,575.000000,-,-,11.000000,1513.252300,-,1335.077300,168.145000,-,-,10.030000,0.107668,-,31.058824,67.647059,-,-,1.294118,-,88.225691,11.111498,-,-,0.662811
2006, 臺南市,19054.000000,48.000000,3901.000000,2449.000000,1245.000000,345.000000,11066.000000,77029.317660,-,2557.284290,4198.975370,7596.034000,-,62677.024000,3.165264,0.251916,20.473391,12.852944,6.534061,1.810643,58.077044,-,3.319884,5.451139,9.861225,-,81.367752
2006, 高雄市,35606.000000,3997.000000,7306.000000,19518.000000,10.000000,39.000000,4736.000000,298749.310980,249087.360980,9273.035200,4741.012800,-,-,35647.902000,3.702633,11.225636,20.519014,54.816604,0.028085,0.109532,13.301129,83.376715,3.103952,1.586954,-,-,11.932380
2006, 宜蘭縣,10160.000000,388.000000,3243.000000,5707.000000,-,100.000000,722.000000,99329.219000,2272.550000,84055.179000,7782.883000,-,11.105000,5207.502000,7.022928,3.818898,31.919291,56.171260,-,0.984252,7.106299,2.287897,84.622813,7.835442,-,0.011180,5.242669
2006, 新竹縣,259.000000,-,36.000000,28.000000,-,-,195.000000,1827.300000,-,-,837.600000,-,-,989.700000,0.180990,-,13.899614,10.810811,-,-,75.289575,-,-,45.838122,-,-,54.161878
2006, 苗栗縣,3701.000000,-,226.000000,3459.000000,-,-,16.000000,1890.776000,-,17.310000,1741.305000,-,-,132.161000,2.306566,-,6.106458,93.461227,-,-,0.432316,-,0.915497,92.094727,-,-,6.989776
2006, 彰化縣,5166.000000,-,30.000000,1026.000000,1108.000000,365.000000,2637.000000,29332.920000,-,-,694.900000,4678.770000,-,23959.250000,1.501412,-,0.580720,19.860627,21.447929,7.065428,51.045296,-,-,2.369011,15.950577,-,81.680412
2006, 南投縣,1437.000000,-,-,-,-,1396.000000,41.000000,284.992000,-,-,-,-,133.205000,151.787000,0.885185,-,-,-,-,97.146834,2.853166,-,-,-,-,46.739908,53.260092
2006, 雲林縣,5606.000000,-,94.000000,781.000000,1119.000000,-,3612.000000,66195.422200,-,92.210000,41.810000,8312.997000,-,57748.405200,2.596657,-,1.676775,13.931502,19.960756,-,64.430967,-,0.139300,0.063161,12.558266,-,87.239273
2006, 嘉義縣,6605.000000,-,549.000000,913.000000,1503.000000,80.000000,3560.000000,62246.414000,-,1267.355500,562.249500,9150.520000,8.000000,51258.289000,3.957958,-,8.311885,13.822861,22.755488,1.211204,53.898562,-,2.036030,0.903264,14.700477,0.012852,82.347377
2006, 屏東縣,10459.000000,837.000000,3105.000000,2657.000000,4.000000,-,3856.000000,71679.284400,28966.613000,8129.796000,3798.368400,636.760000,-,30147.747000,3.949550,8.002677,29.687351,25.403958,0.038245,-,36.867769,40.411415,11.341905,5.299116,0.888346,-,42.059219
2006, 臺東縣,2814.000000,54.000000,610.000000,1930.000000,-,28.000000,192.000000,10231.227000,-,5230.600000,4268.500000,0.400000,-,731.727000,3.633781,1.918977,21.677328,68.585643,-,0.995025,6.823028,-,51.123878,41.720314,0.003910,-,7.151899
