"年度","縣市","漁戶數","遠洋漁戶數","近海漁戶數","沿岸漁戶數","海面養殖漁戶數","內陸漁撈漁戶數","內陸養殖漁戶數","漁業生產量","遠洋漁業生產量","近海漁業生產量","沿岸漁業生產量","海面養殖漁業生產量","內陸漁撈漁業生產量","內陸養殖漁業生產量","漁戶率","遠洋漁戶數占總漁戶數比率","近海漁戶數占總漁戶數比率","沿岸漁戶數占總漁戶數比率","海面養殖漁戶數占總漁戶數比率","內陸漁撈漁戶數占總漁戶數比率","內陸養殖漁戶數占總漁戶數比率","遠洋漁業生產量占總漁業生產量比率","近海漁業生產量占總漁業生產量比率","沿岸漁業生產量占總漁業生產量比率","海面養殖漁業生產量占總漁業生產量比率","內陸漁撈漁業生產量占總漁業生產量比率","內陸養殖漁業生產量占總漁業生產量比率"
2011, 新竹縣,1559.000000,-,28.000000,246.000000,-,1203.000000,82.000000,3045.840000,-,-,241.540000,-,-,2804.300000,0.942022,-,1.796023,15.779346,-,77.164849,5.259782,-,-,7.930160,-,-,92.069840
2011, 苗栗縣,2779.000000,-,-,2779.000000,-,-,-,1343.697700,-,16.992000,958.447000,-,-,368.258700,1.585237,-,-,100.000000,-,-,-,-,1.264570,71.329065,-,-,27.406365
2011, 彰化縣,4975.000000,-,-,1211.000000,1095.000000,90.000000,2579.000000,25748.870000,-,-,594.400000,3787.700000,-,21366.770000,1.352634,-,-,24.341709,22.010050,1.809045,51.839196,-,-,2.308451,14.710160,-,82.981389
2011, 南投縣,3679.000000,-,-,-,-,3623.000000,56.000000,130.595000,-,-,-,-,61.600000,68.995000,2.135700,-,-,-,-,98.477847,1.522153,-,-,-,-,47.168728,52.831272
2011, 雲林縣,5494.000000,-,74.000000,1277.000000,1240.000000,-,2903.000000,76474.062000,-,344.530000,219.320000,11350.000000,-,64560.212000,2.372255,-,1.346924,23.243538,22.570076,-,52.839461,-,0.450519,0.286790,14.841633,-,84.421058
2011, 嘉義縣,6238.000000,-,378.000000,862.000000,1586.000000,39.000000,3373.000000,63528.842430,-,922.944910,390.489520,14044.370000,6.000000,48165.038000,3.506346,-,6.059634,13.818532,25.424816,0.625200,54.071818,-,1.452797,0.614665,22.107077,0.009445,75.816017
2011, 屏東縣,10142.000000,762.000000,2424.000000,2146.000000,2.000000,-,4808.000000,73503.436400,29914.996000,8446.118000,3985.272600,816.323800,-,30340.726000,3.638999,7.513311,23.900611,21.159535,0.019720,-,47.406823,40.698772,11.490780,5.421886,1.110593,-,41.277969
2011, 臺東縣,2618.000000,148.000000,545.000000,1837.000000,-,-,88.000000,6603.061300,-,3038.562300,2573.310000,-,-,991.189000,3.238496,5.653170,20.817418,70.168067,-,-,3.361345,-,46.017478,38.971469,-,-,15.011053
2011, 花蓮縣,508.000000,-,123.000000,324.000000,-,-,61.000000,10624.542700,-,-,3315.685700,-,-,7308.857000,0.416964,-,24.212598,63.779528,-,-,12.007874,-,-,31.207797,-,-,68.792203
2011, 澎湖縣,8324.000000,27.000000,3331.000000,4824.000000,96.000000,-,46.000000,7645.412200,-,4155.162200,882.900000,2289.300000,-,318.050000,23.761811,0.324363,40.016819,57.952907,1.153292,-,0.552619,-,54.348439,11.548102,29.943448,-,4.160011
2011, 基隆市,1154.000000,258.000000,896.000000,-,-,-,-,68941.873000,29085.700000,37646.373000,2209.800000,-,-,-,0.779883,22.357019,77.642981,-,-,-,-,42.188729,54.605962,3.205309,-,-,-
2011, 新竹市,2150.000000,-,1165.000000,640.000000,295.000000,-,50.000000,4975.893000,-,2107.600000,2842.693000,9.200000,-,16.400000,1.477491,-,54.186047,29.767442,13.720930,-,2.325581,-,42.356216,57.129303,0.184891,-,0.329589
2011, 嘉義市,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2011, 金門縣,5252.000000,-,325.000000,4321.000000,606.000000,-,-,491.328400,-,209.099400,96.694000,162.330000,-,23.205000,15.531110,-,6.188119,82.273420,11.538462,-,-,-,42.557971,19.680116,33.039002,-,4.722910
2011, 連江縣,441.000000,-,387.000000,54.000000,-,-,-,736.539000,-,565.699000,139.940000,30.900000,-,-,20.081967,-,87.755102,12.244898,-,-,-,-,76.805030,18.999673,4.195297,-,-
2012, 總計,129906.000000,6037.000000,21670.000000,60371.000000,5916.000000,5206.000000,30706.000000,830411.986060,301105.735000,148279.209090,33027.431920,30390.131160,66.396000,317543.094890,1.586845,4.647206,16.681293,46.472834,4.554062,4.007513,23.637091,36.259801,17.856102,3.977234,3.659645,0.007996,38.239223
2012, 臺灣地區,124462.000000,6037.000000,21127.000000,55990.000000,5396.000000,5206.000000,30706.000000,829275.606060,301105.735000,147632.869590,32733.231420,30213.921160,66.396000,317523.464890,1.527377,4.850476,16.974659,44.985618,4.335460,4.182803,24.670984,36.309489,17.802630,3.947208,3.643411,0.008007,38.289257
2012, 新北市,17639.000000,1.000000,2363.000000,15234.000000,22.000000,-,19.000000,32051.764600,-,25852.655000,5919.369600,51.550000,-,228.190000,1.209566,0.005669,13.396451,86.365440,0.124724,-,0.107716,-,80.659069,18.468155,0.160834,-,0.711942
2012, 臺北市,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2012, 桃園市,1937.000000,-,879.000000,1047.000000,-,11.000000,-,2288.378000,-,153.615000,532.670000,-,-,1602.093000,0.275994,-,45.379453,54.052659,-,0.567888,-,-,6.712833,23.277186,-,-,70.009981
2012, 臺中市,1426.000000,-,760.000000,626.000000,1.000000,-,39.000000,1797.360300,-,1778.939300,10.925000,-,-,7.508000,0.161440,-,53.295933,43.899018,0.070126,-,2.734923,-,98.975108,0.607836,-,-,0.417724
2012, 臺南市,11347.000000,6.000000,373.000000,1192.000000,948.000000,311.000000,8517.000000,98391.475400,-,5414.113660,177.861740,5373.550000,-,87425.950000,1.728666,0.052877,3.287212,10.504979,8.354631,2.740813,75.059487,-,5.502625,0.180769,5.461398,-,88.855208
2012, 高雄市,33546.000000,4758.000000,5075.000000,16520.000000,158.000000,47.000000,6988.000000,292796.855620,237629.429000,12291.267600,1160.085130,-,-,41716.073890,3.205273,14.183509,15.128480,49.245812,0.470995,0.140106,20.831098,81.158463,4.197882,0.396208,-,-,14.247446
2012, 宜蘭縣,9024.000000,77.000000,2780.000000,5095.000000,-,125.000000,947.000000,61121.280980,4376.066000,46682.694230,6634.599750,-,1.870000,3426.051000,5.674365,0.853280,30.806738,56.460550,-,1.385195,10.494238,7.159644,76.377153,10.854811,-,0.003059,5.605332
2012, 新竹縣,1467.000000,-,54.000000,308.000000,-,995.000000,110.000000,3127.952000,-,-,264.652000,-,-,2863.300000,0.860532,-,3.680982,20.995228,-,67.825494,7.498296,-,-,8.460872,-,-,91.539128
2012, 苗栗縣,2838.000000,-,-,2838.000000,-,-,-,1570.749000,-,12.847000,1187.770000,-,-,370.132000,1.590772,-,-,100.000000,-,-,-,-,0.817890,75.618065,-,-,23.564045
2012, 彰化縣,5048.000000,-,-,1220.000000,1126.000000,107.000000,2595.000000,23628.850000,-,-,600.100000,3734.600000,-,19294.150000,1.355885,-,-,24.167987,22.305864,2.119651,51.406498,-,-,2.539692,15.805255,-,81.655053
2012, 南投縣,3624.000000,-,-,-,-,3570.000000,54.000000,167.856000,-,-,-,-,55.326000,112.530000,2.078005,-,-,-,-,98.509934,1.490066,-,-,-,-,32.960395,67.039605
2012, 雲林縣,5450.000000,-,69.000000,1264.000000,1230.000000,-,2887.000000,63080.435000,-,287.235000,43.342000,6060.000000,-,56689.858000,2.319139,-,1.266055,23.192661,22.568807,-,52.972477,-,0.455347,0.068709,9.606782,-,89.869161
2012, 嘉義縣,6133.000000,-,361.000000,817.000000,1562.000000,40.000000,3353.000000,71200.712920,-,996.753060,423.801860,12628.100000,9.200000,57142.858000,3.413366,-,5.886189,13.321376,25.468775,0.652209,54.671450,-,1.399920,0.595221,17.735918,0.012921,80.256019
2012, 屏東縣,10184.000000,757.000000,2292.000000,2174.000000,2.000000,-,4959.000000,83760.035300,32198.540000,9061.060500,3424.894640,880.821160,-,38194.719000,3.625051,7.433229,22.505892,21.347211,0.019639,-,48.694030,38.441412,10.817880,4.088936,1.051601,-,45.600171
2012, 臺東縣,2618.000000,142.000000,547.000000,1840.000000,-,-,89.000000,5962.722700,-,2848.511500,2439.385200,-,-,674.826000,3.218510,5.423988,20.893812,70.282659,-,-,3.399542,-,47.771993,40.910593,-,-,11.317414
2012, 花蓮縣,508.000000,-,123.000000,324.000000,-,-,61.000000,11755.003000,-,-,4198.837000,-,-,7556.166000,0.414183,-,24.212598,63.779528,-,-,12.007874,-,-,35.719574,-,-,64.280426
2012, 澎湖縣,8448.000000,21.000000,3413.000000,4889.000000,77.000000,-,48.000000,5801.971740,-,3361.031740,775.080000,1478.300000,-,187.560000,23.355727,0.248580,40.400095,57.871686,0.911458,-,0.568182,-,57.929130,13.358907,25.479269,-,3.232694
2012, 基隆市,1194.000000,275.000000,919.000000,-,-,-,-,64947.952000,26901.700000,36617.146000,1429.106000,-,-,-,0.802392,23.031826,76.968174,-,-,-,-,41.420398,56.379216,2.200387,-,-,-
2012, 新竹市,2031.000000,-,1119.000000,602.000000,270.000000,-,40.000000,5824.251500,-,2275.000000,3510.751500,7.000000,-,31.500000,1.362575,-,55.096012,29.640571,13.293944,-,1.969473,-,39.060813,60.278158,0.120187,-,0.540842
2012, 嘉義市,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2012, 金門縣,5003.000000,-,155.000000,4328.000000,520.000000,-,-,508.588000,-,188.246500,160.611500,140.100000,-,19.630000,14.143156,-,3.098141,86.508095,10.393764,-,-,-,37.013555,31.579884,27.546855,-,3.859706
2012, 連江縣,441.000000,-,388.000000,53.000000,-,-,-,627.792000,-,458.093000,133.589000,36.110000,-,-,19.025022,-,87.981859,12.018141,-,-,-,-,72.968913,21.279182,5.751905,-,-
2013, 總計,128334.000000,5850.000000,19577.000000,60557.000000,5899.000000,4308.000000,32143.000000,825840.321450,324272.433080,125021.144210,27565.581380,31705.809080,29.002000,317246.351700,1.548757,4.558418,15.254726,47.187028,4.596599,3.356866,25.046363,39.265754,15.138658,3.337883,3.839218,0.003512,38.414975
2013, 臺灣地區,124131.000000,5850.000000,19137.000000,57388.000000,5307.000000,4308.000000,32141.000000,824861.554950,324272.433080,124552.833710,27238.605380,31546.839080,29.002000,317221.841700,1.505115,4.712763,15.416777,46.231803,4.275322,3.470527,25.892807,39.312347,15.099847,3.302203,3.824501,0.003516,38.457586
2013, 新北市,19618.000000,-,2256.000000,17322.000000,22.000000,-,18.000000,24343.732480,-,20513.746000,3496.240480,128.691000,-,205.055000,1.327463,-,11.499643,88.296462,0.112142,-,0.091752,-,84.267053,14.361974,0.528641,-,0.842332
2013, 臺北市,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2013, 桃園市,1656.000000,-,626.000000,936.000000,-,84.000000,10.000000,1896.320800,-,321.978500,385.593300,-,-,1188.749000,0.231097,-,37.801932,56.521739,-,5.072464,0.603865,-,16.979116,20.333759,-,-,62.687126
2013, 臺中市,839.000000,-,84.000000,731.000000,1.000000,5.000000,18.000000,1239.983000,-,1195.961300,36.593700,-,-,7.428000,0.093514,-,10.011919,87.127533,0.119190,0.595948,2.145411,-,96.449814,2.951145,-,-,0.599040
2013, 臺南市,11250.000000,6.000000,370.000000,1170.000000,981.000000,293.000000,8430.000000,92787.974780,-,680.696100,163.172000,8711.050000,-,83233.056680,1.696497,0.053333,3.288889,10.400000,8.720000,2.604444,74.933333,-,0.733604,0.175855,9.388124,-,89.702418
2013, 高雄市,32713.000000,4663.000000,4926.000000,16094.000000,113.000000,39.000000,6878.000000,327599.014490,267340.328920,16085.886860,1563.066190,-,-,42609.732520,3.096587,14.254272,15.058234,49.197567,0.345428,0.119219,21.025280,81.605963,4.910237,0.477128,-,-,13.006673
2013, 宜蘭縣,8374.000000,75.000000,2100.000000,5018.000000,-,170.000000,1011.000000,46139.967300,3906.447000,34544.878600,4799.518700,-,1.450000,2887.673000,5.205025,0.895629,25.077621,59.923573,-,2.030093,12.073083,8.466514,74.869751,10.402085,-,0.003143,6.258507
2013, 新竹縣,1247.000000,-,114.000000,1002.000000,-,34.000000,97.000000,3519.445000,-,-,374.145000,-,-,3145.300000,0.713240,-,9.141941,80.352847,-,2.726544,7.778669,-,-,10.630795,-,-,89.369205
2013, 苗栗縣,2745.000000,-,-,2745.000000,-,-,-,1489.177000,-,17.133000,1116.777000,-,-,355.267000,1.517279,-,-,100.000000,-,-,-,-,1.150501,74.992899,-,-,23.856600
2013, 彰化縣,5016.000000,-,-,1218.000000,1136.000000,88.000000,2574.000000,23113.484000,-,-,560.400000,3585.900000,-,18967.184000,1.334255,-,-,24.282297,22.647528,1.754386,51.315789,-,-,2.424559,15.514321,-,82.061121
2013, 南投縣,3672.000000,-,-,-,-,3570.000000,102.000000,134.647000,-,-,-,-,10.452000,124.195000,2.092880,-,-,-,-,97.222222,2.777778,-,-,-,-,7.762520,92.237480
2013, 雲林縣,6502.000000,-,76.000000,990.000000,1229.000000,-,4207.000000,55462.234000,-,261.355000,47.585000,5740.500000,-,49412.794000,2.747726,-,1.168871,15.226084,18.901876,-,64.703168,-,0.471231,0.085797,10.350286,-,89.092686
2013, 嘉義縣,6296.000000,-,442.000000,728.000000,1464.000000,23.000000,3639.000000,75427.647470,-,989.248250,415.052220,9719.930000,17.100000,64286.317000,3.485154,-,7.020330,11.562897,23.252859,0.365311,57.798602,-,1.311519,0.550265,12.886429,0.022671,85.229116
2013, 屏東縣,10273.000000,782.000000,2317.000000,2281.000000,2.000000,2.000000,4889.000000,81554.361340,26086.257160,8963.084700,3384.717200,465.834780,-,42654.467500,3.640494,7.612187,22.554268,22.203835,0.019469,0.019469,47.590772,31.986342,10.990319,4.150259,0.571195,-,52.301884
2013, 臺東縣,1502.000000,8.000000,398.000000,1060.000000,-,-,36.000000,5796.886390,-,3161.822400,2132.912990,-,-,502.151000,1.836500,0.532623,26.498003,70.572570,-,-,2.396804,-,54.543460,36.794114,-,-,8.662426
2013, 花蓮縣,616.000000,-,130.000000,366.000000,-,-,120.000000,10424.935600,-,208.000000,3157.863600,-,-,7059.072000,0.499028,-,21.103896,59.415584,-,-,19.480519,-,1.995216,30.291445,-,-,67.713339
2013, 澎湖縣,8590.000000,16.000000,3251.000000,5146.000000,99.000000,-,78.000000,8142.876300,-,3520.143000,904.000000,3186.233300,-,532.500000,23.121854,0.186263,37.846333,59.906868,1.152503,-,0.908033,-,43.229725,11.101728,39.129089,-,6.539458
2013, 基隆市,1262.000000,300.000000,962.000000,-,-,-,-,60969.880000,26939.400000,32145.300000,1885.180000,-,-,-,0.843143,23.771791,76.228209,-,-,-,-,44.184768,52.723246,3.091986,-,-,-
2013, 新竹市,1960.000000,-,1085.000000,581.000000,260.000000,-,34.000000,4818.988000,-,1943.600000,2815.788000,8.700000,-,50.900000,1.288092,-,55.357143,29.642857,13.265306,-,1.734694,-,40.332120,58.431106,0.180536,-,1.056238
2013, 嘉義市,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2013, 金門縣,3761.000000,-,52.000000,3115.000000,592.000000,-,2.000000,465.716500,-,139.410500,184.226000,117.570000,-,24.510000,10.287762,-,1.382611,82.823717,15.740495,-,0.053177,-,29.934628,39.557542,25.244972,-,5.262858
2013, 連江縣,442.000000,-,388.000000,54.000000,-,-,-,513.050000,-,328.900000,142.750000,41.400000,-,-,18.241849,-,87.782805,12.217195,-,-,-,-,64.106812,27.823799,8.069389,-,-
2014, 總計,137360.000000,5998.000000,19951.000000,69257.000000,6569.000000,4357.000000,31228.000000,910910.894770,400138.315980,139929.199480,29407.995490,29286.934230,30.101000,312118.348590,1.638613,4.366628,14.524607,50.420064,4.782324,3.171957,22.734421,43.927273,15.361459,3.228416,3.215126,0.003304,34.264422
2014, 臺灣地區,131243.000000,5924.000000,19856.000000,64020.000000,5859.000000,4357.000000,31227.000000,909760.934270,400138.315980,139787.265980,28618.161490,29141.694230,30.101000,312045.395590,1.573159,4.513765,15.129188,48.779744,4.464238,3.319796,23.793269,43.982798,15.365275,3.145679,3.203225,0.003309,34.299714
2014, 新北市,24608.000000,1.000000,2816.000000,21744.000000,22.000000,2.000000,23.000000,23426.885700,-,22797.969000,353.748700,152.200000,-,122.968000,1.643801,0.004064,11.443433,88.361508,0.089402,0.008127,0.093466,-,97.315406,1.510012,0.649681,-,0.524901
2014, 臺北市,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2014, 桃園市,1510.000000,-,112.000000,1302.000000,-,85.000000,11.000000,1779.336200,-,367.855500,342.170700,-,-,1069.310000,0.206002,-,7.417219,86.225166,-,5.629139,0.728477,-,20.673749,19.230244,-,-,60.096007
2014, 臺中市,202.000000,-,-,165.000000,1.000000,-,36.000000,1770.880220,-,1741.234720,22.217500,-,-,7.428000,0.022142,-,-,81.683168,0.495050,-,17.821782,-,98.325946,1.254602,-,-,0.419452
2014, 臺南市,10925.000000,4.000000,363.000000,1147.000000,796.000000,398.000000,8217.000000,91578.650200,-,676.914900,138.422100,5977.838000,-,84785.475200,1.635447,0.036613,3.322654,10.498856,7.286041,3.643021,75.212815,-,0.739162,0.151151,6.527545,-,92.582141
2014, 高雄市,32572.000000,4623.000000,5027.000000,16088.000000,89.000000,39.000000,6706.000000,390520.705010,340067.600080,13960.138640,1446.623910,-,-,35046.342380,3.059360,14.193172,15.433501,49.392116,0.273241,0.119735,20.588235,87.080556,3.574750,0.370435,-,-,8.974260
2014, 宜蘭縣,9335.000000,75.000000,2423.000000,5697.000000,-,170.000000,970.000000,51490.114360,4672.609000,36182.621000,7248.254360,-,1.620000,3385.010000,5.731495,0.803428,25.956079,61.028388,-,1.821103,10.391002,9.074769,70.271005,14.076982,-,0.003146,6.574097
2014, 新竹縣,1247.000000,-,114.000000,1002.000000,-,34.000000,97.000000,6042.930000,-,-,376.825000,-,-,5666.105000,0.696076,-,9.141941,80.352847,-,2.726544,7.778669,-,-,6.235800,-,-,93.764200
2014, 苗栗縣,2659.000000,-,-,2659.000000,-,-,-,1245.527090,-,18.480000,904.013920,-,-,323.033170,1.452022,-,-,100.000000,-,-,-,-,1.483709,72.580832,-,-,25.935459
2014, 彰化縣,5280.000000,-,-,1236.000000,813.000000,96.000000,3135.000000,21630.000000,-,-,522.700000,3472.600000,-,17634.700000,1.394534,-,-,23.409091,15.397727,1.818182,59.375000,-,-,2.416551,16.054554,-,81.528895
2014, 南投縣,3567.000000,-,-,-,-,3510.000000,57.000000,131.253000,-,-,-,-,11.081000,120.172000,2.025094,-,-,-,-,98.402019,1.597981,-,-,-,-,8.442474,91.557526
2014, 雲林縣,8155.000000,-,245.000000,2034.000000,2393.000000,-,3483.000000,57435.285040,-,276.150000,46.233000,5240.000000,-,51872.902040,3.430420,-,3.004292,24.941754,29.343961,-,42.709994,-,0.480802,0.080496,9.123312,-,90.315391
2014, 嘉義縣,5867.000000,-,404.000000,681.000000,1404.000000,23.000000,3355.000000,77377.088740,-,1367.807280,514.369460,10410.860000,17.400000,65066.652000,3.236073,-,6.885972,11.607295,23.930458,0.392023,57.184251,-,1.767716,0.664757,13.454706,0.022487,84.090334
2014, 屏東縣,10275.000000,782.000000,2317.000000,2285.000000,2.000000,-,4889.000000,80785.499350,27611.906900,8753.391240,4242.468980,559.106230,-,39618.626000,3.628678,7.610706,22.549878,22.238443,0.019465,-,47.581509,34.179286,10.835350,5.251523,0.692087,-,49.041754
2014, 臺東縣,2729.000000,114.000000,597.000000,1959.000000,-,-,59.000000,7160.689730,-,4287.409800,2753.194930,-,-,120.085000,3.325048,4.177354,21.876145,71.784536,-,-,2.161964,-,59.874257,38.448739,-,-,1.677003
2014, 花蓮縣,539.000000,-,134.000000,322.000000,-,-,83.000000,10977.061230,-,196.417500,3929.356930,-,-,6851.286800,0.433827,-,24.860853,59.740260,-,-,15.398887,-,1.789345,35.796074,-,-,62.414581
2014, 澎湖縣,8498.000000,15.000000,3182.000000,5125.000000,99.000000,-,77.000000,10008.986400,-,4955.546400,1424.000000,3322.040000,-,307.400000,22.412111,0.176512,37.444104,60.308308,1.164980,-,0.906096,-,49.510971,14.227215,33.190574,-,3.071240
2014, 基隆市,1321.000000,310.000000,1011.000000,-,-,-,-,71892.720000,27786.200000,42378.780000,1727.740000,-,-,-,0.877788,23.467070,76.532930,-,-,-,-,38.649532,58.947248,2.403220,-,-,-
2014, 新竹市,1954.000000,-,1111.000000,574.000000,240.000000,-,29.000000,4507.322000,-,1826.550000,2625.822000,7.050000,-,47.900000,1.259516,-,56.857728,29.375640,12.282497,-,1.484135,-,40.524063,58.256810,0.156412,-,1.062715
2014, 嘉義市,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2014, 金門縣,5681.000000,74.000000,95.000000,4801.000000,710.000000,-,1.000000,404.634500,-,141.933500,91.068000,98.680000,-,72.953000,15.115475,1.302588,1.672241,84.509769,12.497800,-,0.017603,-,35.076965,22.506237,24.387441,-,18.029357
2014, 連江縣,436.000000,-,-,436.000000,-,-,-,745.326000,-,-,698.766000,46.560000,-,-,17.623282,-,-,100.000000,-,-,-,-,-,93.753069,6.246931,-,-
