"年度","縣市","土地面積","山坡面積","平原面積","高山面積","山坡地區占土地面積比率","平原地區占土地面積比率","高山地區占土地面積比率"
2010, 澎湖縣,126.864100,-,12686.410000,-,-,100.000000,-
2010, 基隆市,132.758900,10400.000000,767.890000,2108.000000,78.337498,5.784094,15.878408
2010, 新竹市,104.152600,4077.000000,6239.260000,99.000000,39.144486,59.904986,0.950528
2010, 嘉義市,60.025600,394.000000,5319.560000,289.000000,6.563866,88.621521,4.814612
2010, 金門縣,151.656000,-,15165.600000,-,-,100.000000,-
2010, 連江縣,28.800000,-,2880.000000,-,-,100.000000,-
2011, 總計,36192.815500,981012.000000,981555.590000,1656427.000000,27.107308,27.122328,45.770364
2011, 臺灣地區,36009.489900,981012.000000,963509.990000,1656427.000000,27.243152,26.757113,45.999735
2011, 新北市,2052.566700,110585.000000,24352.670000,70319.000000,53.876446,11.864496,34.259057
2011, 臺北市,271.799700,15004.000000,12175.970000,-,55.202416,44.797584,-
2011, 桃園市,1220.954000,31519.000000,66232.400000,24344.000000,25.815059,54.246434,19.938507
2011, 臺中市,2214.896800,56301.000000,62155.680000,103033.000000,25.419243,28.062563,46.518194
2011, 臺南市,2191.653100,50609.000000,137070.310000,31486.000000,23.091702,62.541973,14.366325
2011, 高雄市,2947.615900,62775.000000,76465.590000,155521.000000,21.296872,25.941504,52.761623
2011, 宜蘭縣,2143.625100,33291.000000,39195.510000,141876.000000,15.530234,18.284685,66.185081
2011, 新竹縣,1427.536900,65433.000000,19176.690000,58144.000000,45.836293,13.433411,40.730296
2011, 苗栗縣,1820.314900,86886.000000,22696.490000,72449.000000,47.731302,12.468442,39.800257
2011, 彰化縣,1074.396000,10020.000000,94239.600000,3180.000000,9.326170,87.714027,2.959803
2011, 南投縣,4106.436000,127822.000000,20457.600000,262364.000000,31.127235,4.981838,63.890926
2011, 雲林縣,1290.832600,8150.000000,115343.260000,5590.000000,6.313754,89.355707,4.330538
2011, 嘉義縣,1903.636700,42720.000000,81047.670000,66596.000000,22.441257,42.575177,34.983566
2011, 屏東縣,2775.600300,90278.000000,95709.030000,91573.000000,32.525577,34.482281,32.992142
2011, 臺東縣,3515.252600,97540.000000,22235.260000,231750.000000,27.747650,6.325366,65.926983
2011, 花蓮縣,4628.571400,77208.000000,49943.140000,335706.000000,16.680741,10.790185,72.529075
2011, 澎湖縣,126.864100,-,12686.410000,-,-,100.000000,-
2011, 基隆市,132.758900,10400.000000,767.890000,2108.000000,78.337498,5.784094,15.878408
2011, 新竹市,104.152600,4077.000000,6239.260000,99.000000,39.144486,59.904986,0.950528
2011, 嘉義市,60.025600,394.000000,5319.560000,289.000000,6.563866,88.621521,4.814612
2011, 金門縣,151.656000,-,15165.600000,-,-,100.000000,-
2011, 連江縣,28.800000,-,2880.000000,-,-,100.000000,-
2012, 總計,36192.815500,981012.000000,981555.590000,1656427.000000,27.107308,27.122328,45.770364
2012, 臺灣地區,36009.489900,981012.000000,963509.990000,1656427.000000,27.243152,26.757113,45.999735
2012, 新北市,2052.566700,110585.000000,24352.670000,70319.000000,53.876446,11.864496,34.259057
2012, 臺北市,271.799700,15004.000000,12175.970000,-,55.202416,44.797584,-
2012, 桃園市,1220.954000,31519.000000,66232.400000,24344.000000,25.815059,54.246434,19.938507
2012, 臺中市,2214.896800,56301.000000,62155.680000,103033.000000,25.419243,28.062563,46.518194
2012, 臺南市,2191.653100,50609.000000,137070.310000,31486.000000,23.091702,62.541973,14.366325
2012, 高雄市,2947.615900,62775.000000,76465.590000,155521.000000,21.296872,25.941504,52.761623
2012, 宜蘭縣,2143.625100,33291.000000,39195.510000,141876.000000,15.530234,18.284685,66.185081
2012, 新竹縣,1427.536900,65433.000000,19176.690000,58144.000000,45.836293,13.433411,40.730296
2012, 苗栗縣,1820.314900,86886.000000,22696.490000,72449.000000,47.731302,12.468442,39.800257
2012, 彰化縣,1074.396000,10020.000000,94239.600000,3180.000000,9.326170,87.714027,2.959803
2012, 南投縣,4106.436000,127822.000000,20457.600000,262364.000000,31.127235,4.981838,63.890926
2012, 雲林縣,1290.832600,8150.000000,115343.260000,5590.000000,6.313754,89.355707,4.330538
2012, 嘉義縣,1903.636700,42720.000000,81047.670000,66596.000000,22.441257,42.575177,34.983566
2012, 屏東縣,2775.600300,90278.000000,95709.030000,91573.000000,32.525577,34.482281,32.992142
2012, 臺東縣,3515.252600,97540.000000,22235.260000,231750.000000,27.747650,6.325366,65.926983
2012, 花蓮縣,4628.571400,77208.000000,49943.140000,335706.000000,16.680741,10.790185,72.529075
2012, 澎湖縣,126.864100,-,12686.410000,-,-,100.000000,-
2012, 基隆市,132.758900,10400.000000,767.890000,2108.000000,78.337498,5.784094,15.878408
2012, 新竹市,104.152600,4077.000000,6239.260000,99.000000,39.144486,59.904986,0.950528
2012, 嘉義市,60.025600,394.000000,5319.560000,289.000000,6.563866,88.621521,4.814612
2012, 金門縣,151.656000,-,15165.600000,-,-,100.000000,-
2012, 連江縣,28.800000,-,2880.000000,-,-,100.000000,-
2013, 總計,36192.815500,980047.000000,982520.590000,1656427.000000,27.080643,27.148993,45.770364
2013, 臺灣地區,36009.489900,980047.000000,964474.990000,1656427.000000,27.216353,26.783911,45.999735
2013, 新北市,2052.566700,110131.000000,24806.670000,70319.000000,53.655260,12.085683,34.259057
2013, 臺北市,271.799700,12655.000000,14524.970000,-,46.560022,53.439978,-
2013, 桃園市,1220.954000,31519.000000,66232.400000,24344.000000,25.815059,54.246434,19.938507
2013, 臺中市,2214.896800,56301.000000,62155.680000,103033.000000,25.419243,28.062563,46.518194
2013, 臺南市,2191.653100,50609.000000,137070.310000,31486.000000,23.091702,62.541973,14.366325
2013, 高雄市,2947.615900,62775.000000,76465.590000,155521.000000,21.296872,25.941504,52.761623
2013, 宜蘭縣,2143.625100,33291.000000,39195.510000,141876.000000,15.530234,18.284685,66.185081
2013, 新竹縣,1427.536900,65427.000000,19182.690000,58144.000000,45.832090,13.437614,40.730296
2013, 苗栗縣,1820.314900,87388.000000,22194.490000,72449.000000,48.007078,12.192665,39.800257
2013, 彰化縣,1074.396000,10020.000000,94239.600000,3180.000000,9.326170,87.714027,2.959803
2013, 南投縣,4106.436000,127822.000000,20457.600000,262364.000000,31.127235,4.981838,63.890926
2013, 雲林縣,1290.832600,8150.000000,115343.260000,5590.000000,6.313754,89.355707,4.330538
2013, 嘉義縣,1903.636700,42720.000000,81047.670000,66596.000000,22.441257,42.575177,34.983566
2013, 屏東縣,2775.600300,91116.000000,94871.030000,91573.000000,32.827493,34.180365,32.992142
2013, 臺東縣,3515.252600,97540.000000,22235.260000,231750.000000,27.747650,6.325366,65.926983
2013, 花蓮縣,4628.571400,77692.000000,49459.140000,335706.000000,16.785309,10.685617,72.529075
2013, 澎湖縣,126.864100,-,12686.410000,-,-,100.000000,-
2013, 基隆市,132.758900,10400.000000,767.890000,2108.000000,78.337498,5.784094,15.878408
2013, 新竹市,104.152600,4097.000000,6219.260000,99.000000,39.336512,59.712960,0.950528
2013, 嘉義市,60.025600,394.000000,5319.560000,289.000000,6.563866,88.621521,4.814612
2013, 金門縣,151.656000,-,15165.600000,-,-,100.000000,-
2013, 連江縣,28.800000,-,2880.000000,-,-,100.000000,-
2014, 總計,36192.815500,981424.000000,981143.590000,1656427.000000,27.118692,27.110944,45.770364
2014, 臺灣地區,36009.489900,981424.000000,963097.990000,1656427.000000,27.254593,26.745672,45.999735
2014, 新北市,2052.566700,110131.000000,24806.670000,70319.000000,53.655260,12.085683,34.259057
2014, 臺北市,271.799700,12655.000000,14524.970000,-,46.560022,53.439978,-
2014, 桃園市,1220.954000,31354.000000,66397.400000,24344.000000,25.679919,54.381574,19.938507
2014, 臺中市,2214.896800,56301.000000,62155.680000,103033.000000,25.419243,28.062563,46.518194
2014, 臺南市,2191.653100,50609.000000,137070.310000,31486.000000,23.091702,62.541973,14.366325
2014, 高雄市,2947.615900,62775.000000,76465.590000,155521.000000,21.296872,25.941504,52.761623
2014, 宜蘭縣,2143.625100,33291.000000,39195.510000,141876.000000,15.530234,18.284685,66.185081
2014, 新竹縣,1427.536900,65427.000000,19182.690000,58144.000000,45.832090,13.437614,40.730296
2014, 苗栗縣,1820.314900,87388.000000,22194.490000,72449.000000,48.007078,12.192665,39.800257
2014, 彰化縣,1074.396000,10020.000000,94239.600000,3180.000000,9.326170,87.714027,2.959803
2014, 南投縣,4106.436000,127822.000000,20457.600000,262364.000000,31.127235,4.981838,63.890926
2014, 雲林縣,1290.832600,8150.000000,115343.260000,5590.000000,6.313754,89.355707,4.330538
2014, 嘉義縣,1903.636700,42720.000000,81047.670000,66596.000000,22.441257,42.575177,34.983566
2014, 屏東縣,2775.600300,91966.000000,94021.030000,91573.000000,33.133733,33.874124,32.992142
2014, 臺東縣,3515.252600,97540.000000,22235.260000,231750.000000,27.747650,6.325366,65.926983
2014, 花蓮縣,4628.571400,78384.000000,48767.140000,335706.000000,16.934815,10.536111,72.529075
2014, 澎湖縣,126.864100,-,12686.410000,-,-,100.000000,-
2014, 基隆市,132.758900,10400.000000,767.890000,2108.000000,78.337498,5.784094,15.878408
2014, 新竹市,104.152600,4097.000000,6219.260000,99.000000,39.336512,59.712960,0.950528
2014, 嘉義市,60.025600,394.000000,5319.560000,289.000000,6.563866,88.621521,4.814612
2014, 金門縣,151.656000,-,15165.600000,-,-,100.000000,-
2014, 連江縣,28.800000,-,2880.000000,-,-,100.000000,-
