"年度","縣市","刑案發生數","刑案破獲數","嫌疑犯人數","兒童嫌疑犯人數","少年嫌疑犯人數","青年嫌疑犯人數","成年嫌疑犯人數","刑案發生率","刑案破獲率","犯罪人口率","兒童犯罪人口率","少年犯罪人口率","青年犯罪人口率","成年犯罪人口率","竊盜案發生數","竊盜案破獲數","竊盜案嫌疑犯人數","少年竊盜嫌疑犯人數","竊盜案發生率","竊盜案破獲率","竊盜犯罪人口率","少年竊盜犯罪人口率","暴力犯罪發生數","暴力犯罪破獲數","暴力犯罪嫌疑犯人數","少年暴力犯罪嫌疑犯人數","暴力犯罪發生率","暴力犯罪破獲率","暴力犯罪人口率","少年暴力犯罪人口率","家庭暴力事件通報件數","查獲經濟案件件數","經濟案件-每萬人查獲數","平均每人警政支出"
2000, 金門縣,384.000000,271.000000,323.000000,2.000000,62.000000,51.000000,208.000000,727.530000,70.570000,611.960000,24.118179,1076.388889,820.331350,639.763780,168.000000,81.000000,103.000000,47.000000,318.290000,48.210000,195.144132,815.972222,11.000000,10.000000,13.000000,4.000000,20.840000,90.910000,24.629842,69.444444,-,98.000000,18.567112,493.049014
2000, 連江縣,69.000000,42.000000,42.000000,2.000000,6.000000,7.000000,27.000000,1038.140000,60.870000,631.910000,191.387560,973.236010,900.900901,641.634981,43.000000,22.000000,20.000000,6.000000,646.960000,51.160000,300.910254,973.236010,-,-,-,-,-,-,-,-,-,16.000000,24.072820,4454.579721
2001, 總計,490736.000000,271128.000000,180527.000000,533.000000,16939.000000,27771.000000,135284.000000,2196.560000,55.250000,808.050000,14.306077,849.027783,1165.036814,950.253408,338063.000000,154811.000000,40178.000000,8799.000000,1513.190000,45.790000,179.838791,441.029309,14327.000000,8584.000000,9595.000000,1611.000000,64.130000,59.910000,42.947713,80.747610,-,13802.000000,6.177846,3056.961558
2001, 臺灣地區,490228.000000,270766.000000,180073.000000,529.000000,16877.000000,27708.000000,134959.000000,2200.510000,55.230000,808.300000,14.235075,848.580625,1165.880696,950.660723,337895.000000,154720.000000,40067.000000,8758.000000,1516.730000,45.790000,179.850617,440.354868,14318.000000,8576.000000,9585.000000,1611.000000,64.270000,59.900000,43.024638,81.001563,-,13713.000000,6.155418,3044.302629
2001, 新北市,76335.000000,26284.000000,15963.000000,53.000000,1815.000000,2896.000000,11199.000000,2126.870000,34.430000,444.770000,8.933192,542.878422,716.925735,496.078635,59409.000000,18057.000000,4695.000000,951.000000,1655.270000,30.390000,130.813686,284.450347,2059.000000,1327.000000,1383.000000,229.000000,57.370000,64.450000,38.533616,68.495404,-,1479.000000,4.120840,2186.658731
2001, 臺北市,56635.000000,40775.000000,28430.000000,23.000000,2057.000000,4094.000000,22256.000000,2145.150000,72.000000,1076.840000,5.615392,952.511050,1675.726121,1257.200830,31648.000000,20041.000000,3660.000000,739.000000,1198.730000,63.320000,138.629117,342.200129,998.000000,699.000000,839.000000,154.000000,37.800000,70.040000,31.778642,71.310988,-,5291.000000,20.040619,5146.813159
2001, 桃園市,43522.000000,22419.000000,13422.000000,53.000000,1287.000000,2227.000000,9855.000000,2490.120000,51.510000,767.940000,15.759832,776.334759,1201.669495,929.377232,32353.000000,14628.000000,3701.000000,750.000000,1851.080000,45.210000,211.753128,452.409533,1068.000000,771.000000,910.000000,133.000000,61.110000,72.190000,52.065752,80.227291,-,473.000000,2.706275,2234.868605
2001, 臺中市,70794.000000,37295.000000,14841.000000,31.000000,1690.000000,2412.000000,10708.000000,2862.640000,52.680000,600.110000,6.770126,703.762004,888.851219,712.138781,54538.000000,27300.000000,3397.000000,837.000000,2205.310000,50.060000,137.361693,348.549584,2177.000000,906.000000,789.000000,132.000000,88.030000,41.620000,31.904144,54.968393,-,827.000000,3.344072,2273.116048
2001, 臺南市,33626.000000,17285.000000,13410.000000,32.000000,1430.000000,1852.000000,10096.000000,1822.260000,51.400000,726.720000,11.051994,865.583376,937.460454,846.278420,22804.000000,8989.000000,3148.000000,740.000000,1235.790000,39.420000,170.596492,447.924264,952.000000,713.000000,787.000000,179.000000,51.590000,74.890000,42.649123,108.349248,-,427.000000,2.313999,2906.575660
2001, 高雄市,68666.000000,31454.000000,18808.000000,47.000000,1579.000000,3045.000000,14137.000000,2516.770000,45.810000,689.360000,10.904986,667.015875,1023.655003,801.800862,51274.000000,19352.000000,4123.000000,864.000000,1879.310000,37.740000,151.117474,364.978921,3429.000000,1224.000000,1317.000000,219.000000,125.680000,35.700000,48.271092,92.512018,-,549.000000,2.012212,2958.034571
2001, 宜蘭縣,7639.000000,4860.000000,3849.000000,12.000000,438.000000,608.000000,2791.000000,1641.060000,63.620000,826.870000,15.443022,1068.370856,1226.721546,939.011363,4609.000000,2550.000000,1119.000000,298.000000,990.130000,55.330000,240.390554,726.882455,185.000000,144.000000,183.000000,20.000000,39.740000,77.840000,39.313201,48.784057,-,536.000000,11.514686,3196.014973
2001, 新竹縣,7731.000000,5037.000000,3344.000000,16.000000,364.000000,569.000000,2395.000000,1745.120000,65.150000,754.840000,18.596326,945.909073,1293.431686,872.511339,5234.000000,2942.000000,987.000000,225.000000,1181.470000,56.210000,222.795828,584.696542,163.000000,148.000000,157.000000,35.000000,36.790000,90.800000,35.439661,90.952795,-,63.000000,1.422101,2508.283739
2001, 苗栗縣,10960.000000,7539.000000,5899.000000,20.000000,549.000000,929.000000,4401.000000,1956.540000,68.790000,1053.070000,21.256131,1093.462132,1552.641915,1236.097068,7250.000000,4337.000000,1933.000000,357.000000,1294.250000,59.820000,345.072893,711.049146,249.000000,200.000000,289.000000,31.000000,44.450000,80.320000,51.591343,61.743763,-,102.000000,1.820871,2668.257846
2001, 彰化縣,21033.000000,15204.000000,10305.000000,27.000000,882.000000,1690.000000,7706.000000,1602.800000,72.290000,785.280000,12.108954,705.219182,1104.950702,949.866968,13410.000000,8250.000000,2280.000000,436.000000,1021.900000,61.520000,173.745725,348.611750,645.000000,512.000000,562.000000,79.000000,49.150000,79.380000,42.826797,63.165890,-,418.000000,3.185338,2376.868957
2001, 南投縣,10583.000000,6710.000000,5218.000000,23.000000,353.000000,876.000000,3966.000000,1953.750000,63.400000,963.300000,26.214710,744.490140,1523.014735,1136.363636,6624.000000,3516.000000,1379.000000,197.000000,1222.870000,53.080000,254.579524,415.480333,307.000000,229.000000,307.000000,35.000000,56.680000,74.590000,56.675790,73.816303,-,78.000000,1.439971,3463.618112
2001, 雲林縣,10199.000000,5455.000000,4408.000000,3.000000,365.000000,758.000000,3282.000000,1371.820000,53.490000,592.900000,2.623823,599.210356,946.517988,672.359805,6872.000000,2771.000000,1262.000000,210.000000,924.320000,40.320000,169.745718,344.751164,235.000000,180.000000,224.000000,50.000000,31.610000,76.600000,30.129192,82.083610,-,124.000000,1.667866,2856.274337
2001, 嘉義縣,7819.000000,5464.000000,5510.000000,19.000000,363.000000,656.000000,4472.000000,1389.220000,69.880000,978.970000,22.105490,830.777681,1144.182720,1189.817377,3665.000000,1721.000000,1008.000000,200.000000,651.170000,46.960000,179.093340,457.728750,165.000000,156.000000,187.000000,39.000000,29.320000,94.550000,33.224657,89.257106,-,97.000000,1.723418,2918.869651
2001, 屏東縣,15795.000000,7718.000000,6561.000000,21.000000,503.000000,985.000000,5052.000000,1738.620000,48.860000,722.200000,14.554527,657.864621,1008.709722,856.150745,11114.000000,3822.000000,1746.000000,292.000000,1223.370000,34.390000,192.189786,381.901530,539.000000,351.000000,417.000000,71.000000,59.330000,65.120000,45.900997,92.859618,-,269.000000,2.961000,2846.061045
2001, 臺東縣,2248.000000,1796.000000,2082.000000,35.000000,418.000000,276.000000,1353.000000,917.690000,79.890000,849.930000,90.680623,2108.395753,1059.907834,842.993280,1184.000000,766.000000,765.000000,328.000000,483.340000,64.700000,312.293335,1654.434945,116.000000,113.000000,159.000000,41.000000,47.350000,97.410000,64.908027,206.804368,-,683.000000,27.881876,5768.208947
2001, 花蓮縣,6796.000000,3898.000000,3939.000000,45.000000,510.000000,651.000000,2733.000000,1923.120000,57.360000,1114.650000,79.307732,1729.517092,1726.355428,1191.129939,3711.000000,1751.000000,1271.000000,340.000000,1050.130000,47.180000,359.664898,1153.011394,192.000000,161.000000,197.000000,37.000000,54.330000,83.850000,55.746644,125.474769,-,94.000000,2.659992,4484.738295
2001, 澎湖縣,766.000000,641.000000,1007.000000,1.000000,87.000000,123.000000,796.000000,842.850000,83.680000,1108.030000,7.540341,1180.221122,1299.387281,1309.587463,326.000000,232.000000,165.000000,65.000000,358.710000,71.170000,181.554103,881.774401,21.000000,19.000000,19.000000,3.000000,23.110000,90.480000,20.906230,40.697280,-,160.000000,17.605246,13852.413019
2001, 基隆市,8211.000000,5636.000000,4169.000000,21.000000,517.000000,656.000000,2975.000000,2107.030000,68.640000,1069.810000,33.443484,1563.090505,1676.827320,1168.013317,5210.000000,3044.000000,1063.000000,307.000000,1336.940000,58.430000,272.777079,928.179468,307.000000,303.000000,379.000000,79.000000,78.780000,98.700000,97.255421,238.847485,-,276.000000,7.082453,4558.559183
2001, 新竹市,12300.000000,6730.000000,3368.000000,12.000000,395.000000,640.000000,2321.000000,3316.550000,54.720000,908.140000,17.673439,1194.255480,1718.120805,997.661663,9710.000000,4819.000000,811.000000,230.000000,2618.190000,49.630000,218.676481,695.389267,277.000000,228.000000,269.000000,32.000000,74.690000,82.310000,72.532643,96.749811,-,51.000000,1.375154,2836.846043
2001, 嘉義市,8940.000000,4304.000000,3143.000000,18.000000,347.000000,602.000000,2176.000000,3347.210000,48.140000,1176.770000,39.001138,1407.964943,2142.234400,1293.786436,6203.000000,2167.000000,702.000000,245.000000,2322.460000,34.930000,262.834721,994.096285,202.000000,128.000000,158.000000,10.000000,75.630000,63.370000,59.156533,40.575359,-,97.000000,3.631762,3357.350386
2001, 金門縣,417.000000,319.000000,406.000000,4.000000,61.000000,51.000000,290.000000,752.780000,76.500000,732.920000,47.539815,1084.155336,810.166799,827.165248,134.000000,78.000000,98.000000,40.000000,241.900000,58.210000,176.911274,710.921532,9.000000,8.000000,10.000000,-,16.250000,88.890000,18.052171,-,-,83.000000,14.983302,6406.354364
2001, 連江縣,91.000000,43.000000,48.000000,-,1.000000,12.000000,35.000000,1167.860000,47.250000,616.020000,-,159.108990,1438.848921,669.600153,34.000000,13.000000,13.000000,1.000000,436.340000,38.240000,166.837782,159.108990,-,-,-,-,-,-,-,-,-,6.000000,7.700205,15438.141684
2002, 總計,503389.000000,297816.000000,185751.000000,458.000000,15659.000000,28118.000000,141516.000000,2240.950000,59.160000,826.910000,12.527203,804.063295,1190.971607,976.058879,340536.000000,179164.000000,40721.000000,7769.000000,1515.970000,52.610000,181.278940,398.925074,14895.000000,10145.000000,9488.000000,1394.000000,66.310000,68.110000,42.238024,71.579554,-,11377.000000,5.064734,3066.665385
2002, 臺灣地區,502735.000000,297361.000000,185177.000000,445.000000,15618.000000,28031.000000,141083.000000,2244.710000,59.150000,826.820000,12.204132,804.451318,1190.962772,976.013599,340326.000000,179077.000000,40640.000000,7745.000000,1519.560000,52.620000,181.457576,398.929150,14883.000000,10134.000000,9474.000000,1389.000000,66.450000,68.090000,42.301404,71.544556,-,11301.000000,5.045896,3052.034411
2002, 新北市,79652.000000,31750.000000,17403.000000,59.000000,1660.000000,2841.000000,12843.000000,2196.780000,39.860000,479.970000,10.136229,507.754730,706.431736,554.848237,60498.000000,23237.000000,5190.000000,975.000000,1668.520000,38.410000,143.138890,298.229435,2258.000000,1382.000000,1320.000000,174.000000,62.280000,61.200000,36.405267,53.222484,-,1014.000000,2.796586,2113.912355
2002, 臺北市,56325.000000,41440.000000,27132.000000,16.000000,1638.000000,4203.000000,21275.000000,2135.280000,73.570000,1028.570000,4.035747,781.699265,1732.642145,1189.045025,30324.000000,21057.000000,3434.000000,612.000000,1149.580000,69.440000,130.182813,292.063462,1156.000000,803.000000,846.000000,133.000000,43.820000,69.460000,32.071829,63.471308,-,2441.000000,9.253822,5005.168644
2002, 桃園市,44125.000000,24663.000000,11854.000000,32.000000,982.000000,1897.000000,8943.000000,2482.020000,55.890000,666.790000,9.556175,595.834016,1014.180890,819.659735,33581.000000,18176.000000,3735.000000,603.000000,1888.930000,54.130000,210.093133,365.873637,1285.000000,962.000000,987.000000,131.000000,72.280000,74.860000,55.518587,79.484986,-,422.000000,2.373743,2205.079023
2002, 臺中市,74695.000000,44020.000000,18923.000000,37.000000,1811.000000,3196.000000,13879.000000,2991.110000,58.930000,757.760000,8.206912,766.523534,1178.120721,901.906682,53885.000000,30719.000000,4322.000000,892.000000,2157.790000,57.010000,173.071660,377.547760,1888.000000,1196.000000,923.000000,144.000000,75.600000,63.350000,36.960931,60.949414,-,1066.000000,4.268727,2324.267093
2002, 臺南市,34856.000000,18258.000000,12321.000000,42.000000,1073.000000,1789.000000,9417.000000,1883.650000,52.380000,665.840000,14.872864,667.137124,917.435897,776.836945,23648.000000,10475.000000,2769.000000,555.000000,1277.960000,44.300000,149.638994,345.070926,975.000000,720.000000,743.000000,122.000000,52.690000,73.850000,40.152319,75.853429,-,336.000000,1.815771,2805.466876
2002, 高雄市,72896.000000,39043.000000,24231.000000,33.000000,1940.000000,4482.000000,17776.000000,2663.200000,53.560000,885.260000,7.835558,844.811594,1539.634775,990.164088,52086.000000,23647.000000,4734.000000,867.000000,1902.920000,45.400000,172.952988,377.552398,3249.000000,1702.000000,1294.000000,175.000000,118.700000,52.390000,47.275278,76.207231,-,701.000000,2.561049,3243.108550
2002, 宜蘭縣,7349.000000,5193.000000,4249.000000,13.000000,395.000000,597.000000,3244.000000,1580.590000,70.660000,913.860000,17.184629,985.418304,1224.050438,1079.724544,4296.000000,2739.000000,1017.000000,247.000000,923.960000,63.760000,218.731786,616.198281,257.000000,212.000000,202.000000,41.000000,55.270000,82.490000,43.445251,102.283925,-,268.000000,5.764023,3459.046398
2002, 新竹縣,8016.000000,5492.000000,3351.000000,9.000000,334.000000,429.000000,2579.000000,1783.360000,68.510000,745.510000,10.500158,868.005925,973.164258,917.093535,5406.000000,3409.000000,851.000000,176.000000,1202.700000,63.060000,189.325891,457.392344,177.000000,164.000000,195.000000,35.000000,39.380000,92.660000,43.382548,90.958705,-,88.000000,1.957777,2684.414208
2002, 苗栗縣,9918.000000,7194.000000,4813.000000,16.000000,422.000000,679.000000,3696.000000,1768.850000,72.530000,858.390000,17.395748,861.813689,1140.381079,1026.043915,6789.000000,4657.000000,1634.000000,283.000000,1210.800000,68.600000,291.419878,577.946147,234.000000,203.000000,231.000000,18.000000,41.730000,86.750000,41.198281,36.759826,-,112.000000,1.997492,2804.113764
2002, 彰化縣,21006.000000,15190.000000,10027.000000,26.000000,726.000000,1495.000000,7780.000000,1597.310000,72.310000,762.460000,11.896401,602.224748,989.139316,943.214945,13034.000000,8680.000000,2345.000000,374.000000,991.110000,66.600000,178.315267,310.236991,719.000000,564.000000,442.000000,55.000000,54.670000,78.440000,33.609956,45.623087,-,730.000000,5.550966,2408.632436
2002, 南投縣,10040.000000,6874.000000,5208.000000,21.000000,342.000000,666.000000,4179.000000,1853.920000,68.470000,961.680000,24.430962,741.841372,1167.591448,1185.678233,5995.000000,3619.000000,1263.000000,169.000000,1107.000000,60.370000,233.217309,366.582432,331.000000,269.000000,258.000000,36.000000,61.120000,81.270000,47.640591,78.088565,-,130.000000,2.400495,3404.841614
2002, 雲林縣,11378.000000,6921.000000,5046.000000,14.000000,414.000000,701.000000,3917.000000,1530.990000,60.830000,678.970000,12.407003,710.028727,899.756129,792.718405,7391.000000,3716.000000,1314.000000,194.000000,994.510000,50.280000,176.807891,332.718775,331.000000,279.000000,249.000000,27.000000,44.540000,84.290000,33.504692,46.306221,-,321.000000,4.319280,2626.740915
2002, 嘉義縣,7632.000000,5489.000000,4878.000000,7.000000,278.000000,537.000000,4056.000000,1355.890000,71.920000,866.620000,8.247471,659.956319,956.988960,1068.021882,3797.000000,1941.000000,878.000000,114.000000,674.570000,51.120000,155.983652,270.629570,189.000000,176.000000,187.000000,22.000000,33.580000,93.120000,33.222031,52.226759,-,128.000000,2.274021,3075.635194
2002, 屏東縣,16124.000000,9166.000000,7117.000000,14.000000,544.000000,1029.000000,5530.000000,1776.220000,56.850000,784.010000,9.920529,733.484794,1081.501490,925.774792,11153.000000,5295.000000,1804.000000,353.000000,1228.610000,47.480000,198.728534,475.956126,627.000000,402.000000,412.000000,67.000000,69.070000,64.110000,45.385896,90.337282,-,295.000000,3.249718,2907.603349
2002, 臺東縣,2763.000000,2116.000000,2445.000000,22.000000,390.000000,340.000000,1693.000000,1131.040000,76.580000,1000.870000,57.771592,2045.687010,1339.927880,1046.557272,1737.000000,1124.000000,841.000000,287.000000,711.040000,64.710000,344.265080,1505.415825,118.000000,133.000000,160.000000,26.000000,48.300000,112.710000,65.496329,136.379134,-,719.000000,29.432413,5752.178265
2002, 花蓮縣,5995.000000,3583.000000,3729.000000,33.000000,467.000000,469.000000,2760.000000,1700.000000,59.770000,1057.430000,59.272564,1634.524518,1271.571299,1192.137078,3578.000000,1900.000000,1104.000000,291.000000,1014.610000,53.100000,313.061380,1018.515278,176.000000,156.000000,211.000000,61.000000,49.910000,88.640000,59.833289,213.503203,-,129.000000,3.658054,4762.400875
2002, 澎湖縣,961.000000,838.000000,966.000000,4.000000,79.000000,141.000000,742.000000,1040.530000,87.200000,1045.940000,29.969281,1116.134501,1508.505403,1185.587601,313.000000,219.000000,158.000000,46.000000,338.900000,69.970000,171.075284,649.901102,35.000000,37.000000,35.000000,4.000000,37.900000,105.710000,37.896424,56.513139,-,92.000000,9.961346,12570.352004
2002, 基隆市,7862.000000,5740.000000,3400.000000,22.000000,503.000000,545.000000,2330.000000,2009.670000,73.010000,869.100000,35.942133,1531.482158,1419.954926,900.403056,5324.000000,3648.000000,1126.000000,347.000000,1360.910000,68.520000,287.826425,1056.509560,323.000000,293.000000,274.000000,55.000000,82.560000,90.710000,70.039467,167.458288,-,189.000000,4.831190,3853.318439
2002, 新竹市,12543.000000,8010.000000,3904.000000,9.000000,319.000000,686.000000,2890.000000,3335.490000,63.860000,1038.170000,13.213919,971.627857,1847.985669,1214.369904,9749.000000,5904.000000,919.000000,158.000000,2592.500000,60.560000,244.384671,481.245146,345.000000,294.000000,308.000000,47.000000,91.740000,85.220000,81.904764,143.155202,-,73.000000,1.941249,3052.260824
2002, 嘉義市,10201.000000,4593.000000,3105.000000,7.000000,288.000000,497.000000,2313.000000,3807.050000,45.020000,1158.800000,15.411713,1187.286144,1799.974648,1355.314468,6971.000000,2416.000000,625.000000,140.000000,2601.600000,34.660000,233.252472,577.152987,180.000000,136.000000,132.000000,9.000000,67.180000,75.560000,49.262922,37.102692,-,110.000000,4.105244,4001.380855
2002, 金門縣,524.000000,389.000000,490.000000,7.000000,41.000000,78.000000,364.000000,904.300000,74.240000,845.620000,81.566069,761.515602,1216.184611,968.961295,152.000000,69.000000,65.000000,24.000000,262.320000,45.390000,112.174371,445.765230,12.000000,11.000000,14.000000,5.000000,20.710000,91.670000,24.160634,92.867756,-,68.000000,11.735165,6959.349734
2002, 連江縣,130.000000,66.000000,84.000000,6.000000,-,9.000000,69.000000,1476.100000,50.770000,953.790000,519.255733,-,1029.748284,1126.438658,58.000000,18.000000,16.000000,-,658.570000,31.030000,181.673669,-,-,-,-,-,-,-,-,-,-,8.000000,9.083683,14661.519246
2003, 總計,494755.000000,290962.000000,158687.000000,414.000000,12331.000000,23420.000000,122522.000000,2192.800000,58.810000,703.320000,11.613296,641.450466,1016.616161,829.437342,330655.000000,178280.000000,34786.000000,6498.000000,1465.500000,53.920000,154.175063,338.021663,12966.000000,9277.000000,8580.000000,1129.000000,57.470000,71.550000,38.027426,58.729833,-,10582.000000,4.690049,3244.666642
2003, 臺灣地區,494150.000000,290530.000000,158175.000000,413.000000,12267.000000,23338.000000,122157.000000,2196.820000,58.790000,703.190000,11.617401,640.044997,1016.256490,829.540855,330434.000000,178171.000000,34679.000000,6466.000000,1468.990000,53.920000,154.170546,337.371073,12955.000000,9268.000000,8567.000000,1128.000000,57.590000,71.540000,38.085846,58.854712,-,10542.000000,4.686600,3229.462023
2003, 新北市,80620.000000,33091.000000,12582.000000,40.000000,1395.000000,2022.000000,9125.000000,2203.340000,41.050000,343.870000,7.059561,431.175703,513.417540,384.207857,60716.000000,25502.000000,4092.000000,804.000000,1659.370000,42.000000,111.834155,248.505567,1986.000000,1321.000000,1120.000000,150.000000,54.280000,66.520000,30.609544,46.362979,-,1007.000000,2.752126,2326.765628
2003, 臺北市,58233.000000,39040.000000,22835.000000,12.000000,1321.000000,2847.000000,18655.000000,2210.400000,67.040000,866.770000,3.138399,645.118756,1205.270678,1030.005430,31495.000000,20912.000000,3132.000000,586.000000,1195.480000,66.400000,118.884174,286.176829,1098.000000,768.000000,753.000000,72.000000,41.680000,69.950000,28.582306,35.161658,-,2225.000000,8.445635,4968.000723
2003, 桃園市,43883.000000,25186.000000,10325.000000,26.000000,986.000000,1667.000000,7646.000000,2428.040000,57.390000,571.280000,7.852672,593.311109,897.355842,680.075159,32588.000000,18846.000000,3300.000000,652.000000,1803.090000,57.830000,182.588878,392.331484,1226.000000,905.000000,855.000000,133.000000,67.830000,73.820000,47.307118,80.030809,-,488.000000,2.700102,2299.145318
2003, 臺中市,72466.000000,42346.000000,18050.000000,46.000000,1340.000000,2981.000000,13683.000000,2876.630000,58.440000,716.520000,10.432495,570.823669,1114.669628,868.201295,51462.000000,28757.000000,3782.000000,728.000000,2042.850000,55.880000,150.131256,310.119127,1650.000000,1083.000000,815.000000,107.000000,65.500000,65.640000,32.352452,45.580696,-,821.000000,3.259063,2648.910794
2003, 臺南市,35366.000000,19692.000000,11550.000000,24.000000,769.000000,1677.000000,9080.000000,1906.970000,55.680000,622.790000,8.764210,486.936920,882.424906,736.563994,22281.000000,10027.000000,2162.000000,382.000000,1201.420000,45.000000,116.577360,241.885440,936.000000,718.000000,706.000000,117.000000,50.470000,76.710000,38.068278,74.085331,-,395.000000,2.129882,2998.393961
2003, 高雄市,69617.000000,38889.000000,23408.000000,39.000000,1717.000000,4141.000000,17511.000000,2536.270000,55.860000,852.790000,9.533191,760.163367,1472.371261,957.594022,47664.000000,23112.000000,4250.000000,737.000000,1736.480000,48.490000,154.834742,326.290274,2516.000000,1447.000000,1187.000000,160.000000,91.660000,57.510000,43.244433,70.836423,-,780.000000,2.841673,3481.811472
2003, 宜蘭縣,7264.000000,5185.000000,3541.000000,13.000000,352.000000,519.000000,2657.000000,1566.540000,71.380000,763.650000,17.764659,886.203424,1097.019658,875.490548,4134.000000,2731.000000,913.000000,213.000000,891.530000,66.060000,196.896242,536.253776,212.000000,186.000000,207.000000,33.000000,45.720000,87.740000,44.641317,83.081571,-,123.000000,2.652600,3382.666661
2003, 新竹縣,7727.000000,5895.000000,2755.000000,15.000000,286.000000,383.000000,2071.000000,1694.580000,76.290000,604.190000,17.675444,731.794688,882.010893,717.567408,5128.000000,3914.000000,795.000000,173.000000,1124.600000,76.330000,174.348605,442.659025,175.000000,173.000000,171.000000,26.000000,38.380000,98.860000,37.501398,66.526790,-,80.000000,1.754451,2743.012349
2003, 苗栗縣,10094.000000,7573.000000,4158.000000,14.000000,361.000000,552.000000,3231.000000,1799.820000,75.020000,741.400000,15.656715,747.473911,946.834879,885.641021,6724.000000,4965.000000,1355.000000,216.000000,1198.930000,73.840000,241.604252,447.242008,213.000000,184.000000,194.000000,26.000000,37.980000,86.380000,34.591310,53.834686,-,152.000000,2.710247,2980.964973
2003, 彰化縣,20940.000000,14961.000000,8952.000000,22.000000,623.000000,1370.000000,6937.000000,1590.810000,71.450000,680.080000,10.325972,531.628935,929.920007,827.069507,13047.000000,8693.000000,2055.000000,297.000000,991.180000,66.630000,156.118121,253.441081,705.000000,567.000000,491.000000,69.000000,53.560000,80.430000,37.301215,58.880251,-,603.000000,4.580984,2677.817020
2003, 南投縣,9211.000000,6533.000000,4700.000000,11.000000,302.000000,549.000000,3838.000000,1703.080000,70.930000,869.010000,13.145158,667.300086,986.558367,1077.307629,5508.000000,3448.000000,1294.000000,166.000000,1018.410000,62.600000,239.255461,366.794087,257.000000,252.000000,219.000000,27.000000,47.520000,98.050000,40.492230,59.659279,-,167.000000,3.087764,3590.619855
2003, 雲林縣,11753.000000,6350.000000,4206.000000,3.000000,274.000000,571.000000,3358.000000,1584.710000,54.030000,567.110000,2.703238,485.927607,763.501678,672.276310,7810.000000,3578.000000,1126.000000,129.000000,1053.060000,45.810000,151.823841,228.776136,297.000000,237.000000,272.000000,29.000000,40.050000,79.800000,36.675031,51.430294,-,197.000000,2.656243,2788.955422
2003, 嘉義縣,7369.000000,5055.000000,4281.000000,15.000000,317.000000,489.000000,3460.000000,1312.610000,68.600000,762.560000,18.084927,771.618086,901.232975,903.114833,3907.000000,2007.000000,867.000000,151.000000,695.940000,51.370000,154.434790,367.553094,151.000000,164.000000,188.000000,28.000000,26.900000,108.610000,33.487590,68.155541,-,116.000000,2.066256,3272.749296
2003, 屏東縣,15819.000000,8807.000000,5513.000000,25.000000,392.000000,849.000000,4247.000000,1748.000000,55.670000,609.190000,18.242583,538.753857,928.051420,703.506184,10829.000000,4840.000000,1355.000000,226.000000,1196.610000,44.690000,149.727893,310.608091,565.000000,404.000000,431.000000,39.000000,62.430000,71.500000,47.625625,53.600511,-,438.000000,4.839913,2961.112738
2003, 臺東縣,2635.000000,1992.000000,1515.000000,36.000000,273.000000,209.000000,997.000000,1082.560000,75.600000,622.420000,96.615764,1459.736927,857.471076,611.407003,1694.000000,1152.000000,601.000000,225.000000,695.960000,68.000000,246.915102,1203.079885,97.000000,102.000000,99.000000,12.000000,39.850000,105.150000,40.673203,64.164261,-,1042.000000,42.809573,6222.449554
2003, 花蓮縣,5608.000000,3366.000000,2635.000000,27.000000,379.000000,344.000000,1885.000000,1594.770000,60.020000,749.320000,49.864258,1346.861174,967.052738,806.273966,3380.000000,1933.000000,954.000000,250.000000,961.180000,57.190000,271.292478,888.430853,130.000000,130.000000,165.000000,25.000000,36.970000,100.000000,46.921655,88.843085,-,81.000000,2.303427,5045.471349
2003, 澎湖縣,744.000000,634.000000,705.000000,4.000000,65.000000,118.000000,518.000000,805.640000,85.220000,763.400000,30.357075,948.697366,1311.329666,818.028205,292.000000,208.000000,161.000000,49.000000,316.190000,71.230000,174.337706,715.171860,31.000000,31.000000,34.000000,1.000000,33.570000,100.000000,36.816658,14.595344,-,29.000000,3.140244,11753.902295
2003, 基隆市,7714.000000,5813.000000,3127.000000,25.000000,322.000000,441.000000,2339.000000,1968.630000,75.360000,798.020000,42.337361,975.890652,1182.464137,891.027253,5161.000000,3779.000000,856.000000,219.000000,1317.100000,73.220000,218.453168,663.726872,298.000000,259.000000,258.000000,32.000000,76.050000,86.910000,65.842193,96.982922,-,97.000000,2.475462,4006.796037
2003, 新竹市,11870.000000,7089.000000,2502.000000,7.000000,264.000000,430.000000,1801.000000,3116.740000,59.720000,656.960000,10.327149,800.230369,1181.221328,739.111343,9514.000000,5380.000000,595.000000,126.000000,2498.120000,56.550000,156.230717,381.928131,203.000000,158.000000,183.000000,17.000000,53.300000,77.830000,48.050792,51.529986,-,106.000000,2.783270,3344.534682
2003, 嘉義市,9477.000000,5455.000000,3307.000000,8.000000,254.000000,561.000000,2484.000000,3526.320000,57.560000,1230.510000,17.976316,1054.051250,2096.843522,1432.563129,6213.000000,3053.000000,626.000000,111.000000,2311.810000,49.140000,232.929799,460.628696,176.000000,147.000000,183.000000,22.000000,65.490000,83.520000,68.092897,91.295778,-,155.000000,5.767431,4963.272626
