"年度","縣市","歲入","歲出","經常收入","經常支出","經常收支賸餘","歲入來源別-稅課收入","歲入來源別-規費收入","歲入來源別-罰款及賠償收入","歲入來源別-補助及協助收入","歲入來源別-財產收入","歲入來源別-營業盈餘及事業收入","歲入來源別-工程受益費收入","歲入來源別-信託管理收入","歲入來源別-捐獻及贈與收入","歲入來源別-其他收入","歲入來源別結構比-稅課收入","歲入來源別結構比-規費及罰款收入","歲入來源別結構比-補助及協助收入","歲入來源別結構比-財產收入","歲入來源別結構比-營業盈餘及事業收入","歲入來源別結構比-其他收入","歲出政事別-一般政務支出","歲出政事別-經濟發展支出","歲出政事別-教育科學文化支出","歲出政事別-社會福利支出","歲出政事別-社區發展及環保支出","歲出政事別-退休撫卹支出","歲出政事別-警政支出","歲出政事別-債務支出","歲出政事別-協助及補助支出","歲出政事別-其他支出","歲出政事別結構比-一般政務支出","歲出政事別結構比-經濟發展支出","歲出政事別結構比-教育科學文化支出","歲出政事別結構比-社會福利支出","歲出政事別結構比-社區發展及環保支出","歲出政事別結構比-退休撫卹支出","歲出政事別結構比-警政支出","歲出政事別結構比-債務支出","歲出政事別結構比-協助及補助支出","歲出政事別結構比-其他支出","稅課收入-統籌分配稅收入","自籌財源","自籌財源比率","歲出財源-融資性收入","融資需求-歲入歲出差短","融資需求-債務之償還","補助及協助收入依存度","融資性收入依存度"
2002, 臺中市,51254.901000,55645.965000,50977.903000,46409.252000,4568.651000,26981.882000,1738.786000,1857.169000,18702.568000,500.787000,124.910000,-,-,140.396000,1208.401000,52.640000,7.020000,36.490000,0.980000,0.240000,2.630000,5882.939000,6385.937000,26126.144000,4635.521000,2930.536000,1847.955000,5804.233000,866.072000,-,1166.621000,10.570000,11.470000,46.950000,8.330000,5.270000,3.320000,10.430000,1.560000,-,2.100000,6002.241000,26550.092000,51.800000,2517.394000,4391.063000,2488.544000,33.609927,4.523947
2002, 臺南市,38518.287000,45558.918000,38437.852000,35585.765000,2852.086000,20025.006000,840.652000,1003.368000,15143.467000,264.584000,26.165000,-,-,13.141000,1201.900000,51.990000,4.790000,39.310000,0.690000,0.070000,3.150000,5654.348000,5940.398000,16533.185000,3497.982000,1976.446000,4675.235000,5191.386000,1372.834000,263.426000,453.675000,12.410000,13.040000,36.290000,7.680000,4.340000,10.260000,11.390000,3.010000,0.580000,1.000000,5981.561000,17393.258000,45.160000,10100.000000,7040.630000,6751.437000,33.239303,22.169095
2002, 高雄市,84707.736000,95992.443000,83851.609000,74204.019000,9647.590000,47264.220000,2341.544000,2203.820000,23950.895000,1228.528000,811.140000,-,150.993000,78.281000,6678.311000,55.800000,5.370000,28.270000,1.450000,0.960000,8.150000,7866.356000,16396.181000,32036.071000,9715.524000,7728.914000,6935.642000,8876.907000,4624.476000,13.160000,1799.209000,8.200000,17.080000,33.370000,10.120000,8.050000,7.230000,9.250000,4.820000,0.010000,1.870000,22846.560000,37910.280000,44.750000,14979.682000,11284.707000,5287.071000,24.950813,15.605064
2002, 宜蘭縣,12334.969000,14220.332000,12132.846000,10822.184000,1310.662000,4789.289000,254.323000,377.675000,6275.921000,216.688000,24.898000,-,-,0.172000,396.000000,38.830000,5.120000,50.880000,1.760000,0.200000,3.210000,1539.951000,2331.242000,5602.714000,1045.161000,348.719000,1340.560000,1608.294000,306.936000,49.950000,46.801000,10.830000,16.390000,39.400000,7.350000,2.450000,9.430000,11.310000,2.160000,0.350000,0.330000,2600.080000,3458.967000,28.040000,2968.184000,1885.363000,805.373000,44.133435,20.872818
2002, 新竹縣,11595.622000,15677.331000,11309.358000,9590.972000,1718.385000,5669.187000,164.172000,286.750000,4719.254000,349.289000,98.204000,-,-,-,308.763000,48.890000,3.890000,40.700000,3.010000,0.850000,2.660000,1387.919000,3039.179000,5066.589000,2932.238000,193.413000,1451.881000,1206.616000,284.567000,-,114.925000,8.850000,19.390000,32.320000,18.700000,1.230000,9.260000,7.700000,1.820000,-,0.730000,2848.201000,4028.166000,34.740000,1790.000000,4081.708000,790.646000,30.102407,11.417760
2002, 苗栗縣,16155.646000,18364.453000,16018.396000,11370.063000,4648.333000,6018.193000,197.108000,436.936000,9123.516000,170.234000,5.650000,0.727000,-,11.434000,191.844000,37.250000,3.920000,56.480000,1.050000,0.030000,1.270000,1516.514000,5363.713000,5697.062000,1602.792000,376.888000,1643.345000,1572.275000,441.104000,7.000000,143.755000,8.260000,29.210000,31.020000,8.730000,2.050000,8.950000,8.560000,2.400000,0.040000,0.780000,2833.899000,4198.230000,25.990000,1500.000000,2208.806000,1261.313000,49.680304,8.167954
2002, 彰化縣,24824.433000,25519.067000,24818.785000,22084.848000,2733.936000,12027.835000,328.273000,1013.097000,10956.743000,76.107000,17.024000,-,-,4.926000,400.427000,48.450000,5.400000,44.140000,0.310000,0.070000,1.630000,2509.439000,2618.355000,11398.448000,2462.148000,122.247000,2745.188000,3167.560000,223.075000,4.112000,268.491000,9.830000,10.260000,44.670000,9.650000,0.480000,10.760000,12.410000,0.870000,0.020000,1.050000,5315.967000,8551.723000,34.450000,970.389000,694.633000,1008.407000,42.935516,3.802604
2002, 南投縣,21280.018000,22758.021000,21276.458000,14283.646000,6992.812000,10068.773000,175.816000,383.542000,10451.598000,62.734000,3.281000,-,0.735000,-,133.536000,47.320000,2.630000,49.110000,0.290000,0.020000,0.630000,2264.991000,7713.331000,6504.728000,2182.640000,242.480000,1653.277000,1843.909000,165.108000,38.000000,149.553000,9.950000,33.890000,28.580000,9.590000,1.070000,7.260000,8.100000,0.730000,0.170000,0.660000,7561.691000,3266.728000,15.350000,1933.000000,1478.003000,850.035000,45.924898,8.493709
2002, 雲林縣,15672.699000,19057.715000,15510.188000,15516.396000,-6.207000,6820.615000,221.911000,468.657000,7792.736000,167.657000,0.707000,-,-,-,200.412000,43.520000,4.410000,49.720000,1.070000,0.000000,1.280000,1806.783000,3106.188000,7425.769000,2359.711000,262.139000,1489.220000,1952.140000,387.601000,78.999000,189.161000,9.480000,16.300000,38.970000,12.380000,1.380000,7.810000,10.240000,2.030000,0.420000,0.990000,3697.481000,4182.480000,26.690000,3000.000000,3385.016000,578.830000,40.890191,15.741656
2002, 嘉義縣,16040.718000,18131.840000,16039.107000,13817.322000,2221.784000,6575.789000,165.077000,321.334000,8558.953000,43.349000,11.923000,-,0.188000,4.048000,360.054000,40.990000,3.030000,53.360000,0.270000,0.070000,2.280000,1834.549000,4208.326000,6736.683000,2265.365000,206.968000,527.458000,1731.212000,393.413000,165.717000,62.144000,10.120000,23.210000,37.150000,12.490000,1.140000,2.910000,9.550000,2.170000,0.910000,0.350000,4380.338000,3101.426000,19.330000,2900.000000,2091.122000,520.151000,47.203996,15.993964
2002, 屏東縣,21834.944000,25187.170000,21818.117000,21135.218000,682.898000,9048.530000,492.978000,690.079000,11088.110000,61.551000,-,-,-,36.841000,416.852000,41.440000,5.420000,50.780000,0.280000,-,2.080000,2713.033000,3340.453000,11671.344000,2823.985000,364.835000,695.388000,2639.438000,688.539000,162.856000,87.295000,10.770000,13.260000,46.340000,11.210000,1.450000,2.760000,10.480000,2.730000,0.650000,0.350000,5295.136000,5451.697000,24.970000,3282.190000,3352.226000,328.420000,44.022850,13.031198
2002, 臺東縣,9955.578000,11204.158000,9885.523000,9228.194000,657.329000,3234.365000,132.773000,169.078000,6042.441000,94.443000,9.755000,-,-,20.510000,252.210000,32.490000,3.030000,60.690000,0.950000,0.100000,2.740000,1217.688000,1605.989000,3356.532000,1424.417000,323.136000,1690.804000,1405.191000,40.258000,-,140.139000,10.870000,14.330000,29.960000,12.710000,2.890000,15.090000,12.540000,0.360000,-,1.250000,2363.720000,1549.417000,15.560000,-,1248.579000,676.565000,53.930344,-
2002, 花蓮縣,11154.905000,12193.092000,11145.344000,10310.080000,835.263000,4229.348000,223.999000,315.695000,6216.809000,58.453000,3.805000,-,-,0.235000,106.558000,37.920000,4.840000,55.730000,0.520000,0.030000,0.960000,1492.477000,1413.254000,4418.159000,1453.401000,247.044000,1199.469000,1679.444000,182.194000,-,107.646000,12.240000,11.590000,36.240000,11.920000,2.030000,9.840000,13.770000,1.490000,-,0.880000,2625.001000,2313.094000,20.740000,1409.930000,1038.186000,1725.230000,50.986321,11.563351
2002, 澎湖縣,6357.279000,6981.057000,6232.407000,4986.177000,1246.229000,1632.537000,106.777000,31.850000,4267.804000,142.232000,13.600000,-,-,-,162.477000,25.680000,2.180000,67.130000,2.240000,0.210000,2.560000,734.058000,1591.412000,1779.300000,932.936000,153.839000,487.590000,1160.960000,21.265000,68.157000,51.535000,10.520000,22.800000,25.490000,13.360000,2.200000,6.980000,16.630000,0.300000,0.980000,0.740000,1452.791000,636.683000,10.020000,-,623.777000,55.040000,61.134066,-
2002, 基隆市,13409.901000,14920.738000,13284.415000,10734.120000,2550.294000,5518.765000,348.633000,253.030000,6265.172000,227.500000,40.000000,-,-,0.002000,756.795000,41.160000,4.480000,46.720000,1.700000,0.300000,5.640000,2530.467000,2439.746000,4006.895000,2105.258000,578.761000,1164.395000,1507.449000,50.643000,-,537.120000,16.960000,16.350000,26.860000,14.110000,3.880000,7.800000,10.100000,0.340000,-,3.600000,2182.481000,4962.246000,37.000000,1833.410000,1510.837000,322.573000,41.989692,12.287663
2002, 新竹市,11031.274000,14312.242000,11014.828000,9709.142000,1305.686000,5506.866000,624.697000,453.327000,3817.321000,107.803000,4.852000,1.036000,-,0.643000,514.724000,49.920000,9.770000,34.600000,0.980000,0.040000,4.690000,1772.701000,3126.682000,4322.749000,1591.793000,907.987000,1290.510000,1147.792000,52.036000,-,99.988000,12.390000,21.850000,30.200000,11.120000,6.340000,9.020000,8.020000,0.360000,-,0.700000,877.364000,6336.587000,57.450000,2446.720000,3280.967000,362.199000,26.671719,17.095295
2002, 嘉義市,7980.240000,8660.152000,7979.460000,6715.483000,1263.976000,3965.973000,251.873000,195.401000,3393.987000,65.083000,-,-,-,7.200000,100.720000,49.700000,5.610000,42.530000,0.810000,-,1.350000,1257.528000,1419.397000,2797.397000,703.089000,415.068000,899.233000,1072.170000,89.699000,-,6.569000,14.520000,16.390000,32.300000,8.120000,4.790000,10.380000,12.380000,1.040000,-,0.080000,1157.371000,3428.881000,42.970000,900.000000,679.912000,368.895000,39.190848,10.392427
2002, 金門縣,6206.767000,6226.532000,6165.468000,4550.930000,1614.538000,1289.694000,117.120000,28.322000,2796.120000,176.643000,1088.043000,-,-,600.000000,110.822000,20.780000,2.350000,45.050000,2.850000,17.530000,11.440000,701.214000,1937.568000,1723.169000,993.607000,80.026000,307.200000,403.263000,-,39.410000,41.071000,11.260000,31.120000,27.670000,15.960000,1.290000,4.930000,6.480000,-,0.630000,0.660000,511.205000,2899.441000,46.710000,19.765000,19.765000,-,44.906539,0.317432
2002, 連江縣,2145.234000,2152.518000,2145.234000,1242.322000,902.911000,311.342000,10.947000,6.124000,1791.364000,13.507000,-,-,-,-,11.947000,14.510000,0.800000,83.500000,0.630000,-,0.560000,363.166000,786.340000,495.203000,194.313000,170.895000,8.323000,129.124000,-,-,5.150000,16.870000,36.530000,23.000000,9.030000,7.940000,0.390000,6.000000,-,-,0.240000,193.104000,160.765000,7.490000,7.284000,7.284000,-,83.221790,0.338394
2003, 總計,645200.568000,698343.976000,636786.161000,531561.470000,105224.690000,329419.315000,20548.184000,20367.754000,228618.633000,12455.392000,9323.167000,2.718000,490.293000,3578.140000,20396.966000,51.060000,6.340000,35.430000,1.930000,1.450000,3.790000,63894.194000,115194.902000,264400.038000,74182.404000,41738.599000,44131.502000,73208.320000,14048.913000,859.052000,6686.051000,9.150000,16.500000,37.860000,10.620000,5.980000,6.320000,10.480000,2.010000,0.120000,0.960000,124702.410000,291879.524000,45.240000,101373.250000,53143.408000,33731.599000,32.737253,14.516235
2003, 臺灣地區,634818.739000,688175.341000,626485.729000,525355.053000,101130.675000,327627.475000,20402.541000,20325.271000,223532.954000,12283.227000,8835.893000,2.718000,490.293000,1178.093000,20140.268000,51.610000,6.420000,35.210000,1.930000,1.390000,3.440000,62051.617000,111824.084000,262197.673000,72899.520000,41286.649000,43843.387000,72643.262000,14048.913000,740.189000,6640.044000,9.020000,16.250000,38.100000,10.590000,6.000000,6.370000,10.560000,2.040000,0.110000,0.960000,124009.851000,287275.933000,45.250000,101373.250000,53356.602000,33731.599000,32.481977,14.730730
2003, 新北市,76324.181000,82051.882000,76272.014000,57724.585000,18547.428000,34495.619000,1411.362000,2765.172000,33170.643000,324.153000,226.910000,-,-,460.939000,3469.380000,45.200000,5.470000,43.460000,0.420000,0.300000,5.150000,6215.367000,10271.121000,32480.724000,5732.606000,12031.085000,5130.802000,8513.611000,1065.326000,-,611.235000,7.570000,12.520000,39.590000,6.990000,14.660000,6.250000,10.380000,1.300000,-,0.740000,8710.174000,34443.362000,45.130000,12262.780000,5727.701000,1502.366000,40.426426,14.945154
2003, 臺北市,130466.688000,141072.198000,125633.091000,113037.006000,12596.085000,96841.123000,9328.095000,4805.301000,4544.779000,7012.967000,6079.775000,-,341.689000,0.147000,1512.806000,74.230000,10.830000,3.480000,5.380000,4.660000,1.420000,9027.702000,24652.376000,53921.852000,20106.497000,9336.198000,3355.913000,13088.183000,6530.361000,-,1053.112000,6.400000,17.470000,38.220000,14.250000,6.620000,2.380000,9.280000,4.630000,-,0.750000,41037.947000,84883.961000,65.060000,18633.408000,10605.510000,5132.866000,3.221598,13.208420
2003, 桃園市,34213.299000,37132.618000,33963.239000,28409.145000,5554.093000,18378.670000,1084.996000,1593.399000,11456.557000,314.113000,-,-,-,144.422000,1241.140000,53.720000,7.830000,33.480000,0.920000,-,4.050000,4299.114000,4368.592000,16945.582000,2685.725000,1182.169000,2841.830000,4155.335000,324.236000,-,330.031000,11.580000,11.770000,45.640000,7.230000,3.180000,7.650000,11.190000,0.870000,-,0.890000,3668.595000,19088.146000,55.790000,4670.032000,2919.318000,-,30.853082,12.576630
2003, 臺中市,58189.843000,60284.860000,58062.286000,47515.534000,10546.752000,30420.915000,1504.799000,2618.399000,21018.474000,352.315000,113.633000,-,-,24.693000,2136.612000,52.280000,7.090000,36.120000,0.610000,0.190000,3.710000,6061.780000,8048.893000,27980.831000,4985.666000,2538.794000,2064.931000,6672.948000,569.764000,-,1361.249000,10.060000,13.350000,46.410000,8.270000,4.210000,3.430000,11.070000,0.940000,-,2.260000,6419.816000,30751.552000,52.850000,6329.745000,2095.017000,3704.185000,34.865261,10.499726
2003, 臺南市,42918.465000,49126.398000,42885.149000,35891.232000,6993.917000,21270.285000,802.237000,1022.695000,18403.199000,222.433000,19.705000,-,-,44.292000,1133.615000,49.560000,4.250000,42.880000,0.520000,0.050000,2.740000,5711.424000,7711.703000,17735.267000,4156.041000,2054.583000,4773.153000,5560.709000,729.845000,246.398000,447.271000,11.630000,15.700000,36.100000,8.460000,4.180000,9.720000,11.320000,1.480000,0.500000,0.910000,6083.309000,18431.955000,42.950000,6518.000000,6207.933000,3095.517000,37.460917,13.267816
2003, 高雄市,88707.174000,96249.881000,87680.469000,72581.592000,15098.877000,48602.958000,2494.206000,2396.111000,26463.989000,1394.452000,1626.182000,-,146.971000,69.811000,5512.490000,54.790000,5.510000,29.830000,1.570000,1.840000,6.460000,7292.974000,19188.948000,32219.142000,9617.061000,7596.323000,6827.604000,9557.092000,2821.047000,4.882000,1124.804000,7.580000,19.940000,33.470000,9.990000,7.890000,7.090000,9.930000,2.930000,0.010000,1.170000,22048.657000,40194.528000,45.310000,15129.990000,7542.707000,5497.644000,27.495088,15.719490
2003, 宜蘭縣,12409.514000,13323.922000,12298.976000,10680.083000,1618.893000,4852.531000,253.313000,405.869000,6300.896000,131.414000,37.632000,-,-,6.505000,421.350000,39.100000,5.310000,50.780000,1.060000,0.300000,3.450000,1477.327000,1619.561000,5376.664000,1092.141000,559.615000,1391.890000,1568.529000,188.450000,4.000000,45.741000,11.090000,12.160000,40.350000,8.200000,4.200000,10.450000,11.770000,1.410000,0.040000,0.340000,2226.100000,3882.517000,31.280000,4288.666000,914.407000,2202.809000,47.290100,32.187715
2003, 新竹縣,10883.683000,14823.172000,10445.591000,9817.406000,628.184000,4882.580000,228.562000,388.139000,4507.496000,488.038000,31.786000,-,-,0.001000,357.077000,44.860000,5.670000,41.420000,4.480000,0.290000,3.280000,1480.593000,1848.914000,5147.423000,3089.509000,142.201000,1537.806000,1250.767000,214.467000,-,111.488000,9.990000,12.470000,34.730000,20.840000,0.960000,10.370000,8.440000,1.450000,-,0.750000,1847.644000,4528.542000,41.610000,3680.000000,3939.489000,1108.883000,30.408444,24.825995
2003, 苗栗縣,16102.318000,18460.080000,15906.318000,11590.184000,4316.133000,5606.889000,170.436000,367.772000,9227.189000,266.920000,1.300000,0.316000,-,30.543000,430.951000,34.820000,3.340000,57.300000,1.660000,0.010000,2.870000,1574.936000,3792.131000,6404.472000,1687.298000,1068.902000,1811.586000,1671.828000,285.361000,26.000000,137.563000,8.530000,20.540000,34.690000,9.140000,5.790000,9.810000,9.060000,1.550000,0.220000,0.750000,2516.563000,4358.565000,27.070000,4000.000000,2357.762000,1547.587000,49.984556,21.668378
2003, 彰化縣,26159.699000,27875.011000,26077.381000,23406.424000,2670.957000,11609.429000,340.317000,786.165000,12603.546000,121.315000,23.686000,-,-,7.174000,668.064000,44.380000,4.310000,48.180000,0.460000,0.090000,2.580000,2379.521000,3461.652000,11706.029000,2877.533000,330.956000,3158.302000,3524.840000,157.932000,19.096000,259.146000,8.540000,12.420000,41.990000,10.320000,1.180000,11.330000,12.650000,0.570000,0.080000,0.930000,4801.697000,8754.455000,33.460000,3266.100000,1715.312000,1015.223000,45.214497,11.716946
2003, 南投縣,16667.997000,18066.535000,16667.997000,13409.304000,3258.692000,5527.729000,223.142000,428.115000,10389.497000,27.860000,4.415000,-,1.056000,-,66.179000,33.160000,3.910000,62.330000,0.170000,0.020000,0.410000,1929.574000,4056.203000,6279.387000,1788.412000,249.883000,1522.531000,1941.967000,116.363000,38.000000,144.211000,10.680000,22.450000,34.760000,9.900000,1.380000,8.430000,10.750000,0.640000,0.280000,0.800000,2878.445000,3400.053000,20.400000,3000.000000,1398.538000,1023.355000,57.506860,16.605287
2003, 雲林縣,18141.204000,20339.278000,17672.008000,15506.989000,2165.018000,7224.632000,194.478000,448.477000,9628.034000,475.566000,4.343000,-,-,13.287000,152.384000,39.830000,3.540000,53.070000,2.620000,0.030000,0.910000,1746.652000,4490.117000,7310.914000,2314.947000,154.906000,1799.805000,2068.426000,210.354000,71.000000,172.153000,8.590000,22.080000,35.940000,11.380000,0.760000,8.850000,10.170000,1.030000,0.460000,0.850000,3858.649000,4654.519000,25.660000,4427.691000,2198.073000,1460.535000,47.337147,21.769165
2003, 嘉義縣,15798.210000,17227.000000,15480.154000,13672.128000,1808.025000,5469.087000,161.734000,203.318000,9540.550000,354.397000,22.732000,-,0.177000,2.053000,44.158000,34.620000,2.310000,60.390000,2.240000,0.150000,0.290000,1819.159000,3062.571000,7124.814000,2415.863000,251.122000,318.950000,1837.328000,212.221000,121.126000,63.842000,10.560000,17.780000,41.360000,14.020000,1.460000,1.850000,10.670000,1.230000,0.890000,0.370000,3203.268000,3054.391000,19.330000,3505.000000,1428.790000,1105.856000,55.381378,20.345969
2003, 屏東縣,23632.949000,24622.651000,23581.856000,19917.544000,3664.312000,8369.934000,595.446000,509.580000,12953.405000,77.620000,355.000000,-,-,205.815000,566.147000,35.420000,4.670000,54.810000,0.330000,1.500000,3.270000,2657.581000,3952.265000,11015.285000,2597.734000,597.337000,464.283000,2679.733000,282.960000,158.990000,216.480000,10.790000,16.050000,44.740000,10.550000,2.430000,1.880000,10.880000,1.150000,0.800000,0.880000,4519.132000,6160.411000,26.070000,3954.382000,989.702000,1788.987000,52.607678,16.059936
2003, 臺東縣,10770.179000,11028.130000,10714.222000,8731.769000,1982.452000,3176.680000,129.986000,199.556000,6686.323000,69.497000,63.633000,-,-,7.811000,436.688000,29.500000,3.060000,62.080000,0.650000,0.590000,4.120000,1232.196000,2068.635000,3315.468000,1303.804000,259.009000,1200.844000,1514.566000,25.717000,-,107.888000,11.170000,18.760000,30.070000,11.820000,2.350000,10.890000,13.730000,0.230000,-,0.980000,2242.959000,1840.896000,17.090000,1450.000000,257.951000,581.047000,60.629708,13.148195
2003, 花蓮縣,12544.103000,13459.128000,12528.613000,10398.245000,2130.368000,4035.608000,216.299000,274.201000,7665.369000,73.469000,3.464000,-,0.398000,0.563000,274.729000,32.170000,3.910000,61.110000,0.590000,0.030000,2.190000,1442.214000,1890.294000,4403.002000,1521.271000,896.349000,1345.297000,1774.240000,81.723000,-,104.734000,10.720000,14.040000,32.710000,11.300000,6.660000,10.000000,13.180000,0.610000,-,0.780000,2242.581000,2636.153000,21.020000,3050.000000,915.024000,1209.930000,56.952939,22.661201
2003, 澎湖縣,6898.146000,6768.627000,6753.755000,4964.673000,1789.081000,1461.571000,46.484000,36.392000,4940.007000,158.380000,111.334000,-,-,21.150000,122.826000,21.190000,1.200000,71.610000,2.300000,1.610000,2.090000,753.852000,1452.294000,1757.041000,967.388000,153.533000,478.411000,1085.467000,17.669000,50.695000,52.273000,11.140000,21.450000,25.960000,14.290000,2.270000,7.070000,16.040000,0.260000,1.020000,0.770000,1252.350000,705.789000,10.230000,-,-129.519000,39.570000,72.983886,-
2003, 基隆市,13272.606000,14209.821000,13193.439000,10991.370000,2202.069000,5010.369000,241.843000,257.119000,6669.258000,183.695000,110.358000,-,-,128.369000,671.591000,37.750000,3.760000,50.250000,1.380000,0.830000,6.030000,2136.519000,2476.879000,4100.098000,1688.979000,581.028000,1439.448000,1570.047000,102.638000,-,114.181000,15.040000,17.430000,28.850000,11.890000,4.090000,10.130000,11.050000,0.720000,-,0.800000,1985.969000,4617.377000,34.790000,1907.484000,937.214000,859.891000,46.934145,13.423702
2003, 新竹市,11815.892000,13555.703000,11767.080000,10226.404000,1540.675000,6226.098000,687.940000,617.701000,3415.095000,164.197000,-,2.402000,-,1.180000,701.275000,52.690000,11.050000,28.900000,1.390000,-,5.970000,1473.775000,2528.644000,4247.304000,1586.161000,903.008000,1368.807000,1273.756000,60.941000,-,113.303000,10.870000,18.650000,31.330000,11.700000,6.660000,10.100000,9.400000,0.450000,-,0.840000,1212.200000,7188.596000,60.840000,1299.970000,1739.811000,454.012000,25.193050,9.589838
2003, 嘉義市,8902.581000,8498.437000,8902.081000,6883.427000,2018.654000,4164.756000,286.856000,201.781000,3948.639000,70.416000,-,-,-,9.333000,220.797000,46.780000,5.490000,44.350000,0.790000,-,2.590000,1339.347000,882.282000,2726.365000,684.876000,399.641000,1011.185000,1333.882000,51.529000,-,69.326000,15.760000,10.380000,32.080000,8.060000,4.700000,11.900000,15.690000,0.610000,-,0.820000,1253.785000,3700.156000,41.560000,-,-404.144000,401.327000,46.463120,-
2003, 金門縣,7925.805000,7840.969000,7888.351000,4965.295000,2923.056000,1470.038000,130.831000,27.023000,3086.081000,120.113000,450.930000,-,-,2400.046000,240.739000,18.550000,1.990000,38.940000,1.510000,5.690000,33.320000,1462.050000,2476.266000,1711.033000,1076.616000,255.521000,276.400000,429.535000,-,113.141000,40.403000,18.650000,31.580000,21.820000,13.730000,3.260000,3.530000,5.480000,-,2.280000,0.510000,510.344000,4329.379000,54.620000,-,-84.836000,-,39.358413,-
2003, 連江縣,2456.023000,2327.665000,2412.079000,1241.121000,1170.958000,321.801000,14.810000,15.459000,1999.597000,52.051000,36.344000,-,-,-,15.958000,13.100000,1.230000,81.420000,2.120000,1.480000,0.650000,380.526000,894.550000,491.331000,206.268000,196.428000,11.714000,135.521000,-,5.721000,5.603000,16.350000,38.430000,21.110000,8.860000,8.440000,0.500000,5.820000,-,0.460000,0.240000,182.214000,274.211000,11.160000,-,-128.357000,-,85.905704,-
2004, 總計,709704.734000,731658.532000,701786.538000,545839.160000,155947.378000,363734.369000,23591.876000,22067.470000,248644.319000,12910.370000,13414.168000,83.130000,291.008000,3694.566000,21273.453000,51.250000,6.430000,35.040000,1.820000,1.890000,3.570000,66042.365000,132449.755000,261971.880000,76695.361000,42498.247000,52582.498000,73091.118000,12075.587000,6641.782000,7609.935000,9.030000,18.100000,35.800000,10.480000,5.810000,7.190000,9.990000,1.650000,0.910000,1.040000,136522.982000,324537.432000,45.720000,118112.359000,21953.797000,58164.459000,33.983656,16.143099
2004, 臺灣地區,697706.927000,720171.940000,689862.828000,539304.335000,150558.492000,362026.421000,23399.781000,22029.503000,242265.080000,12743.171000,12906.421000,83.130000,291.008000,743.566000,21218.841000,51.890000,6.510000,34.720000,1.830000,1.850000,3.200000,64694.312000,128229.299000,259573.221000,75202.603000,41737.997000,52272.803000,72549.870000,12075.587000,6275.881000,7560.362000,8.980000,17.810000,36.040000,10.440000,5.800000,7.260000,10.070000,1.680000,0.870000,1.050000,135796.584000,319645.262000,45.810000,118112.359000,22465.013000,58164.459000,33.639894,16.400578
2004, 新北市,75308.962000,82288.256000,74620.228000,59281.744000,15338.484000,36596.252000,1638.432000,4019.948000,27345.272000,881.884000,584.103000,-,-,139.666000,4103.403000,48.590000,7.510000,36.310000,1.170000,0.780000,5.640000,7442.942000,9947.726000,29548.484000,7503.922000,11370.042000,6763.536000,8217.909000,904.630000,-,589.061000,9.040000,12.090000,35.900000,9.120000,13.820000,8.220000,9.990000,1.100000,-,0.720000,7952.429000,40011.261000,53.130000,14463.000000,6979.294000,1502.366000,33.231075,17.576020
2004, 臺北市,145869.178000,130593.403000,143922.766000,108698.317000,35224.448000,109633.603000,11115.254000,4742.860000,5035.020000,4920.767000,9709.336000,-,264.848000,4.271000,443.215000,75.160000,10.870000,3.450000,3.370000,6.660000,0.490000,8574.812000,21538.175000,51333.687000,17006.648000,8447.745000,3698.384000,12878.231000,5846.560000,-,1269.158000,6.570000,16.490000,39.310000,13.020000,6.470000,2.830000,9.860000,4.480000,-,0.970000,47302.792000,93531.365000,64.120000,14536.254000,-15275.774000,5474.230000,3.855493,11.130925
2004, 桃園市,41361.210000,43299.569000,40602.233000,30769.133000,9833.100000,22565.607000,1284.531000,1779.176000,13601.251000,891.731000,-,-,-,69.530000,1169.380000,54.560000,7.410000,32.880000,2.150000,-,3.000000,4404.865000,6225.130000,19470.986000,3246.939000,1571.898000,3459.877000,4268.853000,290.550000,-,360.466000,10.170000,14.380000,44.970000,7.500000,3.630000,7.990000,9.860000,0.670000,-,0.830000,5101.959000,22657.999000,54.780000,7829.967000,1938.359000,9029.967000,31.411978,18.083245
2004, 臺中市,58690.943000,63543.080000,58362.595000,49643.547000,8719.048000,32735.783000,1488.838000,2265.966000,19145.415000,563.272000,103.976000,-,-,149.738000,2237.952000,55.770000,6.400000,32.620000,0.960000,0.180000,4.070000,6032.748000,8784.399000,28543.724000,5642.830000,2455.380000,2420.179000,6794.462000,426.989000,712.866000,1729.498000,9.490000,13.830000,44.920000,8.880000,3.870000,3.810000,10.690000,0.670000,1.120000,2.720000,7635.488000,31910.040000,54.370000,9055.068000,4852.136000,4828.553000,30.129819,14.250282
2004, 臺南市,47152.551000,51182.101000,46977.675000,39092.726000,7884.949000,23968.107000,902.735000,897.846000,19799.587000,361.314000,40.160000,-,-,12.765000,1170.034000,50.830000,3.820000,41.990000,0.770000,0.080000,2.510000,5914.143000,8079.092000,16758.926000,4648.788000,2572.768000,6391.559000,5484.874000,585.379000,309.451000,437.116000,11.560000,15.790000,32.740000,9.080000,5.030000,12.490000,10.720000,1.140000,0.600000,0.850000,6876.169000,20476.795000,43.430000,9886.000000,4029.550000,7998.440000,38.684592,19.315346
