"年度","縣市","歲入","歲出","經常收入","經常支出","經常收支賸餘","歲入來源別-稅課收入","歲入來源別-規費收入","歲入來源別-罰款及賠償收入","歲入來源別-補助及協助收入","歲入來源別-財產收入","歲入來源別-營業盈餘及事業收入","歲入來源別-工程受益費收入","歲入來源別-信託管理收入","歲入來源別-捐獻及贈與收入","歲入來源別-其他收入","歲入來源別結構比-稅課收入","歲入來源別結構比-規費及罰款收入","歲入來源別結構比-補助及協助收入","歲入來源別結構比-財產收入","歲入來源別結構比-營業盈餘及事業收入","歲入來源別結構比-其他收入","歲出政事別-一般政務支出","歲出政事別-經濟發展支出","歲出政事別-教育科學文化支出","歲出政事別-社會福利支出","歲出政事別-社區發展及環保支出","歲出政事別-退休撫卹支出","歲出政事別-警政支出","歲出政事別-債務支出","歲出政事別-協助及補助支出","歲出政事別-其他支出","歲出政事別結構比-一般政務支出","歲出政事別結構比-經濟發展支出","歲出政事別結構比-教育科學文化支出","歲出政事別結構比-社會福利支出","歲出政事別結構比-社區發展及環保支出","歲出政事別結構比-退休撫卹支出","歲出政事別結構比-警政支出","歲出政事別結構比-債務支出","歲出政事別結構比-協助及補助支出","歲出政事別結構比-其他支出","稅課收入-統籌分配稅收入","自籌財源","自籌財源比率","歲出財源-融資性收入","融資需求-歲入歲出差短","融資需求-債務之償還","補助及協助收入依存度","融資性收入依存度"
1998, 總計,634929.967000,649020.815000,595042.701000,452572.996000,142469.704000,332116.104000,23832.882000,16969.456000,169299.789000,39351.207000,4856.874000,25.001000,278.999000,849.167000,18826.413000,52.310000,6.430000,26.660000,6.200000,0.760000,3.150000,54103.624000,93233.765000,224357.708000,78809.972000,35053.584000,7651.044000,60473.672000,61456.399000,28780.312000,5100.729000,8.340000,14.360000,34.570000,12.140000,5.400000,1.180000,9.320000,9.470000,4.430000,0.790000,59719.702000,437106.107000,68.840000,28524.071000,14090.847000,49411.362000,26.085417,4.394939
1998, 臺灣地區,628763.849000,643004.504000,589361.796000,448420.828000,140940.968000,331783.411000,23742.116000,16934.552000,166781.522000,38974.150000,2704.804000,25.001000,278.999000,849.167000,18484.434000,52.770000,6.470000,26.520000,6.200000,0.430000,3.120000,53250.484000,91545.239000,222423.224000,77963.910000,34857.008000,7651.044000,60445.033000,61425.165000,28367.620000,5075.772000,8.280000,14.240000,34.590000,12.130000,5.420000,1.190000,9.400000,9.550000,4.410000,0.790000,59719.702000,433776.639000,68.990000,28205.687000,14240.654000,49386.362000,25.937847,4.386546
1998, 新北市,56981.479000,56981.479000,53328.595000,46562.429000,6766.165000,31230.772000,1710.748000,2727.560000,15106.826000,2040.837000,220.206000,-,4.490000,2.570000,1152.369000,54.810000,7.790000,26.510000,3.580000,0.390000,2.030000,4496.457000,4016.739000,24760.215000,10184.446000,2958.794000,-,7332.542000,243.941000,2988.082000,0.259000,7.890000,7.050000,43.450000,17.870000,5.190000,-,12.870000,0.430000,5.250000,0.000000,4572.716000,39089.556000,58.050000,2785.096000,-,191.666000,26.511818,4.887721
1998, 臺北市,176504.823000,176060.011000,172870.718000,104509.019000,68361.698000,123796.241000,9408.469000,5933.754000,2750.000000,26087.225000,1616.626000,-,145.196000,-,6767.309000,70.140000,8.690000,1.560000,14.780000,0.920000,3.910000,10058.127000,18724.805000,45301.190000,25252.134000,13296.103000,3381.007000,11383.751000,47191.553000,-,1471.337000,5.710000,10.640000,25.730000,14.340000,7.550000,1.920000,6.470000,26.800000,-,0.840000,-,173754.823000,98.440000,-,-444.812000,39912.669000,1.561967,-
1998, 桃園市,31256.928000,31256.928000,27340.977000,23736.088000,3604.889000,15507.784000,906.975000,959.416000,8992.650000,1609.724000,-,-,-,2.912000,263.848000,49.620000,5.970000,28.770000,5.150000,-,0.850000,3221.622000,3625.924000,13111.726000,5428.173000,1042.133000,-,3328.665000,371.516000,1127.166000,-,10.310000,11.600000,41.950000,17.370000,3.330000,-,10.650000,1.190000,3.600000,-,2935.408000,19250.661000,61.840000,3013.616000,-,339.619000,28.770102,9.641434
1998, 臺中市,51381.321000,54961.594000,47428.320000,37902.973000,9525.347000,23534.018000,2501.221000,1469.270000,18265.192000,1145.885000,379.229000,-,2.500000,420.989000,659.054000,45.800000,7.730000,35.550000,2.230000,0.740000,2.110000,4914.258000,6887.165000,20189.914000,4316.258000,2070.721000,-,4971.993000,1757.033000,8853.858000,1000.390000,8.940000,12.530000,36.730000,7.850000,3.770000,-,9.050000,3.200000,16.110000,1.820000,4053.794000,30112.169000,58.610000,3003.959000,3580.273000,1442.234000,33.232646,5.465560
1998, 臺南市,43108.768000,43690.785000,39278.870000,31843.664000,7435.205000,19965.770000,1089.309000,678.696000,16041.670000,1347.888000,13.898000,-,-,10.142000,984.765000,46.310000,4.100000,37.210000,3.130000,0.030000,2.310000,4759.918000,6055.276000,17459.983000,4660.019000,1973.674000,-,4919.362000,1860.001000,1972.527000,30.020000,10.890000,13.860000,39.960000,10.670000,4.520000,-,11.260000,4.260000,4.510000,0.070000,5315.882000,24090.471000,55.880000,2976.627000,582.016000,1411.573000,36.716369,6.812940
1998, 高雄市,85346.164000,85346.164000,74957.627000,61916.080000,13041.546000,44712.381000,2060.559000,2185.949000,18641.867000,2221.985000,288.222000,-,118.399000,101.000000,6090.789000,52.390000,4.980000,21.840000,2.600000,0.340000,7.390000,6870.887000,11713.875000,26537.111000,8614.999000,9657.923000,4270.036000,7269.084000,6411.887000,2524.549000,1475.807000,8.050000,13.730000,31.090000,10.090000,11.320000,5.000000,8.520000,7.510000,2.960000,1.730000,3790.659000,57779.289000,67.700000,8925.007000,-,2868.335000,21.842654,10.457420
1998, 宜蘭縣,11374.070000,11847.656000,10988.730000,9159.094000,1829.635000,4736.986000,237.753000,273.296000,5346.917000,13.967000,-,-,-,-,390.497000,41.650000,4.490000,47.010000,0.120000,-,3.430000,1305.521000,1592.749000,5037.661000,1133.018000,242.386000,-,1348.252000,675.884000,412.791000,99.389000,11.020000,13.440000,42.520000,9.560000,2.050000,-,11.380000,5.710000,3.480000,0.840000,2902.164000,5652.502000,27.470000,374.650000,473.586000,637.309000,45.130590,3.162229
1998, 新竹縣,12415.810000,12415.810000,11117.418000,7841.219000,3276.199000,4807.002000,201.281000,178.451000,5311.547000,685.956000,32.723000,-,0.786000,-,474.179000,38.720000,3.060000,42.780000,5.520000,0.260000,3.830000,974.575000,2258.851000,4419.511000,2631.065000,118.902000,-,1234.063000,85.122000,673.948000,19.768000,7.850000,18.190000,35.600000,21.190000,0.960000,-,9.940000,0.680000,5.430000,0.160000,2161.440000,6380.380000,39.810000,723.882000,-,77.046000,42.780511,5.830324
1998, 苗栗縣,15600.161000,17842.568000,14652.788000,11251.142000,3401.645000,5552.414000,206.256000,310.711000,8452.288000,96.858000,-,0.799000,-,2.541000,58.548000,35.590000,3.310000,54.180000,0.620000,-,0.400000,2441.851000,3628.132000,6865.642000,1726.698000,312.022000,-,1430.573000,356.509000,1008.561000,72.576000,13.690000,20.330000,38.480000,9.680000,1.750000,-,8.020000,2.000000,5.650000,0.400000,3047.770000,6228.129000,26.280000,919.743000,2242.406000,322.945000,47.371477,5.154768
1998, 彰化縣,23881.506000,24901.461000,22535.846000,19018.036000,3517.810000,10621.155000,468.898000,522.086000,10314.360000,405.178000,0.000000,-,-,3.309000,201.286000,44.470000,4.150000,43.190000,1.700000,0.000000,0.850000,1985.433000,5105.804000,11575.891000,1551.532000,292.932000,-,2744.155000,404.831000,1206.456000,34.424000,7.970000,20.500000,46.490000,6.230000,1.180000,-,11.020000,1.630000,4.840000,0.140000,5077.478000,12221.915000,35.550000,1345.230000,1019.955000,385.891000,41.420702,5.402213
1998, 南投縣,13930.766000,15482.929000,13559.981000,11515.433000,2044.547000,5115.705000,193.321000,188.522000,7836.569000,140.593000,108.510000,-,3.038000,0.069000,48.024000,36.720000,2.740000,56.250000,1.010000,0.780000,0.370000,1165.149000,3507.527000,4947.127000,2505.341000,109.517000,-,1555.563000,342.788000,829.435000,520.479000,7.530000,22.650000,31.950000,16.180000,0.710000,-,10.050000,2.210000,5.360000,3.360000,3229.850000,5797.787000,20.560000,296.410000,1552.163000,304.068000,50.614254,1.914431
1998, 雲林縣,16894.537000,17411.697000,15759.665000,13212.047000,2547.618000,6991.378000,297.881000,223.468000,7923.079000,665.377000,-,-,-,-,115.311000,41.380000,3.080000,46.900000,3.940000,-,0.680000,1480.062000,4175.027000,6723.635000,1189.016000,223.292000,-,1712.834000,458.561000,1397.017000,52.248000,8.500000,23.980000,38.620000,6.830000,1.280000,-,9.840000,2.630000,8.020000,0.300000,4564.469000,8293.417000,26.090000,678.040000,517.160000,435.386000,45.504347,3.894164
1998, 嘉義縣,15053.098000,17971.316000,14550.919000,12137.028000,2413.891000,5076.424000,232.636000,143.107000,8913.671000,545.034000,4.892000,-,0.939000,3.741000,132.650000,33.720000,2.500000,59.220000,3.620000,0.030000,0.910000,1361.824000,5656.716000,5610.119000,1548.328000,440.807000,-,1501.003000,120.996000,1683.667000,47.851000,7.580000,31.480000,31.220000,8.610000,2.450000,-,8.350000,0.670000,9.370000,0.270000,3418.686000,6139.426000,18.070000,-,2918.218000,55.659000,49.599434,-
1998, 屏東縣,19293.003000,23484.023000,18419.626000,18196.990000,222.635000,7701.554000,318.962000,297.624000,9892.545000,350.898000,-,-,-,-,191.207000,39.920000,3.190000,51.280000,1.820000,-,0.990000,2253.990000,4528.720000,9824.806000,2148.505000,418.680000,-,2378.261000,352.786000,1506.805000,71.467000,9.600000,19.280000,41.840000,9.150000,1.780000,-,10.130000,1.500000,6.420000,0.300000,4972.447000,8860.247000,22.950000,540.210000,4191.019000,322.632000,42.124576,2.300330
1998, 臺東縣,10585.052000,10585.052000,9710.681000,7021.593000,2689.087000,3848.899000,88.173000,78.010000,5510.593000,150.867000,9.162000,-,-,-,69.735000,36.360000,1.570000,52.060000,1.420000,0.090000,0.660000,855.224000,2616.244000,3523.847000,960.023000,143.318000,-,1458.907000,206.048000,752.577000,68.862000,8.080000,24.720000,33.290000,9.070000,1.350000,-,13.780000,1.950000,7.110000,0.650000,3148.745000,4244.847000,18.190000,829.611000,-,185.380000,52.060141,7.837571
1998, 花蓮縣,11788.281000,11788.281000,11031.764000,8573.284000,2458.479000,4404.580000,144.944000,200.923000,6037.534000,190.811000,13.863000,-,3.647000,1.677000,45.067000,37.370000,2.930000,51.220000,1.620000,0.120000,0.420000,1283.106000,2357.968000,4637.782000,862.512000,147.640000,-,1493.250000,-,916.125000,89.895000,10.890000,20.000000,39.340000,7.320000,1.250000,-,12.670000,-,7.770000,0.760000,2967.829000,5005.515000,23.610000,745.232000,-,-,51.216407,6.321804
1998, 澎湖縣,5679.866000,5639.187000,5432.686000,4301.133000,1131.552000,1582.619000,30.457000,30.561000,3660.327000,258.743000,-,-,-,-,50.277000,27.860000,1.070000,64.440000,4.560000,-,0.890000,508.784000,1169.811000,1620.766000,468.631000,65.675000,-,1224.094000,60.265000,514.047000,7.108000,9.020000,20.740000,28.740000,8.310000,1.160000,-,21.710000,1.070000,9.120000,0.130000,1407.167000,1952.659000,10.780000,66.880000,-40.679000,56.265000,64.908771,1.185987
1998, 基隆市,11815.366000,11084.141000,11607.761000,8587.561000,3020.199000,4012.821000,2975.704000,282.324000,3444.680000,392.902000,3.000000,-,-,-,516.182000,33.960000,27.580000,29.150000,3.320000,0.030000,4.370000,1492.815000,1828.052000,3813.777000,1758.014000,502.262000,-,1437.016000,238.333000,-,13.869000,13.470000,16.490000,34.410000,15.860000,4.530000,-,12.960000,2.150000,-,0.130000,600.000000,8182.936000,65.770000,187.750000,-731.225000,221.255000,31.077555,1.693862
1998, 新竹市,9363.632000,7943.866000,8946.929000,6265.482000,2681.446000,5311.374000,428.094000,167.457000,2183.219000,368.099000,6.147000,24.195000,-,298.164000,240.469000,56.720000,6.360000,23.320000,3.930000,0.070000,6.010000,996.562000,1253.990000,3742.257000,556.755000,423.509000,-,873.535000,97.254000,-,-,12.540000,15.790000,47.110000,7.010000,5.330000,-,11.000000,1.220000,-,-,901.402000,6844.002000,67.060000,336.410000,-1419.765000,87.573000,27.483079,4.234840
1998, 嘉義市,6509.208000,6309.545000,5841.888000,4870.522000,971.365000,3273.524000,240.467000,83.359000,2155.978000,255.314000,8.321000,0.006000,-,2.048000,32.859000,50.290000,4.970000,33.120000,3.920000,0.130000,0.540000,824.310000,841.854000,2720.255000,468.433000,416.710000,-,848.120000,189.845000,-,0.014000,13.070000,13.340000,43.110000,7.420000,6.610000,-,13.440000,3.010000,-,0.000000,651.796000,3895.900000,56.860000,457.330000,-199.663000,128.851000,34.170103,7.248225
1998, 金門縣,5000.253000,4850.445000,4633.467000,3340.103000,1293.363000,288.838000,84.198000,28.578000,1658.787000,354.685000,2073.124000,-,-,-,312.040000,5.780000,2.250000,33.170000,7.100000,41.460000,6.240000,660.126000,1247.793000,1669.709000,735.337000,162.199000,-,17.607000,31.234000,314.281000,12.155000,13.610000,25.730000,34.420000,15.160000,3.340000,-,0.360000,0.640000,6.480000,0.260000,-,3141.465000,66.830000,200.000000,-149.807000,25.000000,34.198656,4.123333
1998, 連江縣,1165.864000,1165.864000,1047.437000,812.064000,235.373000,43.854000,6.568000,6.324000,859.478000,22.371000,78.944000,-,-,-,29.937000,3.760000,1.110000,73.720000,1.920000,6.770000,2.570000,193.014000,440.732000,264.774000,110.723000,34.376000,-,11.031000,-,98.411000,12.801000,16.560000,37.800000,22.710000,9.500000,2.950000,-,0.940000,-,8.440000,1.100000,-,188.001000,26.280000,118.384000,-,-,73.720262,10.154186
1999, 總計,630905.327000,648139.275000,569911.864000,476232.088000,93679.776000,342427.714000,22008.431000,16080.503000,158193.799000,23902.277000,7518.243000,11.501000,283.922000,745.180000,16163.106000,54.270000,6.040000,25.070000,3.790000,1.190000,2.730000,63886.892000,97053.279000,228881.589000,82096.810000,34040.339000,7432.550000,62313.557000,41389.546000,24546.507000,6498.202000,9.860000,14.970000,35.310000,12.670000,5.250000,1.150000,9.610000,6.390000,3.790000,1.000000,86859.051000,429140.881000,68.020000,43570.645000,17233.948000,30246.912000,24.407377,6.722420
1999, 臺灣地區,624075.136000,641309.084000,564107.954000,471785.912000,92322.042000,342051.679000,21908.725000,16037.564000,155629.280000,23714.264000,5272.932000,11.501000,283.922000,745.180000,15859.272000,54.810000,6.080000,24.940000,3.800000,0.840000,2.710000,62813.531000,95061.823000,227058.342000,81119.722000,33857.967000,7432.550000,62278.758000,41297.098000,24031.445000,6357.844000,9.790000,14.820000,35.410000,12.650000,5.280000,1.160000,9.710000,6.440000,3.750000,0.990000,86859.051000,425885.043000,68.240000,42560.812000,17233.948000,30171.912000,24.267437,6.636552
1999, 新北市,58607.412000,58607.412000,51221.502000,46773.313000,4448.188000,29884.868000,1608.474000,2800.132000,14405.123000,2958.047000,54.911000,-,4.530000,127.323000,1480.786000,50.990000,7.520000,24.580000,5.050000,0.100000,2.750000,5811.580000,5336.370000,26014.523000,9864.403000,3235.896000,-,5486.807000,235.462000,2613.971000,8.395000,9.920000,9.110000,44.390000,16.830000,5.520000,-,9.360000,0.400000,4.460000,0.010000,4989.883000,38919.074000,66.410000,5283.213000,-,191.667000,24.579012,9.014582
1999, 臺北市,162270.094000,162270.094000,146693.022000,112612.090000,34080.932000,122151.025000,8129.550000,5675.376000,-,10539.733000,3801.047000,-,168.250000,-,5187.354000,75.280000,8.510000,-,6.490000,2.340000,3.300000,14309.473000,22072.523000,45171.034000,27810.302000,12501.605000,2661.402000,12678.657000,23579.300000,-,1485.794000,8.820000,13.600000,27.840000,17.140000,7.700000,1.640000,7.810000,14.530000,-,0.920000,4415.468000,155652.340000,95.920000,6617.754000,-,17851.061000,-,4.078234
1999, 桃園市,33008.475000,33008.475000,28847.522000,24912.114000,3935.407000,16661.328000,963.022000,1052.550000,8856.863000,1585.241000,-,-,-,310.281000,202.493000,50.480000,6.110000,26.830000,4.800000,-,1.550000,3209.460000,4029.452000,14869.425000,5205.031000,917.292000,-,3248.066000,391.227000,1138.117000,0.401000,9.720000,12.210000,45.050000,15.770000,2.780000,-,9.840000,1.180000,3.450000,0.000000,4349.198000,20774.917000,62.940000,3376.693000,-,353.700000,26.832088,10.229776
1999, 臺中市,46438.184000,49707.274000,43969.204000,38842.830000,5126.373000,23547.709000,2714.522000,1066.841000,15293.069000,500.390000,182.582000,-,2.500000,196.738000,749.560000,50.710000,8.140000,32.930000,1.080000,0.390000,2.040000,6031.774000,5856.022000,20942.292000,3865.373000,2321.786000,-,5314.504000,2446.284000,1954.106000,975.128000,12.140000,11.780000,42.130000,7.780000,4.670000,-,10.690000,4.920000,3.930000,1.960000,5743.191000,28960.844000,62.360000,2184.270000,3269.089000,2002.307000,30.766260,4.394266
1999, 臺南市,44823.678000,46351.778000,38693.772000,33178.634000,5515.137000,18870.987000,937.076000,605.759000,17172.188000,2537.248000,25.316000,-,-,16.523000,596.450000,42.100000,3.440000,38.310000,5.660000,0.060000,1.370000,5321.802000,8004.066000,18032.612000,4794.358000,1530.279000,-,4747.935000,1401.966000,2489.595000,29.161000,11.480000,17.270000,38.910000,10.340000,3.300000,-,10.240000,3.030000,5.370000,0.060000,6508.875000,23589.360000,52.630000,4062.128000,1528.100000,749.957000,37.047528,8.763694
1999, 高雄市,88299.239000,89923.145000,74228.936000,68206.898000,6022.037000,50202.161000,1846.919000,2082.466000,12490.912000,1053.654000,1071.714000,-,104.402000,46.493000,5742.609000,56.860000,4.450000,14.150000,1.190000,1.210000,6.670000,7290.690000,10192.350000,28500.231000,8613.629000,9377.990000,4771.147000,7957.135000,8263.950000,2313.064000,2642.954000,8.110000,11.330000,31.690000,9.580000,10.430000,5.310000,8.850000,9.190000,2.570000,2.940000,11274.820000,62150.422000,70.390000,13657.904000,1623.906000,4768.945000,13.890653,15.188419
1999, 宜蘭縣,12251.429000,12902.763000,11397.325000,9434.142000,1963.182000,5249.122000,194.734000,412.449000,5271.195000,154.826000,-,-,-,4.320000,229.190000,42.840000,4.960000,43.030000,1.260000,-,1.910000,1450.837000,2280.257000,5355.903000,1189.863000,95.484000,-,1461.023000,523.915000,442.941000,102.534000,11.250000,17.670000,41.510000,9.220000,0.740000,-,11.320000,4.060000,3.430000,0.800000,3434.078000,6244.643000,50.970000,735.590000,651.333000,502.125000,40.853227,5.701027
1999, 新竹縣,11972.725000,12725.913000,11486.610000,8264.872000,3221.738000,5478.280000,202.064000,143.881000,5474.244000,262.340000,17.968000,-,-,-,71.914000,45.760000,2.890000,45.720000,2.190000,0.150000,0.600000,1294.565000,1822.517000,4422.186000,2729.500000,116.255000,-,1086.035000,398.696000,835.794000,20.361000,10.170000,14.320000,34.750000,21.450000,0.910000,-,8.540000,3.130000,6.570000,0.160000,2934.189000,6176.450000,51.590000,322.030000,753.188000,364.998000,43.016513,2.530506
1999, 苗栗縣,14052.698000,16726.788000,13513.717000,11293.840000,2219.876000,6075.253000,206.012000,221.870000,6806.230000,124.136000,-,1.060000,-,29.088000,122.655000,43.230000,3.050000,48.430000,0.880000,-,1.090000,1934.671000,2511.695000,6264.374000,2604.197000,309.733000,-,1526.887000,421.342000,1086.527000,67.358000,11.570000,15.020000,37.450000,15.570000,1.850000,-,9.130000,2.520000,6.490000,0.400000,3919.733000,6780.078000,48.250000,466.390000,2674.089000,338.836000,40.690598,2.788282
1999, 彰化縣,24514.161000,25286.463000,23984.572000,19764.207000,4220.364000,10654.111000,416.956000,642.145000,11880.064000,222.172000,57.325000,-,-,1.843000,114.180000,43.460000,4.320000,48.460000,0.910000,0.230000,0.480000,2117.739000,5040.561000,11257.677000,1287.366000,214.967000,-,3039.164000,714.777000,1575.586000,38.623000,8.370000,19.940000,44.520000,5.090000,0.850000,-,12.020000,2.830000,6.230000,0.150000,5784.875000,12108.736000,49.390000,525.360000,772.302000,685.605000,46.981913,2.077633
1999, 南投縣,14365.815000,15187.050000,13952.141000,11453.584000,2498.557000,6326.177000,183.617000,146.797000,7170.979000,71.896000,9.168000,-,2.070000,0.081000,41.785000,44.040000,2.300000,49.920000,0.500000,0.060000,0.310000,1361.061000,3554.837000,4943.033000,1835.986000,132.288000,-,1515.662000,348.891000,882.407000,612.880000,8.960000,23.410000,32.550000,12.090000,0.870000,-,9.980000,2.300000,5.810000,4.030000,4522.542000,6781.595000,47.210000,413.240000,821.235000,287.459000,47.217722,2.721002
1999, 雲林縣,18986.689000,19730.727000,17760.001000,14164.248000,3595.752000,7049.807000,378.378000,195.386000,9911.279000,888.509000,7.424000,-,-,-,59.403000,37.130000,3.020000,52.200000,4.680000,0.040000,0.310000,1594.324000,5330.419000,6734.296000,1585.137000,469.567000,-,1826.110000,345.598000,1790.756000,54.517000,8.080000,27.020000,34.130000,8.030000,2.380000,-,9.260000,1.750000,9.070000,0.280000,4894.043000,8578.910000,45.180000,496.500000,744.038000,308.015000,50.232711,2.516380
1999, 嘉義縣,17260.637000,18833.319000,16063.126000,13536.432000,2526.694000,6975.660000,235.035000,147.234000,8599.760000,534.193000,11.550000,-,0.669000,4.037000,57.447000,40.410000,2.210000,49.820000,3.100000,0.070000,0.360000,1318.099000,4986.769000,5582.446000,1887.800000,282.522000,-,1621.612000,425.552000,2680.627000,47.887000,7.000000,26.480000,29.640000,10.020000,1.500000,-,8.610000,2.260000,14.230000,0.260000,5511.924000,7965.827000,46.150000,695.050000,1572.682000,229.617000,45.662477,3.690534
1999, 屏東縣,19315.937000,22605.045000,18429.694000,17166.798000,1262.896000,8233.361000,316.339000,208.334000,9453.647000,27.207000,-,-,1.500000,0.772000,196.500000,42.620000,2.720000,48.940000,0.140000,-,1.030000,2509.489000,3977.700000,9241.367000,1662.765000,423.479000,-,2575.428000,508.041000,1637.853000,68.919000,11.100000,17.600000,40.880000,7.360000,1.870000,-,11.390000,2.250000,7.250000,0.300000,5779.662000,8984.015000,46.510000,878.274000,3289.108000,419.068000,41.820961,3.885301
1999, 臺東縣,10218.567000,9940.329000,9412.274000,6990.939000,2421.334000,4227.198000,111.817000,54.280000,4834.275000,617.209000,8.690000,-,-,1.595000,78.259000,41.370000,1.620000,47.310000,6.040000,0.090000,0.780000,886.572000,2077.507000,3309.121000,883.156000,97.321000,-,1622.398000,210.897000,777.355000,75.997000,8.920000,20.900000,33.290000,8.890000,0.980000,-,16.320000,2.120000,7.820000,0.760000,3550.543000,5099.051000,49.900000,285.240000,-278.237000,193.399000,48.632948,2.869523
1999, 花蓮縣,11995.153000,11995.153000,11303.913000,8876.105000,2427.807000,4699.416000,157.127000,100.565000,6143.296000,229.442000,-,-,-,-,72.023000,39.180000,2.150000,51.210000,1.910000,-,0.600000,1364.210000,2292.646000,4276.682000,812.779000,149.047000,-,1583.750000,111.269000,1308.443000,96.322000,11.380000,19.110000,35.650000,6.780000,1.240000,-,13.200000,0.930000,10.910000,0.800000,3418.745000,5258.575000,43.840000,593.281000,-,103.200000,51.214820,4.946006
1999, 澎湖縣,6117.526000,5930.638000,6006.818000,4648.123000,1358.695000,2282.808000,25.491000,36.322000,3527.709000,152.056000,-,-,-,-,37.808000,37.320000,1.010000,57.670000,2.490000,-,0.610000,565.669000,1139.135000,1540.278000,729.719000,75.281000,-,1331.277000,36.819000,504.297000,8.160000,9.540000,19.210000,25.970000,12.300000,1.270000,-,22.450000,0.620000,8.500000,0.140000,2102.376000,2534.487000,41.430000,55.330000,-186.887000,33.390000,59.482791,0.932952
1999, 基隆市,11988.093000,11988.093000,11061.295000,9238.247000,1823.047000,4313.834000,2598.355000,202.145000,3093.454000,619.748000,8.000000,-,-,-,458.437000,35.980000,23.360000,25.810000,5.170000,0.070000,3.820000,1766.297000,1758.195000,3813.362000,2217.142000,579.661000,-,1664.534000,170.216000,-,18.683000,14.730000,14.670000,31.810000,18.490000,4.840000,-,13.880000,1.420000,-,0.160000,1137.844000,8200.521000,68.410000,694.118000,-,159.285000,25.804388,5.790062
1999, 新竹市,10101.895000,10101.895000,9209.200000,7399.916000,1809.283000,5496.668000,423.948000,147.176000,2525.930000,297.320000,7.184000,10.403000,-,1.420000,300.129000,54.410000,5.650000,25.010000,2.940000,0.070000,3.090000,1434.523000,1514.237000,4211.723000,1121.212000,575.448000,-,1050.573000,192.178000,-,2.000000,14.200000,14.990000,41.690000,11.100000,5.700000,-,10.400000,1.900000,-,0.020000,1292.892000,6684.250000,66.170000,891.714000,-,170.577000,25.004516,8.827195
1999, 嘉義市,7486.721000,7486.721000,6873.303000,5028.569000,1844.733000,3671.895000,259.280000,95.847000,2719.052000,338.887000,10.048000,0.038000,-,4.660000,60.279000,49.050000,4.740000,36.320000,4.530000,0.130000,0.870000,1240.686000,1284.553000,2575.766000,419.993000,452.057000,-,941.192000,570.709000,-,1.761000,16.570000,17.160000,34.400000,5.610000,6.040000,-,12.570000,7.620000,-,0.030000,1294.168000,4440.939000,59.320000,326.730000,-,458.696000,36.318329,4.364127
1999, 金門縣,5453.303000,5453.303000,4551.689000,3610.739000,940.949000,320.255000,90.759000,29.593000,1604.237000,175.594000,2086.318000,-,-,-,261.345000,5.870000,2.210000,29.420000,3.220000,38.260000,4.790000,878.624000,1566.995000,1479.320000,855.922000,148.393000,-,26.039000,92.448000,395.183000,10.375000,16.110000,28.730000,27.130000,15.700000,2.720000,-,0.480000,1.690000,7.250000,0.190000,-,2963.867000,54.350000,885.198000,-,75.000000,29.417713,16.232327
1999, 連江縣,1376.887000,1376.887000,1252.221000,835.436000,416.784000,55.779000,8.946000,13.345000,960.281000,12.418000,158.992000,-,-,-,42.488000,4.050000,1.620000,69.740000,0.900000,11.550000,3.090000,194.736000,424.460000,343.926000,121.165000,33.978000,-,8.760000,-,119.878000,129.981000,14.140000,30.830000,24.970000,8.800000,2.470000,-,0.640000,-,8.710000,9.440000,-,291.970000,21.210000,124.635000,-,-,69.742906,9.051941
2000, 總計,791672.576000,923405.821000,775942.675000,707003.725000,68938.950000,495632.817000,36317.130000,24335.785000,153965.943000,23278.379000,19855.287000,6.261000,2133.683000,909.317000,35237.970000,62.610000,7.660000,19.450000,2.940000,2.510000,4.830000,109392.872000,142996.428000,335825.974000,105620.146000,49986.161000,55231.620000,93417.568000,19491.786000,5314.727000,6128.535000,11.850000,15.490000,36.370000,11.440000,5.410000,5.980000,10.120000,2.110000,0.570000,0.660000,205045.061000,637706.632000,80.550000,111032.003000,131733.245000,35570.610000,16.673703,12.024183
2000, 臺灣地區,778703.569000,914850.830000,764226.531000,700313.552000,63912.978000,493601.796000,36134.673000,24270.714000,150011.055000,21782.957000,15074.891000,6.261000,2133.683000,909.317000,34778.219000,63.390000,7.760000,19.260000,2.800000,1.930000,4.860000,108124.996000,140870.608000,333469.170000,104096.490000,49696.418000,54997.343000,93362.114000,19457.715000,4733.038000,6042.935000,11.820000,15.400000,36.450000,11.380000,5.430000,6.010000,10.200000,2.130000,0.520000,0.660000,203238.068000,628692.513000,80.740000,111032.003000,136147.261000,35383.110000,16.397324,12.136624
2000, 新北市,83163.646000,96028.820000,82517.715000,76302.425000,6215.289000,47509.637000,2981.873000,4913.141000,22013.398000,1225.076000,1911.508000,-,5.644000,5.691000,2597.674000,57.130000,9.490000,26.470000,1.470000,2.300000,3.140000,12659.292000,7405.533000,40774.824000,8542.500000,5997.568000,7970.379000,12636.100000,38.198000,-,4.423000,13.180000,7.710000,42.460000,8.900000,6.250000,8.300000,13.160000,0.040000,-,0.000000,8242.580000,61150.248000,73.530000,8788.645000,12865.173000,191.666000,22.923741,9.152091
