"年度","縣市","道路交通事故肇事總件數(A1+A2類)","每萬輛機動車肇事數","道路交通事故死傷人數(A1+A2類)","每十萬人道路交通事故死傷人數","每件交通事故死傷人數","每日交通事故發生件數","事故傷害死亡人數","事故傷害死亡率","火災發生次數","火災死亡人數","火災受傷人數","每萬戶火災發生次數","每萬人火災發生次數","每日火災發生次數","每次火災死傷人數","每百萬人火災死亡人數","每百萬人火災受傷人數","火災財物損失","平均每件火災財物損失","消防人員數","義消人員數","消防車輛數","消防栓總數","每十萬人消防人數","每十萬人義消人數","每萬人消防車輛數","每千戶消防栓數"
2005, 嘉義縣,2577.000000,51.840000,3582.000000,642.510000,1.390000,7.060274,322.000000,57.800000,73.000000,1.000000,5.000000,4.460000,1.310000,0.200000,0.082192,1.793716,8.968578,14300.000000,195.890411,349.000000,1474.000000,53.000000,3042.000000,62.645732,264.583980,0.950000,18.446313
2005, 屏東縣,5920.000000,68.160000,8289.000000,921.770000,1.400000,16.219178,553.000000,61.500000,126.000000,3.000000,7.000000,4.820000,1.400000,0.345205,0.079365,3.336115,7.784269,10564.000000,83.841270,318.000000,1514.000000,93.000000,4135.000000,35.400200,168.540577,1.040000,15.721357
2005, 臺東縣,2073.000000,92.480000,2747.000000,1146.220000,1.330000,5.679452,204.000000,85.100000,226.000000,2.000000,2.000000,29.430000,9.430000,0.619178,0.017699,8.345225,8.345225,3993.000000,17.668142,146.000000,717.000000,33.000000,1854.000000,61.102439,300.071565,1.380000,24.041703
2005, 花蓮縣,2991.000000,92.250000,3881.000000,1114.510000,1.300000,8.194521,314.000000,90.200000,73.000000,8.000000,14.000000,6.430000,2.100000,0.200000,0.301370,22.973751,40.204064,18452.000000,252.767123,142.000000,1027.000000,55.000000,2986.000000,40.887077,295.711464,1.580000,26.140243
2005, 澎湖縣,401.000000,51.010000,599.000000,650.040000,1.490000,1.098630,40.000000,43.400000,64.000000,-,5.000000,21.690000,6.950000,0.175342,0.078125,-,54.260243,6970.000000,108.906250,156.000000,272.000000,23.000000,759.000000,168.668707,294.089027,2.490000,25.544375
2005, 基隆市,1996.000000,76.630000,2539.000000,647.650000,1.270000,5.468493,140.000000,35.700000,155.000000,7.000000,15.000000,11.130000,3.950000,0.424658,0.141935,17.855685,38.262183,6685.000000,43.129032,179.000000,1134.000000,46.000000,1520.000000,45.695089,289.487322,1.170000,10.855127
2005, 新竹市,4025.000000,114.760000,5125.000000,1318.090000,1.270000,11.027397,111.000000,28.500000,70.000000,1.000000,4.000000,5.620000,1.800000,0.191781,0.071429,2.571878,10.287510,6915.000000,98.785714,185.000000,749.000000,36.000000,1250.000000,47.351878,191.711118,0.920000,9.934512
2005, 嘉義市,2876.000000,110.350000,3835.000000,1415.020000,1.330000,7.879452,81.000000,29.900000,102.000000,4.000000,10.000000,11.710000,3.760000,0.279452,0.137255,14.759004,36.897510,6525.000000,63.970588,196.000000,528.000000,34.000000,1564.000000,72.138122,194.331269,1.250000,17.770506
2005, 金門縣,237.000000,51.400000,312.000000,463.180000,1.320000,0.649315,29.000000,43.100000,24.000000,-,-,9.010000,3.560000,0.065753,-,-,-,3975.000000,165.625000,56.000000,252.000000,21.000000,144.000000,79.699419,358.647387,2.990000,5.270671
2005, 連江縣,21.000000,35.310000,23.000000,233.460000,1.100000,0.057534,7.000000,71.100000,28.000000,-,-,157.220000,28.420000,0.076712,-,-,-,1040.000000,37.142857,21.000000,197.000000,14.000000,84.000000,202.996617,1904.301595,13.530000,46.179219
2006, 總計,160897.000000,80.110000,214316.000000,939.020000,1.330000,440.813699,8011.000000,35.100000,4332.000000,125.000000,471.000000,5.900000,1.900000,11.868493,0.137581,5.476822,20.636665,1558860.000000,359.847645,10090.000000,30984.000000,2110.000000,121146.000000,44.106345,135.440139,0.920000,16.382686
2006, 臺灣地區,160663.000000,80.210000,214018.000000,941.150000,1.330000,440.172603,7986.000000,35.100000,4277.000000,125.000000,471.000000,5.850000,1.880000,11.717808,0.139350,5.496919,20.712390,1555025.000000,363.578443,9998.000000,30537.000000,2077.000000,120888.000000,43.869637,133.991510,0.910000,16.415195
2006, 新北市,14952.000000,50.510000,19928.000000,531.150000,1.330000,40.964384,837.000000,22.300000,785.000000,17.000000,112.000000,6.170000,2.090000,2.150685,0.164331,4.531055,29.851653,711154.000000,905.928662,1105.000000,3181.000000,282.000000,14503.000000,29.332948,84.441725,0.750000,11.313454
2006, 臺北市,15324.000000,86.710000,20400.000000,777.350000,1.330000,41.983562,379.000000,14.400000,360.000000,2.000000,19.000000,3.840000,1.370000,0.986301,0.058333,0.762106,7.240002,22309.000000,61.969444,1484.000000,1507.000000,239.000000,17076.000000,56.377795,57.251575,0.910000,18.140541
2006, 桃園市,9202.000000,59.300000,12397.000000,653.940000,1.350000,25.210959,672.000000,35.400000,355.000000,22.000000,56.000000,5.940000,1.870000,0.972603,0.219718,11.604976,29.539939,302153.000000,851.135211,768.000000,1573.000000,160.000000,8879.000000,40.184997,82.305991,0.840000,14.672541
2006, 臺中市,28735.000000,121.640000,37544.000000,1456.870000,1.310000,78.726027,788.000000,30.600000,215.000000,21.000000,69.000000,2.750000,0.830000,0.589041,0.418605,8.148935,26.775071,67645.000000,314.627907,820.000000,2161.000000,182.000000,14170.000000,31.686805,83.506323,0.700000,17.948864
2006, 臺南市,14146.000000,77.230000,19233.000000,1031.360000,1.360000,38.756164,758.000000,40.600000,279.000000,5.000000,19.000000,4.660000,1.500000,0.764384,0.086022,2.681220,10.188637,42674.000000,152.953405,729.000000,3560.000000,165.000000,11982.000000,39.052309,190.708122,0.880000,19.904580
2006, 高雄市,26647.000000,93.020000,35251.000000,1278.680000,1.320000,73.005479,946.000000,34.300000,362.000000,11.000000,53.000000,3.790000,1.310000,0.991781,0.176796,3.990086,19.224958,43063.000000,118.958564,1155.000000,3143.000000,244.000000,13431.000000,41.845097,113.869385,0.880000,13.966765
2006, 宜蘭縣,3727.000000,92.380000,4955.000000,1074.820000,1.330000,10.210959,257.000000,55.700000,278.000000,3.000000,15.000000,19.340000,6.030000,0.761644,0.064748,6.507507,32.537537,18363.000000,66.053957,180.000000,830.000000,40.000000,4417.000000,39.094230,180.267839,0.870000,30.531766
2006, 新竹縣,2217.000000,55.030000,2803.000000,580.710000,1.260000,6.073973,199.000000,41.200000,116.000000,2.000000,13.000000,8.260000,2.400000,0.317808,0.129310,4.143493,26.932707,17517.000000,151.008621,273.000000,707.000000,52.000000,2333.000000,55.977953,144.968546,1.070000,16.303057
2006, 苗栗縣,2235.000000,44.210000,2972.000000,530.750000,1.330000,6.123288,310.000000,55.400000,43.000000,2.000000,7.000000,2.700000,0.770000,0.117808,0.209302,3.571652,12.500781,13352.000000,310.511628,230.000000,796.000000,51.000000,3338.000000,41.072455,142.146411,0.910000,20.803341
2006, 彰化縣,9323.000000,74.180000,12565.000000,955.200000,1.350000,25.542466,574.000000,43.600000,177.000000,7.000000,21.000000,5.170000,1.350000,0.484932,0.158192,5.321454,15.964361,56576.000000,319.638418,430.000000,2786.000000,88.000000,6266.000000,32.698774,211.857640,0.670000,18.211093
2006, 南投縣,4190.000000,83.230000,5542.000000,1033.600000,1.320000,11.479452,256.000000,47.700000,312.000000,5.000000,11.000000,19.310000,5.820000,0.854795,0.051282,9.325114,20.515250,61962.000000,198.596154,318.000000,1199.000000,81.000000,2395.000000,59.416485,224.026308,1.510000,14.753078
2006, 雲林縣,4170.000000,61.560000,5588.000000,764.530000,1.340000,11.424658,471.000000,64.400000,126.000000,3.000000,13.000000,5.870000,1.720000,0.345205,0.126984,4.104473,17.786048,38872.000000,308.507937,326.000000,1060.000000,61.000000,4409.000000,44.750100,145.506459,0.840000,20.422154
2006, 嘉義縣,2785.000000,54.660000,3821.000000,687.880000,1.370000,7.630137,276.000000,49.700000,59.000000,2.000000,7.000000,3.560000,1.060000,0.161644,0.152542,3.600548,12.601918,23974.000000,406.338983,352.000000,1469.000000,57.000000,3098.000000,63.556147,265.238579,1.030000,18.564349
2006, 屏東縣,6383.000000,71.280000,8926.000000,996.290000,1.400000,17.487671,481.000000,53.700000,89.000000,2.000000,3.000000,3.370000,0.990000,0.243836,0.056180,2.232337,3.348506,13091.000000,147.089888,328.000000,1599.000000,97.000000,4183.000000,36.707761,178.950337,1.090000,15.795933
2006, 臺東縣,1991.000000,86.510000,2698.000000,1136.240000,1.360000,5.454795,177.000000,74.500000,212.000000,4.000000,-,27.430000,8.930000,0.580822,0.018868,16.845652,-,3496.000000,16.490566,151.000000,804.000000,40.000000,1899.000000,63.994711,340.740050,1.700000,24.522211
2006, 花蓮縣,2833.000000,85.570000,3715.000000,1072.770000,1.310000,7.761644,249.000000,71.900000,51.000000,5.000000,5.000000,4.440000,1.470000,0.139726,0.196078,14.438327,14.438327,35220.000000,690.588235,149.000000,929.000000,50.000000,3142.000000,43.150508,269.039076,1.450000,27.232228
2006, 澎湖縣,438.000000,53.810000,668.000000,725.010000,1.530000,1.200000,37.000000,40.200000,86.000000,1.000000,5.000000,28.830000,9.330000,0.235616,0.069767,10.853403,54.267015,1701.000000,19.779070,158.000000,269.000000,22.000000,757.000000,172.141417,293.076211,2.400000,25.271240
2006, 基隆市,2062.000000,77.190000,2690.000000,687.660000,1.300000,5.649315,140.000000,35.800000,127.000000,4.000000,9.000000,9.040000,3.250000,0.347945,0.102362,10.225472,23.007311,6043.000000,47.582677,193.000000,1106.000000,46.000000,1521.000000,49.406988,283.130201,1.180000,10.801329
2006, 新竹市,4475.000000,124.230000,5721.000000,1456.750000,1.280000,12.260274,115.000000,29.300000,73.000000,4.000000,14.000000,5.760000,1.860000,0.200000,0.246575,10.185257,35.648400,54498.000000,746.547945,199.000000,824.000000,37.000000,1328.000000,50.410759,208.736007,0.940000,10.396850
2006, 嘉義市,3109.000000,116.220000,4133.000000,1519.300000,1.330000,8.517808,64.000000,23.500000,58.000000,3.000000,19.000000,6.540000,2.130000,0.158904,0.379310,11.028094,69.844596,4562.000000,78.655172,198.000000,534.000000,35.000000,1576.000000,72.696832,196.061153,1.290000,17.631594
2006, 金門縣,227.000000,46.690000,288.000000,392.490000,1.270000,0.621918,21.000000,28.600000,21.000000,-,-,7.530000,2.860000,0.057534,-,-,-,2685.000000,127.857143,68.000000,260.000000,21.000000,167.000000,88.899348,339.909270,2.750000,5.862735
2006, 連江縣,7.000000,11.140000,10.000000,99.350000,1.430000,0.019178,4.000000,39.700000,34.000000,-,-,183.980000,33.780000,0.093151,-,-,-,1150.000000,33.823529,24.000000,187.000000,12.000000,91.000000,245.248314,1910.893113,12.260000,48.481620
2007, 總計,163971.000000,79.950000,219500.000000,957.790000,1.340000,449.235616,7130.000000,31.100000,3392.000000,120.000000,398.000000,4.550000,1.480000,9.293151,0.152712,5.236186,17.366684,1292264.000000,380.974057,10645.000000,31519.000000,2160.000000,124647.000000,46.366552,137.287681,0.940000,16.592059
2007, 臺灣地區,163725.000000,80.050000,219183.000000,960.130000,1.340000,448.561644,7099.000000,31.100000,3353.000000,119.000000,398.000000,4.520000,1.470000,9.186301,0.154190,5.212769,17.434303,1285089.000000,383.265434,10550.000000,31095.000000,2132.000000,124376.000000,46.136622,135.982774,0.930000,16.625125
2007, 新北市,18331.000000,60.670000,24882.000000,657.810000,1.360000,50.221918,724.000000,19.100000,426.000000,15.000000,58.000000,3.290000,1.130000,1.167123,0.171362,3.965574,15.333551,444745.000000,1044.002347,1159.000000,3361.000000,283.000000,14777.000000,30.515941,88.493595,0.750000,11.290081
2007, 臺北市,14649.000000,82.070000,19689.000000,748.420000,1.340000,40.134247,372.000000,14.100000,309.000000,4.000000,9.000000,3.270000,1.170000,0.846575,0.042071,1.520476,3.421070,17894.000000,57.909385,1514.000000,1430.000000,262.000000,17357.000000,57.582545,54.387740,1.000000,18.313998
2007, 桃園市,11318.000000,70.700000,14883.000000,773.920000,1.310000,31.008219,586.000000,30.500000,375.000000,12.000000,74.000000,6.120000,1.950000,1.027397,0.229333,6.240040,38.480249,279482.000000,745.285333,859.000000,1540.000000,157.000000,9431.000000,44.393499,79.587879,0.810000,15.214480
2007, 臺中市,26786.000000,110.720000,35549.000000,1368.680000,1.330000,73.386301,731.000000,28.100000,227.000000,22.000000,55.000000,2.850000,0.870000,0.621918,0.339207,8.470299,21.175747,53360.000000,235.066079,891.000000,1889.000000,188.000000,14344.000000,34.179916,72.464491,0.720000,17.831348
2007, 臺南市,14154.000000,75.450000,19168.000000,1025.910000,1.350000,38.778082,647.000000,34.600000,234.000000,5.000000,30.000000,3.860000,1.250000,0.641096,0.149573,2.676095,16.056571,29650.000000,126.709402,772.000000,3644.000000,165.000000,12264.000000,41.282076,194.859954,0.880000,20.100140
2007, 高雄市,27817.000000,95.220000,37096.000000,1342.830000,1.330000,76.210959,815.000000,29.500000,246.000000,14.000000,39.000000,2.540000,0.890000,0.673973,0.215447,5.067829,14.117524,29386.000000,119.455285,1191.000000,3850.000000,247.000000,13838.000000,43.076197,139.247154,0.890000,14.179644
2007, 宜蘭縣,3734.000000,90.890000,4969.000000,1079.250000,1.330000,10.230137,208.000000,45.200000,134.000000,3.000000,17.000000,9.190000,2.910000,0.367123,0.149254,6.515903,36.923451,25512.000000,190.388060,202.000000,886.000000,40.000000,4398.000000,43.875082,192.442191,0.870000,29.933843
2007, 新竹縣,2866.000000,68.690000,3575.000000,726.990000,1.250000,7.852055,178.000000,36.200000,97.000000,-,7.000000,6.670000,1.970000,0.265753,0.072165,-,14.234687,34399.000000,354.628866,300.000000,726.000000,56.000000,2800.000000,60.505707,146.423810,1.130000,18.965692
2007, 苗栗縣,2242.000000,43.410000,2940.000000,524.930000,1.310000,6.142466,259.000000,46.200000,41.000000,7.000000,15.000000,2.530000,0.730000,0.112329,0.536585,12.498337,26.782151,78850.000000,1923.170732,239.000000,713.000000,49.000000,3456.000000,42.666153,127.284380,0.870000,21.181273
2007, 彰化縣,9196.000000,71.830000,12459.000000,947.670000,1.350000,25.194521,528.000000,40.200000,140.000000,10.000000,27.000000,4.040000,1.060000,0.383562,0.264286,7.606333,20.537098,29723.000000,212.307143,453.000000,2772.000000,112.000000,6434.000000,34.465601,210.902086,0.850000,18.474438
2007, 南投縣,4126.000000,80.340000,5341.000000,999.320000,1.290000,11.304110,236.000000,44.200000,240.000000,4.000000,10.000000,14.700000,4.490000,0.657534,0.058333,7.484176,18.710439,123359.000000,513.995833,329.000000,1205.000000,88.000000,2404.000000,61.643155,225.775083,1.650000,14.644963
2007, 雲林縣,3906.000000,56.520000,5263.000000,723.850000,1.350000,10.701370,404.000000,55.600000,92.000000,2.000000,14.000000,4.230000,1.270000,0.252055,0.173913,2.750725,19.255076,14919.000000,162.163043,334.000000,1065.000000,62.000000,4491.000000,46.026304,146.760520,0.850000,20.510408
2007, 嘉義縣,2372.000000,45.720000,3282.000000,593.930000,1.380000,6.498630,263.000000,47.600000,55.000000,5.000000,10.000000,3.280000,1.000000,0.150685,0.272727,9.048251,18.096501,10867.000000,197.581818,362.000000,1422.000000,56.000000,3178.000000,65.657619,257.914736,1.020000,18.814085
2007, 屏東縣,6215.000000,68.000000,8582.000000,962.590000,1.380000,17.027397,477.000000,53.500000,86.000000,8.000000,6.000000,3.230000,0.960000,0.235616,0.162791,8.973101,6.729826,10790.000000,125.465116,370.000000,1611.000000,88.000000,4307.000000,41.593457,181.100158,0.990000,16.134591
2007, 臺東縣,1747.000000,74.630000,2410.000000,1026.370000,1.380000,4.786301,173.000000,73.700000,195.000000,1.000000,2.000000,25.110000,8.300000,0.534247,0.015385,4.258790,8.517579,2095.000000,10.743590,155.000000,770.000000,46.000000,1948.000000,66.335701,329.538646,1.970000,25.008987
2007, 花蓮縣,2798.000000,83.370000,3692.000000,1072.310000,1.320000,7.665753,231.000000,67.100000,36.000000,3.000000,5.000000,3.100000,1.050000,0.098630,0.222222,8.713268,14.522114,10580.000000,293.888889,195.000000,974.000000,44.000000,3210.000000,56.801300,283.715213,1.280000,27.490879
2007, 澎湖縣,429.000000,51.320000,636.000000,690.650000,1.480000,1.175342,29.000000,31.500000,50.000000,1.000000,3.000000,16.530000,5.430000,0.136986,0.080000,10.859237,32.577711,5800.000000,116.000000,158.000000,262.000000,26.000000,756.000000,171.014179,283.580474,2.810000,24.766585
2007, 基隆市,2056.000000,75.990000,2698.000000,690.880000,1.310000,5.632877,93.000000,23.800000,74.000000,3.000000,9.000000,5.220000,1.890000,0.202740,0.162162,7.682163,23.046490,5027.000000,67.932432,200.000000,1093.000000,41.000000,1529.000000,51.229902,279.971414,1.050000,10.719293
2007, 新竹市,4218.000000,114.340000,5538.000000,1395.330000,1.310000,11.556164,95.000000,23.900000,80.000000,-,4.000000,6.200000,2.020000,0.219178,0.050000,-,10.078207,8395.000000,104.937500,211.000000,826.000000,38.000000,1364.000000,52.877567,206.999386,0.950000,10.458519
2007, 嘉義市,3186.000000,116.920000,4310.000000,1580.380000,1.350000,8.728767,50.000000,18.300000,41.000000,-,3.000000,4.540000,1.500000,0.112329,0.073171,-,11.000314,6159.000000,150.219512,203.000000,542.000000,35.000000,1590.000000,74.338552,198.480271,1.280000,17.460056
2007, 金門縣,239.000000,46.530000,309.000000,391.050000,1.290000,0.654795,25.000000,31.600000,17.000000,1.000000,-,5.880000,2.150000,0.046575,0.058824,12.655184,-,6875.000000,404.411765,70.000000,237.000000,21.000000,180.000000,85.840068,290.629943,2.580000,6.140201
2007, 連江縣,7.000000,10.860000,8.000000,81.090000,1.140000,0.019178,6.000000,60.800000,22.000000,-,-,115.670000,22.300000,0.060274,-,-,-,300.000000,13.636364,25.000000,187.000000,7.000000,91.000000,251.357330,1880.152825,7.040000,47.223664
2008, 總計,170127.000000,81.390000,229647.000000,998.570000,1.350000,464.827869,7077.000000,30.800000,2886.000000,101.000000,304.000000,3.810000,1.250000,7.885246,0.140333,4.391744,13.218716,1474895.000000,511.051629,11090.000000,31825.000000,2179.000000,127572.000000,48.139884,138.147142,0.950000,16.663506
2008, 臺灣地區,169840.000000,81.490000,229281.000000,1001.020000,1.350000,464.043716,7053.000000,30.800000,2847.000000,101.000000,294.000000,3.770000,1.240000,7.778689,0.138743,4.409559,12.835745,1435597.000000,504.249034,10994.000000,31407.000000,2150.000000,127274.000000,47.919369,136.893181,0.940000,16.694315
2008, 新北市,19774.000000,64.250000,27358.000000,716.950000,1.380000,54.027322,722.000000,18.900000,331.000000,9.000000,30.000000,2.500000,0.870000,0.904372,0.117825,2.358569,7.861898,602689.000000,1820.812689,1298.000000,2619.000000,279.000000,15254.000000,33.857366,68.314670,0.730000,11.379633
2008, 臺北市,13745.000000,76.570000,17963.000000,684.020000,1.310000,37.554645,389.000000,14.800000,309.000000,3.000000,15.000000,3.240000,1.180000,0.844262,0.058252,1.142380,5.711901,15232.000000,49.294498,1540.000000,1495.000000,260.000000,17548.000000,58.713123,56.997480,0.990000,18.309052
2008, 桃園市,13649.000000,82.740000,17861.000000,917.440000,1.310000,37.292350,497.000000,25.500000,303.000000,12.000000,52.000000,4.820000,1.560000,0.827869,0.211221,6.163876,26.710129,400949.000000,1323.264026,865.000000,1541.000000,165.000000,9732.000000,44.162260,78.675193,0.840000,15.276162
2008, 臺中市,24339.000000,98.190000,32992.000000,1261.440000,1.360000,66.500000,727.000000,27.800000,161.000000,18.000000,29.000000,1.980000,0.620000,0.439891,0.291925,6.882226,11.088030,73959.000000,459.372671,943.000000,2008.000000,186.000000,14649.000000,35.936514,76.522291,0.710000,17.851572
2008, 臺南市,14298.000000,74.560000,19563.000000,1045.290000,1.370000,39.065574,690.000000,36.900000,190.000000,5.000000,20.000000,3.090000,1.020000,0.519126,0.131579,2.671607,10.686427,18337.000000,96.510526,812.000000,3648.000000,166.000000,12186.000000,43.352794,194.767232,0.890000,19.634761
2008, 高雄市,29981.000000,101.050000,40501.000000,1463.740000,1.350000,81.915301,756.000000,27.300000,208.000000,14.000000,38.000000,2.110000,0.750000,0.568306,0.250000,5.059703,13.733479,21670.000000,104.182692,1209.000000,4433.000000,235.000000,14460.000000,43.661120,160.090775,0.850000,14.580773
2008, 宜蘭縣,4197.000000,100.370000,5669.000000,1230.650000,1.350000,11.467213,211.000000,45.800000,136.000000,2.000000,16.000000,9.170000,2.950000,0.371585,0.132353,4.341691,34.733529,27860.000000,204.852941,212.000000,940.000000,50.000000,4454.000000,45.996763,203.947911,1.080000,29.725238
2008, 新竹縣,3321.000000,77.100000,4126.000000,825.950000,1.240000,9.073770,212.000000,42.400000,98.000000,2.000000,6.000000,6.520000,1.960000,0.267760,0.081633,4.003627,12.010882,13195.000000,134.642857,307.000000,713.000000,58.000000,2984.000000,61.000689,141.672611,1.150000,19.517811
2008, 苗栗縣,2554.000000,48.380000,3316.000000,591.850000,1.300000,6.978142,270.000000,48.200000,34.000000,1.000000,8.000000,2.060000,0.610000,0.092896,0.264706,1.784822,14.278575,23118.000000,679.941176,251.000000,802.000000,51.000000,3634.000000,44.789676,143.112829,0.910000,21.791797
2008, 彰化縣,10080.000000,77.370000,13698.000000,1042.750000,1.360000,27.540984,523.000000,39.800000,130.000000,7.000000,13.000000,3.700000,0.990000,0.355191,0.153846,5.328687,9.896132,24767.000000,190.515385,468.000000,2779.000000,115.000000,6525.000000,35.645329,211.663182,0.880000,18.444552
2008, 南投縣,4236.000000,80.980000,5587.000000,1048.740000,1.320000,11.573770,276.000000,51.800000,199.000000,7.000000,4.000000,12.030000,3.740000,0.543716,0.055276,13.139741,7.508424,47039.000000,236.376884,350.000000,1210.000000,92.000000,2559.000000,65.820033,227.549257,1.730000,15.342646
2008, 雲林縣,4363.000000,62.140000,5814.000000,802.290000,1.330000,11.920765,409.000000,56.400000,108.000000,8.000000,15.000000,4.880000,1.490000,0.295082,0.212963,11.039462,20.698991,18856.000000,174.592593,340.000000,1072.000000,63.000000,4732.000000,46.982481,148.132999,0.870000,21.169039
2008, 嘉義縣,2590.000000,49.090000,3528.000000,641.410000,1.360000,7.076503,275.000000,50.000000,48.000000,2.000000,16.000000,2.820000,0.870000,0.131148,0.375000,3.636112,29.088899,21253.000000,442.770833,367.000000,1453.000000,58.000000,3219.000000,66.881587,264.792767,1.060000,18.753823
2008, 屏東縣,5744.000000,61.940000,8164.000000,920.200000,1.420000,15.693989,443.000000,49.900000,81.000000,4.000000,7.000000,3.020000,0.910000,0.221311,0.135802,4.508564,7.889987,8688.000000,107.259259,407.000000,1742.000000,90.000000,4376.000000,45.997120,196.872196,1.020000,16.222127
2008, 臺東縣,1889.000000,79.390000,2650.000000,1138.540000,1.400000,5.161202,165.000000,70.900000,174.000000,1.000000,2.000000,22.220000,7.480000,0.475410,0.017241,4.296372,8.592745,2140.000000,12.298851,156.000000,734.000000,47.000000,1865.000000,67.285173,316.585364,2.030000,23.699694
2008, 花蓮縣,3045.000000,89.490000,4083.000000,1192.580000,1.340000,8.319672,182.000000,53.200000,34.000000,2.000000,5.000000,2.890000,0.990000,0.092896,0.205882,5.841676,14.604190,11283.000000,331.852941,219.000000,1003.000000,45.000000,3324.000000,64.141427,293.761880,1.320000,28.066502
2008, 澎湖縣,508.000000,59.190000,749.000000,806.690000,1.470000,1.387978,35.000000,37.700000,42.000000,-,2.000000,13.550000,4.520000,0.114754,0.047619,-,21.540350,2821.000000,67.166667,157.000000,264.000000,29.000000,759.000000,168.259956,282.933939,3.110000,24.119741
2008, 基隆市,2285.000000,83.440000,3055.000000,783.960000,1.340000,6.243169,106.000000,27.200000,63.000000,1.000000,3.000000,4.390000,1.620000,0.172131,0.063492,2.566155,7.698466,3049.000000,48.396825,204.000000,1084.000000,39.000000,1533.000000,52.444991,278.678283,1.000000,10.630183
2008, 新竹市,3901.000000,102.930000,5190.000000,1290.390000,1.330000,10.658470,101.000000,25.100000,54.000000,-,7.000000,4.090000,1.340000,0.147541,0.129630,-,17.404147,3736.000000,69.185185,220.000000,802.000000,39.000000,1376.000000,54.271272,197.843457,0.960000,10.271953
2008, 嘉義市,3563.000000,128.210000,4882.000000,1785.440000,1.370000,9.734973,64.000000,23.400000,45.000000,2.000000,4.000000,4.890000,1.650000,0.122951,0.133333,7.314379,14.628759,1022.000000,22.711111,208.000000,545.000000,35.000000,1606.000000,75.969802,199.055491,1.280000,17.243230
2008, 金門縣,281.000000,51.350000,357.000000,429.820000,1.270000,0.767760,21.000000,25.300000,20.000000,-,5.000000,6.740000,2.410000,0.054645,0.250000,-,60.198535,8298.000000,414.900000,71.000000,241.000000,21.000000,194.000000,83.954121,284.971030,2.480000,6.466882
2008, 連江縣,6.000000,9.150000,9.000000,91.370000,1.500000,0.016393,3.000000,30.500000,19.000000,-,5.000000,97.260000,19.290000,0.051913,0.263158,-,507.588447,31000.000000,1631.578947,25.000000,177.000000,8.000000,104.000000,256.278831,1814.454126,8.200000,52.525253
2009, 總計,184749.000000,87.010000,249086.000000,1079.300000,1.350000,506.161644,7358.000000,31.900000,2621.000000,117.000000,298.000000,3.390000,1.140000,7.180822,0.158337,5.069675,12.912506,759363.000000,289.722625,11594.000000,32632.000000,2198.000000,131465.000000,50.147553,141.143260,0.950000,16.841890
2009, 臺灣地區,184377.000000,87.100000,248589.000000,1081.790000,1.350000,505.142466,7322.000000,31.900000,2582.000000,115.000000,297.000000,3.350000,1.120000,7.073973,0.159566,5.004487,12.924632,750338.000000,290.603408,11494.000000,32172.000000,2165.000000,131129.000000,49.939064,139.780718,0.940000,16.871779
2009, 新北市,18475.000000,59.060000,25533.000000,662.560000,1.380000,50.616438,759.000000,19.700000,272.000000,17.000000,32.000000,2.000000,0.710000,0.745205,0.180147,4.411355,8.303726,144367.000000,530.761029,1456.000000,3504.000000,287.000000,15411.000000,37.587259,90.457251,0.740000,11.205816
2009, 臺北市,15326.000000,84.850000,20162.000000,770.960000,1.320000,41.989041,377.000000,14.400000,251.000000,18.000000,13.000000,2.600000,0.960000,0.687671,0.123506,6.882903,4.970986,16640.000000,66.294821,1531.000000,1413.000000,260.000000,18191.000000,58.716866,54.191333,1.000000,18.764867
2009, 桃園市,15487.000000,91.740000,20316.000000,1031.930000,1.310000,42.430137,471.000000,23.900000,241.000000,7.000000,15.000000,3.730000,1.220000,0.660274,0.091286,3.555584,7.619110,44077.000000,182.892116,922.000000,1538.000000,166.000000,9923.000000,46.594319,77.724580,0.840000,15.170324
2009, 臺中市,25946.000000,102.590000,34832.000000,1324.450000,1.340000,71.084932,757.000000,28.800000,124.000000,9.000000,75.000000,1.500000,0.470000,0.339726,0.677419,3.422162,28.518016,55635.000000,448.669355,991.000000,2209.000000,189.000000,15071.000000,37.598250,83.808813,0.720000,18.005070
2009, 臺南市,14334.000000,73.580000,19663.000000,1049.140000,1.370000,39.271233,696.000000,37.100000,159.000000,6.000000,31.000000,2.540000,0.850000,0.435616,0.232704,3.201357,16.540342,23829.000000,149.867925,851.000000,3642.000000,164.000000,12365.000000,45.376841,194.197950,0.870000,19.568403
2009, 高雄市,32955.000000,109.780000,44883.000000,1620.340000,1.360000,90.287671,1256.000000,45.300000,177.000000,11.000000,22.000000,1.770000,0.640000,0.484932,0.186441,3.971161,7.942323,17286.000000,97.661017,1218.000000,4436.000000,245.000000,14917.000000,43.957043,160.093140,0.880000,14.802268
2009, 宜蘭縣,4603.000000,108.270000,6065.000000,1314.870000,1.320000,12.610959,216.000000,46.800000,87.000000,4.000000,22.000000,5.770000,1.890000,0.238356,0.298851,8.671833,47.695081,11012.000000,126.574713,214.000000,929.000000,50.000000,4585.000000,46.357975,201.245600,1.080000,30.175988
2009, 新竹縣,4317.000000,97.640000,5508.000000,1086.220000,1.280000,11.827397,170.000000,33.500000,79.000000,2.000000,10.000000,5.090000,1.560000,0.216438,0.151899,3.944170,19.720851,10744.000000,136.000000,311.000000,759.000000,61.000000,3096.000000,60.875114,148.566597,1.190000,19.617161
