"年度","縣市","醫療機構數","平均每一醫療機構服務人數","平均每一醫療機構服務面積","執業醫事人員數","執業醫師數","護士數","病床數","每萬人口執業醫事人員","每平方公里執業醫事人員","平均每一執業醫師服務之人口數","平均每一護士服務之人口數","每萬人口病床數","平均每一病床服務之人口數"
2010, 新竹市,408.000000,1018.000000,0.255276,4662.000000,752.000000,2644.000000,2525.000000,112.244308,44.761245,552.319149,157.089259,60.792981,164.492673
2010, 嘉義市,395.000000,689.594937,0.151964,5395.000000,856.000000,3128.000000,4012.000000,198.061603,89.878319,318.212617,87.081202,147.288814,67.893819
2010, 金門縣,39.000000,2496.512821,3.888615,365.000000,57.000000,208.000000,269.000000,37.488189,2.406763,1708.140351,468.096154,27.628282,361.947955
2010, 連江縣,7.000000,1420.571429,4.114286,64.000000,15.000000,27.000000,49.000000,64.360418,2.222222,662.933333,368.296296,49.275945,202.938776
2011, 總計,21135.000000,1098.883937,1.712459,250258.000000,45572.000000,133336.000000,160472.000000,107.754122,6.914577,509.631177,174.183356,69.094772,144.728750
2011, 臺灣地區,21090.000000,1095.823755,1.707420,249825.000000,45505.000000,133092.000000,160148.000000,108.098236,6.937754,507.876563,173.646222,69.295372,144.309782
2011, 新北市,3011.000000,1300.714381,0.681689,28287.000000,5269.000000,13846.000000,16451.000000,72.226105,13.781282,743.300626,282.857937,42.004866,238.067655
2011, 臺北市,3253.000000,814.930218,0.083554,46324.000000,9346.000000,23517.000000,24666.000000,174.743716,170.434331,283.647336,112.725603,93.045257,107.474580
2011, 桃園市,1448.000000,1390.404006,0.843200,20997.000000,3709.000000,11751.000000,14654.000000,104.291203,17.197208,542.816123,171.330525,72.785793,137.389450
2011, 臺中市,3213.000000,829.254279,0.689355,32159.000000,6435.000000,16105.000000,20150.000000,120.699116,14.519412,414.047242,165.438932,75.626953,132.227990
2011, 臺南市,1815.000000,1034.137741,1.207522,19773.000000,3460.000000,10654.000000,11929.000000,105.345878,9.021957,542.473988,176.174207,63.554897,157.344287
2011, 高雄市,2805.000000,989.115865,1.050843,33416.000000,5991.000000,18087.000000,20964.000000,120.441021,11.336620,463.106326,153.395809,75.560377,132.344495
2011, 宜蘭縣,327.000000,1403.856269,6.555428,4832.000000,698.000000,3014.000000,4330.000000,105.258343,2.254125,657.680516,152.309555,94.322977,106.018707
2011, 新竹縣,335.000000,1545.197015,4.261304,3453.000000,472.000000,1913.000000,2324.000000,66.706463,2.418852,1096.697034,270.591218,44.895980,222.737091
2011, 苗栗縣,376.000000,1494.707447,4.841263,4082.000000,615.000000,2249.000000,3638.000000,72.632160,2.242469,913.837398,249.893286,64.731944,154.483233
2011, 彰化縣,1041.000000,1251.718540,1.032081,12087.000000,2194.000000,6505.000000,7950.000000,92.760079,11.250042,593.910210,200.313451,61.011221,163.904277
2011, 南投縣,424.000000,1233.035377,9.684991,4325.000000,719.000000,2287.000000,3396.000000,82.726513,1.053225,727.130737,228.599475,64.957049,153.947880
2011, 雲林縣,498.000000,1432.843373,2.592033,5751.000000,1025.000000,3150.000000,4003.000000,80.596337,4.455264,696.152195,226.525714,56.099311,178.255309
2011, 嘉義縣,267.000000,2014.764045,7.129725,4446.000000,689.000000,2707.000000,3398.000000,82.648315,2.335530,780.757620,198.722571,63.166661,158.311360
2011, 屏東縣,651.000000,1328.001536,4.263595,8287.000000,1235.000000,4981.000000,6182.000000,95.855662,2.985660,700.023482,173.565348,71.507144,139.846166
2011, 臺東縣,158.000000,1444.873418,22.248434,2087.000000,291.000000,1309.000000,1646.000000,91.418809,0.593698,784.501718,174.400306,72.101275,138.693803
2011, 花蓮縣,275.000000,1224.865455,16.831169,4756.000000,818.000000,2812.000000,4548.000000,141.195471,1.027531,411.782396,119.785917,135.020396,74.062885
2011, 澎湖縣,90.000000,1079.522222,1.409601,724.000000,132.000000,388.000000,540.000000,74.518563,5.706894,736.037879,250.404639,55.580143,179.920370
2011, 基隆市,281.000000,1352.053381,0.472452,3529.000000,699.000000,1857.000000,2680.000000,92.886265,26.582022,543.529328,204.591815,70.539867,141.763806
2011, 新竹市,426.000000,986.037559,0.244490,4932.000000,822.000000,2743.000000,2608.000000,117.414034,47.353595,511.012165,153.135983,62.087551,161.062883
2011, 嘉義市,396.000000,685.671717,0.151580,5578.000000,886.000000,3217.000000,4091.000000,205.431524,92.927018,306.462754,84.403482,150.666971,66.371547
2011, 金門縣,40.000000,2597.075000,3.791400,373.000000,55.000000,216.000000,269.000000,35.905779,2.459514,1888.781818,480.939815,25.894516,386.182156
2011, 連江縣,5.000000,2021.200000,5.760000,60.000000,12.000000,28.000000,55.000000,59.370671,2.083333,842.166667,360.928571,54.423115,183.745455
2012, 總計,21437.000000,1087.643887,1.688334,258283.000000,46678.000000,137641.000000,160900.000000,110.775850,7.136306,499.503449,169.395907,69.008933,144.908776
2012, 臺灣地區,21388.000000,1084.318356,1.683631,257812.000000,46590.000000,137395.000000,160576.000000,111.167066,7.159557,497.776368,168.793632,69.239456,144.426321
2012, 新北市,3076.000000,1280.658322,0.667284,29363.000000,5423.000000,14303.000000,16629.000000,74.538529,14.305503,726.406970,275.418094,42.213030,236.893680
2012, 臺北市,3321.000000,804.946101,0.081843,47344.000000,9629.000000,23846.000000,24817.000000,177.104368,174.187094,277.622391,112.103749,92.835398,107.717532
2012, 桃園市,1467.000000,1383.886162,0.832279,21879.000000,3858.000000,12207.000000,14681.000000,107.769778,17.919594,526.221099,166.311215,72.314462,138.284926
2012, 臺中市,3264.000000,822.577512,0.678584,33079.000000,6589.000000,16576.000000,20146.000000,123.204165,14.934782,407.481105,161.974722,75.034648,133.271766
2012, 臺南市,1834.000000,1025.978735,1.195013,21252.000000,3591.000000,11702.000000,11954.000000,112.943727,9.696790,523.989140,160.796872,63.529518,157.407144
2012, 高雄市,2837.000000,979.435671,1.038990,34336.000000,6033.000000,18790.000000,20981.000000,123.570399,11.648736,460.576662,147.879670,75.507646,132.436919
2012, 宜蘭縣,333.000000,1377.162162,6.437313,4975.000000,686.000000,3109.000000,4274.000000,108.483520,2.320835,668.505831,147.505629,93.197702,107.298783
2012, 新竹縣,336.000000,1559.502976,4.248622,3505.000000,484.000000,1889.000000,2334.000000,66.890207,2.455278,1082.630165,277.391742,44.542580,224.504284
2012, 苗栗縣,385.000000,1464.872727,4.728091,4222.000000,648.000000,2312.000000,3515.000000,74.861342,2.319379,870.333333,243.934256,62.325347,160.448364
2012, 彰化縣,1042.000000,1247.474088,1.031090,12451.000000,2206.000000,6723.000000,7847.000000,95.786649,11.588837,589.242067,193.346423,60.367668,165.651587
2012, 南投縣,429.000000,1212.578089,9.572112,4426.000000,732.000000,2333.000000,3425.000000,85.083315,1.077820,710.650273,222.972996,65.840568,151.882044
2012, 雲林縣,498.000000,1427.692771,2.592033,5784.000000,999.000000,3161.000000,4005.000000,81.351241,4.480829,711.702703,224.925973,56.329827,177.525843
2012, 嘉義縣,269.000000,1984.100372,7.076716,4661.000000,747.000000,2811.000000,3369.000000,87.329945,2.448471,714.488621,189.869441,63.122631,158.421787
2012, 屏東縣,648.000000,1324.754630,4.283334,8283.000000,1239.000000,4951.000000,6267.000000,96.488868,2.984219,692.849879,173.387396,73.004435,136.977980
2012, 臺東縣,159.000000,1422.968553,22.108507,2172.000000,299.000000,1375.000000,1661.000000,95.999151,0.617879,756.695652,164.546909,73.413716,136.214329
2012, 花蓮縣,282.000000,1188.617021,16.413374,4816.000000,829.000000,2833.000000,4502.000000,143.679704,1.040494,404.330519,118.316273,134.311883,74.453576
2012, 澎湖縣,89.000000,1110.595506,1.425439,725.000000,134.000000,385.000000,531.000000,73.348644,5.714777,737.634328,256.735065,53.721558,186.145009
2012, 基隆市,293.000000,1287.211604,0.453102,3682.000000,694.000000,1969.000000,2812.000000,97.626162,27.734487,543.448127,191.545455,74.558601,134.122688
2012, 新竹市,424.000000,1002.525943,0.245643,5153.000000,842.000000,2882.000000,2660.000000,121.226807,49.475481,504.834917,147.491672,62.577781,159.801128
2012, 嘉義市,402.000000,674.676617,0.149317,5704.000000,928.000000,3238.000000,4166.000000,210.308974,95.026122,292.262931,83.761581,153.602242,65.103217
2012, 金門縣,44.000000,2570.704545,3.446727,395.000000,67.000000,217.000000,269.000000,34.921449,2.604579,1688.223881,521.248848,23.781949,420.486989
2012, 連江縣,5.000000,2262.000000,5.760000,76.000000,21.000000,29.000000,55.000000,67.197171,2.638889,538.571429,390.000000,48.629531,205.636364
2013, 總計,21713.000000,1076.475706,1.666873,265759.000000,47942.000000,140915.000000,159422.000000,113.700903,7.342866,487.537378,165.869616,68.206252,146.614125
2013, 臺灣地區,21662.000000,1072.875958,1.662334,265269.000000,47846.000000,140669.000000,159097.000000,114.140149,7.366641,485.738390,165.215072,68.456379,146.078424
2013, 新北市,3126.000000,1265.172425,0.656611,30414.000000,5656.000000,14672.000000,16267.000000,76.901507,14.817545,699.244873,269.556230,41.130953,243.125899
2013, 臺北市,3381.000000,794.592133,0.080390,48143.000000,9712.000000,24136.000000,24241.000000,179.202357,177.126759,276.618204,111.307425,90.232107,110.825296
2013, 桃園市,1500.000000,1362.682000,0.813969,22515.000000,3959.000000,12508.000000,14788.000000,110.150424,18.440498,516.297802,163.417253,72.347523,138.221734
2013, 臺中市,3294.000000,820.176381,0.672403,34138.000000,6711.000000,17179.000000,20194.000000,126.359303,15.412908,402.572046,157.265324,74.746610,133.785332
2013, 臺南市,1851.000000,1017.400324,1.184037,22258.000000,3711.000000,12304.000000,12023.000000,118.191936,10.155804,507.466451,153.056567,63.843187,156.633785
2013, 高雄市,2869.000000,968.935866,1.027402,35479.000000,6305.000000,19162.000000,20776.000000,127.627949,12.036507,440.900397,145.072383,74.737120,133.802320
2013, 宜蘭縣,338.000000,1356.378698,6.342086,5045.000000,715.000000,3108.000000,4196.000000,110.043276,2.353490,641.197203,147.508366,91.524596,109.260248
2013, 新竹縣,349.000000,1520.017192,4.090364,3635.000000,499.000000,1927.000000,2324.000000,68.522072,2.546344,1063.098196,275.291126,43.808885,228.264200
2013, 苗栗縣,385.000000,1468.971429,4.728091,4327.000000,652.000000,2366.000000,3316.000000,76.509051,2.377061,867.414110,239.033812,58.632774,170.553076
2013, 彰化縣,1059.000000,1223.808310,1.014538,12748.000000,2275.000000,6839.000000,7759.000000,98.363211,11.865271,569.676044,189.503290,59.868227,167.033509
2013, 南投縣,429.000000,1205.645688,9.572112,4480.000000,750.000000,2349.000000,3314.000000,86.616579,1.090970,689.629333,220.188165,64.073067,156.071817
2013, 雲林縣,503.000000,1407.141153,2.566268,5947.000000,1011.000000,3272.000000,3983.000000,84.021860,4.607104,700.090999,216.317848,56.273595,177.703239
2013, 嘉義縣,270.000000,1960.107407,7.050506,4811.000000,759.000000,2916.000000,3440.000000,90.905827,2.527268,697.271410,181.491427,65.000217,153.845640
2013, 屏東縣,647.000000,1317.289026,4.289954,8378.000000,1249.000000,5009.000000,6093.000000,98.300336,3.018446,682.374700,170.150928,71.490087,139.879534
2013, 臺東縣,162.000000,1387.783951,21.699090,2230.000000,307.000000,1364.000000,1565.000000,99.190022,0.634378,732.315961,164.824780,69.610935,143.655591
2013, 花蓮縣,274.000000,1218.602190,16.892596,4873.000000,847.000000,2834.000000,4509.000000,145.943210,1.052809,394.211334,117.818278,135.041645,74.051231
2013, 澎湖縣,89.000000,1128.089888,1.425439,758.000000,146.000000,389.000000,547.000000,75.498008,5.974898,687.671233,258.097686,54.482072,183.546618
2013, 基隆市,297.000000,1262.336700,0.447000,3770.000000,743.000000,1991.000000,2877.000000,100.556394,28.397343,504.594886,188.304370,76.737598,130.314216
2013, 新竹市,431.000000,994.160093,0.241653,5450.000000,881.000000,3044.000000,2741.000000,127.192911,52.327066,486.359818,140.763141,63.969866,156.323605
2013, 嘉義市,408.000000,663.901961,0.147122,5870.000000,958.000000,3300.000000,4144.000000,216.707522,97.791609,282.747390,82.082424,152.987389,65.364865
2013, 金門縣,46.000000,2624.195652,3.296870,405.000000,73.000000,218.000000,270.000000,33.550653,2.670517,1653.602740,553.729358,22.367102,447.085185
2013, 連江縣,5.000000,2433.000000,5.760000,85.000000,23.000000,28.000000,55.000000,69.872585,2.951389,528.913043,434.464286,45.211673,221.181818
2014, 總計,22041.000000,1063.189193,1.642068,271555.000000,49117.000000,142708.000000,161491.000000,115.881993,7.503008,477.100658,164.207704,68.913844,145.108724
2014, 臺灣地區,21986.000000,1059.470754,1.637837,271041.000000,49020.000000,142452.000000,161014.000000,116.358950,7.526933,475.184088,163.518406,69.123933,144.667693
2014, 新北市,3200.000000,1239.630625,0.641427,31186.000000,5849.000000,14747.000000,16998.000000,78.617169,15.193660,678.204479,268.991524,42.850466,233.369691
2014, 臺北市,3450.000000,783.279710,0.078783,49164.000000,9909.000000,24409.000000,24899.000000,181.932898,180.883202,272.713190,110.709779,92.139517,108.531066
2014, 桃園市,1523.000000,1351.495732,0.801677,23007.000000,4084.000000,12625.000000,14926.000000,111.775188,18.843462,503.998041,163.035881,72.515168,137.902184
2014, 臺中市,3342.000000,813.834530,0.662746,34914.000000,6851.000000,17426.000000,20626.000000,128.368081,15.763263,396.998248,156.079135,75.835483,131.864394
2014, 臺南市,1875.000000,1004.951467,1.168882,22802.000000,3770.000000,12520.000000,12377.000000,121.011482,10.404019,499.810080,150.501917,65.685427,152.240769
2014, 高雄市,2906.000000,956.294563,1.014321,36366.000000,6490.000000,19572.000000,20958.000000,130.860398,12.337428,428.195994,141.988146,75.415834,132.598149
2014, 宜蘭縣,337.000000,1361.356083,6.360905,5242.000000,736.000000,3208.000000,3888.000000,114.260305,2.445390,623.338315,143.010287,84.747056,117.998200
2014, 新竹縣,360.000000,1493.416667,3.965380,3753.000000,537.000000,1951.000000,2336.000000,69.806372,2.629004,1001.173184,275.566376,43.449956,230.149829
2014, 苗栗縣,391.000000,1450.465473,4.655537,4385.000000,670.000000,2391.000000,3422.000000,77.318861,2.408924,846.465672,237.194479,60.338687,165.731151
2014, 彰化縣,1062.000000,1216.077213,1.011672,12941.000000,2282.000000,6918.000000,7697.000000,100.203334,12.044907,565.939527,186.683145,59.598567,167.789269
2014, 南投縣,434.000000,1185.057604,9.461834,4422.000000,748.000000,2278.000000,3295.000000,85.978437,1.076846,687.586898,225.774802,64.065796,156.089530
2014, 雲林縣,508.000000,1388.496063,2.541009,6164.000000,1041.000000,3422.000000,4008.000000,87.388496,4.775213,677.575408,206.123904,56.822371,175.987026
2014, 嘉義縣,271.000000,1936.468635,7.024490,4993.000000,803.000000,3010.000000,3394.000000,95.144088,2.622874,653.528020,174.346512,64.674351,154.620801
2014, 屏東縣,655.000000,1294.529771,4.237558,8396.000000,1265.000000,4958.000000,5854.000000,99.019126,3.024931,670.290119,171.019968,69.039776,144.844038
2014, 臺東縣,161.000000,1394.223602,21.833867,2262.000000,319.000000,1362.000000,1555.000000,100.770704,0.643481,703.667712,164.809104,69.274291,144.353698
2014, 花蓮縣,278.000000,1199.251799,16.649537,4934.000000,852.000000,2872.000000,4489.000000,147.993953,1.065988,391.305164,116.083565,134.646302,74.268657
2014, 澎湖縣,89.000000,1143.348315,1.425439,736.000000,136.000000,368.000000,547.000000,72.328466,5.801484,748.220588,276.516304,53.754987,186.029250
2014, 基隆市,297.000000,1256.151515,0.447000,3889.000000,775.000000,2065.000000,2940.000000,104.241216,29.293705,481.389677,180.666828,78.804107,126.896939
2014, 新竹市,438.000000,986.273973,0.237791,5557.000000,937.000000,3043.000000,2834.000000,128.637833,53.354405,461.033084,141.961222,65.603674,152.430487
2014, 嘉義市,409.000000,662.305623,0.146762,5928.000000,966.000000,3307.000000,3971.000000,218.839868,98.757863,280.417184,81.912005,146.594655,68.215311
2014, 金門縣,50.000000,2554.460000,3.033120,433.000000,76.000000,224.000000,422.000000,33.901490,2.855146,1680.565789,570.191964,33.040251,302.661137
2014, 連江縣,5.000000,2501.200000,5.760000,81.000000,21.000000,32.000000,55.000000,64.768911,2.812500,595.523810,390.812500,43.978890,227.381818
