"年度","縣市","醫療機構數","平均每一醫療機構服務人數","平均每一醫療機構服務面積","執業醫事人員數","執業醫師數","護士數","病床數","每萬人口執業醫事人員","每平方公里執業醫事人員","平均每一執業醫師服務之人口數","平均每一護士服務之人口數","每萬人口病床數","平均每一病床服務之人口數"
1998, 總計,17731.000000,1236.737409,2.040947,144070.000000,30629.000000,71215.000000,124564.000000,65.699616,3.981150,715.942114,307.920958,56.804379,176.042765
1998, 臺灣地區,17710.000000,1234.945003,2.033099,143882.000000,30579.000000,71122.000000,124294.000000,65.787031,3.996036,715.225351,307.512106,56.830828,175.960835
1998, 新北市,2405.000000,1438.513098,0.853458,12232.000000,2898.000000,4998.000000,10025.000000,35.356443,5.959368,1193.797101,692.201681,28.977137,345.099651
1998, 臺北市,2610.000000,1011.470881,0.104138,30987.000000,6910.000000,15401.000000,21493.000000,117.377712,114.006748,382.046165,171.413480,81.414760,122.827851
1998, 桃園市,1146.000000,1440.649215,1.065405,11873.000000,2456.000000,6726.000000,10919.000000,71.914688,9.724363,672.224756,245.462979,66.136316,151.202857
1998, 臺中市,2671.000000,893.061400,0.829239,17929.000000,4040.000000,8205.000000,12509.000000,75.162438,8.094734,590.437376,290.721146,52.440568,190.692062
1998, 臺南市,1545.000000,1179.354045,1.418546,11160.000000,2392.000000,5388.000000,9673.000000,61.247943,5.092047,761.748328,338.177803,53.087039,188.369896
1998, 高雄市,2328.000000,1155.229381,1.265579,19539.000000,4147.000000,9514.000000,16495.000000,72.652595,6.631782,648.510731,282.675426,61.333976,163.041770
1998, 宜蘭縣,293.000000,1589.170648,7.316127,2739.000000,505.000000,1605.000000,4097.000000,58.823908,1.277742,922.033663,290.110280,87.988884,113.650720
1998, 新竹縣,252.000000,1698.333333,5.665052,2060.000000,350.000000,1070.000000,1742.000000,48.133090,1.442988,1222.800000,399.981308,40.702837,245.683123
1998, 苗栗縣,364.000000,1538.071429,5.000865,2625.000000,523.000000,1344.000000,2987.000000,46.886889,1.442058,1070.474187,416.561012,53.352814,187.431537
1998, 彰化縣,899.000000,1447.682981,1.195101,6993.000000,1380.000000,3564.000000,5293.000000,53.731674,6.508773,943.092029,365.170314,40.669491,245.884565
1998, 南投縣,419.000000,1302.801909,9.800563,2875.000000,559.000000,1419.000000,3200.000000,52.667832,0.700120,976.518784,384.689218,58.676544,170.585625
1998, 雲林縣,473.000000,1583.498943,2.729038,2864.000000,589.000000,1320.000000,2104.000000,38.237905,2.218719,1271.638370,567.420455,28.090975,355.986217
1998, 嘉義縣,228.000000,2481.285088,8.340669,1919.000000,310.000000,1020.000000,1482.000000,33.920595,1.009112,1824.945161,554.640196,26.196103,381.736167
1998, 屏東縣,584.000000,1559.143836,4.752740,5390.000000,956.000000,2701.000000,4928.000000,59.195642,1.941922,952.447699,337.112181,54.121730,184.768669
1998, 臺東縣,141.000000,1772.602837,24.930870,1400.000000,244.000000,806.000000,1276.000000,56.014116,0.398264,1024.331967,310.095533,51.052865,195.875392
1998, 花蓮縣,274.000000,1301.463504,16.892596,2920.000000,565.000000,1784.000000,8083.000000,81.884235,0.630864,631.152212,199.888453,226.667901,44.117407
1998, 澎湖縣,68.000000,1315.632353,1.865649,446.000000,94.000000,242.000000,481.000000,49.853012,3.515573,951.734043,369.681818,53.429910,185.993763
1998, 基隆市,300.000000,1273.726667,0.442530,2283.000000,557.000000,1090.000000,2231.000000,59.745942,17.196587,686.028725,350.566972,58.385106,171.276558
1998, 新竹市,336.000000,1060.247024,0.309811,2177.000000,440.000000,1031.000000,2067.000000,61.109973,20.913307,809.643182,345.531523,58.022193,172.347847
1998, 嘉義市,374.000000,703.342246,0.160496,3471.000000,664.000000,1894.000000,3209.000000,131.952100,57.825328,396.159639,138.885956,121.992017,81.972577
1998, 金門縣,14.000000,3647.142857,10.932571,153.000000,38.000000,78.000000,233.000000,29.964747,0.999634,1343.684211,654.615385,45.632589,219.141631
1998, 連江縣,7.000000,950.714286,4.114286,35.000000,12.000000,15.000000,37.000000,52.592036,1.215278,554.583333,443.666667,55.597295,179.864865
1999, 總計,17770.000000,1243.240687,2.036468,152385.000000,31762.000000,75603.000000,122937.000000,68.976250,4.210922,695.560324,292.215745,55.646771,179.704946
1999, 臺灣地區,17751.000000,1241.287589,2.028403,152180.000000,31714.000000,75506.000000,122703.000000,69.065688,4.226497,694.775052,291.819140,55.687785,179.572594
1999, 新北市,2441.000000,1438.310938,0.840871,13532.000000,3098.000000,5639.000000,10319.000000,38.542637,6.592721,1133.285023,622.613407,29.391182,340.238104
1999, 臺北市,2620.000000,1008.134351,0.103740,31935.000000,6988.000000,15818.000000,20940.000000,120.905823,117.494611,377.978248,166.981414,79.278783,126.137154
1999, 桃園市,1133.000000,1492.755516,1.077629,12686.000000,2564.000000,7113.000000,11303.000000,75.007746,10.390236,659.630265,237.774779,66.830565,149.632133
1999, 臺中市,2681.000000,903.392764,0.826146,19083.000000,4273.000000,8788.000000,13622.000000,78.790386,8.615751,566.813948,275.602640,56.242867,177.800323
1999, 臺南市,1541.000000,1188.697599,1.422228,12032.000000,2604.000000,5758.000000,9972.000000,65.684636,5.489920,703.449693,318.128343,54.438763,183.692639
1999, 高雄市,2329.000000,1161.810648,1.265035,20800.000000,4250.000000,10259.000000,16235.000000,76.870285,7.059781,636.672235,263.754459,59.999475,166.668124
1999, 宜蘭縣,296.000000,1570.959459,7.241977,2922.000000,514.000000,1758.000000,3749.000000,62.838169,1.363111,904.677043,264.507395,80.622962,124.034142
1999, 新竹縣,248.000000,1749.060484,5.756424,2079.000000,363.000000,1085.000000,1882.000000,47.928957,1.456297,1194.950413,399.785253,43.387349,230.481934
1999, 苗栗縣,346.000000,1617.930636,5.261026,2750.000000,510.000000,1417.000000,3135.000000,49.124336,1.510728,1097.654902,395.062809,56.001743,178.565869
1999, 彰化縣,896.000000,1457.187500,1.199103,7473.000000,1494.000000,3722.000000,5266.000000,57.236298,6.955536,873.922356,350.789898,40.332710,247.937714
1999, 南投縣,391.000000,1391.401535,10.502394,2927.000000,537.000000,1430.000000,2801.000000,53.801389,0.712784,1013.106145,380.446154,51.485374,194.229918
1999, 雲林縣,466.000000,1601.375536,2.770032,3043.000000,606.000000,1432.000000,2359.000000,40.777711,2.357389,1231.420792,521.118017,31.611772,316.337855
1999, 嘉義縣,229.000000,2457.039301,8.304247,1955.000000,337.000000,1044.000000,1784.000000,34.745549,1.028042,1669.620178,538.948276,31.706424,315.393498
1999, 屏東縣,610.000000,1490.188525,4.550164,5631.000000,949.000000,2984.000000,5729.000000,61.946173,2.028750,957.866175,304.629692,63.024263,158.669052
1999, 臺東縣,139.000000,1782.741007,25.289587,1434.000000,247.000000,851.000000,1271.000000,57.869016,0.407937,1003.242915,291.188014,51.291157,194.965382
1999, 花蓮縣,283.000000,1256.840989,16.355376,3124.000000,585.000000,1911.000000,4511.000000,87.830277,0.674938,608.010256,186.125589,126.825346,78.848592
1999, 澎湖縣,70.000000,1271.614286,1.812344,468.000000,103.000000,240.000000,463.000000,52.576590,3.688987,864.203883,370.887500,52.014874,192.252700
1999, 基隆市,300.000000,1284.003333,0.442530,2291.000000,529.000000,1119.000000,2211.000000,59.475443,17.256847,728.168242,344.236819,57.398605,174.220262
1999, 新竹市,367.000000,986.261580,0.283641,2317.000000,458.000000,1119.000000,1966.000000,64.012952,22.258215,790.301310,323.465594,54.315694,184.108850
1999, 嘉義市,365.000000,726.326027,0.164454,3698.000000,705.000000,2019.000000,3185.000000,139.489795,61.607048,376.041135,131.307083,120.139263,83.236735
1999, 金門縣,13.000000,3979.307692,11.773538,154.000000,36.000000,79.000000,203.000000,29.769384,1.006168,1436.972222,654.822785,39.241461,254.832512
1999, 連江縣,6.000000,1093.333333,4.800000,51.000000,12.000000,18.000000,31.000000,77.743902,1.770833,546.666667,364.444444,47.256098,211.612903
2000, 總計,18082.000000,1231.980533,2.001329,159212.000000,33318.000000,79176.000000,126476.000000,71.470281,4.399576,668.607720,281.356371,56.775087,176.133591
2000, 臺灣地區,18060.000000,1230.127741,1.993698,158960.000000,33263.000000,79050.000000,126220.000000,71.551690,4.414798,667.892463,281.038672,56.814635,176.010989
2000, 新北市,2515.000000,1418.646521,0.816130,13516.000000,3005.000000,5499.000000,9432.000000,37.882270,6.584926,1187.319800,648.826332,26.435748,378.275657
2000, 臺北市,2615.000000,1012.035946,0.103939,33229.000000,7467.000000,16300.000000,21096.000000,125.559518,122.255470,354.422660,162.360368,79.713611,125.449090
2000, 桃園市,1194.000000,1451.103015,1.022575,14128.000000,2943.000000,7913.000000,11827.000000,81.541391,11.571280,588.724771,218.958296,68.260902,146.496745
2000, 臺中市,2730.000000,901.134799,0.811318,20463.000000,4522.000000,9648.000000,14347.000000,83.179613,9.238805,544.028748,254.985282,58.318815,171.471248
2000, 臺南市,1534.000000,1201.001956,1.428718,12172.000000,2512.000000,5945.000000,10325.000000,66.068260,5.553799,733.414411,309.896888,56.042950,178.434576
2000, 高雄市,2396.000000,1137.423623,1.229661,21509.000000,4498.000000,10532.000000,16646.000000,78.924377,7.300424,605.884171,258.760634,61.080254,163.719032
2000, 宜蘭縣,311.000000,1495.774920,6.892685,2875.000000,528.000000,1726.000000,4037.000000,61.803236,1.341186,881.034091,269.516802,86.782491,115.230617
2000, 新竹縣,256.000000,1717.628906,5.576536,2192.000000,401.000000,1131.000000,1894.000000,49.850698,1.535452,1096.541147,388.782493,43.073550,232.161035
2000, 苗栗縣,350.000000,1599.151429,5.200900,2870.000000,505.000000,1523.000000,3415.000000,51.277195,1.576650,1108.322772,367.500328,61.014502,163.895461
2000, 彰化縣,912.000000,1436.985746,1.178066,7833.000000,1529.000000,3964.000000,5565.000000,59.769666,7.290608,857.116416,330.608224,42.463704,235.495238
2000, 南投縣,378.000000,1432.637566,10.863587,3038.000000,530.000000,1494.000000,3502.000000,56.099583,0.739814,1021.767925,362.474565,64.667788,154.636493
2000, 雲林縣,467.000000,1591.794433,2.764101,2994.000000,608.000000,1403.000000,2590.000000,40.276149,2.319429,1222.644737,529.841768,34.841424,287.014672
2000, 嘉義縣,246.000000,2285.792683,7.730376,2500.000000,416.000000,1396.000000,2625.000000,44.459857,1.314632,1351.694712,402.797278,46.682850,214.211429
2000, 屏東縣,621.000000,1461.497585,4.469566,5982.000000,1061.000000,3221.000000,5458.000000,65.910819,2.155209,855.409991,281.772741,60.137287,166.286185
2000, 臺東縣,145.000000,1691.806897,24.243121,1387.000000,272.000000,757.000000,1287.000000,56.540243,0.394566,901.882353,324.058124,52.463801,190.607615
2000, 花蓮縣,288.000000,1227.881944,16.071428,3247.000000,623.000000,1996.000000,4232.000000,91.819133,0.701512,567.624398,177.169339,119.673105,83.560964
2000, 澎湖縣,70.000000,1278.514286,1.812344,544.000000,104.000000,309.000000,463.000000,60.784840,4.288053,860.538462,289.631068,51.734156,193.295896
2000, 基隆市,298.000000,1303.439597,0.445500,2349.000000,538.000000,1144.000000,2136.000000,60.474995,17.693729,721.979554,339.532343,54.991311,181.846910
2000, 新竹市,369.000000,998.479675,0.282104,2367.000000,515.000000,1096.000000,1831.000000,64.244013,22.738539,715.415534,336.166971,49.696151,201.222829
2000, 嘉義市,365.000000,729.268493,0.164454,3765.000000,686.000000,2053.000000,3512.000000,141.444044,62.723238,388.021866,129.655626,131.939305,75.792426
2000, 金門縣,16.000000,3364.500000,9.566000,191.000000,39.000000,101.000000,206.000000,35.480755,1.247909,1380.307692,532.990099,38.267202,261.320388
2000, 連江縣,6.000000,1122.166667,4.800000,61.000000,16.000000,25.000000,50.000000,90.598544,2.118056,420.812500,269.320000,74.261102,134.660000
2001, 總計,18265.000000,1226.694114,1.981278,165855.000000,34541.000000,82763.000000,127676.000000,74.024010,4.583145,648.665875,270.719621,56.984050,175.487703
2001, 臺灣地區,18240.000000,1224.767489,1.974023,165594.000000,34491.000000,82622.000000,127357.000000,74.125240,4.599044,647.698211,270.385115,57.009120,175.410531
2001, 新北市,2562.000000,1409.153786,0.801158,14380.000000,3300.000000,5985.000000,9741.000000,39.831015,7.005862,1094.015758,603.216708,26.981496,370.624371
2001, 臺北市,2633.000000,1000.304596,0.103228,34457.000000,7627.000000,17050.000000,21321.000000,130.826083,126.773503,345.326078,154.475191,80.951415,123.530885
2001, 桃園市,1227.000000,1436.807661,0.995073,14346.000000,3151.000000,7786.000000,12249.000000,81.374368,11.749828,559.493177,226.427305,69.479620,143.927096
2001, 臺中市,2771.000000,897.137495,0.799313,21474.000000,4724.000000,10215.000000,15200.000000,86.380838,9.695260,526.242168,243.364464,61.143184,163.550526
2001, 臺南市,1537.000000,1202.500325,1.425929,12799.000000,2614.000000,6186.000000,10359.000000,69.249552,5.839884,707.055471,298.778371,56.047825,178.419056
2001, 高雄市,2412.000000,1132.427446,1.221504,22431.000000,4595.000000,11090.000000,16646.000000,82.122270,7.613363,594.431991,246.295311,60.942771,164.088370
2001, 宜蘭縣,301.000000,1547.504983,7.121678,2998.000000,542.000000,1785.000000,3812.000000,64.362525,1.398565,859.407749,260.951821,81.837874,122.192812
2001, 新竹縣,259.000000,1723.166023,5.511942,2345.000000,413.000000,1238.000000,1873.000000,52.543132,1.642625,1080.629540,360.500808,41.967287,238.280833
2001, 苗栗縣,341.000000,1644.105572,5.338167,3055.000000,553.000000,1655.000000,3112.000000,54.491296,1.678281,1013.815552,338.755287,55.507991,180.154242
2001, 彰化縣,919.000000,1429.808487,1.169092,8030.000000,1567.000000,3992.000000,5442.000000,61.111390,7.473967,838.541161,329.156814,41.415714,241.454245
2001, 南投縣,386.000000,1403.673575,10.638435,3108.000000,556.000000,1534.000000,2805.000000,57.362435,0.756861,974.492806,353.205997,51.770152,193.161497
2001, 雲林縣,476.000000,1562.105042,2.711838,3215.000000,646.000000,1547.000000,2776.000000,43.237820,2.490636,1151.024768,480.647705,37.333807,267.853746
2001, 嘉義縣,241.000000,2337.614108,7.890757,2860.000000,460.000000,1658.000000,2797.000000,50.766377,1.503939,1224.706522,339.785887,49.648097,201.417590
2001, 屏東縣,634.000000,1434.328076,4.377918,6001.000000,1014.000000,3261.000000,5472.000000,65.991176,2.162055,896.808679,278.860472,60.173924,166.184942
2001, 臺東縣,149.000000,1641.691275,23.592299,1409.000000,242.000000,810.000000,1314.000000,57.601426,0.400825,1010.793388,301.990123,53.717724,186.158295
2001, 花蓮縣,270.000000,1307.922222,17.142857,3274.000000,634.000000,1964.000000,4310.000000,92.711369,0.707346,557.001577,179.806008,122.048259,81.934803
2001, 澎湖縣,73.000000,1263.945205,1.737864,556.000000,107.000000,305.000000,475.000000,60.259245,4.382643,862.317757,302.518033,51.480470,194.248421
2001, 基隆市,301.000000,1298.890365,0.441059,2450.000000,555.000000,1179.000000,2498.000000,62.665296,18.454507,704.443243,331.608142,63.893024,156.511609
2001, 新竹市,383.000000,974.663185,0.271792,2505.000000,495.000000,1222.000000,1861.000000,67.104925,24.064233,754.133333,305.479542,49.853200,200.588931
2001, 嘉義市,365.000000,734.227397,0.164454,3901.000000,696.000000,2160.000000,3294.000000,145.563504,64.988938,385.047414,124.070833,122.913658,81.357923
2001, 金門縣,18.000000,3164.333333,8.503111,200.000000,38.000000,114.000000,252.000000,35.113592,1.306711,1498.894737,499.631579,44.243127,226.023810
2001, 連江縣,7.000000,1264.428571,4.114286,61.000000,12.000000,27.000000,67.000000,68.918766,2.118056,737.583333,327.814815,75.697661,132.104478
2002, 總計,18228.000000,1235.504499,1.985299,175444.000000,35633.000000,89568.000000,133398.000000,77.903177,4.848122,632.020206,251.437746,59.233305,168.823940
2002, 臺灣地區,18200.000000,1233.685714,1.978362,175133.000000,35571.000000,89409.000000,133073.000000,77.999544,4.863971,631.218689,251.127739,59.267147,168.727541
2002, 新北市,2560.000000,1422.439844,0.801784,15396.000000,3382.000000,6846.000000,10088.000000,42.279907,7.500852,1076.713779,531.908560,27.703281,360.968081
2002, 臺北市,2645.000000,998.811342,0.102760,35939.000000,7667.000000,18231.000000,22080.000000,136.036938,132.226047,344.574932,144.910098,83.577606,119.649275
2002, 桃園市,1245.000000,1439.841767,0.980686,14972.000000,3260.000000,8238.000000,12532.000000,83.521003,12.262542,549.878221,217.601724,69.909511,143.042052
2002, 臺中市,2780.000000,902.336331,0.796725,23009.000000,4893.000000,11219.000000,16118.000000,91.724321,10.388294,512.670141,223.593458,64.253666,155.633143
2002, 臺南市,1537.000000,1205.376708,1.425929,13083.000000,2677.000000,6389.000000,10407.000000,70.617230,5.969467,692.067239,289.977148,56.173165,178.020947
2002, 高雄市,2413.000000,1136.719851,1.220998,23460.000000,4672.000000,11796.000000,17488.000000,85.529758,7.962618,587.094392,232.528399,63.757221,156.844979
2002, 宜蘭縣,297.000000,1562.649832,7.217593,3300.000000,571.000000,2025.000000,3919.000000,71.104293,1.539448,812.796848,229.188642,84.441734,118.424853
2002, 新竹縣,262.000000,1727.782443,5.448829,2484.000000,439.000000,1330.000000,1957.000000,54.873321,1.739992,1031.159453,340.360150,43.231517,231.312724
2002, 苗栗縣,337.000000,1663.994065,5.401528,3141.000000,571.000000,1696.000000,3125.000000,56.012668,1.725526,982.077058,330.640330,55.727344,179.445120
2002, 彰化縣,905.000000,1454.341436,1.187178,8492.000000,1760.000000,4189.000000,5539.000000,64.520099,7.903976,747.828977,314.198854,42.083941,237.620329
2002, 南投縣,389.000000,1391.496144,10.556391,3198.000000,557.000000,1581.000000,2880.000000,59.080866,0.778778,971.798923,342.373182,53.206033,187.948611
2002, 雲林縣,480.000000,1547.493750,2.689240,3337.000000,658.000000,1668.000000,3095.000000,44.924791,2.585148,1128.870821,445.321942,41.666835,239.999031
2002, 嘉義縣,236.000000,2383.025424,8.057934,3278.000000,499.000000,1925.000000,3284.000000,58.286539,1.723746,1127.042084,292.152727,58.393226,171.252741
2002, 屏東縣,604.000000,1500.294702,4.595365,6557.000000,1023.000000,3740.000000,5901.000000,72.358852,2.362372,885.804497,242.293583,65.119656,153.563464
2002, 臺東縣,150.000000,1626.433333,23.435017,1603.000000,267.000000,931.000000,1310.000000,65.706146,0.456013,913.726592,262.046187,53.696227,186.232824
2002, 花蓮縣,258.000000,1364.937984,17.940199,3327.000000,653.000000,1973.000000,4424.000000,94.475712,0.718796,539.286371,178.486569,125.626856,79.600814
2002, 澎湖縣,76.000000,1216.394737,1.669264,600.000000,110.000000,331.000000,468.000000,64.902754,4.729470,840.418182,279.293051,50.624148,197.534188
2002, 基隆市,292.000000,1340.582192,0.454654,2638.000000,578.000000,1314.000000,2559.000000,67.390471,19.870608,677.249135,297.907154,65.372334,152.969910
2002, 新竹市,368.000000,1029.339674,0.282871,3269.000000,582.000000,1752.000000,2444.000000,86.299522,31.403584,650.853952,216.208333,64.520046,154.990589
2002, 嘉義市,366.000000,731.986339,0.164004,4050.000000,752.000000,2235.000000,3455.000000,151.171862,67.471212,356.259309,119.868904,128.962662,77.541823
2002, 金門縣,21.000000,2806.333333,7.288381,235.000000,43.000000,126.000000,256.000000,39.875791,1.535386,1370.534884,467.722222,43.439160,230.207031
2002, 連江縣,7.000000,1251.857143,4.114286,76.000000,19.000000,33.000000,69.000000,86.728289,2.638889,461.210526,265.545455,78.740157,127.000000
2003, 總計,18777.000000,1203.842467,1.927253,183103.000000,36656.000000,95271.000000,136331.000000,81.002726,5.059766,616.667121,237.265800,60.311314,165.806383
2003, 臺灣地區,18744.000000,1202.238636,1.920944,182786.000000,36593.000000,95112.000000,135996.000000,81.112915,5.076518,615.821633,236.928684,60.349436,165.701646
2003, 新北市,2637.000000,1394.210466,0.778372,16034.000000,3581.000000,7039.000000,10209.000000,43.611740,7.811683,1026.677744,522.308993,27.768009,360.126653
2003, 臺北市,2748.000000,956.018195,0.098908,37116.000000,7879.000000,18949.000000,22328.000000,141.279217,136.556442,333.435461,138.642567,84.989825,117.661143
2003, 桃園市,1276.000000,1427.958464,0.956861,15625.000000,3227.000000,8719.000000,12921.000000,85.753974,12.797370,564.634335,208.977520,70.913734,141.016562
2003, 臺中市,2871.000000,881.143504,0.771472,24141.000000,5106.000000,12027.000000,16844.000000,95.427912,10.899379,495.449080,210.340318,66.583312,150.187782
2003, 臺南市,1581.000000,1174.232132,1.386245,13982.000000,2739.000000,7023.000000,10806.000000,75.315345,6.379659,677.787879,264.340168,58.207525,171.799093
2003, 高雄市,2475.000000,1109.825859,1.190411,24141.000000,4770.000000,12484.000000,18263.000000,87.887116,8.193758,575.853040,220.027155,66.487817,150.403493
2003, 宜蘭縣,303.000000,1528.993399,7.074670,3500.000000,579.000000,2164.000000,4005.000000,75.547449,1.632748,800.146805,214.087338,86.447867,115.676654
2003, 新竹縣,268.000000,1713.757463,5.326840,2683.000000,424.000000,1510.000000,2090.000000,58.416633,1.879387,1083.224057,304.163576,45.505316,219.754545
2003, 苗栗縣,338.000000,1659.476331,5.385547,3307.000000,571.000000,1797.000000,3053.000000,58.958501,1.816719,982.316988,312.132999,54.430089,183.721913
2003, 彰化縣,950.000000,1385.729474,1.130943,8983.000000,1807.000000,4679.000000,5808.000000,68.236908,8.360977,728.524073,281.351357,44.118887,226.660296
2003, 南投縣,404.000000,1337.616337,10.164446,3323.000000,575.000000,1714.000000,2886.000000,61.491829,0.809218,939.820870,315.284131,53.405182,187.247748
