年度,總計,臺灣地區,新北市,臺北市,桃園市,臺中市,臺南市,高雄市,宜蘭縣,新竹縣,苗栗縣,彰化縣,南投縣,雲林縣,嘉義縣,屏東縣,臺東縣,花蓮縣,澎湖縣,基隆市,新竹市,嘉義市,金門縣,連江縣
1998,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1999,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2000,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2001,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2002,13770978000.000000,13717794000.000000,2599323000.000000,2083464000.000000,874518000.000000,1412526000.000000,1204206000.000000,1744917000.000000,325977000.000000,331842000.000000,257925000.000000,604485000.000000,202956000.000000,255156000.000000,182949000.000000,381834000.000000,127725000.000000,184248000.000000,47496000.000000,350301000.000000,288636000.000000,257310000.000000,40041000.000000,13143000.000000
2003,18458457000.000000,18385218000.000000,3523743000.000000,2754714000.000000,1177647000.000000,1871373000.000000,1569120000.000000,2259753000.000000,488868000.000000,450081000.000000,347115000.000000,823068000.000000,282288000.000000,367134000.000000,252759000.000000,511347000.000000,180057000.000000,250671000.000000,60558000.000000,505626000.000000,384441000.000000,324855000.000000,55755000.000000,17484000.000000
2004,23763969000.000000,23668833000.000000,4582818000.000000,3506658000.000000,1561554000.000000,2374212000.000000,1945902000.000000,2817105000.000000,693171000.000000,579690000.000000,474924000.000000,1073016000.000000,382509000.000000,509628000.000000,328602000.000000,624135000.000000,216852000.000000,346629000.000000,78591000.000000,691395000.000000,497259000.000000,384183000.000000,73491000.000000,21645000.000000
2005,25972598370.000000,25874441370.000000,4989726000.000000,3816764400.000000,1706714970.000000,2609064000.000000,2119119000.000000,3050622000.000000,751152000.000000,620943000.000000,523923000.000000,1197714000.000000,428445000.000000,604122000.000000,375276000.000000,676335000.000000,225561000.000000,381816000.000000,80670000.000000,756225000.000000,542895000.000000,417354000.000000,76260000.000000,21897000.000000
2006,27914261000.000000,27815579000.000000,5358129000.000000,4037067000.000000,1840188000.000000,2822745000.000000,2275113000.000000,3285962000.000000,796233000.000000,665403000.000000,576291000.000000,1302003000.000000,474594000.000000,674547000.000000,412146000.000000,727959000.000000,240531000.000000,412782000.000000,86769000.000000,805809000.000000,581166000.000000,440142000.000000,76626000.000000,22056000.000000
2007,29616926287.000000,29513666287.000000,5688800827.000000,4178562571.000000,1971579576.000000,3005686583.000000,2412649854.000000,3479872984.000000,827623881.000000,711719738.000000,628215000.000000,1410832087.000000,513360000.000000,737897229.000000,450805603.000000,779002671.000000,255093000.000000,459610877.000000,87693000.000000,840757090.000000,614703344.000000,459200372.000000,79698000.000000,23562000.000000
2008,31286092015.000000,31175467015.000000,5987840860.000000,4374528661.000000,2097216174.000000,3174008915.000000,2541046267.000000,3687363642.000000,858519044.000000,748934457.000000,680574000.000000,1508962927.000000,558431156.000000,796925762.000000,486646355.000000,828195904.000000,267898279.000000,497573005.000000,90417000.000000,869841077.000000,642748530.000000,477795000.000000,86949000.000000,23676000.000000
2009,31650282257.000000,31539129257.000000,5945830820.000000,4813581382.000000,2087163815.000000,3171876000.000000,2518373301.000000,3683212338.000000,848702500.000000,742944848.000000,691497000.000000,1537759671.000000,557526000.000000,805753392.000000,490983000.000000,818787020.000000,270810000.000000,500364741.000000,89121000.000000,857557602.000000,631228743.000000,476056084.000000,88071000.000000,23082000.000000
2010,30538823799.000000,30434541426.000000,5737135696.000000,4666742655.000000,2013706284.000000,3061928729.000000,2417728624.000000,3533398600.000000,819459989.000000,717096844.000000,670652147.000000,1492196393.000000,545404343.000000,782885255.000000,472868638.000000,780662955.000000,256826174.000000,478680295.000000,87118866.000000,832273315.000000,608042175.000000,459733449.000000,82013373.000000,22269000.000000
2011,29939506779.000000,29836039779.000000,5595569636.000000,4644459389.000000,1957746092.000000,2991959557.000000,2349286619.000000,3469196486.000000,804526800.000000,707002397.000000,664118230.000000,1452699770.000000,537084404.000000,767288000.000000,463478649.000000,753876772.000000,249216200.000000,472408394.000000,86961000.000000,827704918.000000,589522236.000000,451934230.000000,81459000.000000,22008000.000000
2012,33622881587.000000,33503930087.000000,6236054968.000000,5219263860.000000,2186265641.000000,3323079102.000000,2627597698.000000,3944767615.000000,899677772.000000,795126794.000000,763591281.000000,1618775846.000000,616829611.000000,866444396.000000,528984378.000000,841276181.000000,276441530.000000,532434425.000000,99805000.000000,951470259.000000,662032695.000000,514011035.000000,94041000.000000,24910500.000000
2013,33074562302.000000,32954630302.000000,6168063459.000000,5250388345.000000,2150594135.000000,3254316932.000000,2531895409.000000,3835350845.000000,902094088.000000,786996600.000000,752828900.000000,1582124500.000000,604043603.000000,848785878.000000,516860585.000000,814300474.000000,262922000.000000,521686932.000000,99056000.000000,928926834.000000,647241047.000000,496153736.000000,95614000.000000,24318000.000000
2014,31321729308.000000,31207452927.000000,5814895663.000000,4938698310.000000,2039652246.000000,3075449944.000000,2403649448.000000,3656877250.000000,849068000.000000,747149284.000000,719246759.000000,1505877500.000000,578588500.000000,811442000.000000,494227000.000000,772694980.000000,247985000.000000,492030500.000000,94539500.000000,882374000.000000,611023243.000000,471983800.000000,90934881.000000,23341500.000000
