年度, 總計, 臺灣地區, 新北市, 臺北市, 桃園市, 臺中市, 臺南市, 高雄市, 宜蘭縣, 新竹縣, 苗栗縣, 彰化縣, 南投縣, 雲林縣, 嘉義縣, 屏東縣, 臺東縣, 花蓮縣, 澎湖縣, 基隆市, 新竹市, 嘉義市, 金門縣, 連江縣
1998,6.790000,6.790000,7.320000,6.810000,9.290000,8.310000,5.030000,6.130000,6.170000,9.230000,5.840000,7.420000,6.080000,5.880000,6.090000,5.070000,4.250000,4.010000,2.870000,5.770000,7.490000,5.460000,4.910000,6.100000
1999,7.160000,7.160000,7.610000,7.250000,9.920000,8.770000,5.570000,6.430000,5.990000,10.290000,7.020000,7.810000,4.450000,6.110000,6.510000,5.020000,4.520000,4.410000,3.640000,5.980000,8.240000,5.950000,5.330000,6.360000
2000,8.080000,8.080000,8.440000,7.830000,10.810000,9.630000,6.550000,7.540000,6.900000,11.220000,7.380000,8.490000,6.750000,7.280000,7.770000,6.290000,5.250000,4.740000,5.500000,7.000000,9.230000,6.520000,8.240000,9.030000
2001,5.940000,5.940000,6.700000,5.170000,8.500000,7.640000,4.360000,4.980000,5.000000,8.820000,5.790000,6.650000,5.120000,5.030000,5.330000,3.980000,3.220000,2.800000,3.690000,4.180000,7.740000,4.550000,7.560000,6.930000
2002,5.290000,5.290000,5.930000,4.600000,7.700000,6.850000,3.520000,4.320000,3.890000,8.530000,5.380000,6.200000,4.240000,4.630000,4.830000,3.460000,2.880000,2.400000,3.520000,3.360000,8.020000,4.070000,6.390000,6.590000
2003,4.270000,4.260000,4.970000,3.620000,6.610000,5.480000,2.590000,3.460000,3.440000,7.240000,4.150000,5.090000,3.000000,4.000000,3.820000,2.280000,1.650000,1.270000,3.000000,2.250000,6.710000,2.980000,6.190000,6.940000
2004,3.590000,3.580000,4.560000,3.100000,5.850000,4.910000,2.070000,2.750000,2.740000,6.500000,3.190000,4.510000,2.310000,1.840000,2.170000,1.140000,0.340000,0.860000,1.060000,1.600000,7.070000,2.320000,5.880000,3.520000
2005,2.920000,2.920000,3.950000,2.460000,5.310000,4.320000,1.360000,2.330000,1.900000,5.510000,2.050000,3.310000,1.680000,1.190000,1.410000,0.480000,-0.200000,-0.410000,1.050000,0.960000,6.150000,1.400000,4.740000,5.380000
2006,3.010000,3.000000,4.210000,2.720000,5.270000,4.240000,1.450000,2.190000,1.590000,6.140000,1.980000,3.320000,1.220000,0.800000,1.140000,0.540000,0.210000,-0.010000,0.860000,1.320000,7.160000,2.250000,5.040000,4.870000
2007,2.760000,2.750000,3.930000,2.570000,5.160000,4.280000,1.300000,2.060000,1.070000,6.520000,1.620000,2.830000,0.520000,-,0.280000,-0.140000,-0.650000,-0.730000,-0.050000,0.870000,7.090000,2.050000,6.640000,7.500000
2008,2.400000,2.380000,3.770000,1.940000,4.880000,3.760000,0.930000,1.690000,0.530000,5.830000,1.290000,2.580000,-0.020000,-0.150000,-0.540000,-0.690000,-0.610000,-1.010000,-0.420000,0.270000,7.500000,1.760000,6.740000,6.290000
2009,2.070000,2.050000,3.670000,1.580000,4.430000,3.340000,0.640000,1.040000,0.730000,5.660000,0.640000,2.630000,-0.630000,-0.660000,-0.920000,-1.190000,-1.600000,-1.430000,0.080000,0.020000,7.630000,1.040000,6.490000,6.200000
2010,0.910000,0.890000,2.370000,1.200000,2.840000,1.970000,-0.850000,0.250000,0.170000,3.220000,-0.190000,1.260000,-1.580000,-1.700000,-2.720000,-2.450000,-2.390000,-2.230000,-1.930000,-1.230000,6.200000,0.110000,5.980000,5.140000
2011,1.880000,1.860000,3.720000,3.470000,3.570000,3.430000,0.140000,0.930000,0.120000,3.930000,1.000000,1.900000,-2.100000,-1.450000,-2.720000,-2.900000,-2.540000,-1.580000,-1.030000,-1.960000,7.250000,0.610000,6.000000,8.280000
2012,3.230000,3.210000,5.240000,4.850000,4.400000,4.980000,2.070000,2.170000,0.990000,5.400000,2.980000,3.290000,-0.930000,-0.720000,-2.240000,-1.670000,-2.490000,-1.150000,1.530000,-0.740000,8.980000,1.370000,7.930000,10.740000
2013,1.850000,1.820000,3.840000,3.860000,2.840000,3.500000,0.410000,0.850000,-0.080000,3.640000,1.460000,1.770000,-2.190000,-2.400000,-3.760000,-2.990000,-3.100000,-1.690000,0.810000,-1.770000,6.170000,0.480000,6.620000,7.670000
2014,1.980000,1.950000,4.210000,4.400000,2.680000,3.770000,0.550000,0.810000,-0.540000,3.960000,2.090000,1.750000,-2.300000,-2.510000,-4.980000,-3.210000,-3.390000,-2.050000,0.320000,-2.150000,6.880000,0.780000,6.920000,8.920000
